con_code,industry_code,industry_name,in_date,out_date,in_dt,out_dt
301295.SZ,801730.SI,电力设备,20230705,,2023-07-05,
301325.SZ,801730.SI,电力设备,20230519,,2023-05-19,
301327.SZ,801730.SI,电力设备,20220926,,2022-09-26,
301349.SZ,801730.SI,电力设备,20220919,,2022-09-19,
301358.SZ,801730.SI,电力设备,20230216,,2023-02-16,
301361.SZ,801730.SI,电力设备,20221123,,2022-11-23,
301386.SZ,801730.SI,电力设备,20230406,,2023-04-06,
301388.SZ,801730.SI,电力设备,20221116,,2022-11-16,
301439.SZ,801730.SI,电力设备,20230324,,2023-03-24,
301456.SZ,801730.SI,电力设备,20230721,,2023-07-21,
301487.SZ,801730.SI,电力设备,20230816,,2023-08-16,
301502.SZ,801730.SI,电力设备,20240219,,2024-02-19,
301511.SZ,801730.SI,电力设备,20230824,,2023-08-24,
301513.SZ,801730.SI,电力设备,20260424,,2026-04-24,
301516.SZ,801730.SI,电力设备,20231215,,2023-12-15,
301557.SZ,801730.SI,电力设备,20250311,,2025-03-11,
301587.SZ,801730.SI,电力设备,20240415,,2024-04-15,
301590.SZ,801730.SI,电力设备,20250612,,2025-06-12,
301599.SZ,801730.SI,电力设备,20260512,,2026-05-12,
301609.SZ,801730.SI,电力设备,20250730,,2025-07-30,
301636.SZ,801730.SI,电力设备,20250523,,2025-05-23,
301658.SZ,801730.SI,电力设备,20250410,,2025-04-10,
301662.SZ,801730.SI,电力设备,20250424,,2025-04-24,
301668.SZ,801730.SI,电力设备,20251013,,2025-10-13,
301669.SZ,801730.SI,电力设备,20260616,,2026-06-16,
301696.SZ,801730.SI,电力设备,20260417,,2026-04-17,
600067.SH,801730.SI,电力设备,20240809,,2024-08-09,
600072.SH,801730.SI,电力设备,20240731,,2024-07-31,
600089.SH,801730.SI,电力设备,20140221,,2014-02-21,
600110.SH,801730.SI,电力设备,20140221,20170630,2014-02-21,2017-06-30
600110.SH,801730.SI,电力设备,20220801,,2022-08-01,
600112.SH,801730.SI,电力设备,20140221,20240814,2014-02-21,2024-08-14
600151.SH,801730.SI,电力设备,20140221,20260701,2014-02-21,2026-07-01
600152.SH,801730.SI,电力设备,20211213,,2021-12-13,
600192.SH,801730.SI,电力设备,20140221,,2014-02-21,
600202.SH,801730.SI,电力设备,20140221,20220729,2014-02-21,2022-07-29
600207.SH,801730.SI,电力设备,20180716,,2018-07-16,
600212.SH,801730.SI,电力设备,20230706,,2023-07-06,
600241.SH,801730.SI,电力设备,20190708,,2019-07-08,
600268.SH,801730.SI,电力设备,20140221,,2014-02-21,
600290.SH,801730.SI,电力设备,20140221,20240115,2014-02-21,2024-01-15
600312.SH,801730.SI,电力设备,20140221,,2014-02-21,
600353.SH,801730.SI,电力设备,20140221,20180713,2014-02-21,2018-07-13
600379.SH,801730.SI,电力设备,20140221,,2014-02-21,
600401.SH,801730.SI,电力设备,20140221,20180524,2014-02-21,2018-05-24
600405.SH,801730.SI,电力设备,20140221,,2014-02-21,
600406.SH,801730.SI,电力设备,20140221,,2014-02-21,
600416.SH,801730.SI,电力设备,20140221,,2014-02-21,
600438.SH,801730.SI,电力设备,20190514,,2019-05-14,
600458.SH,801730.SI,电力设备,20211213,20240730,2021-12-13,2024-07-30
600468.SH,801730.SI,电力设备,20140221,,2014-02-21,
600475.SH,801730.SI,电力设备,20140221,20240730,2014-02-21,2024-07-30
600478.SH,801730.SI,电力设备,20211213,,2021-12-13,
600481.SH,801730.SI,电力设备,20230706,,2023-07-06,
600482.SH,801730.SI,电力设备,20170703,20190709,2017-07-03,2019-07-09
600482.SH,801730.SI,电力设备,20220801,,2022-08-01,
600517.SH,801730.SI,电力设备,20140221,20220729,2014-02-21,2022-07-29
600525.SH,801730.SI,电力设备,20140221,,2014-02-21,
600537.SH,801730.SI,电力设备,20140221,,2014-02-21,
600550.SH,801730.SI,电力设备,20140221,,2014-02-21,
600577.SH,801730.SI,电力设备,20190708,,2019-07-08,
600580.SH,801730.SI,电力设备,20140221,,2014-02-21,
600590.SH,801730.SI,电力设备,20140702,20220729,2014-07-02,2022-07-29
600590.SH,801730.SI,电力设备,20260702,,2026-07-02,
600732.SH,801730.SI,电力设备,20201221,,2020-12-21,
600847.SH,801730.SI,电力设备,20140221,,2014-02-21,
600869.SH,801730.SI,电力设备,20140221,,2014-02-21,
600875.SH,801730.SI,电力设备,20140221,,2014-02-21,
600877.SH,801730.SI,电力设备,20211213,20220729,2021-12-13,2022-07-29
600884.SH,801730.SI,电力设备,20211213,,2021-12-13,
600885.SH,801730.SI,电力设备,20140221,,2014-02-21,
600973.SH,801730.SI,电力设备,20140221,,2014-02-21,
601012.SH,801730.SI,电力设备,20140221,20190416,2014-02-21,2019-04-16
601012.SH,801730.SI,电力设备,20190418,,2019-04-18,
601126.SH,801730.SI,电力设备,20140221,,2014-02-21,
601179.SH,801730.SI,电力设备,20140221,,2014-02-21,
601218.SH,801730.SI,电力设备,20140221,,2014-02-21,
601222.SH,801730.SI,电力设备,20140221,20211210,2014-02-21,2021-12-10
601222.SH,801730.SI,电力设备,20260702,,2026-07-02,
601311.SH,801730.SI,电力设备,20211213,,2021-12-13,
601558.SH,801730.SI,电力设备,20140221,20200512,2014-02-21,2020-05-12
601567.SH,801730.SI,电力设备,20140221,,2014-02-21,
601615.SH,801730.SI,电力设备,20190130,,2019-01-30,
601616.SH,801730.SI,电力设备,20140221,,2014-02-21,
601700.SH,801730.SI,电力设备,20140221,,2014-02-21,
601727.SH,801730.SI,电力设备,20140221,,2014-02-21,
601865.SH,801730.SI,电力设备,20211213,,2021-12-13,
601877.SH,801730.SI,电力设备,20140221,,2014-02-21,
601908.SH,801730.SI,电力设备,20140221,20211210,2014-02-21,2021-12-10
603015.SH,801730.SI,电力设备,20150310,20211210,2015-03-10,2021-12-10
603016.SH,801730.SI,电力设备,20160708,,2016-07-08,
603025.SH,801730.SI,电力设备,20150429,20211210,2015-04-29,2021-12-10
603026.SH,801730.SI,电力设备,20211213,,2021-12-13,
603031.SH,801730.SI,电力设备,20230706,,2023-07-06,
603032.SH,801730.SI,电力设备,20230921,,2023-09-21,
603050.SH,801730.SI,电力设备,20170421,,2017-04-21,
603063.SH,801730.SI,电力设备,20170804,,2017-08-04,
603070.SH,801730.SI,电力设备,20220317,,2022-03-17,
603092.SH,801730.SI,电力设备,20251114,,2025-11-14,
603097.SH,801730.SI,电力设备,20220519,,2022-05-19,
603100.SH,801730.SI,电力设备,20140812,20211210,2014-08-12,2021-12-10
603105.SH,801730.SI,电力设备,20180716,20201113,2018-07-16,2020-11-13
603185.SH,801730.SI,电力设备,20211213,,2021-12-13,
603191.SH,801730.SI,电力设备,20220510,,2022-05-10,
603212.SH,801730.SI,电力设备,20200512,,2020-05-12,
603218.SH,801730.SI,电力设备,20170105,,2017-01-05,
603248.SH,801730.SI,电力设备,20251230,,2025-12-30,
603312.SH,801730.SI,电力设备,20240118,,2024-01-18,
603320.SH,801730.SI,电力设备,20170509,,2017-05-09,
603333.SH,801730.SI,电力设备,20140221,,2014-02-21,
603344.SH,801730.SI,电力设备,20240327,,2024-03-27,
603350.SH,801730.SI,电力设备,20240710,,2024-07-10,
603370.SH,801730.SI,电力设备,20250912,,2025-09-12,
603381.SH,801730.SI,电力设备,20240703,,2024-07-03,
603396.SH,801730.SI,电力设备,20171025,,2017-10-25,
603398.SH,801730.SI,电力设备,20230706,,2023-07-06,
603416.SH,801730.SI,电力设备,20161228,20211210,2016-12-28,2021-12-10
603488.SH,801730.SI,电力设备,20170523,20190705,2017-05-23,2019-07-05
603489.SH,801730.SI,电力设备,20191118,,2019-11-18,
603507.SH,801730.SI,电力设备,20171113,,2017-11-13,
603530.SH,801730.SI,电力设备,20190812,,2019-08-12,
603556.SH,801730.SI,电力设备,20211213,,2021-12-13,
603577.SH,801730.SI,电力设备,20161229,,2016-12-29,
603583.SH,801730.SI,电力设备,20181008,20211210,2018-10-08,2021-12-10
603606.SH,801730.SI,电力设备,20141022,,2014-10-22,
603618.SH,801730.SI,电力设备,20150303,,2015-03-03,
603628.SH,801730.SI,电力设备,20170119,,2017-01-19,
603659.SH,801730.SI,电力设备,20200727,,2020-07-27,
603728.SH,801730.SI,电力设备,20170516,,2017-05-16,
603778.SH,801730.SI,电力设备,20260702,,2026-07-02,
603806.SH,801730.SI,电力设备,20140915,,2014-09-15,
603819.SH,801730.SI,电力设备,20161202,,2016-12-02,
603829.SH,801730.SI,电力设备,20171024,,2017-10-24,
603859.SH,801730.SI,电力设备,20161028,20191209,2016-10-28,2019-12-09
603859.SH,801730.SI,电力设备,20191211,20211210,2019-12-11,2021-12-10
603861.SH,801730.SI,电力设备,20160329,,2016-03-29,
603897.SH,801730.SI,电力设备,20180417,,2018-04-17,
603906.SH,801730.SI,电力设备,20230919,,2023-09-19,
603985.SH,801730.SI,电力设备,20220801,,2022-08-01,
603988.SH,801730.SI,电力设备,20141111,,2014-11-11,
605066.SH,801730.SI,电力设备,20200814,,2020-08-14,
605117.SH,801730.SI,电力设备,20230706,,2023-07-06,
605196.SH,801730.SI,电力设备,20210518,,2021-05-18,
605222.SH,801730.SI,电力设备,20200807,,2020-08-07,
605277.SH,801730.SI,电力设备,20210113,20211210,2021-01-13,2021-12-10
605288.SH,801730.SI,电力设备,20200608,20211210,2020-06-08,2021-12-10
605378.SH,801730.SI,电力设备,20210419,,2021-04-19,
688005.SH,801730.SI,电力设备,20230925,,2023-09-25,
688006.SH,801730.SI,电力设备,20230925,,2023-09-25,
688032.SH,801730.SI,电力设备,20230925,,2023-09-25,
688063.SH,801730.SI,电力设备,20230925,,2023-09-25,
688116.SH,801730.SI,电力设备,20230925,,2023-09-25,
688147.SH,801730.SI,电力设备,20230925,,2023-09-25,
688148.SH,801730.SI,电力设备,20230925,,2023-09-25,
688155.SH,801730.SI,电力设备,20230925,,2023-09-25,
688184.SH,801730.SI,电力设备,20230925,,2023-09-25,
688186.SH,801730.SI,电力设备,20250513,,2025-05-13,
688191.SH,801730.SI,电力设备,20230925,,2023-09-25,
688223.SH,801730.SI,电力设备,20230925,,2023-09-25,
688226.SH,801730.SI,电力设备,20230925,,2023-09-25,
688248.SH,801730.SI,电力设备,20230925,,2023-09-25,
688275.SH,801730.SI,电力设备,20230925,,2023-09-25,
688303.SH,801730.SI,电力设备,20230925,,2023-09-25,
688330.SH,801730.SI,电力设备,20230925,,2023-09-25,
688339.SH,801730.SI,电力设备,20230925,,2023-09-25,
688345.SH,801730.SI,电力设备,20230925,,2023-09-25,
688348.SH,801730.SI,电力设备,20230925,,2023-09-25,
688349.SH,801730.SI,电力设备,20230925,,2023-09-25,
688353.SH,801730.SI,电力设备,20230925,,2023-09-25,
688388.SH,801730.SI,电力设备,20230925,,2023-09-25,
688390.SH,801730.SI,电力设备,20230925,,2023-09-25,
688392.SH,801730.SI,电力设备,20230925,,2023-09-25,
688408.SH,801730.SI,电力设备,20230925,,2023-09-25,
688411.SH,801730.SI,电力设备,20250211,,2025-02-11,
688429.SH,801730.SI,电力设备,20230925,,2023-09-25,
688450.SH,801730.SI,电力设备,20260702,,2026-07-02,
688472.SH,801730.SI,电力设备,20230925,,2023-09-25,
688499.SH,801730.SI,电力设备,20230925,,2023-09-25,
688503.SH,801730.SI,电力设备,20230925,,2023-09-25,
688516.SH,801730.SI,电力设备,20230925,,2023-09-25,
688517.SH,801730.SI,电力设备,20230925,,2023-09-25,
688551.SH,801730.SI,电力设备,20230925,,2023-09-25,
688556.SH,801730.SI,电力设备,20230925,,2023-09-25,
688560.SH,801730.SI,电力设备,20230925,,2023-09-25,
688567.SH,801730.SI,电力设备,20230925,,2023-09-25,
688573.SH,801730.SI,电力设备,20230925,,2023-09-25,
688597.SH,801730.SI,电力设备,20230925,,2023-09-25,
688598.SH,801730.SI,电力设备,20230925,20260701,2023-09-25,2026-07-01
688599.SH,801730.SI,电力设备,20230925,,2023-09-25,
688611.SH,801730.SI,电力设备,20230925,,2023-09-25,
688616.SH,801730.SI,电力设备,20230925,,2023-09-25,
688638.SH,801730.SI,电力设备,20230925,,2023-09-25,
688660.SH,801730.SI,电力设备,20230925,,2023-09-25,
688663.SH,801730.SI,电力设备,20230925,,2023-09-25,
688676.SH,801730.SI,电力设备,20230925,,2023-09-25,
688680.SH,801730.SI,电力设备,20230925,,2023-09-25,
688681.SH,801730.SI,电力设备,20230925,,2023-09-25,
688707.SH,801730.SI,电力设备,20230925,,2023-09-25,
688717.SH,801730.SI,电力设备,20240110,,2024-01-10,
688719.SH,801730.SI,电力设备,20231013,,2023-10-13,
688726.SH,801730.SI,电力设备,20241105,,2024-11-05,
688733.SH,801730.SI,电力设备,20230925,,2023-09-25,
688772.SH,801730.SI,电力设备,20230925,,2023-09-25,
688778.SH,801730.SI,电力设备,20230925,,2023-09-25,
688779.SH,801730.SI,电力设备,20230925,,2023-09-25,
688819.SH,801730.SI,电力设备,20230925,,2023-09-25,
000008.SZ,801890.SI,机械设备,20150701,20160930,2015-07-01,2016-09-30
000008.SZ,801890.SI,机械设备,20170703,,2017-07-03,
000039.SZ,801890.SI,机械设备,20140221,,2014-02-21,
000157.SZ,801890.SI,机械设备,20140221,,2014-02-21,
000410.SZ,801890.SI,机械设备,20140221,20191220,2014-02-21,2019-12-20
000410.SZ,801890.SI,机械设备,20191224,,2019-12-24,
000425.SZ,801890.SI,机械设备,20140221,,2014-02-21,
000519.SZ,801890.SI,机械设备,20140221,20150630,2014-02-21,2015-06-30
000528.SZ,801890.SI,机械设备,20140221,,2014-02-21,
000530.SZ,801890.SI,机械设备,20140221,,2014-02-21,
000551.SZ,801890.SI,机械设备,20150701,20211210,2015-07-01,2021-12-10
000570.SZ,801890.SI,机械设备,20140221,20211210,2014-02-21,2021-12-10
000584.SZ,801890.SI,机械设备,20180716,20250619,2018-07-16,2025-06-19
000595.SZ,801890.SI,机械设备,20140221,20201127,2014-02-21,2020-11-27
000595.SZ,801890.SI,机械设备,20201201,20260701,2020-12-01,2026-07-01
000607.SZ,801890.SI,机械设备,20140221,20150630,2014-02-21,2015-06-30
000617.SZ,801890.SI,机械设备,20140221,20180713,2014-02-21,2018-07-13
000633.SZ,801890.SI,机械设备,20140221,20150630,2014-02-21,2015-06-30
000633.SZ,801890.SI,机械设备,20151028,20160218,2015-10-28,2016-02-18
000676.SZ,801890.SI,机械设备,20140221,20170630,2014-02-21,2017-06-30
000680.SZ,801890.SI,机械设备,20140221,,2014-02-21,
000777.SZ,801890.SI,机械设备,20140221,,2014-02-21,
000811.SZ,801890.SI,机械设备,20140221,,2014-02-21,
000816.SZ,801890.SI,机械设备,20140221,20211210,2014-02-21,2021-12-10
000821.SZ,801890.SI,机械设备,20140221,20220729,2014-02-21,2022-07-29
000837.SZ,801890.SI,机械设备,20140221,,2014-02-21,
000852.SZ,801890.SI,机械设备,20140221,,2014-02-21,
000856.SZ,801890.SI,机械设备,20140221,,2014-02-21,
000880.SZ,801890.SI,机械设备,20140221,20211210,2014-02-21,2021-12-10
000880.SZ,801890.SI,机械设备,20260702,,2026-07-02,
000890.SZ,801890.SI,机械设备,20140221,20190705,2014-02-21,2019-07-05
000890.SZ,801890.SI,机械设备,20211213,20220729,2021-12-13,2022-07-29
000901.SZ,801890.SI,机械设备,20140221,20211210,2014-02-21,2021-12-10
000908.SZ,801890.SI,机械设备,20140221,20150630,2014-02-21,2015-06-30
000920.SZ,801890.SI,机械设备,20140221,20160630,2014-02-21,2016-06-30
000923.SZ,801890.SI,机械设备,20140221,20190705,2014-02-21,2019-07-05
000925.SZ,801890.SI,机械设备,20150701,,2015-07-01,
000927.SZ,801890.SI,机械设备,20220329,,2022-03-29,
000976.SZ,801890.SI,机械设备,20170703,20240826,2017-07-03,2024-08-26
000988.SZ,801890.SI,机械设备,20211213,,2021-12-13,
001223.SZ,801890.SI,机械设备,20221219,,2022-12-19,
001225.SZ,801890.SI,机械设备,20230301,,2023-03-01,
001226.SZ,801890.SI,机械设备,20220629,,2022-06-29,
001237.SZ,801890.SI,机械设备,20260529,,2026-05-29,
001239.SZ,801890.SI,机械设备,20231219,,2023-12-19,
001256.SZ,801890.SI,机械设备,20221212,,2022-12-12,
001266.SZ,801890.SI,机械设备,20220307,,2022-03-07,
001277.SZ,801890.SI,机械设备,20240910,,2024-09-10,
001288.SZ,801890.SI,机械设备,20211108,,2021-11-08,
001306.SZ,801890.SI,机械设备,20231123,,2023-11-23,
001319.SZ,801890.SI,机械设备,20220519,20221206,2022-05-19,2022-12-06
001324.SZ,801890.SI,机械设备,20230529,,2023-05-29,
001332.SZ,801890.SI,机械设备,20220927,,2022-09-27,
001360.SZ,801890.SI,机械设备,20230417,,2023-04-17,
001379.SZ,801890.SI,机械设备,20240126,,2024-01-26,
001395.SZ,801890.SI,机械设备,20250211,,2025-02-11,
001400.SZ,801890.SI,机械设备,20250506,,2025-05-06,
001696.SZ,801890.SI,机械设备,20211213,,2021-12-13,
002006.SZ,801890.SI,机械设备,20140702,,2014-07-02,
002008.SZ,801890.SI,机械设备,20211213,,2021-12-13,
002009.SZ,801890.SI,机械设备,20140221,,2014-02-21,
002021.SZ,801890.SI,机械设备,20140221,20231228,2014-02-21,2023-12-28
002021.SZ,801890.SI,机械设备,20240102,,2024-01-02,
002026.SZ,801890.SI,机械设备,20140221,,2014-02-21,
002031.SZ,801890.SI,机械设备,20140221,,2014-02-21,
002046.SZ,801890.SI,机械设备,20140221,,2014-02-21,
002058.SZ,801890.SI,机械设备,20220801,20260701,2022-08-01,2026-07-01
002073.SZ,801890.SI,机械设备,20140221,,2014-02-21,
002097.SZ,801890.SI,机械设备,20140221,,2014-02-21,
002111.SZ,801890.SI,机械设备,20140221,20230705,2014-02-21,2023-07-05
002122.SZ,801890.SI,机械设备,20140221,20221221,2014-02-21,2022-12-21
002122.SZ,801890.SI,机械设备,20221223,,2022-12-23,
002131.SZ,801890.SI,机械设备,20140221,20150630,2014-02-21,2015-06-30
002131.SZ,801890.SI,机械设备,20151103,20160215,2015-11-03,2016-02-15
002131.SZ,801890.SI,机械设备,20230706,,2023-07-06,
002132.SZ,801890.SI,机械设备,20140221,,2014-02-21,
002147.SZ,801890.SI,机械设备,20140221,20180713,2014-02-21,2018-07-13
002147.SZ,801890.SI,机械设备,20211213,20220531,2021-12-13,2022-05-31
002150.SZ,801890.SI,机械设备,20140221,20260701,2014-02-21,2026-07-01
002158.SZ,801890.SI,机械设备,20140221,,2014-02-21,
002164.SZ,801890.SI,机械设备,20140221,,2014-02-21,
002175.SZ,801890.SI,机械设备,20140221,20160630,2014-02-21,2016-06-30
002175.SZ,801890.SI,机械设备,20220801,,2022-08-01,
002184.SZ,801890.SI,机械设备,20211213,,2021-12-13,
002192.SZ,801890.SI,机械设备,20160701,20211210,2016-07-01,2021-12-10
002204.SZ,801890.SI,机械设备,20140221,,2014-02-21,
002209.SZ,801890.SI,机械设备,20140221,,2014-02-21,
002248.SZ,801890.SI,机械设备,20140221,,2014-02-21,
002270.SZ,801890.SI,机械设备,20140221,20170630,2014-02-21,2017-06-30
002272.SZ,801890.SI,机械设备,20140221,20220729,2014-02-21,2022-07-29
002272.SZ,801890.SI,机械设备,20230706,,2023-07-06,
002278.SZ,801890.SI,机械设备,20140221,,2014-02-21,
002282.SZ,801890.SI,机械设备,20140221,,2014-02-21,
002334.SZ,801890.SI,机械设备,20211213,,2021-12-13,
002337.SZ,801890.SI,机械设备,20140221,,2014-02-21,
002338.SZ,801890.SI,机械设备,20140221,20211210,2014-02-21,2021-12-10
002342.SZ,801890.SI,机械设备,20140221,,2014-02-21,
002347.SZ,801890.SI,机械设备,20140221,,2014-02-21,
002352.SZ,801890.SI,机械设备,20140221,20170302,2014-02-21,2017-03-02
002353.SZ,801890.SI,机械设备,20140221,,2014-02-21,
002366.SZ,801890.SI,机械设备,20160701,20211210,2016-07-01,2021-12-10
002367.SZ,801890.SI,机械设备,20140221,,2014-02-21,
002423.SZ,801890.SI,机械设备,20140221,20190705,2014-02-21,2019-07-05
002426.SZ,801890.SI,机械设备,20140221,20220729,2014-02-21,2022-07-29
002430.SZ,801890.SI,机械设备,20140221,20240730,2014-02-21,2024-07-30
002435.SZ,801890.SI,机械设备,20140221,20180713,2014-02-21,2018-07-13
002438.SZ,801890.SI,机械设备,20140221,,2014-02-21,
002444.SZ,801890.SI,机械设备,20140221,,2014-02-21,
002445.SZ,801890.SI,机械设备,20140221,20160630,2014-02-21,2016-06-30
002445.SZ,801890.SI,机械设备,20220801,,2022-08-01,
002459.SZ,801890.SI,机械设备,20140221,20200817,2014-02-21,2020-08-17
002480.SZ,801890.SI,机械设备,20140221,20230705,2014-02-21,2023-07-05
002483.SZ,801890.SI,机械设备,20140221,,2014-02-21,
002487.SZ,801890.SI,机械设备,20140221,20211210,2014-02-21,2021-12-10
002490.SZ,801890.SI,机械设备,20140221,,2014-02-21,
002499.SZ,801890.SI,机械设备,20140221,20190705,2014-02-21,2019-07-05
002509.SZ,801890.SI,机械设备,20140221,20200603,2014-02-21,2020-06-03
002510.SZ,801890.SI,机械设备,20140221,20170630,2014-02-21,2017-06-30
002514.SZ,801890.SI,机械设备,20140221,,2014-02-21,
002520.SZ,801890.SI,机械设备,20140221,,2014-02-21,
002523.SZ,801890.SI,机械设备,20140221,,2014-02-21,
002526.SZ,801890.SI,机械设备,20140221,,2014-02-21,
002527.SZ,801890.SI,机械设备,20211213,,2021-12-13,
002529.SZ,801890.SI,机械设备,20140221,,2014-02-21,
002530.SZ,801890.SI,机械设备,20140221,20180713,2014-02-21,2018-07-13
002530.SZ,801890.SI,机械设备,20240731,,2024-07-31,
002532.SZ,801890.SI,机械设备,20140221,20211210,2014-02-21,2021-12-10
002535.SZ,801890.SI,机械设备,20140221,,2014-02-21,
002537.SZ,801890.SI,机械设备,20140221,20190705,2014-02-21,2019-07-05
002552.SZ,801890.SI,机械设备,20140221,20260701,2014-02-21,2026-07-01
002559.SZ,801890.SI,机械设备,20140221,,2014-02-21,
002564.SZ,801890.SI,机械设备,20140221,20220729,2014-02-21,2022-07-29
002564.SZ,801890.SI,机械设备,20260702,,2026-07-02,
002595.SZ,801890.SI,机械设备,20140221,,2014-02-21,
002598.SZ,801890.SI,机械设备,20140221,,2014-02-21,
002611.SZ,801890.SI,机械设备,20140221,20180713,2014-02-21,2018-07-13
002611.SZ,801890.SI,机械设备,20200619,,2020-06-19,
002613.SZ,801890.SI,机械设备,20140221,20211210,2014-02-21,2021-12-10
002614.SZ,801890.SI,机械设备,20170922,20170922,2017-09-22,2017-09-22
002621.SZ,801890.SI,机械设备,20140221,20190705,2014-02-21,2019-07-05
002633.SZ,801890.SI,机械设备,20140221,,2014-02-21,
002639.SZ,801890.SI,机械设备,20140221,,2014-02-21,
002645.SZ,801890.SI,机械设备,20140221,20211210,2014-02-21,2021-12-10
002647.SZ,801890.SI,机械设备,20140221,20180713,2014-02-21,2018-07-13
002651.SZ,801890.SI,机械设备,20140221,20220729,2014-02-21,2022-07-29
002658.SZ,801890.SI,机械设备,20140221,20190108,2014-02-21,2019-01-08
002667.SZ,801890.SI,机械设备,20140221,,2014-02-21,
002680.SZ,801890.SI,机械设备,20140221,20160630,2014-02-21,2016-06-30
002685.SZ,801890.SI,机械设备,20140221,,2014-02-21,
002686.SZ,801890.SI,机械设备,20140221,,2014-02-21,
002689.SZ,801890.SI,机械设备,20140221,,2014-02-21,
002690.SZ,801890.SI,机械设备,20140221,,2014-02-21,
002691.SZ,801890.SI,机械设备,20140221,,2014-02-21,
002698.SZ,801890.SI,机械设备,20140221,,2014-02-21,
002722.SZ,801890.SI,机械设备,20140221,20211210,2014-02-21,2021-12-10
002722.SZ,801890.SI,机械设备,20240731,,2024-07-31,
002730.SZ,801890.SI,机械设备,20141016,,2014-10-16,
002747.SZ,801890.SI,机械设备,20150327,20180105,2015-03-27,2018-01-05
002747.SZ,801890.SI,机械设备,20190109,,2019-01-09,
002757.SZ,801890.SI,机械设备,20150603,,2015-06-03,
002760.SZ,801890.SI,机械设备,20150618,,2015-06-18,
002767.SZ,801890.SI,机械设备,20211213,,2021-12-13,
002774.SZ,801890.SI,机械设备,20170331,,2017-03-31,
002779.SZ,801890.SI,机械设备,20151216,,2015-12-16,
002786.SZ,801890.SI,机械设备,20151230,,2015-12-30,
002793.SZ,801890.SI,机械设备,20160422,20200602,2016-04-22,2020-06-02
002795.SZ,801890.SI,机械设备,20190708,,2019-07-08,
002796.SZ,801890.SI,机械设备,20160517,20220729,2016-05-17,2022-07-29
002816.SZ,801890.SI,机械设备,20161101,,2016-11-01,
002819.SZ,801890.SI,机械设备,20161118,,2016-11-18,
002833.SZ,801890.SI,机械设备,20170105,,2017-01-05,
002837.SZ,801890.SI,机械设备,20170106,,2017-01-06,
002843.SZ,801890.SI,机械设备,20170203,,2017-02-03,
002849.SZ,801890.SI,机械设备,20170224,,2017-02-24,
002857.SZ,801890.SI,机械设备,20170330,20211210,2017-03-30,2021-12-10
002870.SZ,801890.SI,机械设备,20170522,20210429,2017-05-22,2021-04-29
002870.SZ,801890.SI,机械设备,20211213,20220729,2021-12-13,2022-07-29
002871.SZ,801890.SI,机械设备,20170518,,2017-05-18,
002877.SZ,801890.SI,机械设备,20170612,,2017-06-12,
002884.SZ,801890.SI,机械设备,20170718,,2017-07-18,
002890.SZ,801890.SI,机械设备,20170809,,2017-08-09,
002896.SZ,801890.SI,机械设备,20170905,,2017-09-05,
002903.SZ,801890.SI,机械设备,20171020,,2017-10-20,
002931.SZ,801890.SI,机械设备,20190708,,2019-07-08,
002943.SZ,801890.SI,机械设备,20181206,,2018-12-06,
002957.SZ,801890.SI,机械设备,20190802,,2019-08-02,
002960.SZ,801890.SI,机械设备,20190816,,2019-08-16,
002965.SZ,801890.SI,机械设备,20191101,20220729,2019-11-01,2022-07-29
002972.SZ,801890.SI,机械设备,20200106,,2020-01-06,
002975.SZ,801890.SI,机械设备,20200212,,2020-02-12,
002979.SZ,801890.SI,机械设备,20211213,,2021-12-13,
002980.SZ,801890.SI,机械设备,20200422,20211210,2020-04-22,2021-12-10
003025.SZ,801890.SI,机械设备,20201218,,2020-12-18,
003036.SZ,801890.SI,机械设备,20210204,,2021-02-04,
003043.SZ,801890.SI,机械设备,20210413,20211210,2021-04-13,2021-12-10
300004.SZ,801890.SI,机械设备,20140221,,2014-02-21,
300007.SZ,801890.SI,机械设备,20140221,,2014-02-21,
300011.SZ,801890.SI,机械设备,20211213,,2021-12-13,
300023.SZ,801890.SI,机械设备,20140221,20160630,2014-02-21,2016-06-30
300024.SZ,801890.SI,机械设备,20140221,,2014-02-21,
300034.SZ,801890.SI,机械设备,20140221,20170630,2014-02-21,2017-06-30
300035.SZ,801890.SI,机械设备,20140221,20190705,2014-02-21,2019-07-05
300048.SZ,801890.SI,机械设备,20211213,,2021-12-13,
300064.SZ,801890.SI,机械设备,20140221,20220602,2014-02-21,2022-06-02
300066.SZ,801890.SI,机械设备,20140221,,2014-02-21,
300080.SZ,801890.SI,机械设备,20140221,20230705,2014-02-21,2023-07-05
300083.SZ,801890.SI,机械设备,20211213,,2021-12-13,
300084.SZ,801890.SI,机械设备,20150701,,2015-07-01,
300091.SZ,801890.SI,机械设备,20140221,20260211,2014-02-21,2026-02-11
300091.SZ,801890.SI,机械设备,20260213,,2026-02-13,
300092.SZ,801890.SI,机械设备,20140221,,2014-02-21,
300095.SZ,801890.SI,机械设备,20140221,,2014-02-21,
300097.SZ,801890.SI,机械设备,20140221,,2014-02-21,
300099.SZ,801890.SI,机械设备,20140221,,2014-02-21,
300103.SZ,801890.SI,机械设备,20140221,,2014-02-21,
300112.SZ,801890.SI,机械设备,20140221,,2014-02-21,
300114.SZ,801890.SI,机械设备,20140221,20211210,2014-02-21,2021-12-10
