ts_code,report_period,ann_date,update_flag,revenue,n_income_attr_p
300423.SZ,20220930,20221027,1,1745344960.96,144140206.11
300423.SZ,20221231,20230422,0,2146531861.93,-981477109.82
300423.SZ,20221231,20230422,1,2146531861.93,-981477109.82
300423.SZ,20230331,20230428,1,610922651.64,51885716.54
300423.SZ,20230630,20230831,0,1264236516.32,-513828980.25
300423.SZ,20230630,20230831,1,1264236516.32,-513828980.25
300423.SZ,20230930,20231028,1,1788689274.02,-499651644.29
300423.SZ,20231231,20240429,1,2002356655.27,-1696043150.77
300423.SZ,20240331,20240429,1,266878959.1,5115858.22
300423.SZ,20240630,20240830,1,632118662.62,11919056.0
300423.SZ,20240930,20241024,1,1055840040.71,16281579.98
300424.SZ,20171231,20180403,0,473380806.16,66696636.25
300424.SZ,20180331,20180426,0,75979357.97,1971275.35
300424.SZ,20180630,20180823,0,287993745.94,30765485.37
300424.SZ,20180930,20181026,0,495458239.28,43937334.42
300424.SZ,20180930,20181026,1,495458239.28,43937334.42
300424.SZ,20181231,20190425,0,754589697.95,50301812.02
300424.SZ,20181231,20190425,1,754589697.95,50301812.02
300424.SZ,20190331,20190427,0,233437033.46,300941.22
300424.SZ,20190630,20190823,0,567900639.51,32822663.93
300424.SZ,20190930,20191030,0,970831685.93,52864682.27
300424.SZ,20190930,20191030,1,949026287.69,52864682.27
300424.SZ,20191231,20200428,0,1434985114.44,67678571.61
300424.SZ,20191231,20200428,1,1434985114.44,67678571.61
300424.SZ,20200331,20200429,0,293677007.29,168169.63
300424.SZ,20200331,20200429,1,293677007.29,168169.63
300424.SZ,20200630,20200828,0,533475338.34,7478935.22
300424.SZ,20200630,20200828,1,533475338.34,7478935.22
300424.SZ,20200930,20201030,0,834426870.89,21191027.3
300424.SZ,20200930,20201030,1,834426870.89,21191027.3
300424.SZ,20201231,20210426,0,1223635327.18,-326972968.33
300424.SZ,20201231,20210426,1,1223635327.18,-326972968.33
300424.SZ,20210331,20210426,1,242092911.52,5850951.55
300424.SZ,20210630,20210825,1,548905330.14,15483478.44
300424.SZ,20210930,20211027,0,833362568.85,15673478.33
300424.SZ,20210930,20211027,1,833362568.85,15673478.33
300424.SZ,20211231,20220427,0,1160148829.15,25531445.43
300424.SZ,20211231,20220427,1,1160148829.15,25531445.43
300424.SZ,20220331,20220428,0,260138604.58,-16442351.15
300424.SZ,20220331,20220428,1,260138604.58,-16442351.15
300424.SZ,20220630,20220818,1,572527226.61,8245445.54
300424.SZ,20220930,20221027,1,943440158.3,20594021.32
300424.SZ,20221231,20230427,0,1396917175.6,27033601.6
300424.SZ,20221231,20230427,1,1396917175.6,27033601.6
300424.SZ,20230331,20230427,1,421645744.5,-2149959.49
300424.SZ,20230630,20230829,0,902995646.74,3297227.36
300424.SZ,20230630,20230829,1,902995646.74,3297227.36
300424.SZ,20230930,20231026,1,1373650718.35,7240836.25
300424.SZ,20231231,20240425,1,1578630944.67,24035068.93
300424.SZ,20240331,20240427,1,412941295.0,14055069.33
300424.SZ,20240630,20240828,1,928258042.24,16106814.39
300424.SZ,20240930,20241029,1,1377320162.65,19013577.4
300425.SZ,20171231,20180425,0,811195135.4,92411313.88
300425.SZ,20180331,20180426,0,140344506.46,11233270.6
300425.SZ,20180630,20180825,0,440008956.19,68794194.36
300425.SZ,20180930,20181027,0,608966682.18,87068884.49
300425.SZ,20180930,20181027,1,608966682.18,87068884.49
300425.SZ,20181231,20190416,0,1185755424.97,137357026.79
300425.SZ,20181231,20190416,1,1185755424.97,137357026.79
300425.SZ,20190331,20190427,0,189939566.87,19824396.86
300425.SZ,20190630,20190830,0,410949699.48,39264920.94
300425.SZ,20190630,20190830,1,410949699.48,39264920.94
300425.SZ,20190930,20191030,0,651613497.72,61605179.84
300425.SZ,20190930,20191030,1,651613497.72,61605179.84
300425.SZ,20191231,20200424,0,1231778859.84,156333517.63
300425.SZ,20191231,20200424,1,1231778859.84,156333517.63
300425.SZ,20200331,20200425,0,167417855.52,22929832.11
300425.SZ,20200331,20200425,1,167417855.52,22929832.11
300425.SZ,20200630,20200826,0,387503728.45,43846046.11
300425.SZ,20200630,20200826,1,387503728.45,43846046.11
300425.SZ,20200930,20201030,0,598009502.17,80782767.06
300425.SZ,20200930,20201030,1,598009502.17,80782767.06
300425.SZ,20201231,20210424,0,1242064228.55,169424718.72
300425.SZ,20201231,20210424,1,1242064228.55,169424718.72
300425.SZ,20210331,20210424,1,184200730.27,29331091.79
300425.SZ,20210630,20210828,1,444900844.69,58190908.52
300425.SZ,20210930,20211026,1,748996852.0,102770845.23
300425.SZ,20211231,20220425,0,1461463041.26,180345926.28
300425.SZ,20211231,20220425,1,1461463041.26,180345926.28
300425.SZ,20220331,20220425,1,280398809.6,24388406.45
300425.SZ,20220630,20220830,1,563186938.57,46818440.15
300425.SZ,20220930,20221027,1,817684924.34,54326126.48
300425.SZ,20221231,20230422,0,1719593780.75,191621079.09
300425.SZ,20221231,20230422,1,1719593780.75,191621079.09
300425.SZ,20230331,20230422,1,200210556.05,7112292.24
300425.SZ,20230630,20230825,0,595459247.04,48236631.72
300425.SZ,20230630,20230825,1,595459247.04,48236631.72
300425.SZ,20230930,20231027,1,862297377.65,45282915.22
300425.SZ,20231231,20240425,1,1671360612.23,167447676.06
300425.SZ,20240331,20240425,1,212230917.98,3071469.78
300425.SZ,20240630,20240830,1,592929556.39,25504307.87
300425.SZ,20240930,20241030,1,911791951.03,23412623.29
300426.SZ,20171231,20180425,0,1180207411.62,192594829.1
300426.SZ,20180331,20180426,0,185592391.24,24423876.21
300426.SZ,20180630,20180830,0,494769038.03,90115403.95
300426.SZ,20180930,20181027,0,613768079.36,100205229.58
300426.SZ,20180930,20181027,1,613768079.36,100205229.58
300426.SZ,20181231,20190430,0,371517727.4,-927444267.52
300426.SZ,20181231,20190430,1,371517727.4,-927444267.52
300426.SZ,20190331,20190430,0,33268651.42,-44063477.59
300426.SZ,20190630,20190830,0,217952425.22,-76980011.38
300426.SZ,20190930,20191028,0,-360732996.78,-42898641.72
300426.SZ,20190930,20191028,1,-360732996.78,-42898641.72
300426.SZ,20191231,20200429,0,-114856852.37,-106753787.9
300426.SZ,20191231,20200429,1,-114856852.37,-106753787.9
300426.SZ,20200331,20200429,0,119533996.67,-26934788.19
300426.SZ,20200331,20200429,1,119533996.67,-26934788.19
300426.SZ,20200630,20200828,0,130522564.99,-71159103.46
300426.SZ,20200630,20200828,1,130522564.99,-71159103.46
300426.SZ,20200930,20201023,0,170061647.39,-83703487.82
300426.SZ,20200930,20201023,1,170061647.39,-83703487.82
300426.SZ,20201231,20210426,0,199102933.31,-78890494.44
300426.SZ,20201231,20210426,1,199102933.31,-78890494.44
300426.SZ,20210331,20210428,1,20206687.08,-63743142.75
300426.SZ,20210630,20210830,1,129506755.35,-79477149.68
300426.SZ,20210930,20211028,1,182159352.73,-104938539.47
300426.SZ,20211231,20220426,0,476396981.29,18845981.76
300426.SZ,20211231,20220426,1,476396981.29,18845981.76
300426.SZ,20220331,20220429,0,2857732.75,-59491247.79
300426.SZ,20220331,20220429,1,2857732.75,-59491247.79
300426.SZ,20220630,20220829,1,104991078.26,-55733585.97
300426.SZ,20220930,20221025,1,119382954.86,-75373005.4
300426.SZ,20221231,20230425,1,410271384.45,30858954.68
300426.SZ,20230331,20230428,1,36156741.94,-15528020.96
300426.SZ,20230630,20230830,0,89845345.3,-56519335.36
300426.SZ,20230630,20230830,1,89845345.3,-56519335.36
300426.SZ,20230930,20231026,1,228051631.96,2387090.48
300426.SZ,20231231,20240429,1,340946492.12,17059547.26
300426.SZ,20240331,20240429,1,48971966.94,16652612.6
300426.SZ,20240630,20240828,1,55301180.57,-45434970.47
300426.SZ,20240930,20241030,1,57703878.06,-74476676.97
300427.SZ,20171231,20180330,0,743861467.27,117949954.85
300427.SZ,20180331,20180427,0,249305004.72,59385847.88
300427.SZ,20180630,20180824,0,629498165.04,121224543.41
300427.SZ,20180930,20181030,0,882719763.89,169069911.96
300427.SZ,20180930,20181030,1,882719763.89,169069911.96
300427.SZ,20181231,20190425,0,1311493532.52,229398154.36
300427.SZ,20181231,20190425,1,1311493532.52,229398154.36
300427.SZ,20190331,20190425,0,308838625.58,60991639.51
300427.SZ,20190630,20190828,0,658353454.92,142310261.39
300427.SZ,20190930,20191029,0,956908231.17,198221014.54
300427.SZ,20190930,20191029,1,956908231.17,198221014.54
300427.SZ,20191231,20200429,0,1340472990.05,234717959.2
300427.SZ,20191231,20200429,1,1246054937.07,185242693.82
300427.SZ,20200331,20200429,0,313646342.46,80942699.43
300427.SZ,20200331,20200429,1,313646342.46,80942699.43
300427.SZ,20200630,20200827,0,694837308.2,159791445.2
300427.SZ,20200630,20200827,1,694837308.2,159791445.2
300427.SZ,20200930,20201028,0,1037193622.71,225317670.54
300427.SZ,20200930,20201028,1,1037193622.71,225317670.54
300427.SZ,20201231,20210423,0,1515992751.11,231654648.29
300427.SZ,20201231,20210423,1,1345224609.64,173784982.78
300427.SZ,20210331,20210429,1,274582108.92,28763822.15
300427.SZ,20210630,20210827,1,616756916.77,70338198.31
300427.SZ,20210930,20211029,0,935152057.59,87074645.77
300427.SZ,20210930,20211029,1,935152057.59,87074645.77
300427.SZ,20211231,20220428,0,1394369586.11,-635849527.03
300427.SZ,20211231,20220428,1,1377998612.66,-611839322.74
300427.SZ,20220331,20220428,0,316129853.26,25426195.45
300427.SZ,20220331,20220428,1,316129853.26,25426195.45
300427.SZ,20220630,20220830,1,737035858.96,49053659.17
300427.SZ,20220930,20221028,1,1323590751.48,76543383.61
300427.SZ,20221231,20230429,1,1618849592.91,75783895.77
300427.SZ,20230331,20230429,1,368880337.53,42433687.76
300427.SZ,20230630,20230830,1,698566855.02,29053899.53
300427.SZ,20230930,20231027,1,953696393.39,-47845164.7
300427.SZ,20231231,20240429,1,1153645526.22,-458886713.39
300427.SZ,20240331,20240429,1,64961424.8,-32788141.41
300427.SZ,20240630,20240830,1,337738211.43,8716765.01
300427.SZ,20240930,20241029,1,445024870.64,-52101832.7
300428.SZ,20171231,20180316,0,1149958812.65,104779266.74
300428.SZ,20180331,20180420,0,272078074.39,23262181.8
300428.SZ,20180630,20180815,0,572682727.16,37572202.08
300428.SZ,20180930,20181025,0,893385673.71,58047429.79
300428.SZ,20180930,20181025,1,893385673.71,58047429.79
300428.SZ,20181231,20190423,0,6754637522.85,390180292.53
300428.SZ,20181231,20190423,1,6754637522.85,390180292.53
300428.SZ,20190331,20190429,0,1581449028.34,100347926.51
300428.SZ,20190630,20190827,0,3203552560.12,220956817.37
300428.SZ,20190930,20191029,0,4768715489.79,336011077.97
300428.SZ,20190930,20191029,1,4768715489.79,336011077.97
300428.SZ,20191231,20200416,0,6426889811.08,436682441.95
300428.SZ,20191231,20200416,1,6426889811.08,436682441.95
300428.SZ,20200331,20200416,0,1293401916.11,76568617.42
300428.SZ,20200331,20200416,1,1293401916.11,76568617.42
300428.SZ,20200630,20200828,0,2311162163.14,125675725.39
300428.SZ,20200630,20200828,1,2311162163.14,125675725.39
300428.SZ,20200930,20201030,0,9051179361.05,290592653.06
300428.SZ,20200930,20201030,1,9051179361.05,290592653.06
300428.SZ,20201231,20210426,0,13391595979.21,432572332.67
300428.SZ,20201231,20210426,1,13391595979.21,432572332.67
300428.SZ,20210331,20210426,1,4288642879.91,133223595.13
300428.SZ,20210630,20210816,1,8665285406.98,275476681.73
300428.SZ,20210930,20211029,0,13103608686.11,336803269.49
300428.SZ,20210930,20211029,1,13103608686.11,336803269.49
300428.SZ,20211231,20220425,0,18633677143.07,450040854.05
300428.SZ,20211231,20220425,1,18633677143.07,450040854.05
300428.SZ,20220331,20220425,1,5537676751.54,134255376.67
300428.SZ,20220630,20220801,1,10051739797.06,276972892.84
300428.SZ,20220930,20221027,1,15980134439.22,399331330.57
300428.SZ,20221231,20230425,0,21371409893.01,492405216.33
300428.SZ,20221231,20230425,1,21371409893.01,492405216.33
300428.SZ,20230331,20230425,1,5122339108.08,117995888.97
300428.SZ,20230630,20230829,1,10887030756.01,248868609.55
300428.SZ,20230930,20231026,1,17127356942.51,414253958.73
300428.SZ,20231231,20240425,0,23364864806.74,605553056.16
300428.SZ,20240331,20240426,1,5966821005.81,274308729.8
300428.SZ,20240630,20240829,1,12515344270.29,382285917.72
300428.SZ,20240930,20241025,1,19369141598.82,493344866.07
300429.SZ,20171231,20180328,0,639954962.08,126590925.89
300429.SZ,20180331,20180426,0,167554832.31,36771501.51
300429.SZ,20180630,20180830,0,363046701.28,78833687.45
300429.SZ,20180930,20181030,0,512664278.55,112460237.62
300429.SZ,20180930,20181030,1,512664278.55,112460237.62
300429.SZ,20181231,20190408,0,739083610.12,146556470.86
300429.SZ,20181231,20190408,1,739083610.12,146556470.86
300429.SZ,20190331,20190408,0,183839389.25,33027842.91
300429.SZ,20190630,20190830,0,429612059.98,87503113.19
300429.SZ,20190630,20190830,1,429612059.98,87503113.19
300429.SZ,20190930,20191030,0,651436425.77,130687964.48
300429.SZ,20190930,20191030,1,651436425.77,130687964.48
300429.SZ,20191231,20200428,0,863906732.57,150605926.09
300429.SZ,20191231,20200428,1,863906732.57,150605926.09
300429.SZ,20200331,20200428,0,178041023.74,26056618.03
300429.SZ,20200331,20200428,1,178041023.74,26056618.03
300429.SZ,20200630,20200828,0,372912231.12,57621335.59
300429.SZ,20200630,20200828,1,372912231.12,57621335.59
300429.SZ,20200930,20201030,0,568772324.26,86253838.66
300429.SZ,20200930,20201030,1,568772324.26,86253838.66
300429.SZ,20201231,20210428,0,776472530.78,92871489.25
300429.SZ,20201231,20210428,1,776472530.78,92871489.25
300429.SZ,20210331,20210428,1,229370686.82,31861625.58
300429.SZ,20210630,20210830,1,495606410.8,67469831.06
300429.SZ,20210930,20211029,0,728642033.9,94340958.23
300429.SZ,20210930,20211029,1,728642033.9,94340958.23
300429.SZ,20211231,20220428,0,1038704786.72,114848305.8
300429.SZ,20211231,20220428,1,1038704786.72,114848305.8
300429.SZ,20220331,20220428,0,272550474.78,24987706.13
300429.SZ,20220331,20220428,1,272550474.78,24987706.13
300429.SZ,20220630,20220830,1,547704641.44,50962732.84
300429.SZ,20220930,20221028,1,709624136.41,34240344.97
300429.SZ,20221231,20230428,1,891048185.98,-92660970.73
300429.SZ,20230331,20230428,1,186129206.64,-1095042.03
300429.SZ,20230630,20230830,1,388313899.69,-15184609.45
300429.SZ,20230930,20231028,1,597010385.6,-20616351.49
300429.SZ,20231231,20240427,1,797138756.35,-45883004.08
300429.SZ,20240331,20240427,1,214612534.59,12661385.65
300429.SZ,20240630,20240830,1,464880168.98,1046823.38
300429.SZ,20240930,20241030,0,698301137.48,-25620547.67
300429.SZ,20240930,20241030,1,698301137.48,-25620547.67
300430.SZ,20171231,20180403,0,555130304.42,89601428.1
300430.SZ,20180331,20180425,0,109038688.88,11965336.55
300430.SZ,20180630,20180823,0,326179929.46,48241793.71
300430.SZ,20180930,20181029,0,461925024.88,61111934.82
300430.SZ,20180930,20181029,1,461925024.88,61111934.82
300430.SZ,20181231,20190410,0,689136877.33,102304940.61
300430.SZ,20181231,20190410,1,689136877.33,102304940.61
300430.SZ,20190331,20190426,0,147980491.02,14381433.27
300430.SZ,20190630,20190827,0,333433364.54,44273854.01
300430.SZ,20190930,20191029,0,469419409.29,54127760.09
300430.SZ,20190930,20191029,1,469419409.29,54127760.09
300430.SZ,20191231,20200423,0,689199686.2,81391942.86
300430.SZ,20191231,20200423,1,689199686.2,81391942.86
300430.SZ,20200331,20200429,0,53135142.89,-20682028.95
300430.SZ,20200331,20200429,1,53135142.89,-20682028.95
300430.SZ,20200630,20200828,0,231152218.59,-6248028.03
300430.SZ,20200630,20200828,1,231152218.59,-6248028.03
300430.SZ,20200930,20201028,0,459027634.45,20080030.08
300430.SZ,20200930,20201028,1,459027634.45,20080030.08
300430.SZ,20201231,20210421,0,764426897.86,60386907.2
300430.SZ,20201231,20210421,1,764426897.86,60386907.2
300430.SZ,20210331,20210429,1,159883887.29,13412026.83
300430.SZ,20210630,20210825,1,418300409.1,48870461.16
300430.SZ,20210930,20211028,1,616127229.24,60497601.62
300430.SZ,20211231,20220425,0,915238094.8,102800337.96
300430.SZ,20211231,20220425,1,915238094.8,102800337.96
300430.SZ,20220331,20220428,0,204574781.39,17728313.32
300430.SZ,20220331,20220428,1,204574781.39,17728313.32
300430.SZ,20220630,20220830,1,446711611.07,51621096.01
300430.SZ,20220930,20221026,1,695091597.02,75244757.38
300430.SZ,20221231,20230427,1,974445298.98,124715728.85
300430.SZ,20230331,20230428,1,245247004.7,22352280.04
300430.SZ,20230630,20230825,0,648800511.9,74270290.76
300430.SZ,20230630,20230825,1,648800511.9,74270290.76
300430.SZ,20230930,20231027,1,928444491.99,127675726.1
300430.SZ,20231231,20240422,1,1175510911.0,170081900.87
300430.SZ,20240331,20240429,1,268203514.86,30781307.45
300430.SZ,20240630,20240823,1,643993411.39,83567490.97
300430.SZ,20240930,20241030,1,795475666.5,98057162.61
300431.SZ,20171231,20180420,0,1914973679.51,55139272.9
300431.SZ,20180331,20180426,0,386961316.22,-29541691.91
300431.SZ,20180630,20180830,0,791550275.98,-106176842.21
300431.SZ,20180930,20181030,0,1033931003.15,-228411297.8
300431.SZ,20181231,20190427,0,1126942565.45,-1090459243.08
300431.SZ,20190331,20190427,0,71205119.63,-17494985.51
300431.SZ,20190630,20190830,0,83592945.21,-263861614.96
300431.SZ,20190930,20191031,0,93600464.55,-649827570.58
300432.SZ,20171231,20180417,0,2328218161.22,371223293.24
300432.SZ,20180331,20180427,0,289500107.5,25295663.51
300432.SZ,20180630,20180830,0,653138728.89,78919903.44
300432.SZ,20180930,20181030,0,1044090917.56,121870677.81
300432.SZ,20180930,20181030,1,1044090917.56,121870677.81
300432.SZ,20181231,20190426,0,1478554918.62,-2323838443.05
300432.SZ,20181231,20190426,1,1478554918.62,-2323838443.05
300432.SZ,20190331,20190426,0,334094929.1,33264221.66
300432.SZ,20190630,20190830,0,683135400.78,78767706.34
300432.SZ,20190930,20191030,0,1046682254.51,212699695.33
300432.SZ,20190930,20191030,1,1046682254.51,212699695.33
300432.SZ,20191231,20200425,0,1511718897.87,514098159.75
300432.SZ,20191231,20200425,1,1511718897.87,514098159.75
300432.SZ,20200331,20200425,0,341368607.34,82856257.15
300432.SZ,20200331,20200425,1,341368607.34,82856257.15
300432.SZ,20200630,20200827,0,737528025.77,145193668.83
300432.SZ,20200630,20200827,1,737528025.77,145193668.83
300432.SZ,20200930,20201029,0,1213312047.78,253192004.83
300432.SZ,20200930,20201029,1,1213312047.78,253192004.83
300432.SZ,20201231,20210427,0,1844526992.6,330228508.1
300432.SZ,20201231,20210427,1,1844526992.6,330228508.1
300432.SZ,20210331,20210427,1,529819070.18,101143058.46
300432.SZ,20210630,20210828,1,1069971553.93,160407596.24
300432.SZ,20210930,20211027,0,1702044420.14,238633709.2
300432.SZ,20210930,20211027,1,1702044420.14,238633709.2
300432.SZ,20211231,20220427,0,2656371038.4,399091674.57
300432.SZ,20211231,20220427,1,2656371038.4,399091674.57
300432.SZ,20220331,20220427,1,1654308859.36,211079351.02
300432.SZ,20220630,20220830,1,2697943655.53,353963694.31
300432.SZ,20220930,20221028,0,4723501779.55,599803175.45
300432.SZ,20220930,20221028,1,4723501779.55,599803175.45
300432.SZ,20221231,20230425,1,7346732436.81,645203259.86
300432.SZ,20230331,20230425,1,724902652.66,-522029943.84
300432.SZ,20230630,20230831,0,2322157896.23,-323067938.89
300432.SZ,20230630,20230831,1,2322157896.23,-323067938.89
300432.SZ,20230930,20231031,0,4178189526.43,-402092072.05
300432.SZ,20230930,20231031,1,4178189526.43,-402092072.05
300432.SZ,20231231,20240427,0,5761265898.84,-542725021.93
300432.SZ,20240331,20240427,0,1495753720.17,39684488.72
300432.SZ,20240331,20240427,1,1495753720.17,39684488.72
300432.SZ,20240630,20240824,1,3594912337.77,131756982.85
300432.SZ,20240930,20241030,1,5882693433.31,310666111.2
300433.SZ,20171231,20180424,0,23702962254.39,2046977419.58
300433.SZ,20180331,20180427,0,4494352714.9,109968265.29
300433.SZ,20180630,20180830,0,10893413811.38,458415810.01
300433.SZ,20180930,20181029,0,18993066842.77,1064777618.43
300433.SZ,20180930,20181029,1,18993066842.77,1064777618.43
300433.SZ,20181231,20190426,0,27717496839.46,637007405.27
300433.SZ,20181231,20190426,1,27717496839.46,637007405.27
300433.SZ,20190331,20190426,0,4806629496.33,-96966167.63
300433.SZ,20190630,20190830,0,11358901939.43,-156397139.3
300433.SZ,20190930,20191022,0,20595103848.92,1108515489.0
300433.SZ,20190930,20191022,1,20595103848.92,1108515489.0
300433.SZ,20191231,20200428,0,30257760248.61,2468791437.06
300433.SZ,20191231,20200428,1,30257760248.61,2468791437.06
300433.SZ,20200331,20200430,0,6950264309.92,882907341.4
300433.SZ,20200331,20200430,1,6950264309.92,882907341.4
300433.SZ,20200630,20200818,0,15567579948.79,1911832982.93
300433.SZ,20200630,20200818,1,15567579948.79,1911832982.93
300433.SZ,20200930,20201027,0,26082647689.31,3432308558.31
300433.SZ,20200930,20201027,1,26082647689.31,3432308558.31
300433.SZ,20201231,20210426,0,36939133598.93,4896170228.37
300433.SZ,20201231,20210426,1,36939133598.93,4896170228.37
300433.SZ,20210331,20210428,1,11990397912.99,1205793235.94
300433.SZ,20210630,20210821,1,21391139203.04,2308191530.51
300433.SZ,20210930,20211026,1,33925953054.03,3296969508.76
300433.SZ,20211231,20220423,0,45268146208.65,2070242934.38
300433.SZ,20211231,20220423,1,45268146208.65,2070242934.38
300433.SZ,20220331,20220423,0,9334205910.6,-411424612.93
300433.SZ,20220331,20220423,1,9334205910.6,-411424612.93
300433.SZ,20220630,20220826,0,19183179350.09,-304714094.42
300433.SZ,20220630,20220826,1,19183179350.09,-304714094.42
300433.SZ,20220930,20221028,1,31576393550.61,759337020.95
300433.SZ,20221231,20230424,0,46698545632.87,2448081548.02
300433.SZ,20221231,20230424,1,46698545632.87,2448081548.02
300433.SZ,20230331,20230425,1,9838823197.11,64548639.71
300433.SZ,20230630,20230819,1,20177276288.48,554289907.33
300433.SZ,20230930,20231019,1,33807875101.12,1649488614.87
300433.SZ,20231231,20240422,1,54490733538.84,3021340311.13
300433.SZ,20240331,20240424,1,15498274781.55,309201697.61
300433.SZ,20240630,20240826,1,28866648854.29,861261932.2
300433.SZ,20240930,20241021,1,46227754593.23,2370944432.86
300434.SZ,20171231,20180420,0,704012121.33,115868535.03
300434.SZ,20180331,20180426,0,260375676.0,48049214.29
300434.SZ,20180630,20180824,0,428078758.61,49836936.02
300434.SZ,20180930,20181026,0,610657498.47,66185315.66
300434.SZ,20180930,20181026,1,610657498.47,66185315.66
300434.SZ,20181231,20190427,0,970716005.65,149153327.68
300434.SZ,20181231,20190427,1,970716005.65,149153327.68
300434.SZ,20190331,20190427,0,278409800.93,51428761.57
300434.SZ,20190630,20190828,0,419719990.63,51107158.16
300434.SZ,20190930,20191025,0,609722941.48,67436363.96
300434.SZ,20190930,20191025,1,609722941.48,67436363.96
300434.SZ,20191231,20200429,0,1005606188.19,120334377.62
300434.SZ,20191231,20200429,1,1005606188.19,120334377.62
300434.SZ,20200331,20200429,0,208017683.01,19698254.47
300434.SZ,20200331,20200429,1,208017683.01,19698254.47
300434.SZ,20200630,20200826,0,337250361.08,3789678.16
300434.SZ,20200630,20200826,1,337250361.08,3789678.16
300434.SZ,20200930,20201029,0,484265292.11,-95152766.48
300434.SZ,20200930,20201029,1,484265292.11,-95152766.48
300434.SZ,20201231,20210427,0,777296370.16,-687659653.86
300434.SZ,20201231,20210427,1,777296370.16,-687659653.86
300434.SZ,20210331,20210427,1,376878105.52,78903060.71
300434.SZ,20210630,20210827,1,535535109.34,74131695.62
300434.SZ,20210930,20211027,0,731928047.69,80944550.26
300434.SZ,20210930,20211027,1,731928047.69,80944550.26
300434.SZ,20211231,20220426,0,1053504604.27,66480785.93
300434.SZ,20211231,20220426,1,1053504604.27,66480785.93
300434.SZ,20220331,20220426,0,314985330.83,66575529.07
300434.SZ,20220331,20220426,1,314985330.83,66575529.07
300434.SZ,20220630,20220827,1,479430512.18,82199426.09
300434.SZ,20220930,20221025,1,711438394.76,107008293.5
300434.SZ,20221231,20230425,1,1242603080.88,218786883.71
300434.SZ,20230331,20230425,1,419787729.7,143460482.45
300434.SZ,20230630,20230829,1,633725687.05,155730458.83
300434.SZ,20230930,20231030,1,827063956.04,138782369.86
300434.SZ,20231231,20240426,1,1209199438.06,126199723.64
300434.SZ,20240331,20240426,1,362785115.79,89816224.68
300434.SZ,20240630,20240829,1,521930079.53,39202246.68
300434.SZ,20240930,20241024,1,756645811.15,58129095.96
300435.SZ,20171231,20180421,0,485579894.77,60203541.69
300435.SZ,20180331,20180421,0,101445896.0,20327988.66
300435.SZ,20180630,20180822,0,256769980.47,39891335.02
300435.SZ,20180930,20181025,0,411708495.2,59055581.09
300435.SZ,20181231,20190323,0,594732319.59,67635588.18
300435.SZ,20181231,20190323,1,594732319.59,67635588.18
300435.SZ,20190331,20190427,0,135813372.53,18417534.25
300435.SZ,20190630,20190824,0,282111814.51,41518715.96
300435.SZ,20190930,20191025,0,400017154.06,59517810.69
300435.SZ,20190930,20191025,1,400017154.06,59517810.69
300435.SZ,20191231,20200427,0,1034330203.62,77435586.09
300435.SZ,20191231,20200427,1,1034330203.62,77435586.09
300435.SZ,20200331,20200427,1,463474375.29,33652401.07
300435.SZ,20200630,20200821,0,911916322.46,80302370.24
300435.SZ,20200630,20200821,1,911916322.46,80302370.24
300435.SZ,20200930,20201024,0,1289646616.12,146139333.88
300435.SZ,20200930,20201024,1,1289646616.12,146139333.88
300435.SZ,20201231,20210422,0,1977500164.78,196109088.73
300435.SZ,20201231,20210422,1,1977500164.78,196109088.73
300435.SZ,20210331,20210422,1,637750003.38,58041175.87
300435.SZ,20210630,20210816,1,1136225905.8,125061871.84
300435.SZ,20210930,20211026,1,1643748640.92,183961299.81
300435.SZ,20211231,20220419,0,2406997413.64,245352782.01
300435.SZ,20211231,20220419,1,2406997413.64,245352782.01
300435.SZ,20220331,20220419,1,886619524.99,62393577.59
300435.SZ,20220630,20220809,1,1605081289.27,138578078.87
300435.SZ,20220930,20221024,1,2389846161.92,217440357.76
300435.SZ,20221231,20230408,0,3256424871.2,277958917.54
300435.SZ,20221231,20230408,1,3256424871.2,277958917.54
300435.SZ,20230331,20230425,1,951692643.06,69821184.31
300435.SZ,20230630,20230818,1,1671726523.58,184219806.13
300435.SZ,20230930,20231025,1,2252227344.06,259546194.97
300435.SZ,20231231,20240416,1,3047457215.87,350060857.05
300435.SZ,20240331,20240424,1,816137780.95,70174056.83
300435.SZ,20240630,20240827,0,1367881319.36,123418609.74
300435.SZ,20240930,20241024,1,2011924213.08,189483439.06
300436.SZ,20171231,20180321,0,296122689.22,33565301.69
300436.SZ,20180331,20180427,0,87302065.9,12089151.19
300436.SZ,20180630,20180824,0,162269604.35,4327401.52
300436.SZ,20180930,20181026,0,285616279.74,6033414.77
300436.SZ,20180930,20181026,1,285616279.74,6033414.77
300436.SZ,20181231,20190402,0,402400221.06,16484410.89
300436.SZ,20181231,20190402,1,402400221.06,16484410.89
300436.SZ,20190331,20190426,0,109401201.57,7560125.77
300436.SZ,20190630,20190826,0,214760320.84,11335477.71
300436.SZ,20190930,20191025,0,322517376.58,14023669.34
300436.SZ,20190930,20191025,1,322517376.58,14023669.34
300436.SZ,20191231,20200326,0,414866330.97,10741879.19
300436.SZ,20191231,20200326,1,414866330.97,10741879.19
300436.SZ,20200331,20200423,0,83370350.33,1834413.76
300436.SZ,20200331,20200423,1,83370350.33,1834413.76
300436.SZ,20200630,20200827,0,173237037.66,11371662.81
300436.SZ,20200630,20200827,1,173237037.66,11371662.81
