ts_code,signal_date,sector_pit,sector_available,latest_report_period,latest_ann_date,financial_age_days,revenue_ttm,netprofit_ttm,ocf_ttm,revenue_yoy_pct,netprofit_yoy_pct,roe,gross_margin,debt_to_asset,current_ratio,ocf_to_netprofit,loss_flag,negative_ocf_flag,profit_decline_flag,revenue_decline_flag,forecast_type,express_available_flag
300073.SZ,2020-02-28,基础化工,1,20190930,20191029,122.0,2642462295.2599998,330500380.68,250867736.87999997,-25.75202211091021,6.983278073628374,6.4977,18.8774,22.4329,3.8039,0.7590543053652254,0.0,0.0,0.0,1.0,首亏,0
300182.SZ,2020-02-28,传媒,1,20190930,20191026,125.0,4095434105.9,-395196254.48,2144301357.5699997,-24.467409124342986,-61.293008720800415,3.0974,27.0667,37.8526,1.4267,-5.4259151833093044,1.0,0.0,1.0,1.0,首亏,0
002822.SZ,2020-02-28,建筑装饰,1,20190930,20191030,121.0,4740382844.77,239546627.92999998,146459402.32,20.066164319403978,54.5347234123126,8.8638,17.4003,57.581,1.8604,0.6114024796992683,0.0,0.0,0.0,0.0,预增,0
601872.SH,2020-02-28,交通运输,1,20190930,20191030,121.0,13419167222.439999,1449633353.56,5886517471.9,33.99472260279814,64.24826691406511,3.4865,16.116,60.0349,0.5998,4.060694007518473,0.0,0.0,0.0,0.0,预增,0
002773.SZ,2020-02-28,医药生物,1,20190930,20191031,120.0,3144630490.56,740756227.71,683141496.9299998,10.409588685806902,9.045674851630947,12.9347,92.2872,19.1094,5.2466,0.9222217395888626,0.0,0.0,0.0,0.0,略增,0
003816.SZ,2020-02-28,公用事业,1,20190930,20191031,120.0,56909615580.55,9544084407.29,30142860824.859997,16.411709693488973,11.284231259844413,10.3805,44.9973,66.2575,0.9693,3.1582768486242805,0.0,0.0,0.0,0.0,略增,0
603657.SH,2020-02-28,家用电器,1,20190930,20191029,122.0,547195246.78,102081712.37000002,136623496.03,11.144675745078425,1.4857413808930353,9.0345,33.0277,12.5795,6.4654,1.3383738659751478,0.0,0.0,0.0,0.0,略增,0
002105.SZ,2020-02-28,汽车,1,20190930,20191023,128.0,1863399122.56,55538611.75000001,204098742.26999995,34.12097860519958,858.7924725813104,9.2981,16.5167,64.4124,1.1025,3.674898162538244,0.0,0.0,0.0,0.0,预增,0
600750.SH,2020-02-28,医药生物,1,20190930,20191025,126.0,2167292141.8499994,498265768.9200001,752564872.2999998,31.90454977692363,7.923119429379066,11.2752,67.3153,14.0551,5.0924,1.510368400243905,0.0,0.0,0.0,0.0,,0
300750.SZ,2020-02-28,电力设备,1,20190930,20191026,125.0,43331048209.93001,4472840465.139999,16037764561.090004,71.69647489985991,45.65084098833405,9.9147,29.0796,57.9598,1.5659,3.585588327167851,0.0,0.0,0.0,0.0,略增,0
601857.SH,2020-02-28,石油石化,1,20190930,20191031,120.0,2458057000000.0,41746000000.0,334024000000.0,6.109537625158423,-22.52446956630162,3.0558,20.2985,46.9534,0.8031,8.00134144588703,0.0,0.0,1.0,0.0,预增,0
002292.SZ,2020-02-28,传媒,1,20190930,20191030,121.0,2762401096.2300005,-1584286091.2399998,334217254.04,-3.6344569718784525,63.23058321163191,2.98,47.3315,33.1181,1.0868,-0.2109576394617039,1.0,0.0,0.0,1.0,扭亏,0
603129.SH,2020-02-28,汽车,1,20190930,20191025,126.0,3072982704.7300005,164307177.66000003,417659734.67,28.29094831620811,45.32789346542489,14.4397,30.946,56.4761,1.3421,2.5419445493383197,0.0,0.0,0.0,0.0,预增,0
600886.SH,2020-02-28,公用事业,1,20190930,20191031,120.0,42970022349.33,5101435424.86,20740711887.81,6.466877343151034,20.50815345925463,11.1424,43.2532,67.1934,0.7113,4.065661948152406,0.0,0.0,0.0,0.0,,0
300391.SZ,2020-02-28,机械设备,1,20190930,20191028,123.0,763176305.3299999,22235568.85000001,96380335.56000002,-16.732095021052086,-74.50191764146238,1.8858,28.9655,31.6291,1.7127,4.334511799998316,0.0,0.0,1.0,1.0,首亏,0
603288.SH,2020-02-28,食品饮料,1,20190930,20191030,121.0,19147168300.39,5068714527.79,6396346909.949999,16.619994827768103,22.47999999996142,26.5049,44.5105,26.9011,2.9924,1.2619268405985486,0.0,0.0,0.0,0.0,,0
600276.SH,2020-02-28,医药生物,1,20190930,20191025,126.0,21904179170.5,4888582185.02,3331704240.2300005,36.00900181868067,28.262184616535492,17.4196,87.1792,10.3946,8.3943,0.6815277137897539,0.0,0.0,0.0,0.0,,0
601318.SH,2020-02-28,非银金融,1,20191231,20200221,7.0,1168867000000.0,149407000000.0,249445000000.0,19.6589587564699,39.10748203046441,24.3004,,89.6342,,1.6695670216254928,0.0,0.0,0.0,0.0,,0
000968.SZ,2020-02-28,石油石化,1,20190930,20191023,128.0,2380733450.7599998,706797431.46,861373784.1500001,3.3426962578007258,5.900088401249537,12.3648,42.7305,45.999,1.9108,1.2186996525591478,0.0,0.0,0.0,0.0,略减,0
