ts_code,report_period,n_versions,ann_dates
000659.SZ,20221231,2,20230427;20230427
000659.SZ,20230630,2,20230824;20230824
000661.SZ,20180930,2,20181020;20181020
000661.SZ,20181231,2,20190307;20190307
000661.SZ,20190630,2,20190813;20190813
000661.SZ,20190930,2,20191024;20191024
000661.SZ,20191231,2,20200327;20200327
000661.SZ,20200331,2,20200422;20200422
000661.SZ,20200630,2,20200820;20200820
000661.SZ,20200930,2,20201027;20201027
000661.SZ,20201231,2,20210312;20210312
000661.SZ,20210930,2,20211030;20211030
000661.SZ,20211231,2,20220317;20220317
000661.SZ,20220331,2,20220428;20220428
000661.SZ,20221231,2,20230330;20230330
000662.SZ,20200630,2,20200829;20200829
000662.SZ,20200930,2,20201031;20201031
000663.SZ,20180930,2,20181031;20181031
000663.SZ,20181231,2,20190430;20190430
000663.SZ,20191231,2,20200430;20200430
000663.SZ,20200331,2,20200430;20200430
000663.SZ,20200630,2,20200831;20200831
000663.SZ,20200930,2,20201031;20201031
000663.SZ,20201231,2,20210430;20210430
000663.SZ,20211231,2,20220428;20220428
000663.SZ,20220331,2,20220429;20220429
000663.SZ,20221231,2,20230316;20230316
000663.SZ,20230630,2,20230828;20230828
000663.SZ,20230930,2,20231031;20231031
000665.SZ,20181231,2,20190425;20190425
000665.SZ,20191231,2,20200430;20200430
000665.SZ,20200331,2,20200430;20200430
000665.SZ,20200630,2,20200821;20200821
000665.SZ,20200930,2,20201022;20201022
000665.SZ,20201231,2,20210416;20210416
000665.SZ,20210930,2,20211027;20211027
000665.SZ,20211231,2,20220426;20220426
000665.SZ,20220331,2,20220427;20220427
000665.SZ,20221231,2,20230421;20230421
000665.SZ,20230630,2,20230829;20230829
000665.SZ,20240331,2,20240430;20240430
000666.SZ,20180630,2,20180824;20180824
000666.SZ,20180930,2,20181025;20181025
000666.SZ,20181231,2,20190326;20190326
000666.SZ,20190930,2,20191024;20191024
000666.SZ,20191231,2,20200325;20200325
000666.SZ,20200331,2,20200425;20200425
000666.SZ,20200630,2,20200815;20200815
000666.SZ,20200930,2,20201024;20201024
000666.SZ,20201231,2,20210422;20210422
000666.SZ,20211231,2,20220423;20220423
000666.SZ,20220331,2,20220426;20220426
000666.SZ,20221231,2,20230429;20230429
000667.SZ,20180930,2,20181030;20181030
000667.SZ,20181231,2,20190228;20190228
000667.SZ,20190930,2,20191025;20191025
000667.SZ,20191231,2,20200606;20200606
000667.SZ,20200331,2,20200430;20200430
000667.SZ,20200630,2,20200826;20200826
000667.SZ,20200930,2,20201026;20201026
000667.SZ,20201231,2,20210427;20210427
000667.SZ,20211231,2,20220427;20220427
000667.SZ,20221231,2,20230429;20230429
000667.SZ,20230331,2,20230429;20230429
000667.SZ,20231231,2,20240430;20240430
000667.SZ,20240630,2,20240829;20240829
000668.SZ,20180930,2,20181026;20181026
000668.SZ,20181231,2,20190425;20190425
000668.SZ,20190930,2,20191026;20191026
000668.SZ,20191231,2,20200425;20200425
000668.SZ,20200630,2,20200828;20200828
000668.SZ,20200930,2,20201027;20201027
000668.SZ,20201231,2,20210428;20210428
000668.SZ,20210331,2,20210428;20210428
000668.SZ,20210930,2,20211027;20211027
000668.SZ,20211231,2,20220430;20220430
000668.SZ,20220331,2,20220430;20220430
000668.SZ,20221231,2,20230428;20230428
000668.SZ,20240331,2,20240427;20240427
000669.SZ,20180930,2,20181031;20181031
000669.SZ,20181231,2,20190429;20190429
000669.SZ,20191231,2,20200430;20200430
000669.SZ,20200331,2,20200430;20200430
000669.SZ,20200630,2,20200829;20200829
000669.SZ,20200930,2,20201031;20201031
000669.SZ,20201231,2,20210430;20210430
000669.SZ,20210930,2,20211027;20211027
000669.SZ,20211231,2,20220428;20220428
000669.SZ,20220331,2,20220429;20220429
000669.SZ,20221231,2,20230422;20230422
000669.SZ,20230630,2,20230826;20230826
000669.SZ,20240331,2,20240430;20240430
000670.SZ,20171231,2,20180424;20180424
000670.SZ,20180930,2,20181031;20181031
000670.SZ,20181231,2,20190423;20190423
000670.SZ,20190630,2,20190827;20190827
000670.SZ,20191231,2,20200320;20200320
000670.SZ,20200331,2,20200430;20200430
000670.SZ,20200630,2,20200811;20200811
000670.SZ,20200930,2,20201031;20201031
000670.SZ,20201231,2,20210429;20210429
000670.SZ,20211231,2,20220215;20220215
000670.SZ,20221231,2,20230428;20230428
000670.SZ,20230630,2,20230822;20230822
000670.SZ,20231231,2,20240416;20240416
000670.SZ,20240331,2,20240425;20240425
000670.SZ,20240630,2,20240827;20240827
000670.SZ,20240930,2,20241026;20241026
000671.SZ,20180930,2,20181027;20181027
000671.SZ,20181231,2,20190315;20190315
000671.SZ,20190930,2,20191026;20191026
000671.SZ,20191231,2,20200424;20200424
000671.SZ,20200331,2,20200429;20200429
000671.SZ,20200630,2,20200820;20200820
000671.SZ,20200930,2,20201029;20201029
000671.SZ,20201231,2,20210415;20210415
000671.SZ,20210930,2,20211029;20211029
000671.SZ,20211231,2,20220430;20220430
000671.SZ,20220331,2,20220430;20220430
000671.SZ,20221231,2,20230429;20230429
000671.SZ,20230331,2,20230429;20230429
000673.SZ,20180930,2,20181031;20181031
000673.SZ,20181231,2,20190426;20190426
000673.SZ,20190630,2,20190731;20190731
000673.SZ,20191231,2,20200428;20200428
000673.SZ,20200331,2,20200428;20200428
000673.SZ,20200630,2,20200828;20200828
000673.SZ,20200930,2,20201030;20201030
000673.SZ,20201231,2,20210429;20210429
000673.SZ,20210331,2,20210429;20210429
000673.SZ,20210930,2,20211029;20211029
000673.SZ,20211231,2,20220430;20220430
000673.SZ,20220331,2,20220430;20220430
000676.SZ,20180630,2,20180815;20180815
000676.SZ,20180930,2,20181020;20181020
000676.SZ,20181231,2,20190426;20190426
000676.SZ,20190630,2,20190824;20190824
000676.SZ,20190930,2,20191022;20191022
000676.SZ,20191231,2,20200428;20200428
000676.SZ,20200331,2,20200428;20200428
000676.SZ,20200630,2,20200828;20200828
000676.SZ,20200930,2,20201029;20201029
000676.SZ,20201231,2,20210429;20210429
000676.SZ,20210930,2,20211027;20211027
000676.SZ,20211231,2,20220428;20220428
000676.SZ,20220331,2,20220428;20220428
000676.SZ,20230630,2,20230830;20230830
000677.SZ,20180930,2,20181025;20181025
000677.SZ,20181231,2,20190329;20190329
000677.SZ,20190930,2,20191025;20191025
000677.SZ,20191231,2,20200425;20200425
000677.SZ,20200331,2,20200425;20200425
000677.SZ,20200630,2,20200828;20200828
000677.SZ,20200930,2,20201021;20201021
000677.SZ,20201231,2,20210423;20210423
000677.SZ,20211231,2,20220422;20220422
000677.SZ,20220331,2,20220426;20220426
000677.SZ,20220930,2,20221026;20221026
000677.SZ,20230630,2,20230825;20230825
000678.SZ,20180930,2,20181027;20181027
000678.SZ,20181231,2,20190427;20190427
000678.SZ,20191231,2,20200429;20200429
000678.SZ,20200331,2,20200430;20200430
000678.SZ,20200630,2,20200829;20200829
000678.SZ,20200930,2,20201030;20201030
000678.SZ,20201231,2,20210428;20210428
000678.SZ,20210331,2,20210428;20210428
000678.SZ,20210930,2,20211023;20211023
000678.SZ,20211231,2,20220429;20220429
000678.SZ,20220331,2,20220429;20220429
000678.SZ,20221231,2,20230428;20230428
000679.SZ,20180930,2,20181031;20181031
000679.SZ,20181231,2,20190430;20190430
000679.SZ,20191231,2,20200429;20200429
000679.SZ,20200331,2,20200430;20200430
000679.SZ,20200630,2,20200829;20200829
000679.SZ,20200930,2,20201029;20201029
000679.SZ,20201231,2,20210331;20210331
000679.SZ,20211231,2,20220430;20220430
000679.SZ,20220331,2,20220430;20220430
000679.SZ,20221231,2,20230415;20230415
000679.SZ,20230331,2,20230429;20230429
000679.SZ,20230630,2,20230816;20230816
000680.SZ,20180930,2,20181031;20181031
000680.SZ,20181231,2,20190420;20190420
000680.SZ,20190630,2,20190828;20190828
000680.SZ,20190930,2,20191030;20191030
000680.SZ,20191231,2,20200327;20200327
000680.SZ,20200331,2,20200429;20200429
000680.SZ,20200630,2,20200831;20200831
000680.SZ,20200930,2,20201031;20201031
000680.SZ,20201231,2,20210429;20210429
000680.SZ,20211231,2,20220329;20220329
000680.SZ,20220331,2,20220430;20220430
000680.SZ,20230331,2,20230429;20230429
000681.SZ,20180930,2,20181030;20181030
000681.SZ,20181231,2,20190426;20190426
000681.SZ,20190930,2,20191030;20191030
000681.SZ,20191231,2,20200429;20200429
000681.SZ,20200331,2,20200429;20200429
000681.SZ,20200630,2,20200828;20200828
000681.SZ,20200930,2,20201030;20201030
000681.SZ,20201231,2,20210430;20210430
000681.SZ,20210930,2,20211029;20211029
000681.SZ,20211231,2,20220428;20220428
000681.SZ,20220331,2,20220428;20220428
000681.SZ,20230630,2,20230818;20230818
000682.SZ,20180930,2,20181031;20181031
000682.SZ,20181231,2,20190402;20190402
000682.SZ,20190930,2,20191030;20191030
000682.SZ,20191231,2,20200415;20200415
000682.SZ,20200331,2,20200429;20200429
000682.SZ,20200630,2,20200828;20200828
000682.SZ,20200930,2,20201030;20201030
000682.SZ,20201231,2,20210423;20210423
000682.SZ,20210930,2,20211029;20211029
000682.SZ,20211231,2,20220423;20220423
000682.SZ,20220331,2,20220429;20220429
000682.SZ,20221231,2,20230419;20230419
000682.SZ,20230930,2,20231028;20231028
000683.SZ,20180930,2,20181027;20181027
000683.SZ,20181231,2,20190423;20190423
000683.SZ,20190630,2,20190827;20190827
000683.SZ,20190930,2,20191029;20191029
000683.SZ,20191231,2,20200428;20200428
000683.SZ,20200331,2,20200428;20200428
000683.SZ,20200630,2,20200828;20200828
000683.SZ,20200930,2,20201030;20201030
000683.SZ,20201231,2,20210427;20210427
000683.SZ,20211231,2,20220330;20220330
000683.SZ,20220331,2,20220423;20220423
000683.SZ,20221231,2,20230331;20230331
000685.SZ,20180630,2,20180830;20180830
000685.SZ,20180930,2,20181027;20181027
000685.SZ,20181231,2,20190424;20190424
000685.SZ,20191231,2,20200425;20200425
000685.SZ,20200331,2,20200430;20200430
000685.SZ,20200630,2,20200829;20200829
000685.SZ,20200930,2,20201031;20201031
000685.SZ,20201231,2,20210424;20210424
000685.SZ,20210930,2,20211030;20211030
000685.SZ,20211231,2,20220428;20220428
000685.SZ,20220331,2,20220430;20220430
000685.SZ,20221231,2,20230427;20230427
000685.SZ,20230331,2,20230429;20230429
000685.SZ,20230630,2,20230831;20230831
000685.SZ,20230930,2,20231031;20231031
000686.SZ,20180331,2,20180425;20180425
000686.SZ,20180630,2,20180818;20180818
000686.SZ,20191231,2,20200410;20200410
000686.SZ,20200630,2,20200827;20200827
000686.SZ,20201231,2,20210410;20210410
000686.SZ,20210331,2,20210427;20210427
000686.SZ,20210930,2,20211026;20211026
000686.SZ,20220331,2,20220428;20220428
000686.SZ,20221231,2,20230415;20230415
000686.SZ,20240331,2,20240430;20240430
000687.SZ,20171231,2,20180427;20180427
000687.SZ,20180930,2,20181030;20181030
000687.SZ,20190930,2,20191030;20191030
000687.SZ,20191231,2,20200615;20200615
000687.SZ,20200630,2,20200829;20200829
000687.SZ,20200930,2,20201028;20201028
000687.SZ,20201231,2,20210430;20210430
000687.SZ,20210331,2,20210430;20210430
000687.SZ,20210930,2,20211026;20211026
000687.SZ,20211231,2,20220428;20220428
000687.SZ,20221231,2,20230427;20230427
000688.SZ,20180930,2,20181025;20181025
000688.SZ,20181231,2,20190418;20190418
000688.SZ,20190630,2,20190827;20190827
000688.SZ,20190930,2,20191026;20191026
000688.SZ,20191231,2,20200410;20200410
000688.SZ,20200331,2,20200410;20200410
000688.SZ,20200630,2,20200828;20200828
000688.SZ,20200930,2,20201029;20201029
000688.SZ,20201231,2,20210429;20210429
000688.SZ,20210930,2,20211030;20211030
000688.SZ,20211231,2,20220308;20220308
000688.SZ,20220331,2,20220428;20220428
000688.SZ,20221231,2,20230425;20230425
000690.SZ,20180930,2,20181030;20181030
000690.SZ,20181231,2,20190422;20190422
000690.SZ,20190630,2,20190817;20190817
000690.SZ,20191231,2,20200421;20200421
000690.SZ,20200331,2,20200421;20200421
000690.SZ,20200630,2,20200801;20200801
000690.SZ,20200930,2,20201024;20201024
000690.SZ,20201231,2,20210203;20210203
000690.SZ,20211231,2,20220416;20220416
000690.SZ,20220331,2,20220429;20220429
000690.SZ,20220930,2,20221028;20221028
000690.SZ,20221231,2,20230418;20230418
000690.SZ,20240331,2,20240430;20240430
000691.SZ,20180930,2,20181030;20181030
000691.SZ,20181231,2,20190427;20190427
000691.SZ,20190930,2,20191030;20191030
000691.SZ,20191231,2,20200428;20200428
000691.SZ,20200331,2,20200428;20200428
000691.SZ,20200630,2,20200828;20200828
000691.SZ,20200930,2,20201030;20201030
000691.SZ,20201231,2,20210427;20210427
000691.SZ,20211231,2,20220419;20220419
000691.SZ,20220331,2,20220428;20220428
000691.SZ,20220930,2,20221026;20221026
000691.SZ,20230630,2,20230810;20230810
000691.SZ,20240930,2,20241030;20241030
000692.SZ,20180930,2,20181027;20181027
000692.SZ,20181231,2,20190430;20190430
000692.SZ,20190630,2,20190829;20190829
000692.SZ,20190930,2,20191030;20191030
000692.SZ,20191231,2,20200430;20200430
000692.SZ,20200331,2,20200430;20200430
000692.SZ,20200630,2,20200829;20200829
000692.SZ,20200930,2,20201030;20201030
000692.SZ,20201231,2,20210429;20210429
000692.SZ,20211231,2,20220427;20220427
000692.SZ,20221231,2,20230425;20230425
000692.SZ,20230630,2,20230831;20230831
000692.SZ,20240331,2,20240430;20240430
000695.SZ,20180930,2,20181030;20181030
000695.SZ,20181231,2,20190417;20190417
000695.SZ,20190930,2,20191029;20191029
000695.SZ,20191231,2,20200427;20200427
000695.SZ,20200331,2,20200430;20200430
000695.SZ,20200630,2,20200828;20200828
000695.SZ,20200930,2,20201029;20201029
000695.SZ,20201231,2,20210424;20210424
000695.SZ,20210930,2,20211029;20211029
000695.SZ,20211231,2,20220429;20220429
000695.SZ,20221231,2,20230421;20230421
000697.SZ,20180930,2,20181009;20181009
000697.SZ,20181231,2,20190413;20190413
000697.SZ,20190930,2,20191029;20191029
000697.SZ,20191231,2,20200429;20200429
000697.SZ,20200331,2,20200429;20200429
000697.SZ,20200630,2,20200826;20200826
000697.SZ,20200930,2,20201030;20201030
000697.SZ,20201231,2,20210428;20210428
000697.SZ,20210930,2,20211030;20211030
000697.SZ,20211231,2,20220430;20220430
000697.SZ,20220331,2,20220430;20220430
000697.SZ,20221231,2,20230322;20230322
000698.SZ,20180930,2,20181026;20181026
000698.SZ,20181231,2,20190321;20190321
000698.SZ,20190930,2,20191028;20191028
000698.SZ,20191231,2,20200410;20200410
000698.SZ,20200630,2,20200825;20200825
000698.SZ,20200930,2,20201028;20201028
000698.SZ,20201231,2,20210319;20210319
000698.SZ,20210930,2,20211022;20211022
000698.SZ,20211231,2,20220330;20220330
000698.SZ,20220331,2,20220427;20220427
000698.SZ,20220930,2,20221028;20221028
000698.SZ,20230630,2,20230825;20230825
000700.SZ,20180930,2,20181030;20181030
000700.SZ,20181231,2,20190427;20190427
000700.SZ,20190630,2,20190829;20190829
000700.SZ,20190930,2,20191029;20191029
000700.SZ,20191231,2,20200427;20200427
000700.SZ,20200331,2,20200429;20200429
000700.SZ,20200630,2,20200829;20200829
000700.SZ,20200930,2,20201026;20201026
000700.SZ,20201231,2,20210429;20210429
000700.SZ,20211231,2,20220430;20220430
000700.SZ,20220331,2,20220430;20220430
000700.SZ,20221231,2,20230425;20230425
000700.SZ,20230331,2,20230427;20230427
000700.SZ,20230930,2,20231028;20231028
000701.SZ,20180930,2,20181027;20181027
000701.SZ,20181231,2,20190425;20190425
000701.SZ,20190930,2,20191023;20191023
000701.SZ,20191231,2,20200429;20200429
000701.SZ,20200331,2,20200429;20200429
000701.SZ,20200630,2,20200815;20200815
000701.SZ,20200930,2,20201024;20201024
000701.SZ,20201231,2,20210427;20210427
000701.SZ,20211231,2,20220427;20220427
000701.SZ,20221231,2,20230425;20230425
000701.SZ,20230331,2,20230427;20230427
000701.SZ,20230630,2,20230829;20230829
000702.SZ,20180930,2,20181026;20181026
000702.SZ,20181231,2,20190404;20190404
000702.SZ,20190630,2,20190823;20190823
000702.SZ,20190930,2,20191025;20191025
000702.SZ,20191231,2,20200403;20200403
000702.SZ,20200331,2,20200429;20200429
000702.SZ,20200630,2,20200820;20200820
000702.SZ,20200930,2,20201028;20201028
000702.SZ,20201231,2,20210402;20210402
000702.SZ,20211231,2,20220408;20220408
000702.SZ,20230630,2,20230823;20230823
000703.SZ,20180930,2,20181016;20181016
000703.SZ,20181231,2,20190418;20190418
000703.SZ,20190630,2,20190823;20190823
000703.SZ,20190930,2,20191018;20191018
000703.SZ,20191231,2,20200428;20200428
000703.SZ,20200331,2,20200428;20200428
000703.SZ,20200630,2,20200829;20200829
000703.SZ,20200930,2,20201026;20201026
000703.SZ,20201231,2,20210420;20210420
000703.SZ,20211231,2,20220426;20220426
000703.SZ,20220331,2,20220426;20220426
000703.SZ,20220930,2,20221028;20221028
000703.SZ,20221231,2,20230420;20230420
000703.SZ,20230630,2,20230823;20230823
000703.SZ,20230930,2,20231028;20231028
000705.SZ,20180930,2,20181031;20181031
000705.SZ,20181231,2,20190323;20190323
000705.SZ,20190630,2,20190817;20190817
000705.SZ,20190930,2,20191026;20191026
000705.SZ,20191231,2,20200415;20200415
000705.SZ,20200331,2,20200418;20200418
000705.SZ,20200630,2,20200815;20200815
000705.SZ,20200930,2,20201029;20201029
000705.SZ,20201231,2,20210327;20210327
000705.SZ,20211231,2,20220409;20220409
000705.SZ,20221231,2,20230422;20230422
000705.SZ,20240331,2,20240430;20240430
000707.SZ,20180930,2,20181031;20181031
000707.SZ,20181231,2,20190327;20190327
000707.SZ,20190630,2,20190820;20190820
000707.SZ,20190930,2,20191028;20191028
000707.SZ,20191231,2,20200428;20200428
000707.SZ,20200331,2,20200429;20200429
000707.SZ,20200630,2,20200821;20200821
000707.SZ,20200930,2,20201028;20201028
000707.SZ,20201231,2,20210305;20210305
000707.SZ,20211231,2,20220310;20220310
000707.SZ,20220331,2,20220427;20220427
000707.SZ,20221231,2,20230328;20230328
000707.SZ,20230630,2,20230822;20230822
000707.SZ,20240331,2,20240430;20240430
000708.SZ,20180930,2,20181027;20181027
000708.SZ,20181231,2,20190227;20190227
000708.SZ,20190630,2,20190820;20190820
000708.SZ,20190930,2,20191023;20191023
000708.SZ,20191231,2,20200306;20200306
000708.SZ,20200331,2,20200422;20200422
000708.SZ,20200630,2,20200818;20200818
000708.SZ,20200930,2,20201017;20201017
000708.SZ,20201231,2,20210302;20210302
000708.SZ,20211231,2,20220311;20220311
000708.SZ,20221231,2,20230318;20230318
000708.SZ,20230930,2,20231028;20231028
000709.SZ,20180930,2,20181026;20181026
000709.SZ,20181231,2,20190426;20190426
000709.SZ,20190930,2,20191030;20191030
000709.SZ,20191231,2,20200423;20200423
000709.SZ,20200331,2,20200423;20200423
000709.SZ,20200630,2,20200826;20200826
000709.SZ,20200930,2,20201030;20201030
000709.SZ,20201231,2,20210423;20210423
000709.SZ,20211231,2,20220422;20220422
000709.SZ,20220331,2,20220422;20220422
000709.SZ,20220930,2,20221026;20221026
000709.SZ,20221231,2,20230428;20230428
000709.SZ,20231231,2,20240427;20240427
000710.SZ,20180930,2,20181031;20181031
000710.SZ,20181231,2,20190424;20190424
000710.SZ,20190630,2,20190829;20190829
000710.SZ,20191231,2,20200415;20200415
000710.SZ,20200331,2,20200429;20200429
000710.SZ,20200630,2,20200831;20200831
000710.SZ,20200930,2,20201031;20201031
000710.SZ,20201231,2,20210429;20210429
000710.SZ,20210930,2,20211030;20211030
000710.SZ,20211231,2,20220415;20220415
000710.SZ,20221231,2,20230408;20230408
000711.SZ,20180930,2,20181030;20181030
000711.SZ,20181231,2,20190425;20190425
000711.SZ,20190930,2,20191029;20191029
000711.SZ,20191231,2,20200429;20200429
000711.SZ,20200331,2,20200430;20200430
000711.SZ,20200630,2,20200821;20200821
000711.SZ,20200930,2,20201030;20201030
000711.SZ,20201231,2,20210427;20210427
000711.SZ,20210930,2,20211029;20211029
000711.SZ,20211231,2,20220428;20220428
000711.SZ,20230630,2,20230831;20230831
000711.SZ,20240331,2,20240429;20240429
000712.SZ,20180331,2,20180427;20180427
000712.SZ,20180630,2,20180831;20180831
000712.SZ,20191231,2,20200306;20200306
000712.SZ,20200630,2,20200819;20200819
000712.SZ,20200930,2,20201031;20201031
000712.SZ,20201231,2,20210316;20210316
000712.SZ,20210331,2,20210429;20210429
000712.SZ,20210930,2,20211028;20211028
000712.SZ,20211231,2,20220309;20220309
000712.SZ,20220331,2,20220430;20220430
000712.SZ,20221231,2,20230329;20230329
000712.SZ,20230630,2,20230831;20230831
000713.SZ,20180930,2,20181029;20181029
000713.SZ,20181231,2,20190418;20190418
000713.SZ,20190930,2,20191025;20191025
000713.SZ,20191231,2,20200422;20200422
000713.SZ,20200630,2,20200818;20200818
000713.SZ,20200930,2,20201029;20201029
000713.SZ,20201231,2,20210428;20210428
000713.SZ,20210331,2,20210428;20210428
000713.SZ,20210930,2,20211025;20211025
000713.SZ,20211231,2,20220420;20220420
000713.SZ,20220331,2,20220428;20220428
000713.SZ,20221231,2,20230420;20230420
000715.SZ,20180930,2,20181020;20181020
000715.SZ,20181231,2,20190322;20190322
000715.SZ,20190630,2,20190824;20190824
000715.SZ,20190930,2,20191024;20191024
000715.SZ,20191231,2,20200402;20200402
000715.SZ,20200331,2,20200429;20200429
000715.SZ,20200630,2,20200826;20200826
000715.SZ,20200930,2,20201024;20201024
000715.SZ,20201231,2,20210327;20210327
000715.SZ,20210930,2,20211027;20211027
000715.SZ,20211231,2,20220331;20220331
000715.SZ,20220331,2,20220423;20220423
000715.SZ,20221231,2,20230330;20230330
000716.SZ,20180930,2,20181027;20181027
000716.SZ,20181231,2,20190424;20190424
000716.SZ,20190930,2,20191029;20191029
000716.SZ,20191231,2,20200430;20200430
000716.SZ,20200331,2,20200430;20200430
000716.SZ,20200630,2,20200829;20200829
000716.SZ,20200930,2,20201029;20201029
000716.SZ,20201231,2,20210424;20210424
000716.SZ,20210930,2,20211030;20211030
000716.SZ,20211231,2,20220430;20220430
000716.SZ,20220331,2,20220430;20220430
000716.SZ,20230630,2,20230826;20230826
000716.SZ,20240930,2,20241030;20241030
000717.SZ,20180930,2,20181030;20181030
000717.SZ,20181231,2,20190329;20190329
000717.SZ,20191231,2,20200331;20200331
000717.SZ,20200331,2,20200430;20200430
000717.SZ,20200630,2,20200828;20200828
000717.SZ,20200930,2,20201030;20201030
000717.SZ,20201231,2,20210428;20210428
000717.SZ,20210930,2,20211029;20211029
000717.SZ,20211231,2,20220428;20220428
000717.SZ,20220331,2,20220429;20220429
000717.SZ,20221231,2,20230428;20230428
000718.SZ,20180930,2,20181025;20181025
000718.SZ,20181231,2,20190403;20190403
000718.SZ,20190930,2,20191029;20191029
000718.SZ,20191231,2,20200415;20200415
000718.SZ,20200331,2,20200429;20200429
000718.SZ,20200630,2,20200818;20200818
000718.SZ,20200930,2,20201028;20201028
000718.SZ,20201231,2,20210409;20210409
000718.SZ,20210930,2,20211027;20211027
000718.SZ,20211231,2,20220428;20220428
000718.SZ,20220331,2,20220428;20220428
000718.SZ,20221231,2,20230418;20230418
000718.SZ,20240331,2,20240430;20240430
000719.SZ,20180930,2,20181026;20181026
000719.SZ,20181231,2,20190329;20190329
000719.SZ,20190630,2,20190827;20190827
000719.SZ,20190930,2,20191029;20191029
000719.SZ,20191231,2,20200430;20200430
000719.SZ,20200331,2,20200430;20200430
000719.SZ,20200630,2,20200828;20200828
000719.SZ,20200930,2,20201029;20201029
000719.SZ,20201231,2,20210427;20210427
000719.SZ,20211231,2,20220408;20220408
000719.SZ,20220331,2,20220427;20220427
000719.SZ,20240630,2,20240828;20240828
000719.SZ,20240930,2,20241030;20241030
000720.SZ,20180930,2,20181030;20181030
000720.SZ,20181231,2,20190326;20190326
000720.SZ,20190930,2,20191029;20191029
000720.SZ,20191231,2,20200421;20200421
000720.SZ,20200331,2,20200421;20200421
000720.SZ,20200630,2,20200825;20200825
000720.SZ,20200930,2,20201030;20201030
000720.SZ,20201231,2,20210413;20210413
000720.SZ,20211231,2,20220428;20220428
000720.SZ,20220331,2,20220428;20220428
000720.SZ,20221231,2,20230425;20230425
000720.SZ,20231231,2,20240430;20240430
000720.SZ,20240331,2,20240430;20240430
000721.SZ,20180930,2,20181026;20181026
000721.SZ,20181231,2,20190320;20190320
000721.SZ,20190930,2,20191019;20191019
000721.SZ,20191231,2,20200415;20200415
000721.SZ,20200331,2,20200415;20200415
000721.SZ,20200630,2,20200815;20200815
000721.SZ,20200930,2,20201020;20201020
000721.SZ,20201231,2,20210330;20210330
000721.SZ,20211231,2,20220415;20220415
000721.SZ,20221231,2,20230419;20230419
000721.SZ,20230331,2,20230419;20230419
000722.SZ,20180930,2,20181027;20181027
000722.SZ,20181231,2,20190309;20190309
000722.SZ,20190630,2,20190803;20190803
000722.SZ,20190930,2,20191026;20191026
000722.SZ,20191231,2,20200328;20200328
000722.SZ,20200331,2,20200418;20200418
000722.SZ,20200630,2,20200808;20200808
000722.SZ,20200930,2,20201028;20201028
000722.SZ,20201231,2,20210331;20210331
000722.SZ,20210930,2,20211027;20211027
000722.SZ,20211231,2,20220331;20220331
000722.SZ,20220331,2,20220427;20220427
000722.SZ,20221231,2,20230330;20230330
000722.SZ,20230630,2,20230826;20230826
000723.SZ,20180930,2,20181019;20181019
000723.SZ,20181231,2,20190318;20190318
000723.SZ,20190930,2,20191030;20191030
000723.SZ,20191231,2,20200425;20200425
000723.SZ,20200331,2,20200425;20200425
000723.SZ,20200630,2,20200806;20200806
000723.SZ,20200930,2,20201030;20201030
000723.SZ,20201231,2,20210430;20210430
000723.SZ,20211231,2,20220428;20220428
000723.SZ,20220630,2,20220826;20220826
000723.SZ,20220930,2,20221028;20221028
000725.SZ,20180930,2,20181030;20181030
000725.SZ,20181231,2,20190326;20190326
000725.SZ,20190630,2,20190827;20190827
000725.SZ,20191231,2,20200428;20200428
000725.SZ,20200331,2,20200428;20200428
000725.SZ,20200630,2,20200829;20200829
000725.SZ,20200930,2,20201030;20201030
000725.SZ,20201231,2,20210413;20210413
000725.SZ,20211231,2,20220331;20220331
000725.SZ,20220331,2,20220428;20220428
000725.SZ,20221231,2,20230404;20230404
000725.SZ,20230331,2,20230429;20230429
000725.SZ,20240331,2,20240430;20240430
000726.SZ,20180930,2,20181031;20181031
000726.SZ,20181231,2,20190329;20190329
000726.SZ,20190930,2,20191030;20191030
000726.SZ,20191231,2,20200430;20200430
000726.SZ,20200331,2,20200430;20200430
000726.SZ,20200630,2,20200828;20200828
000726.SZ,20200930,2,20201031;20201031
000726.SZ,20201231,2,20210331;20210331
000726.SZ,20210930,2,20211029;20211029
000726.SZ,20211231,2,20220429;20220429
000726.SZ,20220331,2,20220429;20220429
000726.SZ,20221231,2,20230412;20230412
000726.SZ,20230930,2,20231028;20231028
000726.SZ,20240331,2,20240427;20240427
000727.SZ,20180930,2,20181027;20181027
000727.SZ,20181231,2,20190330;20190330
000727.SZ,20190630,2,20190828;20190828
000727.SZ,20190930,2,20191030;20191030
000727.SZ,20191231,2,20200415;20200415
000727.SZ,20200331,2,20200430;20200430
000727.SZ,20200630,2,20200829;20200829
000727.SZ,20200930,2,20201030;20201030
000727.SZ,20201231,2,20210315;20210315
000727.SZ,20210930,2,20211030;20211030
000727.SZ,20211231,2,20220416;20220416
000727.SZ,20220331,2,20220430;20220430
000727.SZ,20240331,2,20240430;20240430
000727.SZ,20240930,2,20241030;20241030
000728.SZ,20180331,2,20180427;20180427
000728.SZ,20180630,2,20180808;20180808
000728.SZ,20191231,2,20200330;20200330
000728.SZ,20200630,2,20200817;20200817
000728.SZ,20200930,2,20201030;20201030
000728.SZ,20201231,2,20210330;20210330
000728.SZ,20210331,2,20210429;20210429
