ts_code,report_period,n_versions,ann_dates
300463.SZ,20220331,2,20220428;20220428
300463.SZ,20240331,2,20240425;20240425
300464.SZ,20180930,2,20181029;20181029
300464.SZ,20181231,2,20190425;20190425
300464.SZ,20190930,2,20191029;20191029
300464.SZ,20191231,2,20200430;20200430
300464.SZ,20200331,2,20200430;20200430
300464.SZ,20200630,2,20200828;20200828
300464.SZ,20200930,2,20201026;20201026
300464.SZ,20201231,2,20210423;20210423
300464.SZ,20210930,2,20211019;20211019
300464.SZ,20211231,2,20220426;20220426
300464.SZ,20220331,2,20220426;20220426
300464.SZ,20221231,2,20230424;20230424
300465.SZ,20180930,2,20181030;20181030
300465.SZ,20181231,2,20190426;20190426
300465.SZ,20190630,2,20190830;20190830
300465.SZ,20190930,2,20191025;20191025
300465.SZ,20191231,2,20200429;20200429
300465.SZ,20200331,2,20200429;20200429
300465.SZ,20200630,2,20200828;20200828
300465.SZ,20200930,2,20201029;20201029
300465.SZ,20201231,2,20210326;20210326
300465.SZ,20211231,2,20220412;20220412
300465.SZ,20220331,2,20220422;20220422
300465.SZ,20221231,2,20230418;20230418
300465.SZ,20240331,2,20240425;20240425
300465.SZ,20240630,2,20240827;20240827
300466.SZ,20180930,2,20181030;20181030
300466.SZ,20181231,2,20190426;20190426
300466.SZ,20190630,2,20190830;20190830
300466.SZ,20190930,2,20191029;20191029
300466.SZ,20191231,2,20200429;20200429
300466.SZ,20200331,2,20200429;20200429
300466.SZ,20200630,2,20200728;20200728
300466.SZ,20200930,2,20201029;20201029
300466.SZ,20201231,2,20210426;20210426
300466.SZ,20211231,2,20220416;20220416
300466.SZ,20220331,2,20220423;20220423
300466.SZ,20221231,2,20230331;20230331
300466.SZ,20240331,2,20240429;20240429
300467.SZ,20180930,2,20181026;20181026
300467.SZ,20181231,2,20190427;20190427
300467.SZ,20190930,2,20191030;20191030
300467.SZ,20191231,2,20200428;20200428
300467.SZ,20200331,2,20200428;20200428
300467.SZ,20200630,2,20200826;20200826
300467.SZ,20200930,2,20201027;20201027
300467.SZ,20201231,2,20210428;20210428
300467.SZ,20210930,2,20211029;20211029
300467.SZ,20211231,2,20220422;20220422
300467.SZ,20220331,2,20220429;20220429
300467.SZ,20220630,2,20220826;20220826
300467.SZ,20221231,2,20230426;20230426
300467.SZ,20230630,2,20230829;20230829
300468.SZ,20180930,2,20181029;20181029
300468.SZ,20181231,2,20190426;20190426
300468.SZ,20190930,2,20191028;20191028
300468.SZ,20191231,2,20200331;20200331
300468.SZ,20200331,2,20200429;20200429
300468.SZ,20200630,2,20200818;20200818
300468.SZ,20200930,2,20201029;20201029
300468.SZ,20201231,2,20210409;20210409
300468.SZ,20210930,2,20211027;20211027
300468.SZ,20211231,2,20220422;20220422
300468.SZ,20220331,2,20220427;20220427
300468.SZ,20221231,2,20230422;20230422
300468.SZ,20230331,2,20230427;20230427
300468.SZ,20230930,2,20231024;20231024
300469.SZ,20180930,2,20181030;20181030
300469.SZ,20181231,2,20190411;20190411
300469.SZ,20190630,2,20190829;20190829
300469.SZ,20190930,2,20191030;20191030
300469.SZ,20191231,2,20200429;20200429
300469.SZ,20200331,2,20200429;20200429
300469.SZ,20200630,2,20200828;20200828
300469.SZ,20200930,2,20201030;20201030
300469.SZ,20201231,2,20210429;20210429
300469.SZ,20211231,2,20220430;20220430
300469.SZ,20220331,2,20220430;20220430
300469.SZ,20221231,2,20230426;20230426
300469.SZ,20230630,2,20230830;20230830
300469.SZ,20240930,2,20241030;20241030
300470.SZ,20180930,2,20181030;20181030
300470.SZ,20181231,2,20190424;20190424
300470.SZ,20190930,2,20191025;20191025
300470.SZ,20191231,2,20200423;20200423
300470.SZ,20200331,2,20200423;20200423
300470.SZ,20200630,2,20200828;20200828
300470.SZ,20200930,2,20201029;20201029
300470.SZ,20201231,2,20210428;20210428
300470.SZ,20211231,2,20220426;20220426
300470.SZ,20220331,2,20220426;20220426
300470.SZ,20220930,2,20221026;20221026
300470.SZ,20230630,2,20230830;20230830
300470.SZ,20240331,2,20240425;20240425
300471.SZ,20180930,2,20181023;20181023
300471.SZ,20181231,2,20190423;20190423
300471.SZ,20190630,2,20190816;20190816
300471.SZ,20190930,2,20191022;20191022
300471.SZ,20191231,2,20200420;20200420
300471.SZ,20200630,2,20200825;20200825
300471.SZ,20200930,2,20201027;20201027
300471.SZ,20201231,2,20210413;20210413
300471.SZ,20210930,2,20211029;20211029
300471.SZ,20211231,2,20220324;20220324
300471.SZ,20220331,2,20220426;20220426
300471.SZ,20221231,2,20230418;20230418
300471.SZ,20230630,2,20230831;20230831
300472.SZ,20180930,2,20181027;20181027
300472.SZ,20181231,2,20190423;20190423
300472.SZ,20190630,2,20190820;20190820
300472.SZ,20190930,2,20191030;20191030
300472.SZ,20191231,2,20200429;20200429
300472.SZ,20200331,2,20200429;20200429
300472.SZ,20200630,2,20200722;20200722
300472.SZ,20200930,2,20201030;20201030
300472.SZ,20201231,2,20210429;20210429
300472.SZ,20210331,2,20210429;20210429
300472.SZ,20211231,2,20220428;20220428
300472.SZ,20220331,2,20220428;20220428
300473.SZ,20180930,2,20181026;20181026
300473.SZ,20181231,2,20190425;20190425
300473.SZ,20190930,2,20191030;20191030
300473.SZ,20191231,2,20200421;20200421
300473.SZ,20200331,2,20200428;20200428
300473.SZ,20200630,2,20200827;20200827
300473.SZ,20200930,2,20201029;20201029
300473.SZ,20201231,2,20210428;20210428
300473.SZ,20210930,2,20211027;20211027
300473.SZ,20211231,2,20220428;20220428
300473.SZ,20220331,2,20220428;20220428
300473.SZ,20221231,2,20230427;20230427
300473.SZ,20230630,2,20230829;20230829
300473.SZ,20230930,2,20231027;20231027
300473.SZ,20240331,2,20240426;20240426
300474.SZ,20180930,2,20181030;20181030
300474.SZ,20181231,2,20190412;20190412
300474.SZ,20190930,2,20191030;20191030
300474.SZ,20191231,2,20200424;20200424
300474.SZ,20200331,2,20200424;20200424
300474.SZ,20200630,2,20200820;20200820
300474.SZ,20200930,2,20201030;20201030
300474.SZ,20201231,2,20210428;20210428
300474.SZ,20210930,2,20211029;20211029
300474.SZ,20211231,2,20220428;20220428
300474.SZ,20220331,2,20220428;20220428
300474.SZ,20230630,2,20230830;20230830
300475.SZ,20180930,2,20181030;20181030
300475.SZ,20181231,2,20190411;20190411
300475.SZ,20190630,2,20190830;20190830
300475.SZ,20190930,2,20191030;20191030
300475.SZ,20191231,2,20200422;20200422
300475.SZ,20200331,2,20200429;20200429
300475.SZ,20200630,2,20200828;20200828
300475.SZ,20200930,2,20201030;20201030
300475.SZ,20201231,2,20210331;20210331
300475.SZ,20210930,2,20211029;20211029
300475.SZ,20211231,2,20220416;20220416
300475.SZ,20220331,2,20220428;20220428
300475.SZ,20221231,2,20230417;20230417
300475.SZ,20230630,2,20230828;20230828
300475.SZ,20240331,2,20240425;20240425
300476.SZ,20180930,2,20181029;20181029
300476.SZ,20181231,2,20190329;20190329
300476.SZ,20190930,2,20191029;20191029
300476.SZ,20191231,2,20200424;20200424
300476.SZ,20200331,2,20200429;20200429
300476.SZ,20200630,2,20200819;20200819
300476.SZ,20200930,2,20201030;20201030
300476.SZ,20201231,2,20210331;20210331
300476.SZ,20211231,2,20220428;20220428
300476.SZ,20220331,2,20220429;20220429
300476.SZ,20221231,2,20230420;20230420
300477.SZ,20181231,2,20190425;20190425
300477.SZ,20190630,2,20190829;20190829
300477.SZ,20190930,2,20191026;20191026
300477.SZ,20191231,2,20200425;20200425
300477.SZ,20200630,2,20200828;20200828
300477.SZ,20200930,2,20201028;20201028
300477.SZ,20201231,2,20210429;20210429
300477.SZ,20210331,2,20210429;20210429
300477.SZ,20210930,2,20211028;20211028
300477.SZ,20211231,2,20220427;20220427
300477.SZ,20220331,2,20220427;20220427
300477.SZ,20230630,2,20230829;20230829
300478.SZ,20180930,2,20181030;20181030
300478.SZ,20181231,2,20190429;20190429
300478.SZ,20190630,2,20190830;20190830
300478.SZ,20190930,2,20191030;20191030
300478.SZ,20191231,2,20200425;20200425
300478.SZ,20200331,2,20200425;20200425
300478.SZ,20200630,2,20200827;20200827
300478.SZ,20200930,2,20201030;20201030
300478.SZ,20201231,2,20210429;20210429
300478.SZ,20211231,2,20220427;20220427
300478.SZ,20220331,2,20220427;20220427
300478.SZ,20220930,2,20221026;20221026
300478.SZ,20221231,2,20230427;20230427
300478.SZ,20230930,2,20231025;20231025
300479.SZ,20180930,2,20181023;20181023
300479.SZ,20181231,2,20190412;20190412
300479.SZ,20190930,2,20191025;20191025
300479.SZ,20191231,2,20200331;20200331
300479.SZ,20200331,2,20200418;20200418
300479.SZ,20200630,2,20200730;20200730
300479.SZ,20200930,2,20201030;20201030
300479.SZ,20201231,2,20210428;20210428
300479.SZ,20210930,2,20211029;20211029
300479.SZ,20211231,2,20220422;20220422
300479.SZ,20221231,2,20230426;20230426
300479.SZ,20230630,2,20230816;20230816
300479.SZ,20240930,2,20241030;20241030
300480.SZ,20180930,2,20181029;20181029
300480.SZ,20181231,2,20190329;20190329
300480.SZ,20190630,2,20190824;20190824
300480.SZ,20190930,2,20191030;20191030
300480.SZ,20191231,2,20200328;20200328
300480.SZ,20200331,2,20200429;20200429
300480.SZ,20200630,2,20200730;20200730
300480.SZ,20200930,2,20201029;20201029
300480.SZ,20201231,2,20210331;20210331
300480.SZ,20210630,2,20210731;20210731
300480.SZ,20211231,2,20220331;20220331
300480.SZ,20220331,2,20220429;20220429
300480.SZ,20220930,2,20221026;20221026
300480.SZ,20221231,2,20230331;20230331
300481.SZ,20180930,2,20181025;20181025
300481.SZ,20181231,2,20190403;20190403
300481.SZ,20190630,2,20190815;20190815
300481.SZ,20190930,2,20191025;20191025
300481.SZ,20191231,2,20200327;20200327
300481.SZ,20200331,2,20200424;20200424
300481.SZ,20200630,2,20200805;20200805
300481.SZ,20200930,2,20201029;20201029
300481.SZ,20201231,2,20210326;20210326
300481.SZ,20211231,2,20220331;20220331
300481.SZ,20220331,2,20220429;20220429
300481.SZ,20221231,2,20230331;20230331
300481.SZ,20230930,2,20231027;20231027
300482.SZ,20180930,2,20181029;20181029
300482.SZ,20181231,2,20190426;20190426
300482.SZ,20190930,2,20191025;20191025
300482.SZ,20191231,2,20200331;20200331
300482.SZ,20200331,2,20200421;20200421
300482.SZ,20200630,2,20200828;20200828
300482.SZ,20200930,2,20201030;20201030
300482.SZ,20201231,2,20210331;20210331
300482.SZ,20211231,2,20220425;20220425
300482.SZ,20220331,2,20220425;20220425
300482.SZ,20220930,2,20221028;20221028
300482.SZ,20221231,2,20230331;20230331
300483.SZ,20181231,2,20190425;20190425
300483.SZ,20190930,2,20191030;20191030
300483.SZ,20191231,2,20200317;20200317
300483.SZ,20200331,2,20200425;20200425
300483.SZ,20200630,2,20200827;20200827
300483.SZ,20200930,2,20201029;20201029
300483.SZ,20201231,2,20210317;20210317
300483.SZ,20211231,2,20220427;20220427
300483.SZ,20220331,2,20220427;20220427
300483.SZ,20230630,2,20230831;20230831
300484.SZ,20180930,2,20181023;20181023
300484.SZ,20181231,2,20190423;20190423
300484.SZ,20190930,2,20191015;20191015
300484.SZ,20191231,2,20200428;20200428
300484.SZ,20200331,2,20200428;20200428
300484.SZ,20200630,2,20200825;20200825
300484.SZ,20200930,2,20201023;20201023
300484.SZ,20201231,2,20210422;20210422
300484.SZ,20210930,2,20211027;20211027
300484.SZ,20211231,2,20220420;20220420
300484.SZ,20221231,2,20230426;20230426
300485.SZ,20180930,2,20181030;20181030
300485.SZ,20181231,2,20190328;20190328
300485.SZ,20190630,2,20190827;20190827
300485.SZ,20190930,2,20191030;20191030
300485.SZ,20191231,2,20200416;20200416
300485.SZ,20200331,2,20200429;20200429
300485.SZ,20200630,2,20200828;20200828
300485.SZ,20200930,2,20201028;20201028
300485.SZ,20201231,2,20210330;20210330
300485.SZ,20211231,2,20220331;20220331
300485.SZ,20220331,2,20220429;20220429
300485.SZ,20221231,2,20230330;20230330
300485.SZ,20230630,2,20230825;20230825
300485.SZ,20240930,2,20241025;20241025
300486.SZ,20180930,2,20181030;20181030
300486.SZ,20181231,2,20190426;20190426
300486.SZ,20190930,2,20191029;20191029
300486.SZ,20191231,2,20200421;20200421
300486.SZ,20200331,2,20200421;20200421
300486.SZ,20200630,2,20200826;20200826
300486.SZ,20200930,2,20201030;20201030
300486.SZ,20201231,2,20210426;20210426
300486.SZ,20210930,2,20211027;20211027
300486.SZ,20211231,2,20220425;20220425
300486.SZ,20220331,2,20220425;20220425
300486.SZ,20221231,2,20230424;20230424
300487.SZ,20180930,2,20181029;20181029
300487.SZ,20181231,2,20190226;20190226
300487.SZ,20190930,2,20191015;20191015
300487.SZ,20191231,2,20200429;20200429
300487.SZ,20200331,2,20200429;20200429
300487.SZ,20200630,2,20200827;20200827
300487.SZ,20200930,2,20201024;20201024
300487.SZ,20201231,2,20210427;20210427
300487.SZ,20211231,2,20220423;20220423
300487.SZ,20220331,2,20220423;20220423
300487.SZ,20221231,2,20230426;20230426
300488.SZ,20180930,2,20181027;20181027
300488.SZ,20181231,2,20190426;20190426
300488.SZ,20190930,2,20191029;20191029
300488.SZ,20191231,2,20200331;20200331
300488.SZ,20200331,2,20200428;20200428
300488.SZ,20200630,2,20200827;20200827
300488.SZ,20200930,2,20201030;20201030
300488.SZ,20201231,2,20210331;20210331
300488.SZ,20211231,2,20220426;20220426
300488.SZ,20220331,2,20220426;20220426
300488.SZ,20221231,2,20230426;20230426
300488.SZ,20230930,2,20231028;20231028
300489.SZ,20180930,2,20181026;20181026
300489.SZ,20181231,2,20190426;20190426
300489.SZ,20191231,2,20200424;20200424
300489.SZ,20200630,2,20200828;20200828
300489.SZ,20200930,2,20201029;20201029
300489.SZ,20201231,2,20210427;20210427
300489.SZ,20211231,2,20220430;20220430
300489.SZ,20220331,2,20220430;20220430
300489.SZ,20221231,2,20230425;20230425
300489.SZ,20230331,2,20230427;20230427
300489.SZ,20230630,2,20230831;20230831
300490.SZ,20180930,2,20181029;20181029
300490.SZ,20181231,2,20190416;20190416
300490.SZ,20190930,2,20191029;20191029
300490.SZ,20191231,2,20200425;20200425
300490.SZ,20200331,2,20200425;20200425
300490.SZ,20200630,2,20200828;20200828
300490.SZ,20200930,2,20201028;20201028
300490.SZ,20201231,2,20210330;20210330
300490.SZ,20211231,2,20220428;20220428
300490.SZ,20221231,2,20230422;20230422
300490.SZ,20230331,2,20230428;20230428
300490.SZ,20230630,2,20230829;20230829
300491.SZ,20180930,2,20181026;20181026
300491.SZ,20181231,2,20190322;20190322
300491.SZ,20190930,2,20191022;20191022
300491.SZ,20191231,2,20200425;20200425
300491.SZ,20200331,2,20200425;20200425
300491.SZ,20200630,2,20200827;20200827
300491.SZ,20200930,2,20201030;20201030
300491.SZ,20201231,2,20210330;20210330
300491.SZ,20211231,2,20220426;20220426
300491.SZ,20220331,2,20220426;20220426
300491.SZ,20220630,2,20220826;20220826
300492.SZ,20180930,2,20181026;20181026
300492.SZ,20181231,2,20190402;20190402
300492.SZ,20190930,2,20191028;20191028
300492.SZ,20191231,2,20200421;20200421
300492.SZ,20200331,2,20200428;20200428
300492.SZ,20200630,2,20200825;20200825
300492.SZ,20200930,2,20201029;20201029
300492.SZ,20201231,2,20210423;20210423
300492.SZ,20210630,2,20210810;20210810
300492.SZ,20211231,2,20220428;20220428
300492.SZ,20220630,2,20220826;20220826
300492.SZ,20220930,2,20221028;20221028
300492.SZ,20221231,2,20230427;20230427
300492.SZ,20230930,2,20231028;20231028
300493.SZ,20180930,2,20181030;20181030
300493.SZ,20181231,2,20190426;20190426
300493.SZ,20190930,2,20191029;20191029
300493.SZ,20191231,2,20200416;20200416
300493.SZ,20200331,2,20200429;20200429
300493.SZ,20200630,2,20200807;20200807
300493.SZ,20200930,2,20201019;20201019
300493.SZ,20201231,2,20210423;20210423
300493.SZ,20210930,2,20211029;20211029
300493.SZ,20211231,2,20220427;20220427
300493.SZ,20220331,2,20220427;20220427
300493.SZ,20230630,2,20230810;20230810
300493.SZ,20240930,2,20241025;20241025
300494.SZ,20180630,2,20180824;20180824
300494.SZ,20180930,2,20181030;20181030
300494.SZ,20181231,2,20190402;20190402
300494.SZ,20191231,2,20200522;20200522
300494.SZ,20200331,2,20200428;20200428
300494.SZ,20200630,2,20200828;20200828
300494.SZ,20200930,2,20201029;20201029
300494.SZ,20201231,2,20210428;20210428
300494.SZ,20210630,2,20210731;20210731
300494.SZ,20211231,2,20220426;20220426
300494.SZ,20230331,2,20230425;20230425
300494.SZ,20230630,2,20230822;20230822
300495.SZ,20171231,2,20180212;20180212
300495.SZ,20180930,2,20181023;20181023
300495.SZ,20181231,2,20190423;20190423
300495.SZ,20190930,2,20191030;20191030
300495.SZ,20191231,2,20200427;20200427
300495.SZ,20200331,2,20200429;20200429
300495.SZ,20200630,2,20200827;20200827
300495.SZ,20200930,2,20201030;20201030
300495.SZ,20201231,2,20210430;20210430
300495.SZ,20210930,2,20211029;20211029
300495.SZ,20220331,2,20220430;20220430
300495.SZ,20221231,2,20230427;20230427
300495.SZ,20230630,2,20230829;20230829
300495.SZ,20231231,2,20240429;20240429
300495.SZ,20240331,2,20240429;20240429
300496.SZ,20180930,2,20181030;20181030
300496.SZ,20181231,2,20190426;20190426
300496.SZ,20190630,2,20190809;20190809
300496.SZ,20190930,2,20191022;20191022
300496.SZ,20191231,2,20200227;20200227
300496.SZ,20200331,2,20200414;20200414
300496.SZ,20200630,2,20200811;20200811
300496.SZ,20200930,2,20201027;20201027
300496.SZ,20201231,2,20210316;20210316
300496.SZ,20211231,2,20220304;20220304
300496.SZ,20221231,2,20230228;20230228
300497.SZ,20181231,2,20190429;20190429
300497.SZ,20190930,2,20191026;20191026
300497.SZ,20191231,2,20200409;20200409
300497.SZ,20200331,2,20200425;20200425
300497.SZ,20200630,2,20200801;20200801
300497.SZ,20200930,2,20201028;20201028
300497.SZ,20201231,2,20210424;20210424
300497.SZ,20210930,2,20211027;20211027
300497.SZ,20211231,2,20220429;20220429
300497.SZ,20220331,2,20220429;20220429
300497.SZ,20221231,2,20230426;20230426
300497.SZ,20230630,2,20230831;20230831
300498.SZ,20180930,2,20181024;20181024
300498.SZ,20181231,2,20190410;20190410
300498.SZ,20190630,2,20190821;20190821
300498.SZ,20190930,2,20191023;20191023
300498.SZ,20191231,2,20200424;20200424
300498.SZ,20200331,2,20200424;20200424
300498.SZ,20200630,2,20200820;20200820
300498.SZ,20200930,2,20201030;20201030
300498.SZ,20201231,2,20210422;20210422
300498.SZ,20211231,2,20220416;20220416
300498.SZ,20220331,2,20220427;20220427
300499.SZ,20180930,2,20181023;20181023
300499.SZ,20181231,2,20190426;20190426
300499.SZ,20190930,2,20191030;20191030
300499.SZ,20191231,2,20200425;20200425
300499.SZ,20200331,2,20200425;20200425
300499.SZ,20200630,2,20200827;20200827
300499.SZ,20200930,2,20201029;20201029
300499.SZ,20201231,2,20210331;20210331
300499.SZ,20210930,2,20211027;20211027
300499.SZ,20211231,2,20220421;20220421
300499.SZ,20230630,2,20230824;20230824
300500.SZ,20180930,2,20181026;20181026
300500.SZ,20190930,2,20191029;20191029
300500.SZ,20191231,2,20200421;20200421
300500.SZ,20200331,2,20200425;20200425
300500.SZ,20200630,2,20200818;20200818
300500.SZ,20200930,2,20201027;20201027
300500.SZ,20201231,2,20210428;20210428
300500.SZ,20211231,2,20220422;20220422
300500.SZ,20220331,2,20220429;20220429
300500.SZ,20221231,2,20230428;20230428
300500.SZ,20230331,2,20230428;20230428
300500.SZ,20230630,2,20230819;20230819
300501.SZ,20180930,2,20181029;20181029
300501.SZ,20181231,2,20190319;20190319
300501.SZ,20190630,2,20190828;20190828
300501.SZ,20190930,2,20191028;20191028
300501.SZ,20191231,2,20200422;20200422
300501.SZ,20200630,2,20200828;20200828
300501.SZ,20200930,2,20201028;20201028
300501.SZ,20201231,2,20210316;20210316
300501.SZ,20211231,2,20220328;20220328
300501.SZ,20220331,2,20220428;20220428
300501.SZ,20221231,2,20230331;20230331
300501.SZ,20230630,2,20230828;20230828
300502.SZ,20180930,2,20181026;20181026
300502.SZ,20181231,2,20190424;20190424
300502.SZ,20190930,2,20191029;20191029
300502.SZ,20191231,2,20200423;20200423
300502.SZ,20200331,2,20200423;20200423
300502.SZ,20200630,2,20200731;20200731
300502.SZ,20200930,2,20201028;20201028
300502.SZ,20201231,2,20210423;20210423
300502.SZ,20211231,2,20220422;20220422
300502.SZ,20220630,2,20220826;20220826
300502.SZ,20221231,2,20230427;20230427
300502.SZ,20230930,2,20231021;20231021
300503.SZ,20180930,2,20181026;20181026
300503.SZ,20181231,2,20190416;20190416
300503.SZ,20190930,2,20191029;20191029
300503.SZ,20191231,2,20200425;20200425
300503.SZ,20200331,2,20200429;20200429
300503.SZ,20200630,2,20200824;20200824
300503.SZ,20200930,2,20201027;20201027
300503.SZ,20201231,2,20210430;20210430
300503.SZ,20210930,2,20211029;20211029
300503.SZ,20211231,2,20220422;20220422
300503.SZ,20220331,2,20220429;20220429
300503.SZ,20230630,2,20230828;20230828
300504.SZ,20180930,2,20181026;20181026
300504.SZ,20181231,2,20190412;20190412
300504.SZ,20190630,2,20190826;20190826
300504.SZ,20190930,2,20191028;20191028
300504.SZ,20191231,2,20200423;20200423
300504.SZ,20200331,2,20200424;20200424
300504.SZ,20200630,2,20200827;20200827
300504.SZ,20200930,2,20201012;20201012
300504.SZ,20201231,2,20210327;20210327
300504.SZ,20210930,2,20211019;20211019
300504.SZ,20211231,2,20220412;20220412
300504.SZ,20221231,2,20230421;20230421
300504.SZ,20230630,2,20230830;20230830
300504.SZ,20230930,2,20231027;20231027
300505.SZ,20180930,2,20181029;20181029
300505.SZ,20181231,2,20190424;20190424
300505.SZ,20190630,2,20190830;20190830
300505.SZ,20190930,2,20191030;20191030
300505.SZ,20191231,2,20200229;20200229
300505.SZ,20200331,2,20200424;20200424
300505.SZ,20200630,2,20200828;20200828
300505.SZ,20200930,2,20201030;20201030
300505.SZ,20201231,2,20210427;20210427
300505.SZ,20210930,2,20211027;20211027
300505.SZ,20211231,2,20220330;20220330
300505.SZ,20220331,2,20220426;20220426
300505.SZ,20220630,2,20220826;20220826
300505.SZ,20221231,2,20230407;20230407
300506.SZ,20180930,2,20181030;20181030
300506.SZ,20181231,2,20190426;20190426
300506.SZ,20190630,2,20190830;20190830
300506.SZ,20190930,2,20191030;20191030
300506.SZ,20191231,2,20200427;20200427
300506.SZ,20200630,2,20200825;20200825
300506.SZ,20200930,2,20201030;20201030
300506.SZ,20201231,2,20210428;20210428
300506.SZ,20210930,2,20211029;20211029
300506.SZ,20220331,2,20220428;20220428
300506.SZ,20220930,2,20221028;20221028
300506.SZ,20240930,2,20241030;20241030
300507.SZ,20180930,2,20181026;20181026
300507.SZ,20181231,2,20190328;20190328
300507.SZ,20190630,2,20190828;20190828
300507.SZ,20190930,2,20191029;20191029
300507.SZ,20191231,2,20200422;20200422
300507.SZ,20200331,2,20200428;20200428
300507.SZ,20200630,2,20200826;20200826
300507.SZ,20200930,2,20201029;20201029
300507.SZ,20201231,2,20210427;20210427
300507.SZ,20211231,2,20220407;20220407
300507.SZ,20220331,2,20220427;20220427
300507.SZ,20221231,2,20230422;20230422
300508.SZ,20180930,2,20181022;20181022
300508.SZ,20181231,2,20190417;20190417
300508.SZ,20190630,2,20190814;20190814
300508.SZ,20190930,2,20191023;20191023
300508.SZ,20191231,2,20200417;20200417
300508.SZ,20200331,2,20200417;20200417
300508.SZ,20200630,2,20200821;20200821
300508.SZ,20200930,2,20201021;20201021
300508.SZ,20201231,2,20210331;20210331
300508.SZ,20211231,2,20220330;20220330
300508.SZ,20220331,2,20220422;20220422
300508.SZ,20221231,2,20230331;20230331
300509.SZ,20181231,2,20190426;20190426
300509.SZ,20191231,2,20200428;20200428
300509.SZ,20200630,2,20200827;20200827
300509.SZ,20200930,2,20201030;20201030
300509.SZ,20201231,2,20210331;20210331
300509.SZ,20210930,2,20211027;20211027
300509.SZ,20211231,2,20220427;20220427
300509.SZ,20220331,2,20220427;20220427
300509.SZ,20230630,2,20230829;20230829
300510.SZ,20180930,2,20181029;20181029
300510.SZ,20181231,2,20190424;20190424
300510.SZ,20190930,2,20191030;20191030
300510.SZ,20191231,2,20200428;20200428
300510.SZ,20200331,2,20200428;20200428
300510.SZ,20200630,2,20200828;20200828
300510.SZ,20200930,2,20201030;20201030
300510.SZ,20201231,2,20210426;20210426
300510.SZ,20210930,2,20211029;20211029
300510.SZ,20211231,2,20220428;20220428
300510.SZ,20220331,2,20220428;20220428
300510.SZ,20220630,2,20220826;20220826
300510.SZ,20220930,2,20221028;20221028
300510.SZ,20230331,2,20230427;20230427
300510.SZ,20230630,2,20230829;20230829
300511.SZ,20180930,2,20181020;20181020
300511.SZ,20181231,2,20190425;20190425
300511.SZ,20190930,2,20191030;20191030
300511.SZ,20191231,2,20200425;20200425
300511.SZ,20200331,2,20200425;20200425
300511.SZ,20200630,2,20200827;20200827
300511.SZ,20200930,2,20201013;20201013
300511.SZ,20201231,2,20210410;20210410
300511.SZ,20210630,2,20210830;20210830
300511.SZ,20210930,2,20211029;20211029
300511.SZ,20211231,2,20220427;20220427
300511.SZ,20220331,2,20220427;20220427
300511.SZ,20221231,2,20230426;20230426
300511.SZ,20230630,2,20230830;20230830
300512.SZ,20180930,2,20181030;20181030
300512.SZ,20181231,2,20190426;20190426
300512.SZ,20190930,2,20191030;20191030
300512.SZ,20191231,2,20200428;20200428
300512.SZ,20200331,2,20200429;20200429
300512.SZ,20200630,2,20200828;20200828
300512.SZ,20200930,2,20201030;20201030
300512.SZ,20201231,2,20210428;20210428
300512.SZ,20210331,2,20210428;20210428
300512.SZ,20211231,2,20220423;20220423
300512.SZ,20220331,2,20220429;20220429
300512.SZ,20220930,2,20221028;20221028
300512.SZ,20230331,2,20230428;20230428
300512.SZ,20230630,2,20230830;20230830
300512.SZ,20230930,2,20231028;20231028
300512.SZ,20240331,2,20240429;20240429
300513.SZ,20180930,2,20181027;20181027
300513.SZ,20181231,2,20190425;20190425
300513.SZ,20190930,2,20191030;20191030
300513.SZ,20191231,2,20200428;20200428
300513.SZ,20200331,2,20200428;20200428
300513.SZ,20200630,2,20200828;20200828
300513.SZ,20200930,2,20201028;20201028
300513.SZ,20201231,2,20210427;20210427
300513.SZ,20210930,2,20211029;20211029
300513.SZ,20211231,2,20220428;20220428
300513.SZ,20220331,2,20220428;20220428
300513.SZ,20221231,2,20230427;20230427
300513.SZ,20230331,2,20230427;20230427
300514.SZ,20180930,2,20181029;20181029
300514.SZ,20181231,2,20190425;20190425
300514.SZ,20190930,2,20191029;20191029
300514.SZ,20191231,2,20200421;20200421
300514.SZ,20200331,2,20200428;20200428
300514.SZ,20200630,2,20200822;20200822
300514.SZ,20200930,2,20201028;20201028
300514.SZ,20201231,2,20210423;20210423
300514.SZ,20210930,2,20211029;20211029
300514.SZ,20211231,2,20220420;20220420
300514.SZ,20220930,2,20221028;20221028
300514.SZ,20230630,2,20230830;20230830
300515.SZ,20180930,2,20181030;20181030
300515.SZ,20181231,2,20190409;20190409
300515.SZ,20190630,2,20190827;20190827
300515.SZ,20190930,2,20191029;20191029
300515.SZ,20191231,2,20200421;20200421
300515.SZ,20200331,2,20200421;20200421
300515.SZ,20200630,2,20200825;20200825
300515.SZ,20200930,2,20201027;20201027
300515.SZ,20201231,2,20210420;20210420
300515.SZ,20211231,2,20220426;20220426
300515.SZ,20220331,2,20220426;20220426
300515.SZ,20221231,2,20230425;20230425
300515.SZ,20230630,2,20230822;20230822
300515.SZ,20240930,2,20241025;20241025
300516.SZ,20180930,2,20181026;20181026
300516.SZ,20181231,2,20190426;20190426
300516.SZ,20190630,2,20190823;20190823
300516.SZ,20190930,2,20191029;20191029
300516.SZ,20191231,2,20200430;20200430
