date,leg_A,action,gross_A,fee_A,net_A,shares_A,px_A,amt_A,leg_B,gross_B,fee_B,net_B,shares_B,px_B,amt_B,_merge,diff_type
2024-04-11,etf,sell,198848.952,49.712238,198799.239762,111200.0,1.79,198799.239762,etf,198670.131,49.66753275,198620.46346725,111100.0,1.79,198620.46346725,both,SAME_DAY_DIR_DIFF_SHARES
2024-04-15,etf,buy,1963.2612999999997,5.0,-1968.2612999999997,1100.0,1.783,-1968.2612999999997,etf,1963.2612999999997,5.0,-1968.2612999999997,1100.0,1.783,-1968.2612999999997,both,IDENTICAL
2024-04-15,etf,sell,198713.088,49.678272,198663.409728,112000.0,1.776,198663.409728,etf,198713.088,49.678272,198663.409728,112000.0,1.776,198663.409728,both,IDENTICAL
2024-04-29,,buy,,,,,,,etf,427174.9482,106.79373705,-427281.7419370499,243300.0,1.754,-427281.7419370499,right_only,ONLY_NEW
2024-04-30,etf,buy,427093.2665999999,106.77331664999998,-427200.0399166499,242700.0,1.758,-427200.0399166499,,,,,,,,left_only,ONLY_OLD
2024-05-07,etf,sell,198796.6044,49.6991511,198746.9052489,112300.0,1.772,198746.9052489,etf,198796.6044,49.6991511,198746.9052489,112300.0,1.772,198746.9052489,both,IDENTICAL
2024-05-21,etf,buy,460494.5344999999,115.123633625,-460609.65813362494,250700.0,1.835,-460609.65813362494,,,,,,,,left_only,ONLY_OLD
2024-05-24,,buy,,,,,,,etf,264965.5008,66.2413752,-265031.74217519996,145600.0,1.818,-265031.74217519996,right_only,ONLY_NEW
2024-05-27,,buy,,,,,,,etf,1101.5004,5.0,-1106.5004,600.0,1.834,-1106.5004,right_only,ONLY_NEW
2024-05-27,etf,sell,195141.86279999997,48.7854657,195093.07733429995,106800.0,1.829,195093.07733429995,,,,,,,,left_only,ONLY_OLD
2024-05-29,etf,sell,198898.4025,49.724600625,198848.677899375,108500.0,1.835,198848.677899375,etf,198715.086,49.6787715,198665.4072285,108400.0,1.835,198665.4072285,both,SAME_DAY_DIR_DIFF_SHARES
2024-06-07,etf,sell,198395.406,49.598851499999995,198345.8071485,106200.0,1.87,198345.8071485,etf,198208.593,49.55214825,198159.04085175,106100.0,1.87,198159.04085175,both,SAME_DAY_DIR_DIFF_SHARES
2024-06-21,etf,buy,191.5914,5.0,-196.5914,100.0,1.914,-196.5914,etf,383.1828,5.0,-388.1828,200.0,1.914,-388.1828,both,SAME_DAY_DIR_DIFF_SHARES
2024-07-12,etf,buy,413571.3582,103.39283955,-413674.75103954994,209300.0,1.974,-413674.75103954994,,,,,,,,left_only,ONLY_OLD
2024-07-15,etf,buy,1013.012,5.0,-1018.012,500.0,2.024,-1018.012,etf,414119.3055999999,103.52982639999998,-414222.8354263999,204400.0,2.024,-414222.8354263999,both,SAME_DAY_DIR_DIFF_SHARES
2024-07-17,etf,buy,385116.9322,96.27923305,-385213.21143305,187400.0,2.053,-385213.21143305,etf,384911.4268999999,96.22785672499998,-385007.6547567249,187300.0,2.053,-385007.6547567249,both,SAME_DAY_DIR_DIFF_SHARES
2024-07-19,etf,sell,198791.01,49.69775249999999,198741.31224749997,99000.0,2.01,198741.31224749997,etf,198791.01,49.69775249999999,198741.31224749997,99000.0,2.01,198741.31224749997,both,IDENTICAL
2024-07-24,etf,sell,200064.735,50.01618375,200014.71881625,101400.0,1.975,200014.71881625,etf,200064.735,50.01618375,200014.71881625,101400.0,1.975,200014.71881625,both,IDENTICAL
2024-07-26,etf,sell,199215.4851,49.803871275,199165.68122872495,104900.0,1.901,199165.68122872495,etf,199215.4851,49.803871275,199165.68122872495,104900.0,1.901,199165.68122872495,both,IDENTICAL
2024-07-26,etf,sell,199215.4851,49.803871275,199165.68122872495,104900.0,1.901,199165.68122872495,etf,199785.2148,49.94630370000001,199735.2684963,105200.0,1.901,199735.2684963,both,SAME_DAY_DIR_DIFF_SHARES
2024-07-26,etf,sell,199975.1247,49.993781174999995,199925.130918825,105300.0,1.901,199925.130918825,etf,199215.4851,49.803871275,199165.68122872495,104900.0,1.901,199165.68122872495,both,SAME_DAY_DIR_DIFF_SHARES
2024-07-26,etf,sell,199975.1247,49.993781174999995,199925.130918825,105300.0,1.901,199925.130918825,etf,199785.2148,49.94630370000001,199735.2684963,105200.0,1.901,199735.2684963,both,SAME_DAY_DIR_DIFF_SHARES
2024-08-09,etf,sell,197172.63,49.2931575,197123.3368425,107500.0,1.836,197123.3368425,etf,196805.79720000003,49.20144930000001,196756.59575070004,107300.0,1.836,196756.59575070004,both,SAME_DAY_DIR_DIFF_SHARES
2024-08-15,etf,buy,6434.8283999999985,5.0,-6439.8283999999985,3300.0,1.948,-6439.8283999999985,etf,8384.776399999999,5.0,-8389.776399999999,4300.0,1.948,-8389.776399999999,both,SAME_DAY_DIR_DIFF_SHARES
2024-09-05,etf,sell,198706.7943,49.676698575,198657.117601425,102900.0,1.933,198657.117601425,etf,198706.7943,49.676698575,198657.117601425,102900.0,1.933,198657.117601425,both,IDENTICAL
2024-09-05,etf,sell,198706.7943,49.676698575,198657.117601425,102900.0,1.933,198657.117601425,etf,142512.7446,35.628186150000005,142477.11641385002,73800.0,1.933,142477.11641385002,both,SAME_DAY_DIR_DIFF_SHARES
2024-09-05,etf,sell,105243.1515,26.310787875,105216.840712125,54500.0,1.933,105216.840712125,etf,198706.7943,49.676698575,198657.117601425,102900.0,1.933,198657.117601425,both,SAME_DAY_DIR_DIFF_SHARES
2024-09-05,etf,sell,105243.1515,26.310787875,105216.840712125,54500.0,1.933,105216.840712125,etf,142512.7446,35.628186150000005,142477.11641385002,73800.0,1.933,142477.11641385002,both,SAME_DAY_DIR_DIFF_SHARES
2024-09-20,etf,buy,194830.63599999997,48.70765899999999,-194879.343659,98800.0,1.97,-194879.343659,etf,193647.45399999997,48.411863499999995,-193695.86586349996,98200.0,1.97,-193695.86586349996,both,SAME_DAY_DIR_DIFF_SHARES
2024-09-23,etf,buy,3161.5584,5.0,-3166.5584,1600.0,1.974,-3166.5584,etf,3161.5584,5.0,-3166.5584,1600.0,1.974,-3166.5584,both,IDENTICAL
2024-09-24,,buy,,,,,,,etf,551899.3479999999,137.97483699999998,-552037.3228369999,281300.0,1.96,-552037.3228369999,right_only,ONLY_NEW
2024-10-08,,buy,,,,,,,etf,591206.6159999999,147.80165399999998,-591354.4176539999,312000.0,1.893,-591354.4176539999,right_only,ONLY_NEW
2024-11-25,,buy,,,,,,,etf,1307.5061999999998,5.0,-1312.5061999999998,600.0,2.177,-1312.5061999999998,right_only,ONLY_NEW
2024-11-25,,sell,,,,,,,etf,198700.0011,49.675000275,198650.326099725,92900.0,2.141,198650.326099725,right_only,ONLY_NEW
2024-11-28,,buy,,,,,,,etf,1526.1245999999996,5.0,-1531.1245999999996,700.0,2.178,-1531.1245999999996,right_only,ONLY_NEW
2024-11-28,,sell,,,,,,,etf,198630.6705,49.657667625,198581.012832375,91500.0,2.173,198581.012832375,right_only,ONLY_NEW
2024-12-12,etf,buy,706017.312,176.50432800000002,-706193.816328,316000.0,2.232,-706193.816328,,,,,,,,left_only,ONLY_OLD
2024-12-19,etf,buy,419308.2893999999,104.82707235,-419413.11647235,194200.0,2.157,-419413.11647235,etf,419308.2893999999,104.82707235,-419413.11647235,194200.0,2.157,-419413.11647235,both,IDENTICAL
2025-01-02,etf,sell,198797.00399999996,49.69925099999999,198747.30474899992,92000.0,2.163,198747.30474899992,etf,198797.00399999996,49.69925099999999,198747.30474899992,92000.0,2.163,198747.30474899992,both,IDENTICAL
2025-01-03,etf,sell,197183.1195,49.295779875,197133.823720125,90500.0,2.181,197133.823720125,etf,197183.1195,49.295779875,197133.823720125,90500.0,2.181,197133.823720125,both,IDENTICAL
2025-01-06,etf,sell,198908.892,49.72722300000001,198859.16477700003,91000.0,2.188,198859.16477700003,etf,198908.892,49.72722300000001,198859.16477700003,91000.0,2.188,198859.16477700003,both,IDENTICAL
2025-01-07,etf,sell,198713.088,49.67827200000001,198663.40972800003,89600.0,2.22,198663.40972800003,etf,198713.088,49.67827200000001,198663.40972800003,89600.0,2.22,198663.40972800003,both,IDENTICAL
2025-01-22,etf,buy,234677.0426,58.66926065,-234735.71186065,105700.0,2.218,-234735.71186065,etf,234677.0426,58.66926065,-234735.71186065,105700.0,2.218,-234735.71186065,both,IDENTICAL
2025-02-06,etf,buy,6820.613799999999,5.0,-6825.613799999999,3100.0,2.198,-6825.613799999999,etf,6820.613799999999,5.0,-6825.613799999999,3100.0,2.198,-6825.613799999999,both,IDENTICAL
2025-02-06,etf,sell,198681.12,49.670280000000005,198631.44972000003,90400.0,2.2,198631.44972000003,etf,198681.12,49.670280000000005,198631.44972000003,90400.0,2.2,198631.44972000003,both,IDENTICAL
2025-02-12,etf,buy,816005.1899999998,204.00129749999996,-816209.1912974998,374800.0,2.175,-816209.1912974998,,,,,,,,left_only,ONLY_OLD
2025-03-03,etf,sell,198844.956,49.711239,198795.244761,97000.0,2.052,198795.244761,,,,,,,,left_only,ONLY_OLD
2025-03-04,etf,buy,813.2124,5.0,-818.2124,400.0,2.031,-818.2124,etf,425919.9945,106.479998625,-426026.474498625,209500.0,2.031,-426026.474498625,both,SAME_DAY_DIR_DIFF_SHARES
2025-03-04,etf,sell,192223.9836,48.0559959,192175.9276041,94600.0,2.034,192175.9276041,,,,,,,,left_only,ONLY_OLD
2025-03-31,etf,buy,4390.4861,5.0,-4395.4861,2300.0,1.907,-4395.4861,etf,4390.4861,5.0,-4395.4861,2300.0,1.907,-4395.4861,both,IDENTICAL
2025-03-31,etf,sell,198632.169,49.65804225,198582.51095775,104100.0,1.91,198582.51095775,etf,198632.169,49.65804225,198582.51095775,104100.0,1.91,198582.51095775,both,IDENTICAL
2025-04-07,etf,buy,6151.345199999999,5.0,-6156.345199999999,3600.0,1.707,-6156.345199999999,etf,6151.345199999999,5.0,-6156.345199999999,3600.0,1.707,-6156.345199999999,both,IDENTICAL
2025-04-07,etf,sell,198666.6345,49.666658625,198616.96784137495,116500.0,1.707,198616.96784137495,etf,198666.6345,49.666658625,198616.96784137495,116500.0,1.707,198616.96784137495,both,IDENTICAL
2025-04-09,,buy,,,,,,,etf,517.1166,5.0,-522.1166,300.0,1.722,-522.1166,right_only,ONLY_NEW
2025-04-09,etf,sell,198837.1638,49.70929095,198787.45450905,116600.0,1.707,198787.45450905,etf,198837.1638,49.70929095,198787.45450905,116600.0,1.707,198787.45450905,both,IDENTICAL
2025-04-09,etf,sell,198837.1638,49.70929095,198787.45450905,116600.0,1.707,198787.45450905,etf,196108.695,49.02717375,196059.66782625,115000.0,1.707,196059.66782625,both,SAME_DAY_DIR_DIFF_SHARES
2025-04-09,etf,sell,198837.1638,49.70929095,198787.45450905,116600.0,1.707,198787.45450905,etf,197131.8708,49.2829677,197082.5878323,115600.0,1.707,197082.5878323,both,SAME_DAY_DIR_DIFF_SHARES
2025-04-09,etf,sell,196108.695,49.02717375,196059.66782625,115000.0,1.707,196059.66782625,etf,198837.1638,49.70929095,198787.45450905,116600.0,1.707,198787.45450905,both,SAME_DAY_DIR_DIFF_SHARES
2025-04-09,etf,sell,196108.695,49.02717375,196059.66782625,115000.0,1.707,196059.66782625,etf,196108.695,49.02717375,196059.66782625,115000.0,1.707,196059.66782625,both,IDENTICAL
2025-04-09,etf,sell,196108.695,49.02717375,196059.66782625,115000.0,1.707,196059.66782625,etf,197131.8708,49.2829677,197082.5878323,115600.0,1.707,197082.5878323,both,SAME_DAY_DIR_DIFF_SHARES
2025-04-09,etf,sell,5456.9376,5.0,5451.9376,3200.0,1.707,5451.9376,etf,198837.1638,49.70929095,198787.45450905,116600.0,1.707,198787.45450905,both,SAME_DAY_DIR_DIFF_SHARES
2025-04-09,etf,sell,5456.9376,5.0,5451.9376,3200.0,1.707,5451.9376,etf,196108.695,49.02717375,196059.66782625,115000.0,1.707,196059.66782625,both,SAME_DAY_DIR_DIFF_SHARES
2025-04-09,etf,sell,5456.9376,5.0,5451.9376,3200.0,1.707,5451.9376,etf,197131.8708,49.2829677,197082.5878323,115600.0,1.707,197082.5878323,both,SAME_DAY_DIR_DIFF_SHARES
2025-04-16,,buy,,,,,,,etf,7559.7522,5.0,-7564.7522,4100.0,1.842,-7564.7522,right_only,ONLY_NEW
2025-05-07,etf,buy,194700.9064,48.675226599999995,-194749.58162659995,101200.0,1.922,-194749.58162659995,,,,,,,,left_only,ONLY_OLD
2025-05-27,etf,buy,728434.5068,182.1086267,-728616.6154267,364400.0,1.997,-728616.6154267,,,,,,,,left_only,ONLY_OLD
2025-05-28,etf,buy,14702.287599999998,5.0,-14707.287599999998,7300.0,2.012,-14707.287599999998,,,,,,,,left_only,ONLY_OLD
2025-06-16,etf,buy,58345.08679999999,14.586271699999998,-58359.67307169999,28600.0,2.038,-58359.67307169999,,,,,,,,left_only,ONLY_OLD
2025-06-16,etf,sell,198643.158,49.6607895,198593.4972105,98000.0,2.029,198593.4972105,,,,,,,,left_only,ONLY_OLD
2025-06-24,etf,buy,390537.44729999994,97.63436182499998,-390635.08166182495,189300.0,2.061,-390635.08166182495,,,,,,,,left_only,ONLY_OLD
2025-06-26,etf,buy,191966.3746,47.99159365,-192014.36619364997,92600.0,2.071,-192014.36619364997,,,,,,,,left_only,ONLY_OLD
2025-07-10,etf,buy,142461.4191,35.615354775,-142497.03445477498,67100.0,2.121,-142497.03445477498,,,,,,,,left_only,ONLY_OLD
2025-10-15,etf,buy,26120.6946,6.53017365,-26127.22477365,11400.0,2.289,-26127.22477365,,,,,,,,left_only,ONLY_OLD
2025-10-15,etf,sell,198898.1028,49.72452570000001,198848.3782743,87400.0,2.278,198848.3782743,,,,,,,,left_only,ONLY_OLD
2025-10-28,etf,buy,237010.57379999995,59.25264344999999,-237069.8264434499,97800.0,2.421,-237069.8264434499,,,,,,,,left_only,ONLY_OLD
2025-11-24,etf,sell,198698.103,49.67452575,198648.42847425,83500.0,2.382,198648.42847425,,,,,,,,left_only,ONLY_OLD
2025-11-25,etf,buy,3609.606,5.0,-3614.606,1500.0,2.404,-3614.606,,,,,,,,left_only,ONLY_OLD
2025-11-25,etf,sell,187064.2485,46.766062125,187017.48243787495,76900.0,2.435,187017.48243787495,,,,,,,,left_only,ONLY_OLD
2025-11-25,etf,sell,197767.5345,49.441883625,197718.092616375,81300.0,2.435,197718.092616375,,,,,,,,left_only,ONLY_OLD
2025-12-22,etf,buy,213885.67199999996,53.47141799999999,-213939.14341799996,87000.0,2.456,-213939.14341799996,,,,,,,,left_only,ONLY_OLD
2025-12-26,etf,buy,235506.87159999995,58.87671789999999,-235565.74831789997,95600.0,2.461,-235565.74831789997,,,,,,,,left_only,ONLY_OLD
2026-01-09,etf,buy,984.984,5.0,-989.984,400.0,2.46,-989.984,,,,,,,,left_only,ONLY_OLD
2026-01-09,etf,sell,198653.3478,49.66333695000001,198603.68446305,80900.0,2.458,198603.68446305,,,,,,,,left_only,ONLY_OLD
2026-01-13,etf,sell,198653.3478,49.66333695000001,198603.68446305,80900.0,2.458,198603.68446305,,,,,,,,left_only,ONLY_OLD
2026-01-14,etf,buy,2945.3423999999995,5.0,-2950.3423999999995,1200.0,2.452,-2950.3423999999995,,,,,,,,left_only,ONLY_OLD
2026-01-14,etf,sell,192916.89,48.229222500000006,192868.6607775,78500.0,2.46,192868.6607775,,,,,,,,left_only,ONLY_OLD
2026-01-14,etf,sell,180137.682,45.0344205,180092.64757950002,73300.0,2.46,180092.64757950002,,,,,,,,left_only,ONLY_OLD
2026-01-15,,buy,,,,,,,etf,700948.2479999999,175.23706199999998,-701123.4850619999,286400.0,2.445,-701123.4850619999,right_only,ONLY_NEW
2026-01-16,etf,buy,19413.8945,5.0,-19418.8945,7900.0,2.455,-19418.8945,etf,20642.622,5.1606555,-20647.7826555,8400.0,2.455,-20647.7826555,both,SAME_DAY_DIR_DIFF_SHARES
2026-01-16,etf,sell,198579.7215,49.644930375,198530.076569625,81300.0,2.445,198530.076569625,,,,,,,,left_only,ONLY_OLD
2026-01-20,etf,buy,23370.547199999997,5.842636799999999,-23376.389836799997,9600.0,2.432,-23376.389836799997,etf,23370.547199999997,5.842636799999999,-23376.389836799997,9600.0,2.432,-23376.389836799997,both,IDENTICAL
2026-01-20,etf,sell,198661.14,49.665285,198611.474715,81500.0,2.44,198611.474715,etf,198661.14,49.665285,198611.474715,81500.0,2.44,198611.474715,both,IDENTICAL
2026-01-30,etf,buy,2197.2951,5.0,-2202.2951,900.0,2.439,-2202.2951,etf,2441.439,5.0,-2446.439,1000.0,2.439,-2446.439,both,SAME_DAY_DIR_DIFF_SHARES
2026-01-30,etf,sell,198729.3717,49.68234292500001,198679.68935707505,82100.0,2.423,198679.68935707505,etf,198729.3717,49.68234292500001,198679.68935707505,82100.0,2.423,198679.68935707505,both,IDENTICAL
2026-02-02,etf,buy,228354.126,57.0885315,-228411.2145315,96500.0,2.364,-228411.2145315,etf,228117.4895999999,57.029372399999986,-228174.5189723999,96400.0,2.364,-228174.5189723999,both,SAME_DAY_DIR_DIFF_SHARES
2026-02-04,etf,buy,88438.34999999999,22.1095875,-88460.4595875,37200.0,2.375,-88460.4595875,,,,,,,,left_only,ONLY_OLD
2026-02-04,etf,sell,198798.5025,49.699625625,198748.802874375,84500.0,2.355,198748.802874375,etf,198798.5025,49.699625625,198748.802874375,84500.0,2.355,198748.802874375,both,IDENTICAL
2026-02-06,etf,buy,628880.8525999999,157.22021314999998,-629038.0728131499,270100.0,2.326,-629038.0728131499,etf,627251.0244,156.8127561,-627407.8371561,269400.0,2.326,-627407.8371561,both,SAME_DAY_DIR_DIFF_SHARES
2026-02-06,etf,sell,198701.1,49.675275,198651.424725,85000.0,2.34,198651.424725,etf,108467.424,27.116856,108440.307144,46400.0,2.34,108440.307144,both,SAME_DAY_DIR_DIFF_SHARES
2026-02-09,etf,buy,31487.055599999996,7.8717639,-31494.927363899995,13200.0,2.383,-31494.927363899995,,,,,,,,left_only,ONLY_OLD
2026-02-10,,buy,,,,,,,etf,31392.7614,7.84819035,-31400.60959035,13100.0,2.394,-31400.60959035,right_only,ONLY_NEW
2026-02-12,etf,buy,1434.8333999999998,5.0,-1439.8333999999998,600.0,2.389,-1439.8333999999998,etf,1673.9722999999997,5.0,-1678.9722999999997,700.0,2.389,-1678.9722999999997,both,SAME_DAY_DIR_DIFF_SHARES
2026-03-03,etf,buy,1658.5568999999998,5.0,-1663.5568999999998,700.0,2.367,-1663.5568999999998,etf,1895.4936,5.0,-1900.4936,800.0,2.367,-1900.4936,both,SAME_DAY_DIR_DIFF_SHARES
2026-03-03,etf,sell,198749.052,49.687263,198699.364737,84300.0,2.36,198699.364737,etf,198749.052,49.687263,198699.364737,84300.0,2.36,198699.364737,both,IDENTICAL
2026-03-05,etf,buy,945.3444,5.0,-950.3444,400.0,2.361,-950.3444,etf,1181.6805,5.0,-1186.6805,500.0,2.361,-1186.6805,both,SAME_DAY_DIR_DIFF_SHARES
2026-03-05,etf,sell,198611.19,49.6527975,198561.5372025,84600.0,2.35,198561.5372025,etf,198845.955,49.71148875,198796.24351125,84700.0,2.35,198796.24351125,both,SAME_DAY_DIR_DIFF_SHARES
2026-03-18,,buy,,,,,,,etf,174214.84079999998,43.5537102,-174258.3945102,76200.0,2.284,-174258.3945102,right_only,ONLY_NEW
2026-03-20,etf,sell,20978.4006,5.24460015,20973.15599985,9300.0,2.258,20973.15599985,etf,198730.8702,49.68271754999999,198681.18748245,88100.0,2.258,198681.18748245,both,SAME_DAY_DIR_DIFF_SHARES
2026-03-24,etf,buy,1534.533,5.0,-1539.533,700.0,2.19,-1539.533,etf,1315.314,5.0,-1320.314,600.0,2.19,-1320.314,both,SAME_DAY_DIR_DIFF_SHARES
2026-03-24,etf,sell,203219.2773,50.804819325,203168.47248067497,93700.0,2.171,203168.47248067497,etf,199966.0338,49.99150845,199916.04229154997,92200.0,2.171,199916.04229154997,both,SAME_DAY_DIR_DIFF_SHARES
2026-03-24,etf,sell,203219.2773,50.804819325,203168.47248067497,93700.0,2.171,203168.47248067497,etf,197146.5561,49.286639025,197097.269460975,90900.0,2.171,197097.269460975,both,SAME_DAY_DIR_DIFF_SHARES
2026-03-24,etf,sell,197363.439,49.34085975,197314.09814025,91000.0,2.171,197314.09814025,etf,199966.0338,49.99150845,199916.04229154997,92200.0,2.171,199916.04229154997,both,SAME_DAY_DIR_DIFF_SHARES
2026-03-24,etf,sell,197363.439,49.34085975,197314.09814025,91000.0,2.171,197314.09814025,etf,197146.5561,49.286639025,197097.269460975,90900.0,2.171,197097.269460975,both,SAME_DAY_DIR_DIFF_SHARES
2026-07-16,,buy,,,,,,,etf,958312.8555,239.578213875,-958552.4337138748,371500.0,2.577,-958552.4337138748,right_only,ONLY_NEW
2026-07-20,,buy,,,,,,,etf,12252.4402,5.0,-12257.4402,4900.0,2.498,-12257.4402,right_only,ONLY_NEW
2026-07-20,,sell,,,,,,,etf,198789.5115,49.697377875,198739.81412212495,79500.0,2.503,198739.81412212495,right_only,ONLY_NEW
2026-07-22,etf,buy,772052.3811,193.013095275,-772245.394195275,305700.0,2.523,-772245.394195275,,,,,,,,left_only,ONLY_OLD
2026-08-11,etf,buy,346908.1616,86.72704039999999,-346994.88864039996,127600.0,2.716,-346994.88864039996,etf,346908.1616,86.72704039999999,-346994.88864039996,127600.0,2.716,-346994.88864039996,both,IDENTICAL
2026-08-18,etf,buy,321268.14719999995,80.31703679999998,-321348.4642368,119400.0,2.688,-321348.4642368,etf,321268.14719999995,80.31703679999998,-321348.4642368,119400.0,2.688,-321348.4642368,both,IDENTICAL
2026-08-21,etf,sell,198593.208,49.648302,198543.55969800003,75300.0,2.64,198543.55969800003,etf,198593.208,49.648302,198543.55969800003,75300.0,2.64,198543.55969800003,both,IDENTICAL
2026-08-25,etf,buy,4316.312,5.0,-4321.312,1600.0,2.695,-4321.312,etf,4316.312,5.0,-4321.312,1600.0,2.695,-4321.312,both,IDENTICAL
2026-08-25,etf,sell,199366.8336,49.8417084,199316.9918916,74800.0,2.668,199316.9918916,etf,199366.8336,49.8417084,199316.9918916,74800.0,2.668,199316.9918916,both,IDENTICAL
2026-08-25,etf,sell,199366.8336,49.8417084,199316.9918916,74800.0,2.668,199316.9918916,etf,195635.36880000003,48.90884220000001,195586.4599578,73400.0,2.668,195586.4599578,both,SAME_DAY_DIR_DIFF_SHARES
2026-08-25,etf,sell,195635.36880000003,48.90884220000001,195586.4599578,73400.0,2.668,195586.4599578,etf,199366.8336,49.8417084,199316.9918916,74800.0,2.668,199316.9918916,both,SAME_DAY_DIR_DIFF_SHARES
2026-08-25,etf,sell,195635.36880000003,48.90884220000001,195586.4599578,73400.0,2.668,195586.4599578,etf,195635.36880000003,48.90884220000001,195586.4599578,73400.0,2.668,195586.4599578,both,IDENTICAL
2026-08-25,etf,settle,1066152.78,266.53819500000003,1065886.241805,0.0,2.6923049999999997,1065886.241805,etf,974345.1795,243.586294875,974101.593205125,0.0,2.6923049999999997,974101.593205125,both,SAME_SHARES_DIFF_AMOUNT
