date,leg_A,action,gross_A,fee_A,net_A,shares_A,px_A,amt_A,leg_B,gross_B,fee_B,net_B,shares_B,px_B,amt_B,_merge,diff_type
2021-12-21,etf,sell,199144.8558,49.78621395,199095.06958605003,72200.0,2.761,199095.06958605003,etf,199144.8558,49.78621395,199095.06958605003,72200.0,2.761,199095.06958605003,both,IDENTICAL
2021-12-21,etf,sell,199144.8558,49.78621395,199095.06958605003,72200.0,2.761,199095.06958605003,etf,189491.0193,47.372754825,189443.64654517503,68700.0,2.761,189443.64654517503,both,SAME_DAY_DIR_DIFF_SHARES
2021-12-21,etf,sell,189491.0193,47.372754825,189443.64654517503,68700.0,2.761,189443.64654517503,etf,199144.8558,49.78621395,199095.06958605003,72200.0,2.761,199095.06958605003,both,SAME_DAY_DIR_DIFF_SHARES
2021-12-21,etf,sell,189491.0193,47.372754825,189443.64654517503,68700.0,2.761,189443.64654517503,etf,189491.0193,47.372754825,189443.64654517503,68700.0,2.761,189443.64654517503,both,IDENTICAL
2021-12-27,etf,buy,26255.4292,6.5638573,-26261.9930573,9200.0,2.851,-26261.9930573,etf,26255.4292,6.5638573,-26261.9930573,9200.0,2.851,-26261.9930573,both,IDENTICAL
2021-12-27,etf,sell,198806.2947,49.701573675,198756.593126325,69900.0,2.847,198756.593126325,etf,198806.2947,49.701573675,198756.593126325,69900.0,2.847,198756.593126325,both,IDENTICAL
2022-02-07,etf,buy,5660.9553,5.0,-5665.9553,2100.0,2.693,-5665.9553,etf,5660.9553,5.0,-5665.9553,2100.0,2.693,-5665.9553,both,IDENTICAL
2022-02-07,etf,sell,198553.7475,49.638436875,198504.109063125,74300.0,2.675,198504.109063125,etf,198820.98,49.705245000000005,198771.274755,74400.0,2.675,198771.274755,both,SAME_DAY_DIR_DIFF_SHARES
2022-02-07,etf,sell,198553.7475,49.638436875,198504.109063125,74300.0,2.675,198504.109063125,etf,193476.33,48.3690825,193427.9609175,72400.0,2.675,193427.9609175,both,SAME_DAY_DIR_DIFF_SHARES
2022-02-07,etf,sell,193743.5625,48.435890625,193695.126609375,72500.0,2.675,193695.126609375,etf,198820.98,49.705245000000005,198771.274755,74400.0,2.675,198771.274755,both,SAME_DAY_DIR_DIFF_SHARES
2022-02-07,etf,sell,193743.5625,48.435890625,193695.126609375,72500.0,2.675,193695.126609375,etf,193476.33,48.3690825,193427.9609175,72400.0,2.675,193427.9609175,both,SAME_DAY_DIR_DIFF_SHARES
2022-02-11,etf,sell,156750.29280000002,39.18757320000001,156711.10522680002,58200.0,2.696,156711.10522680002,etf,158635.6056,39.658901400000005,158595.94669860002,58900.0,2.696,158595.94669860002,both,SAME_DAY_DIR_DIFF_SHARES
2022-03-02,,buy,,,,,,,etf,784696.913,196.17422825,-784893.08722825,305500.0,2.566,-784893.08722825,right_only,ONLY_NEW
2022-03-04,etf,buy,584695.7115999999,146.1739279,-584841.8855279,225700.0,2.588,-584841.8855279,etf,259.05879999999996,5.0,-264.05879999999996,100.0,2.588,-264.05879999999996,both,SAME_DAY_DIR_DIFF_SHARES
2022-03-04,,sell,,,,,,,etf,198694.0071,49.673501775,198644.333598225,77300.0,2.573,198644.333598225,right_only,ONLY_NEW
2022-03-08,,buy,,,,,,,etf,4703.3987,5.0,-4708.3987,1900.0,2.473,-4708.3987,right_only,ONLY_NEW
2022-03-08,etf,sell,198911.88899999997,49.72797224999999,198862.16102774997,78700.0,2.53,198862.16102774997,etf,198659.14199999996,49.664785499999994,198609.47721449996,78600.0,2.53,198609.47721449996,both,SAME_DAY_DIR_DIFF_SHARES
2022-03-08,etf,sell,198911.88899999997,49.72797224999999,198862.16102774997,78700.0,2.53,198862.16102774997,etf,199164.63599999997,49.79115899999999,199114.844841,78800.0,2.53,199114.844841,both,SAME_DAY_DIR_DIFF_SHARES
2022-03-08,etf,sell,198911.88899999997,49.72797224999999,198862.16102774997,78700.0,2.53,198862.16102774997,etf,179197.623,44.79940575,179152.82359425,70900.0,2.53,179152.82359425,both,SAME_DAY_DIR_DIFF_SHARES
2022-03-08,etf,sell,199164.63599999997,49.79115899999999,199114.844841,78800.0,2.53,199114.844841,etf,198659.14199999996,49.664785499999994,198609.47721449996,78600.0,2.53,198609.47721449996,both,SAME_DAY_DIR_DIFF_SHARES
2022-03-08,etf,sell,199164.63599999997,49.79115899999999,199114.844841,78800.0,2.53,199114.844841,etf,199164.63599999997,49.79115899999999,199114.844841,78800.0,2.53,199114.844841,both,IDENTICAL
2022-03-08,etf,sell,199164.63599999997,49.79115899999999,199114.844841,78800.0,2.53,199114.844841,etf,179197.623,44.79940575,179152.82359425,70900.0,2.53,179152.82359425,both,SAME_DAY_DIR_DIFF_SHARES
2022-03-08,etf,sell,172373.454,43.0933635,172330.3606365,68200.0,2.53,172330.3606365,etf,198659.14199999996,49.664785499999994,198609.47721449996,78600.0,2.53,198609.47721449996,both,SAME_DAY_DIR_DIFF_SHARES
2022-03-08,etf,sell,172373.454,43.0933635,172330.3606365,68200.0,2.53,172330.3606365,etf,199164.63599999997,49.79115899999999,199114.844841,78800.0,2.53,199114.844841,both,SAME_DAY_DIR_DIFF_SHARES
2022-03-08,etf,sell,172373.454,43.0933635,172330.3606365,68200.0,2.53,172330.3606365,etf,179197.623,44.79940575,179152.82359425,70900.0,2.53,179152.82359425,both,SAME_DAY_DIR_DIFF_SHARES
2022-03-10,,buy,,,,,,,etf,4840.335499999999,5.0,-4845.335499999999,1900.0,2.545,-4845.335499999999,right_only,ONLY_NEW
2022-03-10,,sell,,,,,,,etf,4832.562599999999,5.0,4827.562599999999,1900.0,2.546,4827.562599999999,right_only,ONLY_NEW
2022-04-12,,buy,,,,,,,etf,2523.8212999999996,5.0,-2528.8212999999996,1900.0,1.327,-2528.8212999999996,right_only,ONLY_NEW
2022-04-12,,sell,,,,,,,etf,2524.473,5.0,2519.473,1900.0,1.33,2519.473,right_only,ONLY_NEW
2022-04-21,,buy,,,,,,,etf,2609.4067999999997,5.0,-2614.4067999999997,1900.0,1.372,-2614.4067999999997,right_only,ONLY_NEW
2022-04-21,,sell,,,,,,,etf,2583.3141,5.0,2578.3141,1900.0,1.361,2578.3141,right_only,ONLY_NEW
2022-05-10,,buy,,,,,,,etf,370734.7644,92.6836911,-370827.4480911,289800.0,1.278,-370827.4480911,right_only,ONLY_NEW
2022-05-11,,buy,,,,,,,etf,255.65539999999996,5.0,-260.6554,200.0,1.277,-260.6554,right_only,ONLY_NEW
2022-05-13,etf,buy,168978.80999999997,42.244702499999995,-169021.05470249997,132400.0,1.275,-169021.05470249997,,,,,,,,left_only,ONLY_OLD
2022-05-16,etf,buy,897.5966999999998,5.0,-902.5966999999998,700.0,1.281,-902.5966999999998,,,,,,,,left_only,ONLY_OLD
2022-05-16,,sell,,,,,,,etf,198760.8402,49.69021005,198711.14998995,153400.0,1.297,198711.14998995,right_only,ONLY_NEW
2022-05-26,etf,buy,12728.6159,5.0,-12733.6159,10100.0,1.259,-12733.6159,etf,15501.185699999996,5.0,-15506.185699999996,12300.0,1.259,-15506.185699999996,both,SAME_DAY_DIR_DIFF_SHARES
2022-05-31,,buy,,,,,,,etf,362613.4511999999,90.6533628,-362704.1045628,277800.0,1.304,-362704.1045628,right_only,ONLY_NEW
2022-06-01,etf,buy,362662.7003999999,90.6656751,-362753.3660750999,277200.0,1.307,-362753.3660750999,,,,,,,,left_only,ONLY_OLD
2022-07-18,etf,buy,286651.86549999996,71.662966375,-286723.52846637496,231500.0,1.237,-286723.52846637496,etf,285042.15739999997,71.26053934999999,-285113.41793934995,230200.0,1.237,-285113.41793934995,both,SAME_DAY_DIR_DIFF_SHARES
2022-08-04,etf,buy,1848.4466,5.0,-1853.4466,1400.0,1.319,-1853.4466,etf,1716.4146999999998,5.0,-1721.4146999999998,1300.0,1.319,-1721.4146999999998,both,SAME_DAY_DIR_DIFF_SHARES
2022-08-04,etf,sell,198743.6574,49.68591435,198693.97148565,150600.0,1.321,198693.97148565,etf,198611.6895,49.652922375,198562.036577625,150500.0,1.321,198562.036577625,both,SAME_DAY_DIR_DIFF_SHARES
2022-08-05,,buy,,,,,,,etf,205292.6876,51.3231719,-205344.0107719,154900.0,1.324,-205344.0107719,right_only,ONLY_NEW
2022-08-08,etf,buy,5317.311999999999,5.0,-5322.311999999999,4000.0,1.328,-5322.311999999999,,,,,,,,left_only,ONLY_OLD
2022-08-09,etf,buy,9124.014899999998,5.0,-9129.014899999998,6900.0,1.321,-9129.014899999998,etf,7933.926,5.0,-7938.926,6000.0,1.321,-7938.926,both,SAME_DAY_DIR_DIFF_SHARES
2022-08-09,,sell,,,,,,,etf,198725.076,49.681269,198675.394731,150700.0,1.32,198675.394731,right_only,ONLY_NEW
2022-08-11,etf,buy,11552.7412,5.0,-11557.7412,8600.0,1.342,-11557.7412,etf,11552.7412,5.0,-11557.7412,8600.0,1.342,-11557.7412,both,IDENTICAL
2022-08-11,etf,sell,198671.4297,49.667857424999994,198621.76184257495,148300.0,1.341,198621.76184257495,etf,198805.3956,49.7013489,198755.6942511,148400.0,1.341,198755.6942511,both,SAME_DAY_DIR_DIFF_SHARES
2022-08-31,etf,buy,181968.2865,45.492071625,-182013.77857162495,139300.0,1.305,-182013.77857162495,etf,181184.5035,45.296125875,-181229.799625875,138700.0,1.305,-181229.799625875,both,SAME_DAY_DIR_DIFF_SHARES
2022-09-01,etf,buy,9496.2868,5.0,-9501.2868,7400.0,1.282,-9501.2868,etf,9496.2868,5.0,-9501.2868,7400.0,1.282,-9501.2868,both,IDENTICAL
2022-09-05,etf,buy,3618.414799999999,5.0,-3623.414799999999,2800.0,1.291,-3623.414799999999,etf,3618.414799999999,5.0,-3623.414799999999,2800.0,1.291,-3623.414799999999,both,IDENTICAL
2022-09-05,etf,sell,198740.3607,49.685090175,198690.675609825,155300.0,1.281,198690.675609825,etf,198740.3607,49.685090175,198690.675609825,155300.0,1.281,198690.675609825,both,IDENTICAL
2022-09-05,etf,sell,198740.3607,49.685090175,198690.675609825,155300.0,1.281,198690.675609825,etf,188374.6368,47.0936592,188327.54314079997,147200.0,1.281,188327.54314079997,both,SAME_DAY_DIR_DIFF_SHARES
2022-09-05,etf,sell,198740.3607,49.685090175,198690.675609825,155300.0,1.281,198690.675609825,etf,197332.66979999997,49.33316745,197283.33663254997,154200.0,1.281,197283.33663254997,both,SAME_DAY_DIR_DIFF_SHARES
2022-09-05,etf,sell,188374.6368,47.0936592,188327.54314079997,147200.0,1.281,188327.54314079997,etf,198740.3607,49.685090175,198690.675609825,155300.0,1.281,198690.675609825,both,SAME_DAY_DIR_DIFF_SHARES
2022-09-05,etf,sell,188374.6368,47.0936592,188327.54314079997,147200.0,1.281,188327.54314079997,etf,188374.6368,47.0936592,188327.54314079997,147200.0,1.281,188327.54314079997,both,IDENTICAL
2022-09-05,etf,sell,188374.6368,47.0936592,188327.54314079997,147200.0,1.281,188327.54314079997,etf,197332.66979999997,49.33316745,197283.33663254997,154200.0,1.281,197283.33663254997,both,SAME_DAY_DIR_DIFF_SHARES
2022-09-05,etf,sell,197332.66979999997,49.33316745,197283.33663254997,154200.0,1.281,197283.33663254997,etf,198740.3607,49.685090175,198690.675609825,155300.0,1.281,198690.675609825,both,SAME_DAY_DIR_DIFF_SHARES
2022-09-05,etf,sell,197332.66979999997,49.33316745,197283.33663254997,154200.0,1.281,197283.33663254997,etf,188374.6368,47.0936592,188327.54314079997,147200.0,1.281,188327.54314079997,both,SAME_DAY_DIR_DIFF_SHARES
2022-09-05,etf,sell,197332.66979999997,49.33316745,197283.33663254997,154200.0,1.281,197283.33663254997,etf,197332.66979999997,49.33316745,197283.33663254997,154200.0,1.281,197283.33663254997,both,IDENTICAL
2022-09-28,etf,buy,15823.808,5.0,-15828.808,13000.0,1.216,-15828.808,etf,15823.808,5.0,-15828.808,13000.0,1.216,-15828.808,both,IDENTICAL
2022-09-29,etf,buy,123.9238,5.0,-128.92379999999997,100.0,1.238,-128.92379999999997,etf,123.9238,5.0,-128.92379999999997,100.0,1.238,-128.92379999999997,both,IDENTICAL
2022-10-10,,buy,,,,,,,etf,2053.9519,5.0,-2058.9519,1700.0,1.207,-2058.9519,right_only,ONLY_NEW
2022-10-10,etf,sell,96461.442,24.1153605,96437.3266395,79800.0,1.21,96437.3266395,etf,103109.787,25.77744675,103084.00955325,85300.0,1.21,103084.00955325,both,SAME_DAY_DIR_DIFF_SHARES
2022-10-13,etf,buy,259771.31179999997,64.94282795,-259836.25462794997,215900.0,1.202,-259836.25462794997,etf,264343.47939999995,66.08586985,-264409.56526984996,219700.0,1.202,-264409.56526984996,both,SAME_DAY_DIR_DIFF_SHARES
2022-10-20,etf,buy,36302.666399999995,9.075666599999998,-36311.7420666,29200.0,1.242,-36311.7420666,etf,36302.666399999995,9.075666599999998,-36311.7420666,29200.0,1.242,-36311.7420666,both,IDENTICAL
2022-10-20,etf,sell,198710.6904,49.6776726,198661.0127274,160800.0,1.237,198661.0127274,etf,198710.6904,49.6776726,198661.0127274,160800.0,1.237,198661.0127274,both,IDENTICAL
2022-10-25,etf,sell,108048.7431,27.012185775,108021.730914225,84300.0,1.283,108021.730914225,etf,115098.1866,28.77454665,115069.41205335,89800.0,1.283,115069.41205335,both,SAME_DAY_DIR_DIFF_SHARES
2022-10-26,etf,buy,108003.2954,27.00082385,-108030.29622385,83900.0,1.286,-108030.29622385,etf,115083.3684,28.7708421,-115112.1392421,89400.0,1.286,-115112.1392421,both,SAME_DAY_DIR_DIFF_SHARES
2022-10-28,,buy,,,,,,,etf,342296.95499999996,85.57423874999999,-342382.52923874994,268200.0,1.275,-342382.52923874994,right_only,ONLY_NEW
2022-10-28,etf,sell,107787.5046,26.946876150000005,107760.55772385,83900.0,1.286,107760.55772385,etf,114853.4316,28.7133579,114824.71824210002,89400.0,1.286,114824.71824210002,both,SAME_DAY_DIR_DIFF_SHARES
2022-10-31,,buy,,,,,,,etf,19687.668,5.0,-19692.668,14900.0,1.32,-19692.668,right_only,ONLY_NEW
2022-11-02,etf,buy,354995.94129999995,88.74898532499999,-355084.69028532493,270100.0,1.313,-355084.69028532493,,,,,,,,left_only,ONLY_OLD
2022-12-23,etf,buy,381066.8861999999,95.26672155,-381162.15292155,300700.0,1.266,-381162.15292155,,,,,,,,left_only,ONLY_OLD
2022-12-26,etf,buy,762.762,5.0,-767.762,600.0,1.27,-767.762,,,,,,,,left_only,ONLY_OLD
2022-12-28,,buy,,,,,,,etf,381909.52799999993,95.477382,-382005.00538199994,302800.0,1.26,-382005.00538199994,right_only,ONLY_NEW
2023-02-22,etf,buy,380044.665,95.01116625,-380139.6761662499,292500.0,1.298,-380139.6761662499,,,,,,,,left_only,ONLY_OLD
2023-03-02,,buy,,,,,,,etf,379945.56599999993,94.98639149999998,-380040.5523914999,297000.0,1.278,-380040.5523914999,right_only,ONLY_NEW
2023-03-08,etf,sell,198835.3656,49.7088414,198785.6567586,152400.0,1.306,198785.6567586,etf,198704.8962,49.67622405,198655.21997595,152300.0,1.306,198655.21997595,both,SAME_DAY_DIR_DIFF_SHARES
2023-03-20,etf,sell,198828.4725,49.707118125,198778.765381875,156100.0,1.275,198778.765381875,etf,198828.4725,49.707118125,198778.765381875,156100.0,1.275,198778.765381875,both,IDENTICAL
2023-03-20,etf,sell,198828.4725,49.707118125,198778.765381875,156100.0,1.275,198778.765381875,etf,187364.9475,46.841236875,187318.106263125,147100.0,1.275,187318.106263125,both,SAME_DAY_DIR_DIFF_SHARES
2023-03-20,etf,sell,187237.575,46.809393750000005,187190.76560625,147000.0,1.275,187190.76560625,etf,198828.4725,49.707118125,198778.765381875,156100.0,1.275,198778.765381875,both,SAME_DAY_DIR_DIFF_SHARES
2023-03-20,etf,sell,187237.575,46.809393750000005,187190.76560625,147000.0,1.275,187190.76560625,etf,187364.9475,46.841236875,187318.106263125,147100.0,1.275,187318.106263125,both,SAME_DAY_DIR_DIFF_SHARES
2023-03-23,etf,sell,199436.16420000003,49.85904105000001,199386.30515895004,156700.0,1.274,199386.30515895004,etf,199308.8916,49.8272229,199259.0643771,156600.0,1.274,199259.0643771,both,SAME_DAY_DIR_DIFF_SHARES
2023-04-12,,buy,,,,,,,etf,376500.1239999999,94.125031,-376594.249031,282800.0,1.33,-376594.249031,right_only,ONLY_NEW
2023-04-13,,buy,,,,,,,etf,36871.835,9.21795875,-36881.05295875,27800.0,1.325,-36881.05295875,right_only,ONLY_NEW
2023-04-17,etf,buy,413494.5815,103.373645375,-413597.955145375,308500.0,1.339,-413597.955145375,,,,,,,,left_only,ONLY_OLD
2023-04-21,etf,buy,4279.475199999999,5.0,-4284.475199999999,3200.0,1.336,-4284.475199999999,etf,4279.475199999999,5.0,-4284.475199999999,3200.0,1.336,-4284.475199999999,both,IDENTICAL
2023-04-21,etf,sell,198731.4696,49.682867400000006,198681.7867326,148900.0,1.336,198681.7867326,etf,198731.4696,49.682867400000006,198681.7867326,148900.0,1.336,198681.7867326,both,IDENTICAL
2023-04-25,etf,sell,198642.6585,49.660664624999995,198592.997835375,148500.0,1.339,198592.997835375,etf,198642.6585,49.660664624999995,198592.997835375,148500.0,1.339,198592.997835375,both,IDENTICAL
2023-05-22,,buy,,,,,,,etf,167977.00919999997,41.99425229999999,-168019.00345229998,120900.0,1.388,-168019.00345229998,right_only,ONLY_NEW
2023-05-23,,buy,,,,,,,etf,837.2363999999999,5.0,-842.2363999999999,600.0,1.394,-842.2363999999999,right_only,ONLY_NEW
2023-05-25,etf,buy,1795.7939999999996,5.0,-1800.7939999999996,1300.0,1.38,-1800.7939999999996,etf,5111.106,5.0,-5116.106,3700.0,1.38,-5116.106,both,SAME_DAY_DIR_DIFF_SHARES
2023-05-25,etf,sell,26687.0862,6.67177155,26680.414428449996,19400.0,1.377,26680.414428449996,etf,198777.5235,49.694380875,198727.829119125,144500.0,1.377,198727.829119125,both,SAME_DAY_DIR_DIFF_SHARES
2023-06-01,etf,buy,36540.50399999999,9.135125999999998,-36549.639125999995,26000.0,1.404,-36549.639125999995,etf,36681.04439999999,9.170261099999998,-36690.21466109999,26100.0,1.404,-36690.21466109999,both,SAME_DAY_DIR_DIFF_SHARES
2023-06-01,etf,sell,198601.2,49.6503,198551.5497,142000.0,1.4,198551.5497,etf,198741.06,49.685265,198691.374735,142100.0,1.4,198691.374735,both,SAME_DAY_DIR_DIFF_SHARES
2023-06-16,etf,buy,352802.44999999995,88.20061249999999,-352890.6506125,237500.0,1.484,-352890.6506125,,,,,,,,left_only,ONLY_OLD
2023-06-19,etf,buy,2079.6775999999995,5.0,-2084.6775999999995,1400.0,1.484,-2084.6775999999995,,,,,,,,left_only,ONLY_OLD
2023-06-27,etf,buy,2508.3058,5.0,-2513.3058,1700.0,1.474,-2513.3058,,,,,,,,left_only,ONLY_OLD
2023-06-27,etf,sell,193276.7298,48.31918245,193228.41061755,130900.0,1.478,193228.41061755,etf,30268.701,7.56717525,30261.133824750003,20500.0,1.478,30261.133824750003,both,SAME_DAY_DIR_DIFF_SHARES
2023-06-27,etf,sell,195786.8172,48.9467043,195737.8704957,132600.0,1.478,195737.8704957,etf,30268.701,7.56717525,30261.133824750003,20500.0,1.478,30261.133824750003,both,SAME_DAY_DIR_DIFF_SHARES
2023-06-29,etf,sell,162683.154,40.6707885,162642.48321150002,109000.0,1.494,162642.48321150002,etf,196115.2884,49.028822100000006,196066.25957790003,131400.0,1.494,196066.25957790003,both,SAME_DAY_DIR_DIFF_SHARES
2023-08-01,etf,buy,426245.92009999993,106.56148002499998,-426352.48158002493,274900.0,1.549,-426352.48158002493,,,,,,,,left_only,ONLY_OLD
2023-08-02,,buy,,,,,,,etf,225857.2315999999,56.46430789999999,-225913.6959078999,146800.0,1.537,-225913.6959078999,right_only,ONLY_NEW
2023-08-03,etf,buy,1829.4276,5.0,-1834.4276,1200.0,1.523,-1834.4276,etf,3049.046,5.0,-3054.046,2000.0,1.523,-3054.046,both,SAME_DAY_DIR_DIFF_SHARES
2023-08-03,etf,sell,198813.4875,49.703371874999995,198763.784128125,130500.0,1.525,198763.784128125,,,,,,,,left_only,ONLY_OLD
2023-08-07,etf,sell,198831.3696,49.7078424,198781.6617576,131200.0,1.517,198781.6617576,etf,198679.8213,49.669955325,198630.151344675,131100.0,1.517,198630.151344675,both,SAME_DAY_DIR_DIFF_SHARES
2023-08-14,etf,buy,132502.37,33.125592499999996,-132535.4955925,86800.0,1.525,-132535.4955925,etf,164101.43749999997,41.025359374999994,-164142.46285937497,107500.0,1.525,-164142.46285937497,both,SAME_DAY_DIR_DIFF_SHARES
2023-08-15,etf,buy,3085.082,5.0,-3090.082,2000.0,1.541,-3090.082,etf,3085.082,5.0,-3090.082,2000.0,1.541,-3090.082,both,IDENTICAL
2023-08-17,etf,buy,9705.695999999998,5.0,-9710.695999999998,6400.0,1.515,-9710.695999999998,,,,,,,,left_only,ONLY_OLD
2023-08-17,etf,sell,155985.45839999997,38.99636459999999,155946.46203539998,103200.0,1.513,155946.46203539998,etf,192261.14639999997,48.06528659999999,192213.08111339997,127200.0,1.513,192213.08111339997,both,SAME_DAY_DIR_DIFF_SHARES
2023-08-22,etf,buy,9667.257599999995,5.0,-9672.257599999995,6400.0,1.509,-9672.257599999995,,,,,,,,left_only,ONLY_OLD
2023-08-22,etf,sell,9609.5808,5.0,9604.5808,6400.0,1.503,9604.5808,,,,,,,,left_only,ONLY_OLD
2023-09-07,,buy,,,,,,,etf,406720.8145,101.680203625,-406822.494703625,264700.0,1.535,-406822.494703625,right_only,ONLY_NEW
2023-09-08,,buy,,,,,,,etf,2009.2072,5.0,-2014.2072,1300.0,1.544,-2014.2072,right_only,ONLY_NEW
2023-09-18,etf,buy,411484.57349999994,102.871143375,-411587.44464337494,268500.0,1.531,-411587.44464337494,,,,,,,,left_only,ONLY_OLD
2023-09-27,etf,buy,7234.727499999999,5.0,-7239.727499999999,4900.0,1.475,-7239.727499999999,etf,7087.079999999999,5.0,-7092.079999999999,4800.0,1.475,-7092.079999999999,both,SAME_DAY_DIR_DIFF_SHARES
2023-09-27,etf,sell,198803.2977,49.70082442500001,198753.59687557505,135100.0,1.473,198753.59687557505,etf,198656.145,49.664036249999995,198606.48096375,135000.0,1.473,198606.48096375,both,SAME_DAY_DIR_DIFF_SHARES
2023-10-11,etf,buy,211120.2093,52.780052325,-211172.98935232495,140700.0,1.499,-211172.98935232495,,,,,,,,left_only,ONLY_OLD
2023-10-12,,buy,,,,,,,etf,211157.947,52.789486749999995,-211210.73648675,139700.0,1.51,-211210.73648675,right_only,ONLY_NEW
2023-10-16,etf,buy,23360.937599999997,5.840234399999999,-23366.777834399996,15600.0,1.496,-23366.777834399996,etf,23360.937599999997,5.840234399999999,-23366.777834399996,15600.0,1.496,-23366.777834399996,both,IDENTICAL
2023-10-16,etf,sell,198684.7164,49.6711791,198635.0452209,133300.0,1.492,198635.0452209,etf,198684.7164,49.6711791,198635.0452209,133300.0,1.492,198635.0452209,both,IDENTICAL
2023-10-18,etf,buy,26514.48799999999,6.628621999999998,-26521.11662199999,17600.0,1.505,-26521.11662199999,etf,26514.48799999999,6.628621999999998,-26521.11662199999,17600.0,1.505,-26521.11662199999,both,IDENTICAL
2023-10-18,etf,sell,198780.2208,49.695055200000006,198730.5257448,132300.0,1.504,198730.5257448,etf,198780.2208,49.695055200000006,198730.5257448,132300.0,1.504,198730.5257448,both,IDENTICAL
2023-10-20,etf,sell,77885.037,19.47125925,77865.56574075,53000.0,1.471,77865.56574075,etf,63336.69990000001,15.834174975000002,63320.865725025,43100.0,1.471,63320.865725025,both,SAME_DAY_DIR_DIFF_SHARES
2023-10-23,etf,buy,77881.6038,19.47040095,-77901.07420095,53400.0,1.457,-77901.07420095,etf,63442.879499999995,15.860719875,-63458.740219875,43500.0,1.457,-63458.740219875,both,SAME_DAY_DIR_DIFF_SHARES
2023-11-14,etf,buy,310589.4792,77.6473698,-310667.1265698,204400.0,1.518,-310667.1265698,etf,310285.5755999999,77.57139389999998,-310363.14699389995,204200.0,1.518,-310363.14699389995,both,SAME_DAY_DIR_DIFF_SHARES
2023-11-23,etf,buy,14117.703599999995,5.0,-14122.703599999995,9200.0,1.533,-14122.703599999995,etf,14117.703599999995,5.0,-14122.703599999995,9200.0,1.533,-14122.703599999995,both,IDENTICAL
2023-11-23,etf,sell,198760.8402,49.690210050000005,198711.14998995,129700.0,1.534,198711.14998995,etf,198760.8402,49.690210050000005,198711.14998995,129700.0,1.534,198711.14998995,both,IDENTICAL
2023-11-27,etf,buy,7677.669999999999,5.0,-7682.669999999999,5000.0,1.534,-7682.669999999999,etf,3838.835,5.0,-3843.835,2500.0,1.534,-3843.835,both,SAME_DAY_DIR_DIFF_SHARES
2023-11-27,etf,sell,198760.8402,49.690210050000005,198711.14998995,129700.0,1.534,198711.14998995,etf,194929.67520000003,48.732418800000005,194880.9427812,127200.0,1.534,194880.9427812,both,SAME_DAY_DIR_DIFF_SHARES
2023-12-06,etf,sell,19447.533,5.0,19442.533,12600.0,1.545,19442.533,etf,3858.6375,5.0,3853.6375,2500.0,1.545,3853.6375,both,SAME_DAY_DIR_DIFF_SHARES
2023-12-29,etf,buy,342582.74049999996,85.64568512499999,-342668.386185125,213500.0,1.603,-342668.386185125,,,,,,,,left_only,ONLY_OLD
2024-01-02,,buy,,,,,,,etf,342794.1517,85.698537925,-342879.850237925,213100.0,1.607,-342879.850237925,right_only,ONLY_NEW
2024-01-04,etf,buy,636.2356,5.0,-641.2356,400.0,1.589,-641.2356,etf,636.2356,5.0,-641.2356,400.0,1.589,-641.2356,both,IDENTICAL
2024-01-04,etf,sell,198777.4236,49.694355900000005,198727.7292441,125300.0,1.588,198727.7292441,etf,198777.4236,49.694355900000005,198727.7292441,125300.0,1.588,198727.7292441,both,IDENTICAL
2024-01-08,etf,sell,140379.0804,35.094770100000005,140343.9856299,88600.0,1.586,140343.9856299,etf,139745.31480000002,34.936328700000004,139710.37847130004,88200.0,1.586,139710.37847130004,both,SAME_DAY_DIR_DIFF_SHARES
2024-01-25,etf,buy,395903.9083999999,98.97597709999998,-396002.8843770999,237400.0,1.666,-396002.8843770999,,,,,,,,left_only,ONLY_OLD
2024-01-26,,buy,,,,,,,etf,378979.2005999999,94.74480015,-379073.9454001499,228900.0,1.654,-379073.9454001499,right_only,ONLY_NEW
2024-01-30,etf,sell,198839.5614,49.70989035,198789.85150965,118900.0,1.674,198789.85150965,etf,198672.3288,49.6680822,198622.6607178,118800.0,1.674,198622.6607178,both,SAME_DAY_DIR_DIFF_SHARES
2024-02-01,etf,sell,195921.3825,48.980345625000005,195872.402154375,118500.0,1.655,195872.402154375,etf,182033.2845,45.508321125,181987.776178875,110100.0,1.655,181987.776178875,both,SAME_DAY_DIR_DIFF_SHARES
2024-02-08,,buy,,,,,,,etf,348126.27849999996,87.03156962499999,-348213.310069625,199300.0,1.745,-348213.310069625,right_only,ONLY_NEW
2024-02-19,etf,buy,346878.0315,86.71950787499999,-346964.75100787496,199500.0,1.737,-346964.75100787496,,,,,,,,left_only,ONLY_OLD
2024-03-29,etf,buy,638730.8928,159.6827232,-638890.5755232,343800.0,1.856,-638890.5755232,,,,,,,,left_only,ONLY_OLD
2024-04-03,etf,buy,2164.5624,5.0,-2169.5624,1200.0,1.802,-2169.5624,,,,,,,,left_only,ONLY_OLD
2024-04-03,etf,sell,197442.36,49.360589999999995,197392.99941,108000.0,1.83,197392.99941,,,,,,,,left_only,ONLY_OLD
2024-04-08,,buy,,,,,,,etf,465767.80249999993,116.441950625,-465884.2444506249,257500.0,1.807,-465884.2444506249,right_only,ONLY_NEW
2024-04-11,etf,buy,1610.8092,5.0,-1615.8092,900.0,1.788,-1615.8092,etf,1431.8303999999998,5.0,-1436.8303999999998,800.0,1.788,-1436.8303999999998,both,SAME_DAY_DIR_DIFF_SHARES
