round,ts_code,name,entry_date,exit_date,exit_type,levels_used,shares,pnl,div_income,return_pct,hold_days
35,600030.SH,,2021-11-17,2021-12-06,TAKE_PROFIT_DYN,1,8300,14207.898317400046,0.0,7.15,13
36,000651.SZ,,2021-10-28,2021-12-07,TAKE_PROFIT_DYN,2,11100,9345.053809080098,0.0,2.37,28
37,300750.SZ,,2021-12-21,2022-02-07,TAKE_PROFIT_DYN,2,600,9852.936636240047,0.0,2.78,28
38,601012.SH,,2021-12-02,2022-02-28,TAKE_PROFIT_DYN,4,10300,21617.100777780288,0.0,2.78,56
39,002594.SZ,,2021-12-17,2022-03-01,TAKE_PROFIT_DYN,3,2200,-21473.78515523998,0.0,-3.69,46
40,000002.SZ,,2022-03-07,2022-03-31,TAKE_PROFIT_DYN,3,22300,29413.351601080038,0.0,7.27,18
41,000858.SZ,,2022-02-08,2022-04-14,TAKE_PROFIT_DYN,4,4200,-29536.445626379922,0.0,-3.94,45
42,601012.SH,,2022-04-01,2022-05-31,TAKE_PROFIT_DYN,2,5700,49594.42125234002,0.0,12.46,37
43,300014.SZ,,2022-03-04,2022-06-01,TAKE_PROFIT_DYN,4,7900,107210.43111641996,0.0,18.78,58
44,300122.SZ,,2022-04-15,2022-06-15,TAKE_PROFIT_DYN,3,5200,-88955.88507233991,0.0,-15.3,39
45,002241.SZ,,2022-06-24,2022-08-01,TAKE_PROFIT_DYN,1,6200,5175.035573400033,0.0,2.59,26
46,600036.SH,,2022-07-14,2022-08-31,TAKE_PROFIT_DYN,3,16800,-7158.536237600027,6453.28,-1.21,34
47,300274.SZ,,2022-09-01,2022-10-12,TAKE_PROFIT_DYN,2,3500,47693.35356660001,0.0,12.37,23
48,002594.SZ,,2022-07-13,2022-11-04,TAKE_PROFIT_DYN,4,2600,-43948.69160867995,50.4,-5.78,76
49,300059.SZ,,2022-08-03,2022-11-15,TAKE_PROFIT_DYN,4,28200,-11610.934759619879,0.0,-2.15,68
50,600519.SH,,2022-10-13,2022-12-01,TAKE_PROFIT_DYN,2,200,-3317.012517959927,0.0,-0.99,35
51,300274.SZ,,2022-12-07,2022-12-30,TAKE_PROFIT_DYN,2,3800,42059.427057540044,0.0,10.78,17
52,002241.SZ,,2022-11-14,2023-01-05,TAKE_PROFIT_DYN,2,23700,30765.914077140158,0.0,7.72,37
53,002812.SZ,,2022-11-24,2023-01-06,TAKE_PROFIT_DYN,3,4500,66296.63662740018,0.0,11.43,30
54,002709.SZ,,2023-01-03,2023-01-30,TAKE_PROFIT_DYN,2,9100,57974.318634960044,0.0,14.69,14
55,300014.SZ,,2023-01-12,2023-02-01,TAKE_PROFIT_DYN,1,2300,12159.138889800059,0.0,6.18,9
56,300750.SZ,,2023-02-20,2023-03-31,TAKE_PROFIT_DYN,3,1300,14743.229527260119,0.0,2.85,29
57,300059.SZ,,2023-03-08,2023-04-03,TAKE_PROFIT_DYN,2,20500,23395.96515600005,0.0,5.88,18
58,300014.SZ,,2023-02-21,2023-04-18,TAKE_PROFIT_DYN,3,8500,1330.712919719983,0.0,0.22,39
59,600036.SH,,2023-04-28,2023-05-08,TAKE_PROFIT_DYN,1,6100,18961.71293178,0.0,9.56,3
60,000858.SZ,,2023-04-11,2023-05-22,TAKE_PROFIT_DYN,2,2100,-12758.792704559979,0.0,-3.37,26
61,600519.SH,,2023-04-13,2023-06-15,TAKE_PROFIT_DYN,2,200,16561.78602516011,0.0,5.0,42
62,600809.SH,,2023-05-23,2023-07-25,TAKE_PROFIT_DYN,4,3800,74122.88162309991,5378.4,9.55,43
63,688981.SH,,2023-05-10,2023-07-31,TAKE_PROFIT_DYN,1,3800,-5476.016324880009,0.0,-2.75,56
64,300418.SZ,,2023-06-27,2023-08-14,TAKE_PROFIT_DYN,2,9200,-30694.859794799937,0.0,-7.81,34
65,600276.SH,,2023-08-01,2023-08-28,TAKE_PROFIT_DYN,3,14100,9018.357816600124,0.0,1.51,19
66,002475.SZ,,2023-09-08,2023-10-10,TAKE_PROFIT_DYN,1,6700,12445.211354400031,0.0,6.29,16
67,002594.SZ,,2023-08-15,2023-10-18,TAKE_PROFIT_DYN,4,3200,24762.125377440127,0.0,3.2,40
68,600519.SH,,2023-10-16,2023-11-01,TAKE_PROFIT_DYN,3,300,43402.916925720056,0.0,8.5,12
69,000977.SZ,,2023-10-20,2023-11-13,TAKE_PROFIT_DYN,2,13300,69458.41957824008,0.0,17.59,16
70,601012.SH,,2023-11-03,2023-12-28,TAKE_PROFIT_DYN,3,27300,-12504.510738719953,0.0,-2.09,39
71,002594.SZ,,2023-11-27,2024-01-11,TAKE_PROFIT_DYN,3,2700,-28787.541607439867,0.0,-5.13,32
72,002230.SZ,,2024-01-04,2024-02-08,TAKE_PROFIT_DYN,2,9400,11133.398089440074,0.0,2.82,25
73,000063.SZ,,2023-08-08,2024-02-22,TAKE_PROFIT_DYN,5,34400,-114535.5718616998,0.0,-11.56,129
74,000661.SZ,,2024-01-15,2024-02-28,TAKE_PROFIT_DYN,2,3100,17549.33979348,0.0,4.54,26
75,601318.SH,,2024-03-25,2024-04-29,TAKE_PROFIT_DYN,2,10100,28900.28882070002,0.0,7.31,23
76,000628.SZ,,2024-04-01,2024-05-21,TAKE_PROFIT_DYN,3,8700,-133600.97646521986,0.0,-22.56,31
77,603019.SH,,2024-03-28,2024-06-19,TAKE_PROFIT_DYN,2,9000,-6085.450759919942,1295.4,-1.53,53
78,000977.SZ,,2024-05-29,2024-06-19,TAKE_PROFIT_DYN,1,5400,12550.66552476,0.0,6.29,14
79,000625.SZ,,2024-05-07,2024-07-10,TAKE_PROFIT_DYN,2,28300,7563.99774674006,3649.52,1.9,45
80,600519.SH,,2024-07-09,2024-07-18,TAKE_PROFIT_DYN,1,100,8834.905252800032,0.0,6.21,7
81,300059.SZ,,2024-07-01,2024-07-31,TAKE_PROFIT_DYN,2,38400,12636.182132640039,0.0,3.17,22
82,002594.SZ,,2024-08-05,2024-08-30,TAKE_PROFIT_DYN,2,1600,20562.917253120046,0.0,5.58,19
83,601919.SH,,2024-07-15,2024-09-20,TAKE_PROFIT_DYN,4,64400,30480.869338920107,0.0,3.82,47
84,601138.SH,,2024-07-19,2024-09-24,TAKE_PROFIT_DYN,4,38100,-18352.67827515991,7702.4,-2.3,45
85,601899.SH,,2024-09-05,2024-09-25,TAKE_PROFIT_DYN,2,27500,65073.701612700126,0.0,16.29,12
86,600150.SH,,2024-09-23,2024-12-17,TAKE_PROFIT_DYN,2,11500,23253.978221100057,0.0,5.9,56
87,600418.SH,,2024-11-28,2025-01-22,TAKE_PROFIT_DYN,1,5700,36333.10309068006,0.0,18.42,38
88,600030.SH,,2025-01-02,2025-02-07,TAKE_PROFIT_DYN,2,14200,-3092.51591351995,0.0,-0.78,20
89,300059.SZ,,2025-01-03,2025-02-07,TAKE_PROFIT_DYN,2,17100,18925.002918360056,0.0,4.75,19
90,300308.SZ,,2025-02-06,2025-05-07,TAKE_PROFIT_DYN,4,9100,31634.98944606015,0.0,4.08,60
91,000063.SZ,,2025-03-04,2025-05-07,TAKE_PROFIT_DYN,2,12200,16661.973426640092,6361.27,4.21,42
92,300502.SZ,,2025-03-03,2025-05-08,TAKE_PROFIT_DYN,2,4900,108126.69165144005,0.0,27.76,44
93,688981.SH,,2025-05-12,2025-06-23,TAKE_PROFIT_DYN,2,4600,-3890.2666136400076,0.0,-0.99,29
94,688256.SH,,2025-05-28,2025-06-26,TAKE_PROFIT_DYN,1,300,3118.971849840047,0.0,1.68,20
95,600519.SH,,2025-06-16,2025-07-09,TAKE_PROFIT_DYN,1,100,3699.383993119991,2213.84,2.64,17
96,300308.SZ,,2025-10-15,2025-10-24,TAKE_PROFIT_DYN,1,500,62662.78515420004,0.0,36.28,7
97,002460.SZ,,2025-11-25,2025-12-19,TAKE_PROFIT_DYN,1,3300,16442.88966936001,0.0,8.43,18
98,601138.SH,,2025-11-25,2025-12-25,TAKE_PROFIT_DYN,1,3500,36369.22877280001,0.0,18.41,22
99,300502.SZ,,2026-01-13,2026-02-02,TAKE_PROFIT_DYN,1,500,35345.03866740002,0.0,18.33,14
100,300750.SZ,,2025-11-24,2026-02-06,TAKE_PROFIT_DYN,4,2000,7336.446697800071,0.0,1.02,52
101,300308.SZ,,2026-02-09,2026-03-18,TAKE_PROFIT_DYN,1,300,4487.014913040039,0.0,2.66,21
102,002475.SZ,,2026-01-09,2026-03-26,TAKE_PROFIT_DYN,5,19200,8573.683492440148,1464.82,0.87,48
103,688256.SH,,2026-02-04,2026-04-07,TAKE_PROFIT_DYN,3,400,45025.67651274009,0.0,10.93,37
104,601899.SH,,2026-03-20,2026-04-15,TAKE_PROFIT_DYN,2,12500,49074.12763110007,0.0,12.36,17
105,603986.SH,,2026-04-01,2026-04-17,TAKE_PROFIT_DYN,1,700,30776.417733600043,0.0,17.56,11
106,300274.SZ,,2026-04-08,2026-05-11,TAKE_PROFIT_DYN,1,1600,29409.33593664001,0.0,14.74,20
107,300274.SZ,,2026-07-02,2026-08-11,TAKE_PROFIT_DYN,2,2900,-34263.844876799965,0.0,-9.05,28
108,600487.SH,,2026-07-07,2026-08-17,TAKE_PROFIT_DYN,2,4800,-77680.87094987993,0.0,-19.89,29
109,688525.SH,,2026-07-16,2026-08-25,FINAL_SETTLE,2,1300,-71016.53428584,0.0,-19.37,28
110,600276.SH,,2026-08-21,2026-08-25,FINAL_SETTLE,2,8300,-9625.774603499915,0.0,-2.44,2
111,688256.SH,,2026-08-25,2026-08-25,FINAL_SETTLE,1,200,7495.974192960042,0.0,3.86,0
