early_exit_pct,total_return_pct,cagr_pct,maxdd_pct,sharpe,trades,win_rate_pct,stock_pnl,div_total
0.1,81.73342055198978,9.510232952154741,-31.78902473687839,0.5027438900471366,98,72.44897959183673,713233.51,62135.41
0.2,118.97479062755343,12.659274926547592,-27.28245637035151,0.620922242005744,100,73.0,794402.25,49664.93
0.3,105.49157024852693,11.575679990342547,-30.515594085994064,0.5660345276973724,100,70.0,748899.41,44365.81
0.5,148.52424720523345,14.849065584532607,-26.6323643826953,0.7108978182896765,106,73.58490566037736,1258062.38,38536.13
0.75,185.3980050247578,17.29101082827118,-23.348935459213774,0.828658251240487,112,74.10714285714286,1232034.03,44246.53
1.0,172.17272965384137,16.447704167144895,-24.738516347524627,0.8381738165599353,114,74.56140350877193,1286878.91,35218.61
1.5,239.9615445900439,20.45353577707956,-24.566625600516446,0.9857477239329648,128,78.125,1340211.75,36570.59
2.0,96.87266088429038,10.850985027630333,-37.16536205862441,0.5386360587713981,126,73.01587301587301,502901.18,72402.07
