round,ts_code,name,entry_date,exit_date,exit_type,levels_used,shares,pnl,div_income,return_pct,hold_days
68,000977.SZ,,2024-05-29,2024-07-09,TAKE_PROFIT_DYN,1,5400,9285.010450920032,561.6,4.65,28
69,000625.SZ,,2024-05-07,2024-07-10,TAKE_PROFIT_DYN,2,28300,10389.019097540062,3649.52,2.61,45
70,603019.SH,,2024-03-28,2024-07-16,TAKE_PROFIT_DYN,2,9000,-11026.742521919834,1295.4,-2.77,72
71,601919.SH,,2024-07-15,2024-09-20,TAKE_PROFIT_DYN,3,36800,5025.1633185601095,0.0,1.07,47
72,601138.SH,,2024-07-19,2024-09-24,TAKE_PROFIT_DYN,3,27100,-37951.8976502798,7702.4,-6.35,45
73,601899.SH,,2024-07-24,2024-09-25,TAKE_PROFIT_DYN,3,38400,54147.63044604007,1992.0,9.06,43
74,600150.SH,,2024-09-23,2024-12-18,TAKE_PROFIT_DYN,2,11500,25090.741219500138,0.0,6.37,57
75,600418.SH,,2024-11-28,2025-01-22,TAKE_PROFIT_DYN,1,5700,37812.495896999986,0.0,19.17,38
76,600030.SH,,2025-01-02,2025-02-07,TAKE_PROFIT_DYN,2,14200,-541.012530959968,0.0,-0.14,20
77,300059.SZ,,2025-01-03,2025-02-07,TAKE_PROFIT_DYN,2,17100,21656.18963772006,0.0,5.44,19
78,000063.SZ,,2025-03-04,2025-05-07,TAKE_PROFIT_DYN,2,11500,13709.531445899978,6015.75,3.66,42
79,300308.SZ,,2025-02-06,2025-05-08,TAKE_PROFIT_DYN,4,9100,43353.337727699894,0.0,5.6,61
80,300502.SZ,,2025-03-03,2025-05-08,TAKE_PROFIT_DYN,2,4900,111403.91606651997,0.0,28.6,44
81,688981.SH,,2025-05-12,2025-06-23,TAKE_PROFIT_DYN,2,4600,-1318.79841588001,0.0,-0.34,29
82,688256.SH,,2025-05-28,2025-06-26,TAKE_PROFIT_DYN,1,300,4349.802706920047,0.0,2.35,20
83,600519.SH,,2025-06-16,2025-07-09,TAKE_PROFIT_DYN,1,100,4627.747899919981,2213.84,3.3,17
84,300308.SZ,,2025-10-15,2025-10-24,TAKE_PROFIT_DYN,1,500,64205.06712840003,0.0,37.17,7
85,002460.SZ,,2025-11-25,2025-12-19,TAKE_PROFIT_DYN,1,3300,17826.451362719992,0.0,9.14,18
86,601138.SH,,2025-11-25,2025-12-25,TAKE_PROFIT_DYN,1,3500,37906.519543200004,0.0,19.19,22
87,300502.SZ,,2026-01-13,2026-02-02,TAKE_PROFIT_DYN,1,500,35345.03866740002,0.0,18.33,14
88,300750.SZ,,2025-11-24,2026-02-06,TAKE_PROFIT_DYN,4,2000,12108.037530599977,0.0,1.68,52
89,300308.SZ,,2026-02-09,2026-03-18,TAKE_PROFIT_DYN,1,300,5619.019934880023,0.0,3.33,21
90,002475.SZ,,2026-01-09,2026-04-08,TAKE_PROFIT_DYN,5,19200,15473.523625560105,1464.82,1.57,56
91,688256.SH,,2026-02-04,2026-04-08,TAKE_PROFIT_DYN,3,400,51051.05774010002,0.0,12.4,38
92,601899.SH,,2026-03-20,2026-04-15,TAKE_PROFIT_DYN,2,12500,49074.12763110007,0.0,12.36,17
93,300274.SZ,,2026-07-02,2026-08-11,TAKE_PROFIT_DYN,2,2900,-32005.824277680018,0.0,-8.45,28
94,600487.SH,,2026-07-07,2026-08-18,TAKE_PROFIT_DYN,2,4800,-69487.31079179992,0.0,-17.79,30
95,688525.SH,,2026-07-16,2026-08-25,FINAL_SETTLE,2,1300,-71016.53428584,0.0,-19.37,28
96,600276.SH,,2026-08-21,2026-08-25,FINAL_SETTLE,2,8300,-9625.774603499915,0.0,-2.44,2
97,688256.SH,,2026-08-25,2026-08-25,FINAL_SETTLE,1,200,7495.974192960042,0.0,3.86,0
