date,ts_code,name,event_type,shares_before,shares_change,shares_after,cash_before,cash_change,cash_after,price,fee,reason
2023-05-23,600809.SH,,BUY,0,900,900,543995.08,-199150.67,344844.41,221.22099999999998,51.77,initial entry
2023-05-25,600809.SH,,BUY_ADD,900,900,1800,344844.41,-193626.71,151217.7,215.08486999999997,50.33,level 2
2023-06-16,600519.SH,,SELL,100,-100,0,151217.7,176397.66,327615.36,1766.20203,222.54,TAKE_PROFIT_DYN
2023-06-19,300014.SZ,,DIVIDEND,14700,0,14700,327615.36,2116.8,329732.16,,0.0,cash_div=1.6/10 pretax=2352.0
2023-06-26,600809.SH,,DIVIDEND,1800,0,1800,329732.16,5378.4,335110.56,,0.0,cash_div=33.2/10 pretax=5976.0
2023-06-27,600809.SH,,BUY_ADD,1800,1000,2800,335110.56,-195736.37,139374.2,195.68549,50.88,level 3
2023-06-27,300418.SZ,,BUY,0,3100,3100,139374.2,-138123.85,1250.34,44.54449999999999,35.9,initial entry
2023-07-25,600809.SH,,SELL,2800,-2800,0,1250.34,627431.59,628681.93,224.36541,791.56,TAKE_PROFIT_DYN
2023-08-01,600276.SH,,BUY,0,4500,4500,628681.93,-199646.29,429035.64,44.35431,51.89,initial entry
2023-08-03,600276.SH,,BUY_ADD,4500,4700,9200,429035.64,-196942.89,232092.75,41.89185,51.19,level 2
2023-08-07,600276.SH,,BUY_ADD,9200,4900,14100,232092.75,-199485.09,32607.67,40.70065999999999,51.85,level 3
2023-08-14,300418.SZ,,SELL,3100,-3100,0,32607.67,123008.53,155616.19,39.730230000000006,155.19,TAKE_PROFIT_DYN
2023-08-15,002594.SZ,,BUY,0,600,600,155616.19,-147677.88,7938.31,246.06581999999997,38.39,initial entry
2023-08-28,600276.SH,,SELL,14100,-14100,0,7938.31,609455.93,617394.25,43.2567,463.54,TAKE_PROFIT_DYN
2023-09-08,002475.SZ,,BUY,0,6700,6700,617394.25,-197899.09,419495.16,29.529499999999995,51.44,initial entry
2023-09-27,002594.SZ,,BUY_ADD,600,800,1400,419495.16,-191529.07,227966.08,239.34911,49.78,level 2
2023-10-11,002475.SZ,,SELL,6700,-6700,0,227966.08,211213.77,439179.85,31.54842,160.64,TAKE_PROFIT_DYN
2023-10-16,600519.SH,,BUY,0,100,100,439179.85,-175318.67,263861.18,1752.7309799999998,45.57,initial entry
2023-10-18,600519.SH,,BUY_ADD,100,100,200,263861.18,-172096.61,91764.57,1720.5187999999998,44.73,level 2
2023-11-06,300014.SZ,,SELL,14700,-14700,0,91764.57,704211.94,795976.51,47.94201,535.61,TAKE_PROFIT_DYN
2023-11-10,601318.SH,,BUY,0,4600,4600,795976.51,-197588.7,598387.81,42.942899999999995,51.36,initial entry
2023-11-14,601318.SH,,BUY_ADD,4600,4600,9200,598387.81,-195976.67,402411.14,42.592549999999996,50.94,level 2
2023-11-23,002594.SZ,,BUY_ADD,1400,800,2200,402411.14,-184632.39,217778.75,230.73049999999998,47.99,level 3
2023-11-27,002594.SZ,,BUY_ADD,2200,900,3100,217778.75,-191040.46,26738.29,212.212,49.66,level 4
2023-11-29,002594.SZ,,BUY_ADD,3100,100,3200,26738.29,-21014.45,5723.84,210.08987999999997,5.46,level 5
2023-12-06,601318.SH,,BUY_ADD,9200,100,9300,5723.84,-3958.99,1764.85,39.5395,5.04,level 3
2023-12-29,600519.SH,,SELL,200,-200,0,1764.85,346974.51,348739.36,1736.19207,263.9,TAKE_PROFIT_DYN
2024-01-04,002230.SZ,,BUY,0,4600,4600,348739.36,-198049.28,150690.08,43.04299999999999,51.48,initial entry
2024-01-08,002230.SZ,,BUY_ADD,4600,3600,8200,150690.08,-147137.2,3552.88,40.86082,38.25,level 2
2024-01-25,601318.SH,,SELL,9300,-9300,0,3552.88,378308.29,381861.18,40.70925,287.73,TAKE_PROFIT_DYN
2024-01-30,601012.SH,,BUY,0,9800,9800,381861.18,-198896.35,182964.83,20.290269999999996,51.7,initial entry
2024-02-01,601012.SH,,BUY_ADD,9800,9500,19300,182964.83,-181583.55,1381.28,19.10909,47.2,level 2
2024-02-08,002230.SZ,,SELL,8200,-8200,0,1381.28,356236.19,357617.47,43.47648,270.95,TAKE_PROFIT_DYN
2024-03-12,002594.SZ,,SELL,3200,-3200,0,357617.47,642068.46,999685.92,200.799,488.34,TAKE_PROFIT_DYN
2024-03-12,601012.SH,,SELL,19300,-19300,0,999685.92,431366.78,1431052.71,22.36761,328.09,TAKE_PROFIT_DYN
2024-03-25,601318.SH,,BUY,0,4900,4900,1431052.71,-198454.79,1232597.92,40.490449999999996,51.58,initial entry
