round,ts_code,name,entry_date,exit_date,exit_type,levels_used,shares,pnl,div_income,return_pct,hold_days
0,601318.SH,,2020-03-02,2020-03-05,TAKE_PROFIT_DYN,1,2500,8490.199392000068,0.0,4.33,3
1,601318.SH,,2020-03-13,2020-04-10,TAKE_PROFIT_DYN,2,5200,684.7065693000914,0.0,0.18,19
2,300750.SZ,,2020-03-02,2020-04-14,TAKE_PROFIT_DYN,3,4400,-24394.688037720043,0.0,-4.24,30
3,000725.SZ,,2020-03-17,2020-05-11,TAKE_PROFIT_DYN,2,57100,23081.587712460052,0.0,11.49,35
4,002714.SZ,,2020-05-12,2020-06-02,TAKE_PROFIT_DYN,1,1700,12081.130219260027,0.0,6.15,15
5,000063.SZ,,2020-05-26,2020-06-16,TAKE_PROFIT_DYN,1,5300,12206.932357320038,0.0,6.17,15
6,002415.SZ,,2020-05-26,2020-06-17,TAKE_PROFIT_DYN,1,7100,13193.72107540004,3976.0,6.63,16
7,600703.SH,,2020-06-16,2020-07-06,TAKE_PROFIT_DYN,1,8700,26211.97140120002,0.0,13.22,12
8,600030.SH,,2020-09-08,2020-10-09,TAKE_PROFIT_DYN,1,6600,3255.4546596000437,0.0,1.64,17
9,002456.SZ,,2020-09-02,2020-10-12,TAKE_PROFIT_DYN,4,49300,-29262.233258639928,0.0,-3.73,22
10,600745.SH,,2020-09-09,2020-10-13,TAKE_PROFIT_DYN,1,1600,4096.618847999984,0.0,2.08,18
11,300136.SZ,,2020-10-13,2020-11-09,TAKE_PROFIT_DYN,2,7800,6617.398535280023,0.0,1.67,19
12,600030.SH,,2020-10-27,2020-11-23,TAKE_PROFIT_DYN,2,13800,12382.498643040017,0.0,3.13,19
13,000661.SZ,,2020-10-26,2020-11-30,TAKE_PROFIT_DYN,1,600,26396.483761440002,0.0,13.52,25
14,300122.SZ,,2020-11-12,2020-12-07,TAKE_PROFIT_DYN,2,3000,46443.863332440145,0.0,12.16,17
15,002475.SZ,,2020-12-15,2020-12-16,TAKE_PROFIT_DYN,1,4000,11434.082601600036,0.0,5.75,1
16,000651.SZ,,2020-12-10,2021-01-05,TAKE_PROFIT_DYN,2,6300,10511.813041380083,0.0,2.69,17
17,688981.SH,,2020-12-17,2021-01-08,TAKE_PROFIT_DYN,2,7300,54862.54311402002,0.0,13.9,15
18,300750.SZ,,2021-02-01,2021-02-09,TAKE_PROFIT_DYN,1,500,28413.16716600003,0.0,16.08,6
19,601318.SH,,2021-01-29,2021-02-24,TAKE_PROFIT_DYN,3,7400,43539.83315460023,0.0,7.4,13
20,300059.SZ,,2021-02-23,2021-04-02,TAKE_PROFIT_DYN,2,12400,-42172.103122199944,0.0,-10.63,28
21,002475.SZ,,2021-01-29,2021-04-19,TAKE_PROFIT_DYN,4,14300,-142754.83809444006,0.0,-22.02,50
22,002594.SZ,,2021-02-25,2021-04-19,TAKE_PROFIT_DYN,2,1800,-61762.12005653995,0.0,-16.45,36
23,002352.SZ,,2021-04-13,2021-05-17,TAKE_PROFIT_DYN,2,5500,-492.51228179992177,1452.0,-0.14,21
24,002594.SZ,,2021-05-06,2021-05-20,TAKE_PROFIT_DYN,2,2500,66889.0735749001,0.0,17.79,10
25,600519.SH,,2021-05-07,2021-05-25,TAKE_PROFIT_DYN,2,200,38701.677241440164,0.0,10.06,12
26,000661.SZ,,2021-05-25,2021-07-19,TAKE_PROFIT_DYN,2,800,-14545.20472992002,0.0,-4.32,38
27,000651.SZ,,2021-05-26,2021-08-24,TAKE_PROFIT_DYN,3,7700,-43388.2391550999,19710.0,-10.5,63
28,601919.SH,,2021-07-26,2021-08-30,TAKE_PROFIT_DYN,1,100,264.63899381000056,0.0,13.73,25
29,002714.SZ,,2021-05-25,2021-09-27,TAKE_PROFIT_DYN,5,15480,-144061.5437864398,2571.36,-16.53,86
30,000858.SZ,,2021-09-17,2021-09-27,TAKE_PROFIT_DYN,2,1700,28777.579812900047,0.0,8.65,4
31,600111.SH,,2021-09-30,2021-10-25,TAKE_PROFIT_DYN,1,4600,39009.40837740002,0.0,19.85,12
32,002466.SZ,,2021-09-23,2021-11-08,TAKE_PROFIT_DYN,2,2100,13516.485172720044,0.0,6.59,27
33,601919.SH,,2021-09-29,2021-11-29,TAKE_PROFIT_DYN,2,24700,499.7811265201308,0.0,0.13,38
34,600030.SH,,2021-11-17,2021-12-06,TAKE_PROFIT_DYN,1,8300,11557.897530839982,0.0,5.82,13
35,000651.SZ,,2021-10-28,2021-12-07,TAKE_PROFIT_DYN,2,11100,4250.586935520114,0.0,1.08,28
36,300750.SZ,,2021-12-21,2022-01-28,TAKE_PROFIT_DYN,2,600,4716.564629760105,0.0,1.33,27
37,002594.SZ,,2021-12-17,2022-02-23,TAKE_PROFIT_DYN,3,2200,-27773.523470879998,0.0,-4.78,42
38,601012.SH,,2021-12-02,2022-02-28,TAKE_PROFIT_DYN,3,7400,-15923.622934079845,0.0,-2.73,56
39,600519.SH,,2022-02-25,2022-04-01,TAKE_PROFIT_DYN,2,200,1731.3049753200612,0.0,0.49,25
40,000858.SZ,,2022-02-08,2022-04-14,TAKE_PROFIT_DYN,3,2300,-15705.32036238996,0.0,-3.88,45
41,601012.SH,,2022-04-07,2022-05-11,TAKE_PROFIT_DYN,1,2900,11973.749879520095,0.0,6.02,21
42,300014.SZ,,2022-03-04,2022-06-01,TAKE_PROFIT_DYN,2,4600,36964.46073366015,0.0,10.48,58
43,002415.SZ,,2022-05-16,2022-06-06,TAKE_PROFIT_DYN,1,6200,16136.0766,4464.0,8.1,14
44,300122.SZ,,2022-04-15,2022-06-15,TAKE_PROFIT_DYN,4,5100,-89965.92823171976,0.0,-15.87,39
45,002241.SZ,,2022-06-24,2022-07-29,TAKE_PROFIT_DYN,1,6200,3690.3965785200126,0.0,1.85,25
46,002594.SZ,,2022-07-13,2022-08-17,TAKE_PROFIT_DYN,1,600,11197.265540759981,50.4,6.03,25
47,002466.SZ,,2022-08-22,2022-08-23,TAKE_PROFIT_DYN,1,1700,19787.7956481,0.0,10.68,1
48,600036.SH,,2022-07-14,2022-08-31,TAKE_PROFIT_DYN,3,15200,-15447.684750559914,6453.28,-2.87,34
49,000858.SZ,,2022-08-01,2022-09-27,TAKE_PROFIT_DYN,3,2300,-29831.35581038997,0.0,-7.33,40
50,002594.SZ,,2022-09-01,2022-10-18,TAKE_PROFIT_DYN,3,2100,19476.32735286001,0.0,3.45,27
51,002271.SZ,,2022-08-24,2022-11-02,TAKE_PROFIT_DYN,2,10900,-22493.246882759966,0.0,-7.09,44
52,603799.SH,,2022-09-30,2022-11-04,TAKE_PROFIT_DYN,1,3000,-5719.782740399969,0.0,-2.91,20
53,600519.SH,,2022-10-20,2022-11-29,TAKE_PROFIT_DYN,3,300,24402.7281319201,0.0,5.43,28
54,002241.SZ,,2022-11-14,2022-12-19,TAKE_PROFIT_DYN,1,11800,14958.453322440037,0.0,7.51,25
55,300274.SZ,,2022-12-07,2022-12-30,TAKE_PROFIT_DYN,2,3800,36599.78688282007,0.0,9.38,17
56,002812.SZ,,2022-11-24,2023-01-06,TAKE_PROFIT_DYN,3,4500,58170.03406470013,0.0,10.03,30
57,601012.SH,,2022-12-23,2023-01-16,TAKE_PROFIT_DYN,1,4900,19449.227936879994,0.0,9.86,15
58,002709.SZ,,2023-01-03,2023-01-30,TAKE_PROFIT_DYN,2,9100,52254.26799138007,0.0,13.24,14
59,300014.SZ,,2023-01-12,2023-01-30,TAKE_PROFIT_DYN,1,2300,12870.52840818005,0.0,6.54,7
