round,ts_code,name,entry_date,exit_date,exit_type,levels_used,shares,pnl,div_income,return_pct,hold_days
60,300750.SZ,,2023-02-20,2023-03-31,TAKE_PROFIT_DYN,3,1300,8037.410518800083,0.0,1.55,29
61,300059.SZ,,2023-03-08,2023-04-03,TAKE_PROFIT_DYN,2,10800,3425.8627831900376,0.0,1.59,18
62,300014.SZ,,2023-02-21,2023-04-10,TAKE_PROFIT_DYN,3,8500,1500.3289339200128,0.0,0.25,33
63,600036.SH,,2023-04-28,2023-05-08,TAKE_PROFIT_DYN,1,6100,16222.913173080015,0.0,8.18,3
64,000858.SZ,,2023-04-11,2023-05-22,TAKE_PROFIT_DYN,2,2100,-17368.35732575995,0.0,-4.59,26
65,600519.SH,,2023-04-13,2023-05-22,TAKE_PROFIT_DYN,1,100,4210.410908160033,0.0,2.49,24
66,688981.SH,,2023-05-10,2023-06-05,TAKE_PROFIT_DYN,1,3800,11964.500899920036,0.0,6.02,18
67,600809.SH,,2023-05-23,2023-06-16,TAKE_PROFIT_DYN,2,1800,2543.67249858001,0.0,0.65,18
68,300750.SZ,,2023-06-08,2023-06-16,TAKE_PROFIT_DYN,1,900,16612.066804500035,0.0,8.66,6
69,300059.SZ,,2023-05-30,2023-07-20,TAKE_PROFIT_DYN,2,27900,2911.7481795000494,0.0,0.73,35
70,600570.SH,,2023-07-12,2023-08-04,TAKE_PROFIT_DYN,1,5300,25211.93927220002,0.0,12.67,17
71,300418.SZ,,2023-06-27,2023-08-14,TAKE_PROFIT_DYN,2,9200,-35284.46959079988,0.0,-8.98,34
72,300308.SZ,,2023-07-21,2023-09-28,TAKE_PROFIT_DYN,3,5200,29549.64198186004,0.0,5.07,49
73,000063.SZ,,2023-08-08,2023-10-11,TAKE_PROFIT_DYN,1,5200,-19487.271941279963,0.0,-9.92,40
74,002594.SZ,,2023-08-15,2023-10-18,TAKE_PROFIT_DYN,3,2400,9056.416216320009,0.0,1.55,40
75,600519.SH,,2023-10-16,2023-11-01,TAKE_PROFIT_DYN,3,300,43402.916925720056,0.0,8.5,12
76,300750.SZ,,2023-10-17,2023-11-06,TAKE_PROFIT_DYN,1,1000,9262.541633400018,0.0,4.99,14
77,000977.SZ,,2023-10-20,2023-11-09,TAKE_PROFIT_DYN,2,13300,67466.92926204001,0.0,17.08,14
78,601012.SH,,2023-11-03,2023-12-28,TAKE_PROFIT_DYN,3,27300,-19862.543380679912,0.0,-3.33,39
79,601318.SH,,2023-11-10,2023-12-28,TAKE_PROFIT_DYN,3,9500,-26859.513194299943,0.0,-6.62,34
80,002594.SZ,,2023-11-27,2024-01-09,TAKE_PROFIT_DYN,3,2600,-33350.857871759916,0.0,-6.17,30
81,002230.SZ,,2024-01-04,2024-01-30,TAKE_PROFIT_DYN,2,9400,8130.689883360115,0.0,2.06,18
82,000625.SZ,,2024-01-05,2024-02-23,TAKE_PROFIT_DYN,3,44900,58963.47177402,0.0,9.84,29
83,000661.SZ,,2024-01-15,2024-02-28,TAKE_PROFIT_DYN,2,3100,12443.338306080084,0.0,3.22,26
84,603259.SH,,2024-01-31,2024-03-04,TAKE_PROFIT_DYN,2,7700,55889.31785975996,0.0,14.21,17
85,601318.SH,,2024-03-25,2024-04-25,TAKE_PROFIT_DYN,2,10100,21036.14811342,0.0,5.32,21
86,603019.SH,,2024-03-28,2024-05-06,TAKE_PROFIT_DYN,1,4200,4934.39290344005,0.0,2.48,22
87,000628.SZ,,2024-04-01,2024-05-20,TAKE_PROFIT_DYN,3,8700,-145064.7733530599,0.0,-24.49,30
88,000625.SZ,,2024-05-07,2024-06-18,TAKE_PROFIT_DYN,2,28300,8411.504151980043,3649.52,2.11,29
89,000977.SZ,,2024-05-29,2024-06-19,TAKE_PROFIT_DYN,1,5400,9855.415472759982,0.0,4.94,14
90,600519.SH,,2024-07-09,2024-07-17,TAKE_PROFIT_DYN,1,100,6906.304104480048,0.0,4.86,6
91,300059.SZ,,2024-07-01,2024-07-26,TAKE_PROFIT_DYN,2,38400,6502.990903200116,0.0,1.63,19
92,002466.SZ,,2024-04-26,2024-08-05,TAKE_PROFIT_DYN,4,23600,-85539.33576863992,12150.0,-10.78,67
93,600519.SH,,2024-07-31,2024-08-19,TAKE_PROFIT_DYN,1,100,5851.349705520028,0.0,4.26,13
94,002475.SZ,,2024-08-06,2024-08-30,TAKE_PROFIT_DYN,1,5600,12704.276249280025,0.0,6.38,18
95,000063.SZ,,2024-08-23,2024-09-23,TAKE_PROFIT_DYN,1,8300,3458.3607709200005,0.0,1.73,19
96,601138.SH,,2024-07-19,2024-09-24,TAKE_PROFIT_DYN,4,38100,-28241.25124371983,7702.4,-3.54,45
97,601899.SH,,2024-09-05,2024-09-24,TAKE_PROFIT_DYN,2,27500,55191.11808870011,0.0,13.82,11
98,600418.SH,,2024-11-28,2025-01-20,TAKE_PROFIT_DYN,1,5700,30074.13352548005,0.0,15.25,36
99,600030.SH,,2025-01-02,2025-02-06,TAKE_PROFIT_DYN,2,14200,-7912.022302799975,0.0,-2.0,19
100,300059.SZ,,2025-01-03,2025-02-07,TAKE_PROFIT_DYN,2,17100,13633.328649600036,0.0,3.42,19
101,300502.SZ,,2025-03-03,2025-04-02,TAKE_PROFIT_DYN,1,2000,8523.66822120003,0.0,4.43,22
102,300308.SZ,,2025-02-06,2025-05-07,TAKE_PROFIT_DYN,4,9100,31634.98944606015,0.0,4.08,60
103,000063.SZ,,2025-03-04,2025-05-07,TAKE_PROFIT_DYN,2,12200,16661.973426640092,6361.27,4.21,42
104,002475.SZ,,2025-04-03,2025-05-07,TAKE_PROFIT_DYN,2,7900,-14060.02485293994,0.0,-5.21,20
105,688981.SH,,2025-05-12,2025-06-23,TAKE_PROFIT_DYN,2,4600,-8757.688559400034,0.0,-2.24,29
106,688256.SH,,2025-05-28,2025-06-26,TAKE_PROFIT_DYN,1,300,744.1570818000473,0.0,0.4,20
107,600519.SH,,2025-06-16,2025-07-04,TAKE_PROFIT_DYN,1,100,4614.7707700399915,2213.84,3.29,14
108,300308.SZ,,2025-10-15,2025-10-21,TAKE_PROFIT_DYN,1,500,51866.81133480003,0.0,30.03,4
109,300750.SZ,,2025-11-24,2025-12-11,TAKE_PROFIT_DYN,1,500,10151.770008599997,0.0,5.42,13
110,002460.SZ,,2025-11-25,2025-12-18,TAKE_PROFIT_DYN,1,3300,14927.56019568001,0.0,7.65,17
111,601138.SH,,2025-11-25,2025-12-24,TAKE_PROFIT_DYN,1,3500,31477.84904880004,0.0,15.94,21
112,002475.SZ,,2026-01-09,2026-01-16,TAKE_PROFIT_DYN,2,7200,37015.282093680056,0.0,9.42,5
113,300502.SZ,,2026-01-13,2026-01-30,TAKE_PROFIT_DYN,1,500,17027.32072140003,0.0,8.83,13
114,300750.SZ,,2026-01-20,2026-02-04,TAKE_PROFIT_DYN,1,500,6324.51031740004,0.0,3.61,11
115,300274.SZ,,2025-12-17,2026-03-03,TAKE_PROFIT_DYN,3,3700,-11324.283858360024,0.0,-1.92,46
116,300308.SZ,,2026-02-09,2026-03-17,TAKE_PROFIT_DYN,1,300,2555.419042440015,0.0,1.52,20
117,688256.SH,,2026-02-04,2026-04-07,TAKE_PROFIT_DYN,3,400,39271.81677210011,0.0,9.54,37
118,601899.SH,,2026-03-17,2026-04-15,TAKE_PROFIT_DYN,3,18200,54280.15617024014,0.0,9.12,20
119,300059.SZ,,2026-03-23,2026-04-22,TAKE_PROFIT_DYN,2,20600,20047.053215620166,1648.0,5.02,21
120,300274.SZ,,2026-04-08,2026-05-06,TAKE_PROFIT_DYN,1,1600,26055.24698303998,0.0,13.06,17
121,300274.SZ,,2026-07-02,2026-08-11,TAKE_PROFIT_DYN,2,2900,-38577.24320075993,0.0,-10.19,28
122,600487.SH,,2026-07-07,2026-08-17,TAKE_PROFIT_DYN,2,4800,-81609.94658123993,0.0,-20.9,29
123,688525.SH,,2026-07-16,2026-08-18,TAKE_PROFIT_DYN,2,1300,-26271.390459599963,0.0,-7.17,23
124,600276.SH,,2026-08-21,2026-08-25,FINAL_SETTLE,2,8300,-9625.774603499915,0.0,-2.44,2
125,688256.SH,,2026-08-25,2026-08-25,FINAL_SETTLE,1,200,7495.974192960042,0.0,3.86,0
