date,ts_code,name,event_type,shares_before,shares_change,shares_after,cash_before,cash_change,cash_after,price,fee,reason
2020-06-04,002714.SZ,,SPLIT,1700,1190,2890,5146.92,0.0,5146.92,,0.0,song=0.0/10 zhuan=7.0/10
2020-06-04,ETF,ETF,ETF_BUY,0,0,0,6081.92,-1041.03,5040.88,2.07,5.0,rebalance
2020-06-18,002714.SZ,,TAX_SETTLE,2890,0,2890,5040.88,-93.5,4947.38,,0.0,div tax settlement FIFO rate=93.5
2020-06-18,002714.SZ,,SELL,2890,-2890,0,5040.88,208669.89,213710.77,72.3276,263.37,TAKE_PROFIT_DYN
2020-06-18,000063.SZ,,SELL,5300,-5300,0,213710.77,213900.76,427611.53,40.40955,269.85,TAKE_PROFIT_DYN
2020-06-18,002415.SZ,,TAX_SETTLE,7100,0,7100,427611.53,-994.0,426617.53,,0.0,div tax settlement FIFO rate=994.0
2020-06-18,002415.SZ,,SELL,7100,-7100,0,427611.53,211737.41,639348.94,29.99997,268.38,TAKE_PROFIT_DYN
2020-06-22,ETF,ETF,ETF_BUY,0,0,0,639348.94,-634342.9,5006.04,2.049,158.55,rebalance
2020-09-02,ETF,ETF,ETF_SELL,0,0,0,5006.04,198685.78,203691.82,2.324,49.68,ensure_cash
2020-09-02,002456.SZ,,BUY,0,11700,11700,203691.82,-198799.22,4892.6,16.986969999999996,51.67,initial entry
2020-09-04,ETF,ETF,ETF_SELL,0,0,0,4892.6,198931.07,203823.67,2.3,49.75,ensure_cash
2020-09-04,002456.SZ,,BUY_ADD,11700,12300,24000,203823.67,-199264.81,4558.87,16.19618,51.8,level 2
2020-09-08,ETF,ETF,ETF_SELL,0,0,0,4558.87,199156.59,203715.46,2.238,49.8,ensure_cash
2020-09-08,002456.SZ,,BUY_ADD,24000,12700,36700,203715.46,-199768.44,3947.01,15.72571,51.93,level 3
2020-09-08,ETF,ETF,ETF_SELL,0,0,0,3947.01,199827.15,203774.17,2.238,49.97,ensure_cash
2020-09-08,600030.SH,,BUY,0,6600,6600,203774.17,-197919.12,5855.05,29.979949999999995,51.45,initial entry
2020-09-09,ETF,ETF,ETF_SELL,0,0,0,5855.05,197796.99,203652.05,2.155,49.46,ensure_cash
2020-09-09,600745.SH,,BUY,0,1600,1600,203652.05,-197048.02,6604.03,123.12299999999999,51.22,initial entry
2020-09-10,ETF,ETF,ETF_SELL,0,0,0,6604.03,197109.85,203713.88,2.215,49.29,ensure_cash
2020-09-10,002456.SZ,,BUY_ADD,36700,13400,50100,203713.88,-198838.27,4875.61,14.834819999999999,51.68,level 4
2020-09-11,ETF,ETF,ETF_SELL,0,0,0,4875.61,6050.94,10926.55,2.165,5.0,ensure_cash
2020-09-11,ETF,ETF,ETF_BUY,0,0,0,10926.55,-5877.97,5048.58,2.173,5.0,rebalance
2020-10-12,600030.SH,,SELL,6600,-6600,0,5048.58,203940.31,208988.89,30.939030000000002,257.29,TAKE_PROFIT_DYN
2020-10-12,ETF,ETF,ETF_BUY,0,0,0,208988.89,-3981.57,205007.32,2.207,5.0,rebalance
2020-10-13,300136.SZ,,BUY,0,3800,3800,205007.32,-197468.55,7538.77,51.951899999999995,51.33,initial entry
2020-10-13,ETF,ETF,ETF_BUY,0,0,0,7538.77,-2474.77,5064.0,2.243,5.0,rebalance
2020-10-16,ETF,ETF,ETF_SELL,0,0,0,5064.0,12330.65,17394.65,2.205,5.0,ensure_cash
2020-10-16,300136.SZ,,BUY_ADD,3800,300,4100,17394.65,-14906.04,2488.62,49.669619999999995,5.15,level 2
2020-10-28,002456.SZ,,SELL,50100,-50100,0,2488.62,796790.18,799278.8,15.924059999999999,1005.22,TAKE_PROFIT_DYN
2020-11-02,ETF,ETF,ETF_BUY,0,0,0,799278.8,-794276.6,5002.2,2.068,198.52,rebalance
2020-11-09,300136.SZ,,SELL,4100,-4100,0,5002.2,215418.32,220420.52,52.60734,271.77,TAKE_PROFIT_DYN
2020-11-09,ETF,ETF,ETF_BUY,0,0,0,220420.52,-215301.85,5118.68,2.21,53.81,rebalance
2020-11-12,ETF,ETF,ETF_SELL,0,0,0,5118.68,198658.42,203777.09,2.215,49.68,ensure_cash
2020-11-12,300122.SZ,,BUY,0,1400,1400,203777.09,-188943.82,14833.27,134.92478999999997,49.11,initial entry
2020-11-12,ETF,ETF,ETF_BUY,0,0,0,14833.27,-9756.34,5076.93,2.214,5.0,rebalance
2020-11-16,ETF,ETF,ETF_SELL,0,0,0,5076.93,198577.52,203654.45,2.234,49.66,ensure_cash
2020-11-16,601012.SH,,BUY,0,2900,2900,203654.45,-193644.74,10009.71,66.75668999999999,50.33,initial entry
2020-11-16,ETF,ETF,ETF_BUY,0,0,0,10009.71,-4942.33,5067.38,2.242,5.0,rebalance
2020-11-18,ETF,ETF,ETF_SELL,0,0,0,5067.38,198800.94,203868.32,2.229,49.71,ensure_cash
2020-11-18,300122.SZ,,BUY_ADD,1400,1600,3000,203868.32,-192882.78,10985.54,120.5204,50.14,level 2
2020-11-18,ETF,ETF,ETF_SELL,0,0,0,10985.54,192567.54,203553.08,2.229,48.15,ensure_cash
2020-11-18,601012.SH,,BUY_ADD,2900,3000,5900,203553.08,-194945.37,8607.71,64.9649,50.67,level 2
2020-11-18,ETF,ETF,ETF_BUY,0,0,0,8607.71,-3547.74,5059.97,2.212,5.0,rebalance
2020-12-07,600745.SH,,SELL,1600,-1600,0,5059.97,184526.26,189586.23,115.47441,232.8,TAKE_PROFIT_DYN
2020-12-07,300122.SZ,,SELL,3000,-3000,0,189586.23,435693.65,625279.88,145.41444,549.67,TAKE_PROFIT_DYN
2020-12-09,601012.SH,,SELL,5900,-5900,0,625279.88,432258.43,1057538.31,73.35657,545.33,TAKE_PROFIT_DYN
2020-12-10,000651.SZ,,BUY,0,3100,3100,1057538.31,-195577.17,861961.14,63.07300999999999,50.84,initial entry
2020-12-15,002475.SZ,,BUY,0,4000,4000,861961.14,-198730.14,663231.01,49.669619999999995,51.66,initial entry
2020-12-15,ETF,ETF,ETF_BUY,0,0,0,663231.01,-458178.52,205052.48,2.252,114.52,rebalance
2020-12-16,000651.SZ,,BUY_ADD,3100,3200,6300,205052.48,-195446.0,9606.48,61.06099999999999,50.8,level 2
2020-12-17,ETF,ETF,ETF_SELL,0,0,0,9606.48,194070.56,203677.04,2.278,48.53,ensure_cash
2020-12-17,688981.SH,,BUY,0,3600,3600,203677.04,-195401.95,8275.09,54.26420999999999,50.79,initial entry
2020-12-17,ETF,ETF,ETF_BUY,0,0,0,8275.09,-3197.39,5077.7,2.278,5.0,rebalance
2020-12-21,ETF,ETF,ETF_SELL,0,0,0,5077.7,198687.78,203765.48,2.284,49.68,ensure_cash
2020-12-21,688981.SH,,BUY_ADD,3600,3700,7300,203765.48,-199273.82,4491.66,53.84378999999999,51.8,level 2
2020-12-23,002475.SZ,,SELL,4000,-4000,0,4491.66,215033.2,219524.86,53.82612,271.28,TAKE_PROFIT_DYN
2020-12-23,ETF,ETF,ETF_BUY,0,0,0,219524.86,-214515.86,5008.99,2.26,53.62,rebalance
2021-01-05,000651.SZ,,SELL,6300,-6300,0,5008.99,408512.19,413521.18,64.92501,515.37,TAKE_PROFIT_DYN
2021-01-05,ETF,ETF,ETF_BUY,0,0,0,413521.18,-408426.5,5094.68,2.245,102.08,rebalance
2021-01-11,688981.SH,,SELL,7300,-7300,0,5094.68,458497.03,463591.71,62.88705,578.44,TAKE_PROFIT_DYN
2021-01-11,ETF,ETF,ETF_BUY,0,0,0,463591.71,-458479.7,5112.02,2.308,114.59,rebalance
2021-01-29,ETF,ETF,ETF_SELL,0,0,0,5112.02,198696.97,203808.98,2.292,49.69,ensure_cash
2021-01-29,601318.SH,,BUY,0,2400,2400,203808.98,-194404.69,9404.29,80.98089999999999,50.53,initial entry
2021-01-29,ETF,ETF,ETF_SELL,0,0,0,9404.29,194347.61,203751.9,2.292,48.6,ensure_cash
2021-01-29,002475.SZ,,BUY,0,3800,3800,203751.9,-195756.39,7995.51,51.50145,50.88,initial entry
2021-02-01,ETF,ETF,ETF_SELL,0,0,0,7995.51,195714.6,203710.11,2.255,48.94,ensure_cash
2021-02-01,300750.SZ,,BUY,0,500,500,203710.11,-176722.44,26987.67,353.35299999999995,45.94,initial entry
2021-02-02,ETF,ETF,ETF_SELL,0,0,0,26987.67,176263.44,203251.11,2.292,44.08,ensure_cash
2021-02-02,601318.SH,,BUY_ADD,2400,2500,4900,203251.11,-198449.78,4801.33,79.35928,51.58,level 2
2021-02-04,ETF,ETF,ETF_SELL,0,0,0,4801.33,198880.64,203681.97,2.329,49.73,ensure_cash
2021-02-04,601318.SH,,BUY_ADD,4900,2500,7400,203681.97,-195245.75,8436.21,78.07799999999999,50.75,level 3
2021-02-04,ETF,ETF,ETF_BUY,0,0,0,8436.21,-3270.26,5165.95,2.33,5.0,rebalance
2021-02-25,601318.SH,,SELL,7400,-7400,0,5165.95,641607.49,646773.45,86.8131,809.45,TAKE_PROFIT_DYN
2021-02-25,ETF,ETF,ETF_BUY,0,0,0,646773.45,-241691.8,405081.65,2.39,60.41,rebalance
2021-02-26,300750.SZ,,BUY_ADD,500,600,1100,405081.65,-194044.24,211037.41,323.323,50.44,level 2
2021-02-26,300059.SZ,,BUY,0,6500,6500,211037.41,-198499.85,12537.56,30.530499999999996,51.6,initial entry
2021-02-26,ETF,ETF,ETF_BUY,0,0,0,12537.56,-7455.64,5081.92,2.326,5.0,rebalance
2021-03-10,ETF,ETF,ETF_SELL,0,0,0,5081.92,198719.34,203801.26,2.38,49.69,ensure_cash
2021-03-10,002475.SZ,,BUY_ADD,3800,4300,8100,203801.26,-195853.52,7947.75,45.535489999999996,50.91,level 2
2021-03-10,ETF,ETF,ETF_BUY,0,0,0,7947.75,-2855.45,5092.3,2.373,5.0,rebalance
2021-03-12,ETF,ETF,ETF_SELL,0,0,0,5092.3,198690.88,203783.17,2.435,49.69,ensure_cash
2021-03-12,002475.SZ,,BUY_ADD,8100,4700,12800,203783.17,-199389.97,4393.21,42.412369999999996,51.83,level 3
2021-03-16,ETF,ETF,ETF_SELL,0,0,0,4393.21,199505.96,203899.16,2.442,49.89,ensure_cash
2021-03-16,002475.SZ,,BUY_ADD,12800,5200,18000,203899.16,-198994.47,4904.69,38.258219999999994,51.73,level 4
2021-04-02,300059.SZ,,SELL,6500,-6500,0,4904.69,187101.43,192006.12,28.821150000000003,236.05,TAKE_PROFIT_DYN
2021-04-06,ETF,ETF,ETF_BUY,0,0,0,192006.12,-186947.44,5058.68,2.53,46.73,rebalance
2021-04-13,ETF,ETF,ETF_SELL,0,0,0,5058.68,198685.98,203744.66,2.557,49.68,ensure_cash
2021-04-13,002352.SZ,,BUY,0,3000,3000,203744.66,-198249.53,5495.13,66.06599999999999,51.53,initial entry
2021-04-13,ETF,ETF,ETF_BUY,0,0,0,5495.13,-260.96,5234.18,2.557,5.0,rebalance
2021-04-14,300750.SZ,,SELL,1100,-1100,0,5234.18,379553.75,384787.92,345.48417,478.84,TAKE_PROFIT_DYN
2021-04-15,002352.SZ,,BUY_ADD,3000,3000,6000,384787.92,-194374.65,190413.27,64.77470999999998,50.52,level 2
2021-04-16,ETF,ETF,ETF_SELL,0,0,0,190413.27,9781.6,200194.87,2.578,5.0,ensure_cash
2021-04-16,601166.SH,,BUY,0,9500,9500,200194.87,-199275.82,919.05,20.97095,51.8,initial entry
2021-04-19,002475.SZ,,SELL,18000,-18000,0,919.05,647434.3,648353.35,36.01395,816.8,TAKE_PROFIT_DYN
2021-04-20,002352.SZ,,DIVIDEND,6000,0,6000,648353.35,1980.0,650333.35,,0.0,cash_div=3.3/10 gross=1980.0 (tax settled at sell)
2021-04-29,ETF,ETF,ETF_BUY,0,0,0,650333.35,-645289.77,5043.59,2.58,161.28,rebalance
2021-05-06,ETF,ETF,ETF_SELL,0,0,0,5043.59,198771.27,203814.86,2.568,49.71,ensure_cash
2021-05-06,002594.SZ,,BUY,0,1200,1200,203814.86,-188637.43,15177.43,157.15699999999998,49.03,initial entry
2021-05-06,ETF,ETF,ETF_BUY,0,0,0,15177.43,-10022.41,5155.02,2.566,5.0,rebalance
2021-05-10,ETF,ETF,ETF_SELL,0,0,0,5155.02,198557.94,203712.96,2.592,49.65,ensure_cash
2021-05-10,002594.SZ,,BUY_ADD,1200,1300,2500,203712.96,-187370.84,16342.12,144.09394999999998,48.7,level 2
2021-05-10,ETF,ETF,ETF_BUY,0,0,0,16342.12,-11131.62,5210.51,2.585,5.0,rebalance
2021-05-12,601166.SH,,SELL,9500,-9500,0,5210.51,218859.53,224070.04,23.06691,276.11,TAKE_PROFIT_DYN
2021-05-13,ETF,ETF,ETF_BUY,0,0,0,224070.04,-18871.85,205198.19,2.48,5.0,rebalance
2021-05-14,600031.SH,,BUY,0,7200,7200,205198.19,-199330.89,5867.3,27.677649999999996,51.81,initial entry
2021-05-14,ETF,ETF,ETF_BUY,0,0,0,5867.3,-761.16,5106.15,2.518,5.0,rebalance
2021-05-18,002352.SZ,,TAX_SETTLE,6000,0,6000,5106.15,-198.0,4908.15,,0.0,div tax settlement FIFO rate=198.0
2021-05-18,002352.SZ,,SELL,6000,-6000,0,5106.15,398319.81,403425.96,66.50343000000001,502.77,TAKE_PROFIT_DYN
2021-05-18,ETF,ETF,ETF_BUY,0,0,0,403425.96,-398280.83,5145.13,2.545,99.55,rebalance
2021-05-25,ETF,ETF,ETF_SELL,0,0,0,5145.13,198707.95,203853.09,2.554,49.69,ensure_cash
2021-05-25,000661.SZ,,BUY,0,400,400,203853.09,-169901.85,33951.23,424.64421999999996,44.16,initial entry
2021-05-25,ETF,ETF,ETF_BUY,0,0,0,33951.23,-28862.34,5088.89,2.551,7.21,rebalance
2021-05-26,002594.SZ,,SELL,2500,-2500,0,5088.89,459983.66,465072.56,184.22558999999998,580.31,TAKE_PROFIT_DYN
2021-05-26,ETF,ETF,ETF_BUY,0,0,0,465072.56,-460060.47,5012.09,2.54,114.99,rebalance
2021-05-28,ETF,ETF,ETF_SELL,0,0,0,5012.09,198862.16,203874.25,2.53,49.73,ensure_cash
2021-05-28,000661.SZ,,BUY_ADD,400,400,800,203874.25,-166825.98,37048.27,416.95653999999996,43.36,level 2
2021-05-28,ETF,ETF,ETF_BUY,0,0,0,37048.27,-32006.17,5042.1,2.537,8.0,rebalance
2021-06-01,600031.SH,,SELL,7200,-7200,0,5042.1,226431.39,231473.5,31.48848,285.66,TAKE_PROFIT_DYN
2021-06-01,ETF,ETF,ETF_BUY,0,0,0,231473.5,-226315.4,5158.1,2.534,56.56,rebalance
2021-06-08,ETF,ETF,ETF_SELL,0,0,0,5158.1,198685.98,203844.08,2.557,49.68,ensure_cash
2021-06-08,002340.SZ,,BUY,0,20400,20400,203844.08,-199150.67,4693.41,9.759749999999999,51.77,initial entry
2021-06-10,ETF,ETF,ETF_SELL,0,0,0,4693.41,199019.16,203712.58,2.558,49.77,ensure_cash
2021-06-10,002340.SZ,,BUY_ADD,20400,21000,41400,203712.58,-199330.89,4381.69,9.489479999999999,51.81,level 2
2021-06-15,ETF,ETF,ETF_SELL,0,0,0,4381.69,199337.77,203719.45,2.572,49.85,ensure_cash
2021-06-15,600031.SH,,BUY,0,7000,7000,203719.45,-198069.3,5650.15,28.288259999999998,51.48,initial entry
2021-06-16,600031.SH,,DIVIDEND,7000,0,7000,5650.15,4200.0,9850.15,,0.0,cash_div=6.0/10 gross=4200.0 (tax settled at sell)
2021-06-16,ETF,ETF,ETF_SELL,0,0,0,9850.15,193822.67,203672.81,2.567,48.47,ensure_cash
2021-06-16,002340.SZ,,BUY_ADD,41400,21700,63100,203672.81,-199457.05,4215.76,9.189179999999999,51.85,level 3
2021-06-17,ETF,ETF,ETF_SELL,0,0,0,4215.76,199513.55,203729.31,2.548,49.89,ensure_cash
2021-06-17,600031.SH,,BUY_ADD,7000,7400,14400,203729.31,-199459.05,4270.25,26.94692,51.85,level 2
2021-06-18,002340.SZ,,DIVIDEND,63100,0,63100,4270.25,946.5,5216.75,,0.0,cash_div=0.15/10 gross=946.5 (tax settled at sell)
2021-07-06,ETF,ETF,ETF_SELL,0,0,0,5216.75,198453.67,203670.43,2.66,49.63,ensure_cash
2021-07-06,000661.SZ,,BUY_ADD,800,500,1300,203670.43,-179225.59,24444.84,358.35799999999995,46.59,level 3
2021-07-06,002340.SZ,,TAX_SETTLE,63100,0,63100,24444.84,-189.3,24255.54,,0.0,div tax settlement FIFO rate=189.3
2021-07-06,002340.SZ,,SELL,63100,-63100,0,24444.84,629385.44,653830.28,9.99,794.26,TAKE_PROFIT_DYN
2021-07-07,ETF,ETF,ETF_BUY,0,0,0,653830.28,-648786.13,5044.14,2.66,162.16,rebalance
2021-07-09,ETF,ETF,ETF_SELL,0,0,0,5044.14,198730.53,203774.67,2.632,49.7,ensure_cash
2021-07-09,600031.SH,,BUY_ADD,14400,7900,22300,203774.67,-199014.49,4760.17,25.185159999999996,51.73,level 3
2021-07-09,ETF,ETF,ETF_SELL,0,0,0,4760.17,198993.4,203753.57,2.632,49.76,ensure_cash
2021-07-09,000858.SZ,,BUY,0,700,700,203753.57,-188852.7,14900.87,269.71944999999994,49.09,initial entry
2021-07-09,ETF,ETF,ETF_BUY,0,0,0,14900.87,-9834.62,5066.25,2.654,5.0,rebalance
2021-07-19,000661.SZ,,SELL,1300,-1300,0,5066.25,532626.21,537692.46,410.22936,671.96,TAKE_PROFIT_DYN
2021-07-20,ETF,ETF,ETF_BUY,0,0,0,537692.46,-532609.86,5082.6,2.636,133.12,rebalance
2021-07-23,ETF,ETF,ETF_SELL,0,0,0,5082.6,198740.81,203823.41,2.671,49.7,ensure_cash
2021-07-23,002241.SZ,,BUY,0,5200,5200,203823.41,-199723.39,4100.02,38.39836,51.91,initial entry
2021-07-27,ETF,ETF,ETF_SELL,0,0,0,4100.02,199698.11,203798.14,2.702,49.94,ensure_cash
2021-07-27,000858.SZ,,BUY_ADD,700,800,1500,203798.14,-197849.03,5949.11,247.24699999999999,51.43,level 2
2021-07-27,ETF,ETF,ETF_BUY,0,0,0,5949.11,-817.61,5131.5,2.706,5.0,rebalance
2021-07-29,ETF,ETF,ETF_SELL,0,0,0,5131.5,198618.67,203750.16,2.702,49.67,ensure_cash
2021-07-29,000858.SZ,,BUY_ADD,1500,800,2300,203750.16,-196599.45,7150.71,245.68543999999997,51.1,level 3
2021-07-29,ETF,ETF,ETF_BUY,0,0,0,7150.71,-1894.79,5255.92,2.697,5.0,rebalance
2021-08-02,ETF,ETF,ETF_SELL,0,0,0,5255.92,198642.44,203898.36,2.695,49.67,ensure_cash
2021-08-02,000858.SZ,,BUY_ADD,2300,900,3200,203898.36,-194077.28,9821.08,215.58536999999998,50.45,level 4
2021-08-02,ETF,ETF,ETF_BUY,0,0,0,9821.08,-4606.4,5214.68,2.704,5.0,rebalance
2021-08-03,600031.SH,,TAX_SETTLE,22300,0,22300,5214.68,-420.0,4794.68,,0.0,div tax settlement FIFO rate=420.0
2021-08-03,600031.SH,,SELL,22300,-22300,0,5214.68,622569.64,627784.32,27.972,785.96,TAKE_PROFIT_DYN
2021-08-05,002241.SZ,,SELL,5200,-5200,0,627784.32,219566.93,847351.26,42.277680000000004,277.0,TAKE_PROFIT_DYN
2021-08-10,ETF,ETF,ETF_BUY,0,0,0,847351.26,-842314.19,5037.07,2.712,210.53,rebalance
2021-08-17,ETF,ETF,ETF_SELL,0,0,0,5037.07,198641.04,203678.11,2.732,49.67,ensure_cash
2021-08-17,300750.SZ,,BUY,0,400,400,203678.11,-194244.49,9433.61,485.48499999999996,50.49,initial entry
2021-08-17,ETF,ETF,ETF_SELL,0,0,0,9433.61,194275.3,203708.92,2.732,48.58,ensure_cash
2021-08-17,002460.SZ,,BUY,0,1200,1200,203708.92,-195726.36,7982.56,163.06289999999998,50.88,initial entry
2021-08-17,ETF,ETF,ETF_BUY,0,0,0,7982.56,-2738.73,5243.83,2.731,5.0,rebalance
2021-08-23,ETF,ETF,ETF_SELL,0,0,0,5243.83,198530.58,203774.4,2.723,49.65,ensure_cash
2021-08-23,000858.SZ,,BUY_ADD,3200,900,4100,203774.4,-185985.09,17789.31,206.59638999999996,48.34,level 5
2021-08-23,ETF,ETF,ETF_BUY,0,0,0,17789.31,-12612.39,5176.92,2.738,5.0,rebalance
2021-08-30,002460.SZ,,SELL,1200,-1200,0,5176.92,242020.1,247197.02,201.93786,305.33,TAKE_PROFIT_DYN
2021-08-30,ETF,ETF,ETF_BUY,0,0,0,247197.02,-242179.01,5018.01,2.758,60.53,rebalance
2021-09-14,300750.SZ,,SELL,400,-400,0,5018.01,212754.36,217772.37,532.55691,268.41,TAKE_PROFIT_DYN
2021-09-17,ETF,ETF,ETF_BUY,0,0,0,217772.37,-212579.05,5193.32,2.736,53.13,rebalance
2021-09-23,ETF,ETF,ETF_SELL,0,0,0,5193.32,198495.62,203688.94,2.704,49.64,ensure_cash
2021-09-23,002466.SZ,,BUY,0,1800,1800,203688.94,-195077.54,8611.4,108.34823999999999,50.71,initial entry
2021-09-23,ETF,ETF,ETF_BUY,0,0,0,8611.4,-3519.81,5091.59,2.701,5.0,rebalance
2021-09-27,000858.SZ,,SELL,4100,-4100,0,5091.59,887158.6,892250.19,216.65313,1119.23,TAKE_PROFIT_DYN
2021-09-28,002466.SZ,,BUY_ADD,1800,2000,3800,892250.19,-194304.57,697945.63,97.12702999999999,50.51,level 2
2021-09-28,ETF,ETF,ETF_BUY,0,0,0,697945.63,-492840.7,205104.92,2.709,123.18,rebalance
2021-09-29,601919.SH,,BUY,0,11100,11100,205104.92,-198940.4,6164.52,17.917899999999996,51.71,initial entry
2021-09-30,ETF,ETF,ETF_SELL,0,0,0,6164.52,197718.19,203882.71,2.668,49.44,ensure_cash
2021-09-30,600111.SH,,BUY,0,4600,4600,203882.71,-196529.37,7353.35,42.712669999999996,51.08,initial entry
2021-09-30,ETF,ETF,ETF_BUY,0,0,0,7353.35,-2153.55,5199.8,2.683,5.0,rebalance
2021-10-25,600111.SH,,SELL,4600,-4600,0,5199.8,239623.53,244823.33,52.15779,302.31,TAKE_PROFIT_DYN
2021-10-27,ETF,ETF,ETF_BUY,0,0,0,244823.33,-39574.62,205248.71,2.764,9.89,rebalance
2021-10-28,000651.SZ,,BUY,0,5400,5400,205248.71,-197186.19,8062.52,36.50646999999999,51.26,initial entry
2021-10-28,ETF,ETF,ETF_BUY,0,0,0,8062.52,-3036.33,5026.19,2.753,5.0,rebalance
2021-11-09,002466.SZ,,SELL,3800,-3800,0,5026.19,409927.98,414954.17,108.01188,517.16,TAKE_PROFIT_DYN
2021-11-11,ETF,ETF,ETF_BUY,0,0,0,414954.17,-409812.73,5141.45,2.815,102.43,rebalance
2021-11-16,ETF,ETF,ETF_SELL,0,0,0,5141.45,198557.94,203699.39,2.832,49.65,ensure_cash
2021-11-16,601919.SH,,BUY_ADD,11100,13600,24700,203699.39,-198810.24,4889.15,14.614599999999998,51.68,level 2
2021-11-17,ETF,ETF,ETF_SELL,0,0,0,4889.15,198835.19,203724.35,2.84,49.72,ensure_cash
2021-11-17,600030.SH,,BUY,0,8300,8300,203724.35,-198703.1,5021.24,23.933909999999997,51.65,initial entry
2021-11-30,ETF,ETF,ETF_SELL,0,0,0,5021.24,198843.18,203864.43,2.82,49.72,ensure_cash
2021-11-30,000651.SZ,,BUY_ADD,5400,5700,11100,203864.43,-197925.12,5939.3,34.714679999999994,51.45,level 2
2021-11-30,601919.SH,,SELL,24700,-24700,0,5939.3,409833.2,415772.5,16.61337,517.04,TAKE_PROFIT_DYN
2021-12-01,ETF,ETF,ETF_BUY,0,0,0,415772.5,-210557.52,205214.98,2.778,52.63,rebalance
2021-12-02,601012.SH,,BUY,0,2300,2300,205214.98,-191831.45,13383.53,83.38329999999999,49.86,initial entry
2021-12-02,ETF,ETF,ETF_BUY,0,0,0,13383.53,-8233.22,5150.31,2.74,5.0,rebalance
2021-12-06,ETF,ETF,ETF_SELL,0,0,0,5150.31,198518.19,203668.5,2.753,49.64,ensure_cash
2021-12-06,601012.SH,,BUY_ADD,2300,2400,4700,203668.5,-197048.02,6620.48,82.082,51.22,level 2
2021-12-06,600030.SH,,SELL,8300,-8300,0,6620.48,213904.75,220525.23,25.804170000000003,269.86,TAKE_PROFIT_DYN
2021-12-06,ETF,ETF,ETF_BUY,0,0,0,220525.23,-215318.87,5206.37,2.75,53.82,rebalance
