changed_signal_pairs,changed_signal_days,changed_entry_trades,changed_add_trades,changed_exit_triggers,changed_exit_dates,changed_stock_selections,trades_total,total_return,ann,mdd,sharpe,win_rate,stock_pnl,delta_return,delta_ann,delta_mdd,delta_sharpe,delta_stock_pnl,scenario
0,0,0,1,2,0,0,97,74.09581611691426,8.797510593918734,-38.56745257688024,0.4621869264176975,67.0103092783505,461152.01,-8.57,-0.8,-1.36,-0.03,-15909.8,S11.0
0,0,0,12,8,0,0,97,84.92230310175937,9.800314975677015,-38.08141042162661,0.500983975119156,67.0103092783505,479625.81,2.26,0.21,-0.87,0.01,2564.0,S1-1.0
0,0,0,13,6,0,0,97,87.45210111094181,10.027440331893755,-37.43121865497196,0.512357598310897,68.04123711340206,500029.06,4.79,0.43,-0.22,0.02,22967.24,S21.0
0,0,0,3,6,0,0,97,55.550593345728295,6.949741467691961,-36.17114485980285,0.3940320458747364,67.0103092783505,456031.8,-27.11,-2.65,1.04,-0.1,-21030.01,S2-1.0
0,0,0,11,6,0,0,97,58.97571558026733,7.304584278442783,-36.39157718065945,0.4085335569215606,68.04123711340206,482923.1,-23.69,-2.29,0.82,-0.08,5861.28,S31.0
0,0,0,7,8,1,0,97,90.60232065334175,10.306661656205174,-35.17228394054025,0.5179783754922579,68.04123711340206,497216.86,7.94,0.71,2.04,0.03,20155.05,S3-1.0
