request_index,generator,formula,canonical_expression,expression_hash,family,expected_direction,lookback,status,eval_status,coverage,disc_ic,disc_days,q5q1_disc,ic_2020,ic_2021,ic_2022,n_same_sign,disc_pval,pass_discovery,fdr_pass,val_ic,val_q5q1,test_ic,test_q5q1
193,TEMPLATE,"max(ret_5d,distance_52w_high)","max(distance_52w_high,ret_5d)",63e448220bcdb097,PRICE_REVERSAL,NA,NA,PROPOSED,OK,0.9777234940032268,0.03876374276447152,586,0.006841379408305604,0.05751826502244752,0.053883922079225266,0.01065748834961015,3,0.00013230436317623884,True,True,0.045053455643569586,0.00682219451914177,0.04820784393719706,0.0034418076151706265
194,TEMPLATE,"ratio(ret_5d,log_amount)","ratio(ret_5d,log_amount)",90715867ff2e7a22,INTERACTION,NA,NA,PROPOSED,OK,1.0,0.03313153183057269,608,0.0068040059445955555,0.07021250378569571,0.03694090436854006,0.0009689577928956433,3,0.000750292665449237,True,True,0.029140180491926553,0.00293481231301645,0.06051964300244965,0.004924302919760952
195,TEMPLATE,"diff(ret_5d,log_amount)","diff(ret_5d,log_amount)",c1747f6ee7a270b2,INTERACTION,NA,NA,PROPOSED,OK,1.0,0.050437837426331435,608,0.0097549187671592,0.03274612581739039,0.08466923344370039,0.028238929203059027,3,2.786294295287206e-07,True,True,0.07558446216540905,0.012505936345002883,0.03534184388904498,0.0041596159766601245
196,TEMPLATE,"interaction(ret_5d,log_amount)","interaction(log_amount,ret_5d)",ad30a2b95d64226a,INTERACTION,NA,NA,PROPOSED,OK,1.0,0.04573977500557021,608,0.008888549197064716,0.041084452050179236,0.07038779326390866,0.02360925040305879,3,6.411410474527202e-06,True,True,0.06000149317347112,0.009744123486842686,0.0375451555673887,0.000617976781878097
197,TEMPLATE,"min(ret_5d,log_amount)","min(log_amount,ret_5d)",a8dd5b663afeb27d,PRICE_REVERSAL,NA,NA,PROPOSED,OK,1.0,0.038524702343709825,608,0.0064652255851517515,0.05414490591993446,0.053878029098765406,0.01065748834961015,3,9.768643217422657e-05,True,True,0.045053455643569586,0.00682219451914177,0.04820784393719706,0.0034418076151706265
198,TEMPLATE,"max(ret_5d,log_amount)","max(log_amount,ret_5d)",c364bc691f5978da,PRICE_REVERSAL,NA,NA,PROPOSED,OK,1.0,-0.04790113390183817,608,-0.007794187075541882,0.022881922212376744,-0.10352248017243434,-0.043794129301334604,2,2.8251375967514036e-06,True,True,-0.10477764617838153,-0.0241323747788383,0.03794650846642295,0.02062397339791956
199,TEMPLATE,"ratio(ret_5d,amount_ratio_5_20)","ratio(ret_5d,amount_ratio_5_20)",1c91de018c456568,INTERACTION,NA,NA,PROPOSED,OK,1.0,0.047237542661476416,608,0.009711709728465995,0.0698026704865115,0.06460297707749589,0.011994066766770483,3,3.661652999920051e-06,True,True,0.0591424600221056,0.006041513977435213,0.027446309912496438,-0.0005020161043546956
200,TEMPLATE,"diff(ret_5d,amount_ratio_5_20)","diff(ret_5d,amount_ratio_5_20)",61facc456b4637bb,INTERACTION,NA,NA,PROPOSED,OK,1.0,0.03905052346067393,608,0.0069620471274065504,0.052358350715501344,0.05488390626361732,0.012441601753246635,3,7.61399088959891e-05,True,True,0.04523937220346901,0.005827523821548253,0.05170221961852964,0.004445723219172159
201,TEMPLATE,"interaction(ret_5d,amount_ratio_5_20)","interaction(amount_ratio_5_20,ret_5d)",91a6e02d7443b850,INTERACTION,NA,NA,PROPOSED,OK,1.0,0.02735357253676904,608,0.003818412330456912,0.03958826446557623,0.03654060115076838,0.008482638734847205,3,0.0040287532733565,True,True,0.036364786494999815,0.003946044815739573,0.056738633043111754,0.007815676287723478
202,TEMPLATE,"min(ret_5d,amount_ratio_5_20)","min(amount_ratio_5_20,ret_5d)",4f9e4a20b4055cf8,INTERACTION,NA,NA,PROPOSED,OK,1.0,0.038524702343709825,608,0.0064652255851517515,0.05414490591993446,0.053878029098765406,0.01065748834961015,3,9.768643217422657e-05,True,True,0.045053455643569586,0.00682219451914177,0.04820784393719706,0.0034418076151706265
205,TEMPLATE,"diff(ret_5d,turnover_rank)","diff(ret_5d,turnover_rank)",4a6b7825dd3f5bd1,INTERACTION,NA,NA,PROPOSED,OK,1.0,0.04120959151185832,608,0.0074944136085641514,0.04678270593745586,0.06336431195314722,0.013898390129577753,3,3.5108372538283916e-05,True,True,0.05184718043017705,0.008419208459936612,0.04285212702451838,0.004301705349900473
206,TEMPLATE,"interaction(ret_5d,turnover_rank)","interaction(ret_5d,turnover_rank)",6fa341d8b61177c5,INTERACTION,NA,NA,PROPOSED,OK,1.0,0.054736939035492864,608,0.010051810699126654,0.012247125291567304,0.09521684775553296,0.04488606298488762,3,2.7731314578005595e-08,True,True,0.09724792381113992,0.018262968091346216,0.016205266102915044,-0.006253325947600614
207,TEMPLATE,"min(ret_5d,turnover_rank)","min(ret_5d,turnover_rank)",1f9e8058bca6caf6,CROSS_SECTIONAL,NA,NA,PROPOSED,OK,1.0,0.038524702343709825,608,0.0064652255851517515,0.05414490591993446,0.053878029098765406,0.01065748834961015,3,9.768643217422657e-05,True,True,0.045053430392498865,0.00682219451914177,0.04820784393719706,0.0034418076151706265
208,TEMPLATE,"max(ret_5d,turnover_rank)","max(ret_5d,turnover_rank)",d70ad1c882fea224,CROSS_SECTIONAL,NA,NA,PROPOSED,OK,1.0,-0.04932270757932309,608,-0.007794187075541882,0.022881922212376744,-0.1035547778766751,-0.04774351877023977,2,1.3414410080514472e-06,True,True,-0.10475919137904963,-0.0241302652801419,0.03794650846642295,0.02062397339791956
209,TEMPLATE,"ratio(ret_5d,daily_bb_signal_count)","ratio(ret_5d,daily_bb_signal_count)",434e674c95629734,INTERACTION,NA,NA,PROPOSED,OK,1.0,0.038524702343709825,608,0.0064652255851517515,0.05414490591993446,0.053878029098765406,0.01065748834961015,3,9.768643217422657e-05,True,True,0.045053455643569586,0.00682219451914177,0.04820784393719706,0.0034418076151706265
210,TEMPLATE,"diff(ret_5d,daily_bb_signal_count)","diff(ret_5d,daily_bb_signal_count)",095cd8c9b7639843,INTERACTION,NA,NA,PROPOSED,OK,1.0,0.038524702343709825,608,0.0064652255851517515,0.05414490591993446,0.053878029098765406,0.01065748834961015,3,9.768643217422657e-05,True,True,0.045053455643569586,0.00682219451914177,0.04820784393719706,0.0034418076151706265
211,RANDOM,"diff(daily_range_pct,ret_1d)","diff(daily_range_pct,ret_1d)",b90421d3d842bdf5,INTERACTION,NA,NA,PROPOSED,OK,1.0,-0.031167837495136654,608,-0.00260072929965013,-0.015423251289174657,-0.050507035962400894,-0.02299824242777265,3,0.0023790269749011106,True,True,-0.021618502613767163,-0.0030986255303064696,-0.030308450628183374,-0.004615629174601052
222,RANDOM,"diff(csi300_ret_1,atr14_pct)","diff(csi300_ret_1,atr14_pct)",39a163985ff8544a,INTERACTION,NA,NA,PROPOSED,OK,1.0,0.04479157831592242,608,0.005392310567073934,0.03401395000794111,0.0797381591630437,0.01659057093973582,3,1.7330923105518536e-05,True,True,0.038574611971681216,0.00799794882140108,0.06369649996735116,0.007818045321990846
223,RANDOM,"diff(csi500_ret_20,turnover_rank)","diff(csi500_ret_20,turnover_rank)",4420ca79e491a8e9,INTERACTION,NA,NA,PROPOSED,OK,0.9998444921047346,0.04806313705918666,607,0.008712617694115458,-0.022713916966057724,0.10352248017243434,0.043794129301334604,2,2.7076962179073405e-06,True,True,0.10477764617838153,0.02343903037665275,-0.03794650846642295,-0.020048611820695086
227,RANDOM,"ratio(realized_vol_20,volume_ratio_5_20)","ratio(realized_vol_20,volume_ratio_5_20)",06d0b83a43fc0871,INTERACTION,NA,NA,PROPOSED,OK,0.9998444921047346,-0.043143033460653644,607,-0.008579116236971041,-0.03778174345106142,-0.07701855214230212,-0.011914389863974235,3,7.550695051872225e-06,True,True,-0.031489219265078354,-0.005857895418041314,-0.006334124576335522,0.0006571938388497891
229,RANDOM,"diff(volume_ratio_5_20,log_amount)","diff(volume_ratio_5_20,log_amount)",cc2d27a2c686e5a2,INTERACTION,NA,NA,PROPOSED,OK,1.0,0.05008602507158485,608,0.008467899531950679,-0.023305881755549485,0.10635223414186304,0.0472911005397613,2,9.933868532208123e-07,True,True,0.11175128105366884,0.024588844768890603,-0.05302817540190552,-0.021167014735874734
232,RANDOM,cs_rank(turnover_rank),cs_rank(turnover_rank),dc661ef84d81d8a8,CROSS_SECTIONAL,NA,NA,PROPOSED,OK,1.0,-0.04790113390183817,608,-0.007794187075541882,0.022881922212376744,-0.10352248017243434,-0.043794129301334604,2,2.8251375967514036e-06,True,True,-0.10477764617838153,-0.0241323747788383,0.03794650846642295,0.02062397339791956
238,RANDOM,abs(realized_vol_20),abs(realized_vol_20),ce24dbccca225268,VOLATILITY,NA,NA,PROPOSED,OK,0.9998444921047346,-0.04524101958093557,607,-0.005632984912703743,-0.031215914942319813,-0.08149345727158634,-0.018084642818935168,3,6.166172697108507e-06,True,True,-0.027838944116274984,-0.006507292644171254,-0.035738639731566796,0.0008735984674579167
239,RANDOM,cs_zscore(realized_vol_20),cs_zscore(realized_vol_20),9c199edda9c03b6a,CROSS_SECTIONAL,NA,NA,PROPOSED,OK,0.999682504713833,-0.04524101958093557,607,-0.005632984912703743,-0.031215914942319813,-0.08149345727158634,-0.018084642818935168,3,6.166172697108507e-06,True,True,-0.027838944116274984,-0.006507292644171254,-0.035738639731566796,0.0008735984674579167
242,RANDOM,"max(ret_1d,drawdown_20)","max(drawdown_20,ret_1d)",8201af4a7ae619e8,PRICE_REVERSAL,NA,NA,PROPOSED,OK,1.0,0.03261833630163245,608,0.004001811026072618,0.0013062238572004543,0.056833923057001454,0.031207165548719492,3,0.0013143549170333557,True,True,0.02331988956212459,0.0038523300984310803,0.02470779469915482,0.0044452148072660624
246,RANDOM,"ratio(amount_ratio_5_20,ret_10d)","ratio(amount_ratio_5_20,ret_10d)",da853101e8c086e7,INTERACTION,NA,NA,PROPOSED,OK,0.9999092870610952,-0.03206311338943122,608,-0.006097556941894665,-0.043153752790400096,-0.06308417440917498,0.00867751007426439,2,0.0013307184089113022,True,True,-0.039369451976193404,-0.005837903040664835,-0.022304045732122663,0.004919755644517352
252,RANDOM,"min(turnover_rank,bb_width)","min(bb_width,turnover_rank)",3226c6e19953de85,CROSS_SECTIONAL,NA,NA,PROPOSED,OK,1.0,-0.04817247031143911,608,-0.007584450439072734,0.023860370929759386,-0.10876073156499842,-0.03984284709251447,2,1.6742480919429426e-06,True,True,-0.10700426228007315,-0.02318874291645947,0.02473645582774641,0.01741395097420389
254,RANDOM,"diff(csi1000_ret_5,ret_60d)","diff(csi1000_ret_5,ret_60d)",d2109573420594d3,INTERACTION,NA,NA,PROPOSED,OK,0.9777040555163186,0.0280120775674929,586,0.009099105782171846,-0.0591717681167747,0.06160679680787671,0.05047697795700224,2,0.007590235323497785,True,True,-0.01629937559447971,-0.004859190717348196,7.011939598589888e-05,0.006106469899957262
257,RANDOM,cs_zscore(turnover_rank),cs_zscore(turnover_rank),c9000e33dd272ba5,CROSS_SECTIONAL,NA,NA,PROPOSED,OK,0.9998380126090985,-0.04790113390183817,608,-0.007794187075541882,0.022881922212376744,-0.10352248017243434,-0.043794129301334604,2,2.8251375967514036e-06,True,True,-0.10477764617838153,-0.0241323747788383,0.03794650846642295,0.02062397339791956
261,RANDOM,"diff(daily_range_pct,volume_ratio_5_20)","diff(daily_range_pct,volume_ratio_5_20)",cd2112c666fb6049,INTERACTION,NA,NA,PROPOSED,OK,1.0,-0.025494069320768656,608,-0.0013195851040323555,-0.0008133470719350837,-0.04839041937012106,-0.020414548859496277,3,0.013113033303588484,True,True,-0.019423490848019018,-0.0048139128500752715,-0.04243069206015075,-0.003870432961634072
264,RANDOM,"interaction(ret_20d,turnover_rank)","interaction(ret_20d,turnover_rank)",5a4f8a0cd60f1131,INTERACTION,NA,NA,PROPOSED,OK,0.9998444921047346,0.027354508285317686,607,0.006530539789254712,0.01813120661368886,0.07041489074920029,-0.010521182786988015,2,0.008903144462135248,True,True,0.08606085965682413,0.01839329503685613,0.02026590248198067,-0.011521527756753386
268,RANDOM,cs_zscore(drawdown_20),cs_zscore(drawdown_20),4e240fce59a247d7,CROSS_SECTIONAL,NA,NA,PROPOSED,OK,0.9998380126090985,0.03656187965962508,608,0.005453521103831686,0.044504652083969365,0.06370620367950815,0.002252318929162539,3,0.000308414126125367,True,True,0.049801843296774874,0.00868853808306046,0.04815071750686869,-0.0019766264193894823
271,LLM,"ratio(bb_z, cs_zscore(atr14_pct))","ratio(bb_z,(cs_zscore,atr14_pct))",1f78752960cdbc8d,BB_CONDITIONAL,NA,NA,PROPOSED,OK,0.9998380126090985,0.03614048075374282,608,0.001648744144150384,0.04360500360530521,0.04559905042535366,0.020613830909079957,3,7.116890460578951e-05,True,True,0.009012708243965733,0.0007297298214032723,0.00363167489892719,-0.009082971368863007
275,LLM,"interaction(turnover_rank, amount_ratio_5_20)","interaction(amount_ratio_5_20,turnover_rank)",5ea6b211e67ecd2e,INTERACTION,NA,NA,PROPOSED,OK,1.0,-0.04025846166558736,608,-0.00401238100473501,0.010740991030174837,-0.0809382989080677,-0.03666982792365283,2,5.9565612461787154e-05,True,True,-0.08382081782673687,-0.01725270975880384,0.006603113119439801,0.006009553040345174
276,LLM,"interaction(bb_z, csi500_ret_20)","interaction(bb_z,csi500_ret_20)",60d06edb38d787f2,BB_CONDITIONAL,NA,NA,PROPOSED,OK,0.9998444921047346,0.024795495709316266,607,0.003911488864448337,0.02047512664443996,0.003338983412449695,0.050407073155083824,3,0.0038970836186487112,True,True,-0.0032553624695672565,0.00035008161393417826,-0.005739782922977224,-0.0004117734642904532
277,LLM,"ratio(drawdown_60, realized_vol_20)","ratio(drawdown_60,realized_vol_20)",4e8fd74142939512,INTERACTION,NA,NA,PROPOSED,OK,0.9777234940032268,-0.05270897691207683,586,-0.010211528951501412,0.056478486182025646,-0.09921624586876618,-0.0762258637242651,2,5.670576717076159e-07,True,True,0.05018892641879673,0.011103617480964457,-0.0031558231782804493,-0.00981177452269835
285,LLM,"diff(ret_60d, csi500_ret_20)","diff(ret_60d,csi500_ret_20)",b4ba0fc74ac5b75b,INTERACTION,NA,NA,PROPOSED,OK,0.9777040555163186,-0.0280120775674929,586,-0.00930390996422766,0.0591717681167747,-0.06160679680787671,-0.05047697795700224,2,0.007590235323497785,True,True,0.01629937559447971,0.004581540171113573,-7.011939598589888e-05,-0.007051707749994507
287,LLM,"interaction(bb_width, atr14_pct)","interaction(atr14_pct,bb_width)",979be422a4e07a1c,INTERACTION,NA,NA,PROPOSED,OK,1.0,-0.026746437246720895,608,-0.0005575828525534485,0.03291311750660765,-0.08925871365332567,-0.007004741700207223,2,0.012349510586402435,True,True,-0.11236683756158568,-0.020018933588314747,-0.028353197858165216,0.004821587936322504
288,LLM,"diff(log_amount, cs_zscore(bb_z))","diff(log_amount,(cs_zscore,bb_z))",a033a60b84937236,BB_CONDITIONAL,NA,NA,PROPOSED,OK,0.9998380126090985,-0.043239202347289965,608,-0.007097454076433605,-0.0026432288111705327,-0.0828990479734606,-0.03280238447606942,3,1.1487870369419895e-05,True,True,-0.07437584122105559,-0.014028925121774961,0.019831264468331233,0.011639280141027974
292,LLM,"ratio(market_up_ratio, atr14_pct)","ratio(market_up_ratio,atr14_pct)",ea68db19b8057955,INTERACTION,NA,NA,PROPOSED,OK,1.0,0.04479156509322231,608,0.005392310567073934,0.03401395000794111,0.0797381591630437,0.016590533891801873,3,1.733102181811219e-05,True,True,0.03857461176948505,0.00799794882140108,0.06369659422202115,0.007818045321990846
293,LLM,"interaction(drawdown_20, daily_bb_down_ratio)","interaction(daily_bb_down_ratio,drawdown_20)",539d2bbd2f8c7524,INTERACTION,NA,NA,PROPOSED,OK,1.0,0.03656187965962508,608,0.005453521103831686,0.044504652083969365,0.06370620367950815,0.002252318929162539,3,0.000308414126125367,True,True,0.049801843296774874,0.00868853808306046,0.04815071750686869,-0.0019766264193894823
295,LLM,"ratio(days_since_first_signal, signal_count_last_20d)","ratio(days_since_first_signal,signal_count_last_20d)",5373b21b0c76a48b,INTERACTION,NA,NA,PROPOSED,OK,1.0,0.05563543056030864,512,0.010952837290897275,0.009210522139012595,0.05987486243892368,0.08358061209022982,3,3.1514790777009694e-12,True,True,-0.003088353541097871,-0.0004498759046293432,-0.011504313672405397,0.012905875729271848
297,LLM,"diff(ret_5d, ret_1d)","diff(ret_5d,ret_1d)",dbcc82572d96e5ca,INTERACTION,NA,NA,PROPOSED,OK,1.0,0.02131333448752303,608,0.002214218561029689,0.04565767025717817,0.027611043258443373,-0.0037562396333115215,2,0.03196311023839593,True,True,0.03721073219922116,0.0036548576765891576,0.026003616796115295,0.0008325963935626474
299,LLM,"interaction(gap_pct, daily_bb_signal_count)","interaction(daily_bb_signal_count,gap_pct)",a209b2305fa168af,INTERACTION,NA,NA,PROPOSED,OK,1.0,0.026362862776548646,606,0.0031246027683424745,0.0523861068350126,0.026358385808228645,0.006609158004568224,3,0.003874422458771676,True,True,0.0024780031173424295,9.98602569091706e-05,-0.0012597784070103796,0.0023330154193863827
