target,family,variant,disc_ic,val_ic,test_ic,val_q5_q1_med,test_q5_q1_med,risk_val_spearman,risk_test_spearman,params
Y_RETURN,rf,SMALL,0.1192750739059897,0.0039592640944754,-0.0259098224288486,-0.0020651687618379,-0.0070054409119567,,,"{'n_estimators': 200, 'max_depth': 4, 'min_samples_leaf': 50, 'max_features': 0.5}"
Y_RISK,ridge,REGULARIZED,0.2412753411185615,0.2197958150593289,0.2327066161748077,0.0273356220654654,0.0448848540810777,0.3372430020216159,0.0044510523237714,{'alpha': 100.0}
