request_index,generator,formula,canonical_expression,expression_hash,family,expected_direction,lookback,status,eval_status,coverage,disc_ic,disc_days,q5q1_disc,ic_2020,ic_2021,ic_2022,n_same_sign,disc_pval,pass_discovery,fdr_pass,val_ic,val_q5q1,test_ic,test_q5q1
1,HUMAN,"ratio(ret_5d, atr14_pct)","ratio(ret_5d,atr14_pct)",0e3860c709db098c,INTERACTION,负向（超跌越深/广度越大，D20 越高）,NA,PROPOSED,OK,1.0,0.005263600349708575,608,0.000693794648807448,0.04037172371245854,-0.001595350851465225,-0.014288092661298187,2,0.5837677100314078,False,False,,,,
2,HUMAN,"interaction(bb_z, daily_bb_signal_count)","interaction(bb_z,daily_bb_signal_count)",a6d54e1014d6c51d,BB_CONDITIONAL,负向（超跌越深/广度越大，D20 越高）,NA,PROPOSED,OK,1.0,0.009291009617352063,608,0.0010223329161802356,0.008457533097812052,-0.0009677153850969595,0.02060896112093539,2,0.28176717669150864,False,False,,,,
3,HUMAN,"diff(ret_5d, csi300_ret_5)","diff(ret_5d,csi300_ret_5)",e5cae5fd4bba258e,INTERACTION,负向（超跌越深/广度越大，D20 越高）,NA,PROPOSED,OK,1.0,0.038524702343709825,608,0.0064652255851517515,0.05414490591993446,0.053878029098765406,0.01065748834961015,3,9.768643217422657e-05,True,True,0.045053455643569586,0.00682219451914177,0.04820784393719706,0.0034418076151706265
4,HUMAN,"ratio(distance_to_lower_band, bb_width)","ratio(distance_to_lower_band,bb_width)",d2e2f5e890af43f3,BB_CONDITIONAL,负向（超跌越深/广度越大，D20 越高）,NA,PROPOSED,OK,1.0,0.009291009617352063,608,0.0010223329161802356,0.008457533097812052,-0.0009677153850969595,0.02060896112093539,2,0.28176717669150864,False,False,,,,
5,HUMAN,"interaction(drawdown_20, daily_bb_up_ratio)","interaction(daily_bb_up_ratio,drawdown_20)",02d0649a4fc687b9,INTERACTION,负向（超跌越深/广度越大，D20 越高）,NA,PROPOSED,OK,1.0,0.03656187965962508,608,0.005453521103831686,0.044504652083969365,0.06370620367950815,0.002252318929162539,3,0.000308414126125367,True,True,0.049801843296774874,0.00868853808306046,0.04815071750686869,-0.0019766264193894823
6,HUMAN,"diff(bb_z, cs_zscore(ret_5d))","diff(bb_z,(cs_zscore,ret_5d))",b128134943507e91,BB_CONDITIONAL,负向（超跌越深/广度越大，D20 越高）,NA,PROPOSED,OK,0.9998380126090985,-0.04003546166594105,608,-0.00493631557867448,-0.05954278883928113,-0.054398006456896124,-0.010244475000701593,3,5.091854150496289e-05,True,True,-0.05694019481254488,-0.008718120805900823,-0.04515741204622633,-0.001993793298513518
7,HUMAN,"ratio(ret_10d, realized_vol_20)","ratio(ret_10d,realized_vol_20)",0aa1e942e35b7de0,INTERACTION,负向（超跌越深/广度越大，D20 越高）,NA,PROPOSED,OK,0.9998444921047346,-0.010852257817161844,607,-0.002665732396159033,-0.0005385826853263853,0.0038712728058160335,-0.03398110870386238,2,0.22551343512785915,False,False,,,,
8,HUMAN,"interaction(distance_to_lower_band, amount_ratio_5_20)","interaction(amount_ratio_5_20,distance_to_lower_band)",34cbbd9ec3895dee,BB_CONDITIONAL,负向（超跌越深/广度越大，D20 越高）,NA,PROPOSED,OK,1.0,0.012574993982852254,608,0.0004883232724017729,-0.024461908942261426,0.051546842106511594,0.00014850230864372723,2,0.1925109091531012,False,False,,,,
9,HUMAN,"diff(ret_20d, csi1000_ret_20)","diff(ret_20d,csi1000_ret_20)",0eb53521380355be,INTERACTION,负向（超跌越深/广度越大，D20 越高）,NA,PROPOSED,OK,0.9998444921047346,-0.0022417899334785255,607,0.00016009907802911152,0.034833717406155686,0.016125243801177195,-0.04939078913961769,2,0.8234425788814603,False,False,,,,
10,HUMAN,"ratio(drawdown_60, atr14_pct)","ratio(drawdown_60,atr14_pct)",6e041e67f0a326af,INTERACTION,负向（超跌越深/广度越大，D20 越高）,NA,PROPOSED,OK,0.9777234940032268,-0.04617502460888488,586,-0.006539392217870982,0.0605422990153325,-0.09109018234802456,-0.0697222671398412,2,1.8191763260677618e-05,True,True,0.04249423045182703,0.006907772902675527,-0.0246453510279928,-0.013607582285485179
