target,removed_family,test_ic,test_ic_full,delta
Y_RETURN,PRICE,-0.026537536172517473,-0.025909822428848636,-0.0006277137436688368
Y_RETURN,VOLATILITY,-0.0284141121179488,-0.025909822428848636,-0.002504289689100162
Y_RETURN,LIQUIDITY,-0.025947284214183478,-0.025909822428848636,-3.7461785334841347e-05
Y_RETURN,MARKET_CONTEXT,-0.04060777151209072,-0.025909822428848636,-0.014697949083242082
Y_RISK,PRICE,0.24521717363129103,0.2327066161748077,0.012510557456483329
Y_RISK,VOLATILITY,0.21426881056653294,0.2327066161748077,-0.018437805608274765
Y_RISK,LIQUIDITY,0.2461617566833538,0.2327066161748077,0.013455140508546098
Y_RISK,MARKET_CONTEXT,0.209466100426925,0.2327066161748077,-0.02324051574788269
