family,mae10,mae20,mae30,hold60,hold90
B20,38.63447519009171,18.258211178176687,8.859449713882574,12.390060359018578,3.298581171121737
B25,38.37841233939622,19.583451135613984,9.578110765557755,12.81374674080357,3.5152200546602583
B30,39.238389296282,20.995754534928597,9.648784253184099,14.01003473562331,3.6150778335263087
B20_ONLY,38.91970980918125,18.197890629762846,8.868296449836413,12.135991383689976,3.253469893718629
B25_ONLY,38.31042724828204,19.353152076486406,9.624290409321782,12.47759187331939,3.488198386614879
R30,43.64317490049169,24.303441816904705,12.034652306251463,12.690236478576447,3.793022711308827
R25,44.08163265306123,27.074829931972786,12.789115646258503,14.69387755102041,4.353741496598639
