bin,n_lo,n_ge,point,hac_ci_lo,hac_ci_hi,boot_ci_lo,boot_ci_hi
"[-2.0,-2.5)",2491,46718,0.4507575533525355,-0.4226931602015782,1.3242082669066486,-0.4420105997192136,1.3181695305941101
"[-2.5,-3.0)",1137,10838,-0.3037271546835686,-1.945264713624244,1.337810404257107,-2.0331450019600568,1.1860345935250591
"[-3.0,-3.5)",523,1817,-0.6292825427651859,-2.5715080342953955,1.312942948765023,-2.5695694113423406,1.1559232602826481
<-3.5,120,141,0.07164388826228792,-4.228613766050466,4.371901542575041,-4.445021593730782,3.8590736773147722
