group,n,mean_return,win_rate
hist_gt0,1889,4.780731575067549,78.98358920063525
hist_le0,61896,4.851141719355561,75.88535608116841
dif_gt_dea,1889,4.780731575067549,78.98358920063525
dif_le_dea,61896,4.851141719355561,75.88535608116841
