episode_id,ts_code,pnl,signal_date,entry_date,exit_date,exit_type,levels_used,total_cost,simple_return_pct,hold_days,MAE_close_pct,MAE_intraday_pct,MFE_close_pct,MFE_intraday_pct,final_price_path_return_pct,time_to_MAE_days,time_to_break_even_days,max_underwater_duration_days,n_path_days,turnover_rank,entry_k,bb_z_signal,rsi14_signal,macd_dif_signal,macd_dea_signal,macd_hist_signal
11,600855.SH,52087.138424820005,2020-03-18,2020-03-19,2020-03-24,TAKE_PROFIT_DYN,1,199272.81946571998,26.13860664212679,3,0.28359356574330086,-3.551343090690473,21.37574517612908,26.45703624590383,26.330579209657934,0,0.0,0,4,2186,2.5,-2.5627036081460686,34.59292221069336,-0.3722129762172699,-0.16288766264915466,-0.20932531356811523
12,002727.SZ,49574.97538488003,2020-03-16,2020-03-17,2020-03-25,TAKE_PROFIT_DYN,1,198946.40862096,24.918758638831275,6,-2.8179212984141055,-4.664124376650037,23.593039404127715,26.05464350844229,25.10887469819709,1,3.0,3,7,1633,2.5,-2.7928249667548326,26.2979679107666,-1.4328702688217163,-0.9959028363227844,-0.4369674324989319
13,002877.SZ,39857.25020400001,2020-03-16,2020-03-17,2020-03-25,TAKE_PROFIT_DYN,1,199436.02488809996,19.984980259390557,6,-1.1872481260236212,-4.721129210925112,15.938483285422066,25.316860010737585,20.167587514526296,0,1.0,1,7,2916,2.5,-2.551087292687246,37.040584564208984,-0.23522020876407623,-0.0665893480181694,-0.16863085329532623
14,601339.SH,34681.40511264003,2020-03-13,2020-03-16,2020-03-26,TAKE_PROFIT_DYN,1,199879.58318328,17.35114940721026,8,0.1863466046847062,-2.1036270319937933,17.361148879773513,25.089809903563488,17.529748188773997,0,0.0,0,9,1918,2.5,-2.632751344701863,36.152339935302734,-0.06953474134206772,-0.04475793614983559,-0.024776805192232132
15,603222.SH,31804.280370720022,2020-03-17,2020-03-18,2020-03-26,TAKE_PROFIT_DYN,2,396226.72016927996,8.026788389519082,6,-3.606866368697237,-6.028804399634491,7.456546556624133,8.270317735019074,6.458708087877985,3,2.0,2,7,3013,2.5,-2.7526037698832067,37.12470245361328,-0.11726703494787216,0.023479480296373367,-0.14074651896953583
16,000538.SZ,24188.273286840034,2020-03-13,2020-03-16,2020-03-27,TAKE_PROFIT_DYN,1,196156.89753659995,12.331084754400168,9,-1.31964916304661,-5.8671918658646955,10.798292616474448,14.006762978229492,12.502043411134345,0,2.0,2,10,339,2.5,-2.6181805924328154,28.112003326416016,-34.182769775390625,-28.10161590576172,-6.081151962280273
17,600191.SH,50542.13360160004,2020-03-23,2020-03-24,2020-03-27,TAKE_PROFIT_DYN,1,199699.35633647998,25.309111921442522,3,1.829500971131881,-0.3142779966814113,27.126092791328848,27.126092791328848,25.49982206634569,0,0.0,0,4,2394,2.5,-2.5630150958685416,38.206703186035156,0.03410458564758301,0.21672746539115906,-0.18262287974357605
18,002852.SZ,40096.549751400045,2020-03-16,2020-03-17,2020-03-30,TAKE_PROFIT_DYN,1,199481.08159979995,20.1004272835466,9,-1.9321290063647911,-3.851606908375449,22.759336733135882,22.759336733135882,20.28321023954216,1,3.0,3,10,3318,2.5,-2.6434393755211736,33.27996826171875,-0.7152655720710754,-0.2855088412761688,-0.4297567307949066
19,600729.SH,35821.30073669995,2020-03-16,2020-03-17,2020-03-30,TAKE_PROFIT_DYN,2,395342.6073597,9.060824730208793,9,-2.0472704683230925,-2.436744542007685,8.351687299055733,9.948531001162596,8.476786371523225,1,2.0,2,10,1411,2.5,-3.023293877994944,36.001426696777344,-1.2693439722061157,-1.2078598737716675,-0.061484094709157944
20,603013.SH,26380.563805440033,2020-03-13,2020-03-16,2020-03-31,TAKE_PROFIT_DYN,1,199775.45211623996,13.205107797774081,11,-5.176918468552538,-7.832589615232289,16.38088260449482,18.33358197705346,13.377396645574935,5,7.0,7,12,2882,2.5,-2.5718347298190927,36.87627029418945,-0.24874275922775269,-0.18633833527565002,-0.06240442022681236
21,603790.SH,29570.389805880026,2020-02-28,2020-03-02,2020-04-01,TAKE_PROFIT_DYN,1,198910.36325159998,14.86618863014025,22,-5.443393815486819,-6.7599067599067535,17.479419805001207,19.957561818026946,15.041005506121795,12,0.0,7,23,2550,2.5,-2.758011429049534,26.131996154785156,-0.6346555948257446,-0.5935723781585693,-0.04108324274420738
22,000951.SZ,44959.781808900036,2020-03-16,2020-03-17,2020-04-01,TAKE_PROFIT_DYN,1,199696.35255569997,22.514072607490267,11,-2.8167300121974104,-7.457981112372025,19.710318010601302,24.408169733948792,22.700528932823573,2,3.0,3,12,1700,2.5,-2.5984241645631663,35.566314697265625,-1.0668107271194458,-0.5539416670799255,-0.5128690600395203
23,603997.SH,60716.23495182002,2020-03-16,2020-03-17,2020-04-01,TAKE_PROFIT_DYN,1,199661.3084466,30.40961487441056,11,-5.7464274855579145,-7.194255020341966,30.738826391000295,30.738826391000295,30.60808756460931,4,0.0,5,12,2994,2.5,-2.528962007562146,30.186233520507812,-0.30472835898399353,-0.04189298301935196,-0.26283538341522217
24,002203.SZ,19404.58565052005,2020-03-16,2020-03-17,2020-04-03,TAKE_PROFIT_DYN,1,199710.37019934,9.716363567475966,13,-1.4762505003607207,-3.1966885009364954,11.025598970489892,11.369686570605065,9.883342833974297,1,3.0,3,14,3125,2.5,-2.617114897546536,35.422950744628906,-0.6182820796966553,-0.44432172179222107,-0.1739603877067566
25,002860.SZ,40610.67629400003,2020-03-16,2020-03-17,2020-04-03,TAKE_PROFIT_DYN,1,197979.19120979996,20.512598342198807,13,-3.8285337784654927,-4.465129772366883,20.816825414003404,20.816825414003404,20.69600858858942,4,3.0,3,14,1989,2.5,-2.5010159374385217,41.34672927856445,0.06418471783399582,0.4321497678756714,-0.36796507239341736
26,300529.SZ,38629.89429174003,2020-03-16,2020-03-17,2020-04-03,TAKE_PROFIT_DYN,1,193512.56918993997,19.9624729563811,13,0.10220649278129823,-2.441958850384396,18.25613396480945,23.237467043250714,20.145045957255903,0,0.0,0,14,973,2.5,-2.747815100133379,41.955596923828125,1.102445363998413,2.4993748664855957,-1.3969295024871826
27,600078.SH,60179.131789200066,2020-03-16,2020-03-17,2020-04-03,TAKE_PROFIT_DYN,1,200035.77978383997,30.084183866621284,13,-0.32591842546592087,-6.654431541309358,29.734518874790396,35.15895868837047,30.282161277636412,0,2.0,2,14,2016,2.5,-2.6463621090139355,37.246551513671875,-0.2248040735721588,0.25113290548324585,-0.47593697905540466
28,600929.SH,24300.426459600043,2020-03-16,2020-03-17,2020-04-03,TAKE_PROFIT_DYN,1,200015.75457863996,12.1492561977391,13,-3.5015164047422,-4.575711027323914,8.672689317850635,12.790435371080534,12.319938126389761,4,6.0,6,14,3142,2.5,-2.5209333394980074,33.04045104980469,-0.13630490005016327,-0.10232796519994736,-0.033976923674345016
29,002638.SZ,22764.538339199993,2020-03-13,2020-03-16,2020-04-07,TAKE_PROFIT_DYN,1,199835.52773183997,11.391637211651279,15,-3.4635398271761764,-5.818087636269453,7.300107300107306,13.354658809204278,11.561166106620657,3,4.0,4,16,2432,2.5,-2.5816906173977188,37.149658203125,-0.35653814673423767,-0.2903449237346649,-0.06619323045015335
30,300194.SZ,52852.42377576002,2020-03-13,2020-03-16,2020-04-07,TAKE_PROFIT_DYN,1,199835.52773183997,26.44796166909964,15,-8.80331789422697,-10.884569975479053,28.6592195683105,28.6592195683105,26.640405049495964,2,4.0,4,16,1236,2.5,-2.5065712368862143,33.48313522338867,-0.5426048040390015,-0.026571065187454224,-0.5160337686538696
31,600491.SH,20854.393540560035,2020-03-13,2020-03-16,2020-04-07,TAKE_PROFIT_DYN,1,199968.69534641996,10.428829124694987,15,-7.304900370087585,-7.8591311601020175,10.984715700388392,12.647408070431677,10.596892705075799,5,12.0,12,16,1459,2.5,-2.691373303990171,37.39749526977539,0.10172712057828903,0.8890684843063354,-0.7873413562774658
32,300690.SZ,33695.37923220004,2020-03-16,2020-03-17,2020-04-07,TAKE_PROFIT_DYN,1,198249.53148,16.996448355086947,14,-0.8718554173099635,-2.8698574153119494,17.609663064208526,19.38061938061939,17.174507310870958,1,0.0,1,15,2656,2.5,-2.94571905630193,33.72260284423828,-0.5172652006149292,-0.03491564095020294,-0.48234954476356506
33,300729.SZ,27133.88495400001,2020-03-16,2020-03-17,2020-04-07,TAKE_PROFIT_DYN,1,200051.79994799997,13.56342955227246,14,-0.8999008999008851,-3.849903849903835,13.65011365011366,14.450114450114459,13.736263736263755,1,3.0,3,15,3304,2.5,-2.579062621265674,35.92594528198242,-0.2731073200702667,-0.1380540132522583,-0.13505332171916962
34,600737.SH,75750.18416928,2020-03-16,2020-03-17,2020-04-07,TAKE_PROFIT_DYN,2,399238.51103135996,18.97366663691666,14,-4.141370639474296,-6.540993772346471,19.854860689247555,19.854860689247555,17.085443002004318,2,0.0,5,15,1095,2.5,-2.6880956277780794,37.992488861083984,-0.5006824731826782,0.30381205677986145,-0.8044945001602173
35,603605.SH,34818.752251620055,2020-03-16,2020-03-17,2020-04-07,TAKE_PROFIT_DYN,1,195718.34554271994,17.79023430586893,14,-0.9349903595626596,-6.615546195639488,18.61194792765557,19.24312079833077,17.969501338474924,0,1.0,1,15,982,2.5,-3.0168723011843475,39.50703430175781,0.3171306848526001,2.211951732635498,-1.8948211669921875
36,603700.SH,34259.247951660014,2020-03-16,2020-03-17,2020-04-07,TAKE_PROFIT_DYN,1,199911.62351160002,17.137196602113583,14,3.4535933864793034,-2.0442644603718474,16.930049815955872,18.63974951223275,17.315469765134207,0,0.0,0,15,2167,2.5,-2.650960170913054,39.580421447753906,0.5616163015365601,1.4800801277160645,-0.9184638857841492
37,603707.SH,42497.67411540006,2020-03-16,2020-03-17,2020-04-07,TAKE_PROFIT_DYN,1,197618.73751619997,21.50488088808698,14,1.5856009016063988,-1.443745492993076,23.04157310997259,24.248756259700176,21.689801306764387,2,0.0,0,15,1015,2.5,-2.985098254151559,33.676692962646484,-1.0600289106369019,0.2483096569776535,-1.3083386421203613
38,002840.SZ,23413.94783441999,2020-03-17,2020-03-18,2020-04-07,TAKE_PROFIT_DYN,1,198734.14144584,11.781542750570049,13,-2.259124161141446,-4.058477545509243,11.847806372302049,12.063728778426185,11.951665049647753,1,2.0,2,14,3178,2.5,-2.705421006407528,36.109554290771484,-0.23178474605083466,-0.0917816311120987,-0.14000311493873596
39,600079.SH,46741.084263000084,2020-03-17,2020-03-18,2020-04-07,TAKE_PROFIT_DYN,1,199601.23283099994,23.417232248547894,13,-0.09990009990008542,-2.580489487938664,23.72879190034949,23.72879190034949,23.605063108449166,0,1.0,1,5,859,2.5,-2.7167879784546014,37.12948989868164,-4.156429767608643,-2.617540121078491,-1.538889765739441
40,300559.SZ,11272.030992180022,2020-03-09,2020-03-10,2020-04-08,TAKE_PROFIT_DYN,1,197429.49932705998,5.709395521237115,20,-6.345777905410921,-8.925596998991491,4.822123170747039,6.17992269368417,5.870276512478356,4,0.0,6,21,1510,2.5,-2.6694457879287166,39.16452407836914,-0.2369297444820404,1.682544469833374,-1.9194742441177368
41,300267.SZ,38282.07908628014,2020-03-12,2020-03-13,2020-04-08,TAKE_PROFIT_DYN,2,400069.5570471599,9.568855818181506,17,-7.801948618275123,-10.746849522359714,6.922555902147742,10.547049322559543,9.983893657363074,4,0.0,4,18,1393,2.5,-2.5909952125845717,38.41529083251953,-0.7324004173278809,-0.4834078550338745,-0.24899254739284515
42,000813.SZ,21746.141825040046,2020-03-13,2020-03-16,2020-04-08,TAKE_PROFIT_DYN,2,399891.33272087993,5.438012791394664,16,-7.953107221845778,-9.23153628820903,3.73538709918968,4.283285270488224,3.6316517120905,5,16.0,16,17,2066,2.5,-2.71805254816952,35.05414581298828,-0.4143180549144745,-0.33498671650886536,-0.07933134585618973
43,002198.SZ,6894.21248964002,2020-03-13,2020-03-16,2020-04-08,TAKE_PROFIT_DYN,1,199907.61847056,3.448699225365099,16,-4.121302426387164,-6.872788228720417,4.344807734638256,4.768113242689531,3.6061396230888,10,0.0,6,17,2855,2.5,-2.5270157058503746,33.467445373535156,-0.656039834022522,-0.5133076906204224,-0.14273211359977722
44,600222.SH,28776.462663960032,2020-03-13,2020-03-16,2020-04-08,TAKE_PROFIT_DYN,1,199967.69408616,14.390555832264152,16,-2.9060826813635643,-6.647659456648203,13.182697452360381,15.614722356295395,14.564648834311766,3,0.0,1,17,1648,2.5,-2.532647545601585,39.76082229614258,-0.20077119767665863,0.22111406922340393,-0.42188525199890137
45,600867.SH,28472.4062449201,2020-03-13,2020-03-16,2020-04-08,TAKE_PROFIT_DYN,2,398900.08506347996,7.137728797523088,16,-10.25773519142218,-11.582670203359847,3.9632339367087432,5.464826950238089,4.123992718157199,5,15.0,15,17,593,2.5,-2.5323513866019214,36.070804595947266,-5.48376989364624,-3.759070873260498,-1.7246990203857422
46,000622.SZ,20130.72662880004,2020-03-16,2020-03-17,2020-04-08,TAKE_PROFIT_DYN,1,199771.44707519998,10.076878815030172,15,-4.281764746881011,-5.443393815486819,11.284064772436885,11.284064772436885,10.244406756034685,10,0.0,5,16,2518,2.5,-2.642566611470633,36.96312713623047,-0.18073847889900208,-0.07473884522914886,-0.10599963366985321
47,002295.SZ,21087.99519840002,2020-03-16,2020-03-17,2020-04-08,TAKE_PROFIT_DYN,1,199931.6487168,10.547602309962857,15,-4.938811188811187,-6.499750249750247,10.202297702297702,10.982767232767255,10.715846653346661,4,0.0,6,16,3517,2.5,-2.8831875270977703,34.296546936035156,-0.14489629864692688,-0.07333549857139587,-0.0715608075261116
48,300558.SZ,39265.52028300005,2020-03-16,2020-03-17,2020-04-08,TAKE_PROFIT_DYN,1,197468.54847719998,19.884442654691263,15,-4.582791713914302,-6.543107029873063,19.381683117612567,21.266017219774458,20.06689689987533,4,0.0,2,16,500,2.5,-2.743011525355689,34.69137954711914,-0.3322626054286957,1.7395401000976562,-2.0718026161193848
49,601886.SH,4454.553775680019,2020-02-28,2020-03-02,2020-04-09,TAKE_PROFIT_DYN,1,199675.32609023998,2.230898460467197,27,-9.389391096708156,-11.064545210886667,6.90528983211911,8.123583733339835,2.3864854657537737,15,0.0,18,28,2051,2.5,-2.8607449294358727,33.5670166015625,-0.28300899267196655,-0.23689675331115723,-0.04611222445964813
50,600062.SH,17274.057667200046,2020-03-12,2020-03-13,2020-04-09,TAKE_PROFIT_DYN,2,399382.69250879996,4.325189346260775,18,-1.6244799377329366,-3.3095418637587137,3.9923931490196685,4.79480358998432,4.609847983341986,4,0.0,3,19,1284,2.5,-2.713544363214557,35.59236526489258,-0.9517039656639099,-0.2791517376899719,-0.672552227973938
51,002399.SZ,5315.500567800045,2020-03-13,2020-03-16,2020-04-09,TAKE_PROFIT_DYN,1,199421.00598419996,2.665466730330901,17,-9.62494351558968,-13.507188699235684,2.789212594906232,3.6920603120332185,2.8217151127228224,0,17.0,17,18,1012,2.5,-2.57749160776962,37.73046875,-0.34497836232185364,1.7345082759857178,-2.079486608505249
52,300705.SZ,32407.513714620087,2020-03-13,2020-03-16,2020-04-09,TAKE_PROFIT_DYN,2,399179.4366760199,8.118532854417177,17,-6.9749282153699905,-9.266604253859978,6.605374234940942,9.066804054059796,5.396472686192322,2,15.0,15,18,2972,2.5,-2.8099830700407935,33.739139556884766,-0.38245901465415955,-0.10661128163337708,-0.27584773302078247
53,600529.SH,11258.361520020058,2020-03-13,2020-03-16,2020-04-09,TAKE_PROFIT_DYN,1,196776.67763753998,5.721390184642618,17,-9.57706358486904,-11.676435242931781,6.408152040094395,6.6480802295873165,5.882289430773402,0,9.0,9,18,806,2.5,-2.623693337082089,43.4479866027832,2.487800121307373,6.29002571105957,-3.8022255897521973
54,600575.SH,3726.874994400074,2020-03-13,2020-03-16,2020-04-09,TAKE_PROFIT_DYN,1,200051.79994799997,1.8629549923413888,17,-4.983904983904964,-6.315906315906306,2.1201021201021186,4.340104340104367,2.017982017982045,5,17.0,17,18,2173,2.5,-2.5271468492863582,36.75960922241211,-0.5647636651992798,-0.43674683570861816,-0.12801681458950043
55,603637.SH,12147.465947760036,2020-03-13,2020-03-16,2020-04-09,TAKE_PROFIT_DYN,1,199014.49431863998,6.1038096694157655,17,-5.158133006234255,-7.017777457092411,5.2558759185713955,8.231307039944436,6.265290926497213,3,6.0,6,18,3445,2.5,-2.596898925853975,31.876535415649414,-0.5664036273956299,-0.4103180766105652,-0.1560855507850647
56,002243.SZ,25770.310475580045,2020-03-16,2020-03-17,2020-04-09,TAKE_PROFIT_DYN,1,199955.67896303997,12.888011287913187,16,-5.12632022065983,-6.775614322784129,9.010486368976945,13.565679603415482,13.059817540949625,1,5.0,5,17,1520,2.5,-2.703664499340716,37.94915008544922,-0.14255934953689575,-0.055265869945287704,-0.08729347586631775
57,002422.SZ,15295.478728319984,2020-03-16,2020-03-17,2020-04-09,TAKE_PROFIT_DYN,1,199258.80182208,7.67618724415369,16,-3.5696575493970317,-6.8948417718316275,9.923843643091113,11.080429459590114,7.84006153036545,2,3.0,3,17,539,2.5,-2.5090606794044756,26.352514266967773,-4.798771858215332,-2.930734634399414,-1.8680371046066284
58,002619.SZ,12100.278586319997,2020-03-16,2020-03-17,2020-04-09,TAKE_PROFIT_DYN,1,199949.67140148,6.051662151534014,16,-8.525209730029015,-9.728825391475993,6.319383427817149,11.133846073605103,6.213064044389327,11,14.0,14,17,2228,2.5,-2.5880445851004192,29.735746383666992,-0.6625009775161743,-0.4709922969341278,-0.1915086805820465
59,002821.SZ,24113.123489520018,2020-03-16,2020-03-17,2020-04-09,TAKE_PROFIT_DYN,1,194260.51060416,12.412776747331193,16,-1.941205751200803,-4.134707449897945,18.059822414102467,20.105031040211642,12.583859732548518,0,1.0,1,17,309,2.5,-2.5343675540755974,40.108177185058594,4.5419840812683105,13.140569686889648,-8.59858512878418
60,300119.SZ,14473.119887820067,2020-03-16,2020-03-17,2020-04-09,TAKE_PROFIT_DYN,1,199037.52330461994,7.271553447572529,16,-5.538982037948248,-6.502869976336534,7.5423542687498735,9.883224976264282,7.434811914481121,9,6.0,6,17,1898,2.5,-2.5764530839320847,40.25137710571289,-0.6706785559654236,0.13847611844539642,-0.8091546893119812
61,300275.SZ,7641.082263600023,2020-03-16,2020-03-17,2020-04-09,TAKE_PROFIT_DYN,1,199180.70352179997,3.8362562881317066,16,-5.061509646036866,-8.591885669249555,3.525891491507549,6.674605241940501,3.9942865157764906,7,15.0,15,17,2780,2.5,-2.6118875850357473,35.87025833129883,-0.5897467136383057,-0.3875330984592438,-0.2022136151790619
62,300277.SZ,38480.47283520005,2020-03-16,2020-03-17,2020-04-09,TAKE_PROFIT_DYN,1,199405.98708029996,19.29755139182663,16,-8.030509823083431,-9.949205723853593,19.59871114800693,19.59871114800693,19.479112436858937,11,3.0,8,17,2668,2.5,-2.69400471704463,37.032527923583984,-0.7118380069732666,-0.39820122718811035,-0.31363677978515625
63,300347.SZ,18403.637324399984,2020-03-16,2020-03-17,2020-04-09,TAKE_PROFIT_DYN,1,197216.23089167997,9.331705225878743,16,-6.48338704875806,-7.807151623406028,12.696490788363612,13.961421381916118,9.498099074070797,9,6.0,6,17,306,2.5,-2.987276086597426,32.02637481689453,-8.163097381591797,10.066720962524414,-18.22981834411621
64,300371.SZ,11421.36036900006,2020-03-16,2020-03-17,2020-04-09,TAKE_PROFIT_DYN,1,199511.11940759997,5.724673593588682,16,-5.054295298197731,-9.602592529421782,5.179373472056414,8.265718021815594,5.885577836797373,4,6.0,6,17,2813,2.5,-2.5320738475620947,38.720436096191406,-0.23219557106494904,0.22672203183174133,-0.4589175879955292
65,300403.SZ,8451.850125240016,2020-03-16,2020-03-17,2020-04-09,TAKE_PROFIT_DYN,1,199577.20258475997,4.234877539006758,16,-2.3988563737517676,-4.697812647603438,3.4530323233252336,4.916004497594462,4.39351443535545,4,3.0,3,17,2749,2.5,-2.5066313896426133,39.3197021484375,-0.12242738157510757,0.17756786942481995,-0.2999952435493469
66,300536.SZ,10393.454617200041,2020-03-16,2020-03-17,2020-04-09,TAKE_PROFIT_DYN,1,199577.20258475997,5.207736396037501,16,-4.976474014130905,-8.041749045933145,7.284626113078008,8.677932945715373,5.367853903418762,1,3.0,7,17,3039,2.5,-2.5364255612353372,35.83714294433594,-0.45236268639564514,-0.12713214755058289,-0.32523053884506226
67,300595.SZ,27285.301495440042,2020-03-16,2020-03-17,2020-04-09,TAKE_PROFIT_DYN,1,197849.02737599998,13.790970750432852,16,-5.4599246906939065,-6.26681011296395,13.444248059632692,14.462460616306782,13.964151233382038,4,5.0,5,17,849,2.5,-2.6321669237742147,38.76539993286133,2.3966822624206543,8.053693771362305,-5.657011985778809
68,300741.SZ,28569.593215800007,2020-03-16,2020-03-17,2020-04-09,TAKE_PROFIT_DYN,1,197508.59888759998,14.464987031809514,16,-0.7734635839674708,-2.156041261789998,13.194116033008886,14.789397968957974,14.639193312010912,1,0.0,1,17,2824,2.5,-2.5811661963161083,36.81970977783203,-0.2876088619232178,-0.12367473542690277,-0.163934126496315
69,300758.SZ,16053.85688940002,2020-03-16,2020-03-17,2020-04-09,TAKE_PROFIT_DYN,1,198664.05322764,8.08090675115978,16,-1.8641402747362923,-2.4154653293726014,7.251100628584073,8.97858579977786,8.245396987118859,4,3.0,3,17,3007,2.5,-2.60071110082299,29.870580673217773,-1.013165831565857,-0.7035123705863953,-0.30965346097946167
70,600551.SH,9339.663896640006,2020-03-16,2020-03-17,2020-04-09,TAKE_PROFIT_DYN,1,199627.26559775998,4.678551233306482,16,-0.3724788172264293,-2.416819197173903,4.806516811973838,6.033121039942335,4.837863364466366,1,0.0,1,17,3519,2.5,-2.64613601021155,36.43606948852539,-0.4733731746673584,-0.33771029114723206,-0.13566288352012634
71,603060.SH,26957.19470220004,2020-03-16,2020-03-17,2020-04-09,TAKE_PROFIT_DYN,1,199225.76023349995,13.530978459113523,16,-3.0520930257077805,-4.791778142701608,13.132250335416584,14.292040413412476,13.703763255214474,4,0.0,2,17,3028,2.5,-2.648297652271281,30.758819580078125,-0.6917500495910645,-0.4846656918525696,-0.20708435773849487
72,603177.SH,6096.686436900025,2020-03-16,2020-03-17,2020-04-09,TAKE_PROFIT_DYN,1,200001.736935,3.048316744809787,16,-5.741317506023391,-7.386730916142681,3.4259857789269654,3.661044837515437,3.2051477933831007,4,15.0,15,17,3521,2.5,-2.5480228839001917,36.25951385498047,-0.16203656792640686,-0.13082200288772583,-0.031214570626616478
73,603535.SH,11689.785884159995,2020-03-16,2020-03-17,2020-04-09,TAKE_PROFIT_DYN,1,198650.03558399997,5.884613033062822,16,-5.320485965647248,-6.416164480680598,4.540620669652928,8.021011246817732,6.045760690921975,4,6.0,6,17,3486,2.5,-2.5322597713106205,35.28005599975586,-0.2266799807548523,-0.17859594523906708,-0.048084042966365814
74,603569.SH,10771.491330000048,2020-03-16,2020-03-17,2020-04-09,TAKE_PROFIT_DYN,1,199891.59830639994,5.388666367802601,16,-3.8979453725997315,-4.473406777554212,3.3528683298268858,7.03582132153564,5.549059235695197,4,3.0,3,17,3420,2.5,-2.575927247425332,33.30573654174805,-0.2570859491825104,-0.19421163201332092,-0.06287430226802826
75,603683.SH,13956.473112660024,2020-03-16,2020-03-17,2020-04-09,TAKE_PROFIT_DYN,1,199553.17233851997,6.993861810918448,16,-3.4713066684647242,-5.334452403724144,9.304549801885532,10.36920450774803,7.156697654033373,10,3.0,7,17,3380,2.5,-2.658631668469157,35.97968673706055,-0.13660743832588196,-0.10552169382572174,-0.03108573704957962
76,603733.SH,18991.341299880005,2020-03-16,2020-03-17,2020-04-09,TAKE_PROFIT_DYN,1,199761.4344726,9.507010875257269,16,-3.015134331860303,-5.503748920119033,9.214628787582523,12.272069567443221,9.673671524205329,1,6.0,6,17,2630,2.5,-2.517762032597398,36.76047134399414,-0.1453866958618164,0.02346193976700306,-0.16884863376617432
