family,retained_pct,reduced_pct,signal_days_pct
B25,49.9067178803794,50.09328211962061,88.82882882882883
B30,12.186250685897939,87.81374931410207,61.08108108108108
R30,6.695931645371169,93.30406835462884,54.59459459459459
R25,1.1523085364897703,98.84769146351023,24.324324324324326
