case_type,signal_id,position_episode_id,role,ts_code,stock_code,stock_name,signal_date,entry_date,available_future_days,D5_close_ret,D10_close_ret,D20_close_ret,D10_MFE,D10_MAE,D20_MFE,D20_MAE,BB_z,turnover_rank
B_D20_best_50,SIG2303_1,2303,NEW_ENTRY,300521.SZ,300521,爱司凯,2020-04-27,2020-04-28,20,0.19336730215391307,0.9217184489151018,1.3167209359677985,0.9217184489151018,-0.08355243083276553,1.757702548497528,-0.08355243083276553,-2.1777228872828314,3374.0
B_D20_best_50,SIG39336_1,39336,NEW_ENTRY,605011.SH,605011,杭州热电,2023-04-21,2023-04-24,20,-0.014590851325544829,0.021427552039797293,1.3112941480288427,0.03773777243165033,-0.05672558733783184,1.3112941480288427,-0.05672558733783184,-2.1394435641446923,4677.0
C_D10_MAE_worst_50,SIG11273_1,11273,NEW_ENTRY,300526.SZ,300526,中潜股份,2021-04-16,2021-04-19,20,-0.590568447454136,-0.697122559408788,-0.6443700314087353,-0.0009990009990009652,-0.7032670299997033,-0.0009990009990009652,-0.7128583987269856,-2.170526243871666,2348.0
C_D10_MAE_worst_50,SIG204_3,204,ADD_ON_2,300362.SZ,300362,天翔环境,2020-04-22,2020-04-23,20,-0.05790412119526045,-0.6585692788224433,-0.49417670936658276,0.04958332806434074,-0.690183234487032,0.04958332806434074,-0.690183234487032,-2.394108367357742,
C_D10_MAE_worst_50,SIG24209_2,24209,ADD_ON_1,300273.SZ,300273,和佳医疗,2022-04-13,2022-04-14,20,-0.3979235050663621,-0.6543634936492079,-0.5450977593834736,0.021300128442985677,-0.6565934065934065,0.021300128442985677,-0.6565934065934065,-2.1426858564102464,
C_D10_MAE_worst_50,SIG204_4,204,ADD_ON_3,300362.SZ,300362,天翔环境,2020-04-24,2020-04-27,20,-0.31722953305687107,-0.45378362644549686,-0.3962871660713386,0.19305155276378327,-0.6478341802082809,0.19305155276378327,-0.6478341802082809,-2.726996182973675,
C_D10_MAE_worst_50,SIG24209_3,24209,ADD_ON_2,300273.SZ,300273,和佳医疗,2022-04-15,2022-04-18,20,-0.45509036418127324,-0.5691953733911774,-0.47837710075472295,-0.0009990009990008542,-0.6413842567688721,-0.0009990009990008542,-0.6413842567688721,-2.312462717638391,
C_D10_MAE_worst_50,SIG54298_4,54298,ADD_ON_3,000982.SZ,000982,中银绒业,2024-06-04,2024-06-05,12,-0.3799304144131729,-0.6382927417410176,,0.03344930931137857,-0.6382927417410176,0.03344930931137857,-0.7071893623617761,-2.083083927689087,
C_D10_MAE_worst_50,SIG10573_1,10573,NEW_ENTRY,600701.SH,600701,退市工新,2021-03-16,2021-03-17,20,-0.3494877215807447,-0.6166624073600817,-0.6282786980461399,-0.0009990009990008542,-0.6166624073600817,-0.0009990009990008542,-0.7212090235346049,-2.086440415629701,3842.0
C_D10_MAE_worst_50,SIG24355_1,24355,NEW_ENTRY,300835.SZ,300835,龙磁科技,2022-04-11,2022-04-12,20,-0.45653915899479613,-0.585465618804927,-0.5480411325544862,0.010819257816927719,-0.5867190704975254,0.010819257816927719,-0.6368571382014651,-2.0796261282532176,1893.0
C_D10_MAE_worst_50,SIG54014_1,54014,NEW_ENTRY,300506.SZ,300506,名家汇,2024-04-08,2024-04-09,20,-0.20329670329670324,-0.5604395604395604,-0.5954045954045953,0.056443556443556586,-0.5754245754245754,0.056443556443556586,-0.6328671328671328,-2.588174753064514,2192.0
C_D10_MAE_worst_50,SIG54014_2,54014,ADD_ON_1,300506.SZ,300506,名家汇,2024-04-10,2024-04-11,20,-0.37090617191372854,-0.5520851944025748,-0.55963432033961,0.03171387806148496,-0.5722161969013355,0.03171387806148496,-0.6300928290852724,-2.021315948760507,
C_D10_MAE_worst_50,SIG49776_5,49776,ADD_ON_4,300205.SZ,300205,天喻信息,2024-01-22,2024-01-23,20,-0.33001780827867755,-0.5070147244060286,-0.3615080571602308,0.027233635929288624,-0.5645658689136948,0.027233635929288624,-0.5645658689136948,-2.8959777747056172,
C_D10_MAE_worst_50,SIG58853_1,58853,NEW_ENTRY,300799.SZ,300799,左江退,2024-07-09,2024-07-10,13,-0.3438764625205303,-0.5470631063851402,,0.007467109162024421,-0.5597622716266784,0.007467109162024421,-0.5724614368682165,-2.0393176210081947,4028.0
C_D10_MAE_worst_50,SIG56400_1,56400,NEW_ENTRY,603863.SH,603863,松炀资源,2024-05-29,2024-05-30,20,-0.28566851416393224,-0.48440563279463655,-0.42180196392434044,-0.0009990009990008542,-0.5570495127101689,-0.0009990009990008542,-0.5570495127101689,-2.1549654462907943,683.0
C_D10_MAE_worst_50,SIG47895_5,47895,ADD_ON_4,300844.SZ,300844,山水比德,2024-01-31,2024-02-01,20,-0.4317510446542703,-0.19721855205726135,-0.13598945857010347,-0.0009990009990007431,-0.5452576097737387,-0.0009990009990007431,-0.5452576097737387,-2.1941831948557406,
C_D10_MAE_worst_50,SIG55926_1,55926,NEW_ENTRY,300536.SZ,300536,农尚环境,2024-04-23,2024-04-24,20,-0.13738618875846176,-0.45656032918524114,-0.2583067882153033,0.10726711711933401,-0.540923538108619,0.10726711711933401,-0.540923538108619,-2.004294837473229,1024.0
C_D10_MAE_worst_50,SIG204_2,204,ADD_ON_1,300362.SZ,300362,天翔环境,2020-04-20,2020-04-21,20,-0.08576272212635827,-0.5398540853086307,-0.5398540853086307,0.011110102019193047,-0.5398540853086307,0.011110102019193047,-0.7033269760542487,-2.2344324234463517,
C_D10_MAE_worst_50,SIG24694_1,24694,NEW_ENTRY,300688.SZ,300688,创业黑马,2022-04-18,2022-04-19,20,-0.49115790699949113,-0.47247471999947244,-0.438039041999438,0.005595065001005706,-0.531088639999531,0.005595065001005706,-0.531088639999531,-2.0517884037503413,1506.0
C_D10_MAE_worst_50,SIG48978_4,48978,ADD_ON_3,300391.SZ,300391,长药控股,2024-01-31,2024-02-01,20,-0.4575870864530658,-0.20869508498374467,-0.2224270574786037,0.0007174955628566071,-0.5262469489273613,0.0007174955628566071,-0.5262469489273613,-2.290312128522353,
C_D10_MAE_worst_50,SIG52107_3,52107,ADD_ON_2,300716.SZ,300716,泉为科技,2024-01-30,2024-01-31,20,-0.3515997744327555,-0.18897170482794168,-0.04957621659524403,0.007449210409041118,-0.524788108297622,0.052858346727268524,-0.524788108297622,-2.053751604098202,
C_D10_MAE_worst_50,SIG7185_1,7185,NEW_ENTRY,603655.SH,603655,朗博科技,2020-12-01,2020-12-02,20,-0.3444978666653543,-0.39685929833713074,-0.5830770215006668,-0.0009990009990008542,-0.5222511478669114,-0.0009990009990008542,-0.5899666835627426,-2.060281361284871,3325.0
C_D10_MAE_worst_50,SIG23641_3,23641,ADD_ON_2,300159.SZ,300159,新研股份,2022-04-21,2022-04-22,20,-0.2610564039135467,-0.4576851719708862,-0.21348492777064199,0.02754388468674196,-0.5179423750852321,0.02754388468674196,-0.5179423750852321,-2.3764834851939463,
C_D10_MAE_worst_50,SIG22178_3,22178,ADD_ON_2,300772.SZ,300772,运达股份,2022-04-07,2022-04-08,20,-0.47078417333374845,-0.5141779844329419,-0.4975122453875995,0.021641248270143576,-0.5163791197785532,0.021641248270143576,-0.5814698364273435,-2.039496499971142,
C_D10_MAE_worst_50,SIG23072_3,23072,ADD_ON_2,300458.SZ,300458,全志科技,2022-04-25,2022-04-26,20,-0.4833913980460862,-0.4519798000988342,-0.45646717123415603,0.019474629805904753,-0.5162052994731264,0.019474629805904753,-0.5162052994731264,-2.3589995862138844,
C_D10_MAE_worst_50,SIG52023_1,52023,NEW_ENTRY,300117.SZ,300117,嘉寓股份,2024-01-22,2024-01-23,20,-0.16950519360157923,-0.5065175788067355,-0.2858547075414546,0.07121793868781823,-0.514541683216382,0.07121793868781823,-0.5787345184935546,-2.2378555106392826,2939.0
C_D10_MAE_worst_50,SIG52019_2,52019,ADD_ON_1,300069.SZ,300069,金利华电,2024-01-24,2024-01-25,20,-0.10673268337501896,-0.4822695552622559,-0.2489262562255261,0.09306751642518085,-0.5143542588798062,0.09306751642518085,-0.5624813143061318,-2.1467089432415545,
C_D10_MAE_worst_50,SIG2312_2,2312,ADD_ON_1,600069.SH,600069,退市银鸽,2020-07-21,2020-07-22,20,-0.35199935199935195,-0.4599994599994599,-0.2979992979992979,-0.0009990009990009652,-0.5139995139995139,-0.0009990009990009652,-0.5139995139995139,-2.0479232563144008,
C_D10_MAE_worst_50,SIG9759_1,9759,NEW_ENTRY,600086.SH,600086,退市金钰,2021-01-29,2021-02-01,20,-0.35199935199935195,-0.4869994869994869,-0.540999540999541,-0.0009990009990009652,-0.5139995139995139,-0.0009990009990009652,-0.540999540999541,-2.054630121327205,3809.0
C_D10_MAE_worst_50,SIG39390_1,39390,NEW_ENTRY,688500.SH,688500,慧辰股份,2023-04-21,2023-04-24,20,-0.25343660157960735,-0.4802143361671303,-0.3553825556602369,0.01599199134777085,-0.5135028109689685,0.01599199134777085,-0.5135028109689685,-2.7642276190527033,2376.0
C_D10_MAE_worst_50,SIG52107_2,52107,ADD_ON_1,300716.SZ,300716,泉为科技,2024-01-24,2024-01-25,20,-0.1268811833327962,-0.49546421320614864,-0.11378943637008143,0.12790435371080533,-0.5055347877928522,0.12790435371080533,-0.5468241435983371,-2.104680075799678,
C_D10_MAE_worst_50,SIG52019_3,52019,ADD_ON_2,300069.SZ,300069,金利华电,2024-01-31,2024-02-01,20,-0.413809331164703,-0.1859380289132354,-0.15373882316031062,0.0031291023026562836,-0.5046276038011575,0.0031291023026562836,-0.5046276038011575,-2.294187457496844,
C_D10_MAE_worst_50,SIG39390_2,39390,ADD_ON_1,688500.SH,688500,慧辰股份,2023-04-25,2023-04-26,20,-0.4716991533404692,-0.4628646910217479,-0.37876060974752157,0.013842895696450919,-0.5042099746733634,0.013842895696450919,-0.5042099746733634,-2.1678982434607392,
C_D10_MAE_worst_50,SIG38643_1,38643,NEW_ENTRY,600766.SH,600766,园城黄金,2023-04-18,2023-04-19,20,-0.24602468633779795,-0.45195052827146764,-0.34507762296412003,-0.0009990009990010762,-0.5040836528116371,-0.0009990009990010762,-0.5040836528116371,-2.717680153222926,2206.0
C_D10_MAE_worst_50,SIG24209_1,24209,NEW_ENTRY,300273.SZ,300273,和佳医疗,2022-04-08,2022-04-11,20,-0.0738874859046531,-0.49835572153168717,-0.6055446699223523,0.041876578357265215,-0.5004995004995004,0.041876578357265215,-0.6698580389567514,-2.161730076367573,2359.0
C_D10_MAE_worst_50,SIG48248_5,48248,ADD_ON_4,300208.SZ,300208,青岛中程,2024-01-19,2024-01-22,20,-0.007496568472178056,-0.4753214265409387,-0.2950139291602706,0.011996133947353549,-0.4964385208287647,0.011996133947353549,-0.6393850052386637,-2.0177450693569936,
C_D10_MAE_worst_50,SIG52101_2,52101,ADD_ON_1,300670.SZ,300670,大烨智能,2024-01-24,2024-01-25,20,-0.12051139045004056,-0.46679087783382256,-0.23695935965874593,0.07407929493819077,-0.4897740296513302,0.07407929493819077,-0.5142893915900051,-2.1677699125409293,
C_D10_MAE_worst_50,SIG51481_3,51481,ADD_ON_2,301049.SZ,301049,超越科技,2024-01-31,2024-02-01,20,-0.4226478868117093,-0.2101186640435786,-0.08055539454856853,0.010934458033434291,-0.4885660414670653,0.025709216835496873,-0.4885660414670653,-2.050323882065637,
C_D10_MAE_worst_50,SIG22178_2,22178,ADD_ON_1,300772.SZ,300772,运达股份,2022-03-29,2022-03-30,20,-0.0399290798186166,-0.4840998216266704,-0.5564423302993416,0.05693631314987546,-0.48839132637843896,0.05693631314987546,-0.5920005125282818,-2.46694812245358,
C_D10_MAE_worst_50,SIG52618_1,52618,NEW_ENTRY,002571.SZ,002571,德力股份,2024-01-29,2024-01-30,20,-0.29923257818853255,-0.3774577787628358,-0.31064041993895164,0.010408840751418236,-0.48827681290976555,0.010408840751418236,-0.48827681290976555,-2.073036761750961,1766.0
C_D10_MAE_worst_50,SIG298_4,298,ADD_ON_3,002509.SZ,002509,天茂退,2020-06-10,2020-06-11,20,-0.35199935199935195,-0.4599994599994599,-0.4869994869994869,-0.0009990009990009652,-0.4869994869994869,-0.0009990009990009652,-0.540999540999541,-2.0888349748514985,
C_D10_MAE_worst_50,SIG16007_1,16007,NEW_ENTRY,300708.SZ,300708,聚灿光电,2021-09-16,2021-09-17,20,0.007666088807666727,-0.45354030412788104,-0.46835481250702293,0.09515554395241033,-0.48680306822444486,0.09515554395241033,-0.48680306822444486,-2.0645669452970443,860.0
C_D10_MAE_worst_50,SIG51435_3,51435,ADD_ON_2,300157.SZ,300157,新锦动力,2024-01-31,2024-02-01,20,-0.36331274359443355,-0.004516610150412714,0.04824752712076674,0.0904588369377104,-0.48642906389385254,0.31206821347666436,-0.48642906389385254,-2.263841123486994,
C_D10_MAE_worst_50,SIG52038_2,52038,ADD_ON_1,300237.SZ,300237,美晨生态,2024-01-31,2024-02-01,20,-0.3582175400357217,-0.12209003118094008,-0.09181727363545522,0.011110102019193047,-0.485363121726758,0.011110102019193047,-0.485363121726758,-2.0410703621574986,
C_D10_MAE_worst_50,SIG24690_1,24690,NEW_ENTRY,300309.SZ,300309,吉艾科技,2022-04-18,2022-04-19,20,-0.17123235508885726,-0.46242098708466417,-0.3773043100397361,0.0124404743238824,-0.4848201126228032,0.0124404743238824,-0.4982595879456866,-2.0436823305122966,2382.0
C_D10_MAE_worst_50,SIG24602_2,24602,ADD_ON_1,300338.SZ,300338,开元教育,2022-04-22,2022-04-25,20,-0.35279167784811105,-0.47005590346448123,-0.3866178967759102,0.0035111615247058747,-0.48358639103560086,0.0035111615247058747,-0.48809655355930737,-2.114761136537086,
C_D10_MAE_worst_50,SIG38264_1,38264,NEW_ENTRY,301179.SZ,301179,泽宇智能,2023-04-04,2023-04-06,20,-0.4673807623447911,-0.37239505584829324,-0.46369011117212555,0.02250461962692163,-0.4833088358268215,0.02250461962692163,-0.4833088358268215,-2.0094573665955315,1664.0
C_D10_MAE_worst_50,SIG24888_1,24888,NEW_ENTRY,300946.SZ,300946,恒而达,2022-04-21,2022-04-22,20,-0.0489825135494425,-0.43316525993691335,-0.47155206997726673,0.01394668323802195,-0.48272200240704166,0.01394668323802195,-0.48272200240704166,-2.089177943569943,2585.0
C_D10_MAE_worst_50,SIG50375_5,50375,ADD_ON_4,300417.SZ,300417,南华仪器,2024-01-31,2024-02-01,20,-0.423019224999423,-0.1757417499991758,-0.11749416699911763,0.017684186001017732,-0.4812668079994813,0.017684186001017732,-0.4812668079994813,-2.1754737955212606,
C_D10_MAE_worst_50,SIG51474_3,51474,ADD_ON_2,300995.SZ,300995,奇德新材,2024-01-24,2024-01-25,20,-0.1023550440590798,-0.4691407247461059,-0.21099080291905403,0.08579761046128764,-0.479780309376722,0.08579761046128764,-0.5072192381609422,-2.0035839565638227,
C_D10_MAE_worst_50,SIG24214_2,24214,ADD_ON_1,300336.SZ,300336,新文化,2022-04-15,2022-04-18,20,-0.059763765646118516,-0.4620763851533082,-0.37618942143829015,0.04420466411416646,-0.4756374846872584,0.04420466411416646,-0.4982393172438421,-2.222398695632828,
C_D10_MAE_worst_50,SIG52128_2,52128,ADD_ON_1,300854.SZ,300854,中兰环保,2024-01-24,2024-01-25,20,-0.08879402887392229,-0.4592624419521888,-0.2357841891796617,0.12936331311830673,-0.47456006044554633,0.12936331311830673,-0.492518134329053,-2.0181263976226615,
D_D10_MFE_best_50,SIG51702_3,51702,ADD_ON_2,301318.SZ,301318,维海德,2024-02-05,2024-02-06,20,0.6102495886862465,2.274353678666347,1.8381322181861268,2.392833581512827,-0.10763091356083265,2.392833581512827,-0.10763091356083265,-2.096851446841293,
D_D10_MFE_best_50,SIG61241_1,61241,NEW_ENTRY,300892.SZ,300892,品渥食品,2024-09-18,2024-09-19,20,0.28612128612128607,1.1341621341621342,1.2288822288822288,1.6677026677026672,-0.0009990009990010762,1.6677026677026672,-0.0009990009990010762,-2.214916523539752,3845.0
D_D10_MFE_best_50,SIG52645_4,52645,ADD_ON_3,300781.SZ,300781,因赛集团,2024-02-07,2024-02-08,20,1.016575721755005,1.4154685509267186,1.6224329013173637,1.6467556348034438,-0.06600703413452402,1.8546044482299466,-0.06600703413452402,-2.174981433506005,
D_D10_MFE_best_50,SIG7864_1,7864,NEW_ENTRY,001896.SZ,001896,豫能控股,2020-12-11,2020-12-14,20,0.5487158344301206,1.4975024975024978,1.460502460502461,1.4975024975024978,-0.0009990009990008542,1.9415029415029421,-0.0009990009990008542,-2.0620769246860977,3037.0
D_D10_MFE_best_50,SIG2303_2,2303,ADD_ON_1,300521.SZ,300521,爱司凯,2020-04-29,2020-04-30,20,0.4974179833182004,1.4108212828386364,1.3880674639893726,1.4108212828386364,-0.009667122465387035,1.8593965687241178,-0.009667122465387035,-2.2306750959092354,
D_D10_MFE_best_50,SIG61745_1,61745,NEW_ENTRY,301011.SZ,301011,华立科技,2024-11-18,2024-11-19,20,0.35947075808704354,1.0346869734842064,0.5583139585268377,1.339331769879934,-0.007910663046373445,1.339331769879934,-0.007910663046373445,-2.453504134428015,3787.0
D_D10_MFE_best_50,SIG55388_1,55388,NEW_ENTRY,300711.SZ,300711,广哈通信,2024-04-16,2024-04-17,20,0.8855018855018855,0.7064017064017065,0.9242019242019239,1.2626022626022624,-0.0009990009990010762,1.2626022626022624,-0.0009990009990010762,-2.5924423456627905,2338.0
D_D10_MFE_best_50,SIG52645_3,52645,ADD_ON_2,300781.SZ,300781,因赛集团,2024-02-05,2024-02-06,20,0.45747772656563446,1.1410698257582288,1.0858217308898288,1.2561013068648235,-0.12922405699954176,1.4676108043834009,-0.12922405699954176,-2.4297494973008993,
D_D10_MFE_best_50,SIG52276_2,52276,ADD_ON_1,600640.SH,600640,国脉文化,2024-02-06,2024-02-07,20,0.391379704632717,1.2411323616142895,0.8379211150295489,1.2411323616142895,-0.07803040333160804,1.2411323616142895,-0.07803040333160804,-2.5138555612065505,
D_D10_MFE_best_50,SIG54451_5,54451,ADD_ON_4,002199.SZ,002199,东晶电子,2024-06-06,2024-06-07,20,0.4017163237653216,0.8467056328971698,0.321618248121589,1.2249465456592405,-0.049947825003504365,1.2249465456592405,-0.049947825003504365,-2.923277491934631,
D_D10_MFE_best_50,SIG57060_1,57060,NEW_ENTRY,300868.SZ,300868,杰美特,2024-06-05,2024-06-06,20,0.4485514485514486,1.132867132867133,0.33937491080348225,1.2120736406450692,-0.0759240759240759,1.2120736406450692,-0.0759240759240759,-2.187466426971606,3491.0
D_D10_MFE_best_50,SIG2398_1,2398,NEW_ENTRY,002046.SZ,002046,国机精工,2020-04-28,2020-04-29,20,0.3632776063715293,1.19853811014032,1.2224552611292947,1.19853811014032,-0.006518343534917981,1.6676822256932757,-0.006518343534917981,-2.517005746243256,3265.0
D_D10_MFE_best_50,SIG58997_1,58997,NEW_ENTRY,301079.SZ,301079,邵阳液压,2024-07-18,2024-07-19,20,0.5431076439033997,0.6332032247151609,0.4689112832348905,1.1834928996732708,-0.006298741046751655,1.1834928996732708,-0.006298741046751655,-2.11455559138715,3283.0
D_D10_MFE_best_50,SIG17249_1,17249,NEW_ENTRY,605286.SH,605286,同力日升,2021-09-29,2021-09-30,20,0.5752346535159956,0.8998070793244428,1.504852416565189,1.1732240684565585,-0.0027629815740467523,1.6359749726436013,-0.0027629815740467523,-2.538373173893896,3383.0
D_D10_MFE_best_50,SIG42658_3,42658,ADD_ON_2,002855.SZ,002855,捷荣技术,2023-08-25,2023-08-28,20,0.37220880254935973,1.166048605677089,2.7052730551182558,1.166048605677089,-0.04842319703000819,2.7052730551182558,-0.04842319703000819,-2.1578697605214305,
D_D10_MFE_best_50,SIG60639_2,60639,ADD_ON_1,688502.SH,688502,茂莱光学,2024-09-23,2024-09-24,20,0.4656247707095167,0.711565270887305,1.6174390581170246,1.1636555534860622,-0.004949852407479471,2.0647318782912008,-0.004949852407479471,-2.322040450704982,
D_D10_MFE_best_50,SIG2367_2,2367,ADD_ON_1,000698.SZ,000698,ST沈化,2020-06-29,2020-06-30,20,0.3341707152782072,1.1509435190216952,1.8538237007292384,1.1509435190216952,-0.004253075914313564,1.8538237007292384,-0.004253075914313564,-2.090052625631496,
D_D10_MFE_best_50,SIG43711_2,43711,ADD_ON_1,603326.SH,603326,我乐家居,2023-08-25,2023-08-28,20,0.46407401546458393,0.673054877407961,0.5244731085118026,1.109136329208881,-0.015494783330333384,1.109136329208881,-0.015494783330333384,-2.0710886104262265,
D_D10_MFE_best_50,SIG24624_2,24624,ADD_ON_1,301098.SZ,301098,金埔园林,2022-04-25,2022-04-26,20,0.019002072742852594,0.7974649165376246,0.41323376307570214,1.0995863988487802,-0.06310759840791447,1.0995863988487802,-0.06310759840791447,-2.3634999697650754,
D_D10_MFE_best_50,SIG5981_1,5981,NEW_ENTRY,300419.SZ,300419,浩丰科技,2020-09-30,2020-10-09,20,0.022166239557543932,0.8923105879627622,0.6476277345842565,1.0993499254368824,-0.005342483603353099,1.3512719164893077,-0.005342483603353099,-2.0610671182006115,755.0
D_D10_MFE_best_50,SIG49348_3,49348,ADD_ON_2,000628.SZ,000628,高新发展,2024-02-05,2024-02-06,20,0.4153511159499188,1.082647891031125,1.5495462621211127,1.082647891031125,-0.04077957970173518,1.736784173909923,-0.04077957970173518,-2.0166925915340626,
D_D10_MFE_best_50,SIG54642_3,54642,ADD_ON_2,300262.SZ,300262,*ST巴安,2024-06-04,2024-06-05,9,0.9147519147519152,,,1.0812520812520816,-0.12587412587412572,1.0812520812520816,-0.12587412587412572,-2.4779077747306166,
D_D10_MFE_best_50,SIG16092_1,16092,NEW_ENTRY,300366.SZ,300366,创意信息,2021-09-17,2021-09-22,20,0.39881463253928584,0.7506506300529785,0.5022330924145229,1.0758323853307847,-0.008462188825048678,1.0758323853307847,-0.008462188825048678,-2.276808065077876,1389.0
D_D10_MFE_best_50,SIG60269_2,60269,ADD_ON_1,688536.SH,688536,思瑞浦,2024-09-20,2024-09-23,20,0.20409676283601796,0.6028384223226633,0.7639953170039133,1.075288608239898,-0.04393600668672282,1.075288608239898,-0.04393600668672282,-2.067546307980739,
D_D10_MFE_best_50,SIG58472_3,58472,ADD_ON_2,688201.SH,688201,信安世纪,2024-09-18,2024-09-19,20,0.13707430780601526,0.775460312045678,0.7478456502846749,1.0743484158118304,-0.0058721766038838386,1.0743484158118304,-0.0058721766038838386,-2.740477692581969,
D_D10_MFE_best_50,SIG61260_1,61260,NEW_ENTRY,301221.SZ,301221,光庭信息,2024-09-18,2024-09-19,20,0.3118969089616188,0.7630801486705423,0.8613807806603004,1.0659793841915257,-0.006330560700140375,1.0659793841915257,-0.006330560700140375,-2.223133743907782,2968.0
D_D10_MFE_best_50,SIG51738_4,51738,ADD_ON_3,601798.SH,601798,蓝科高新,2024-02-02,2024-02-05,20,0.28202004374612244,1.0636024388369605,0.5106844375137058,1.0636024388369605,-0.18093163871775497,1.0636024388369605,-0.18093163871775497,-2.282683299017603,
D_D10_MFE_best_50,SIG20807_2,20807,ADD_ON_1,300649.SZ,300649,杭州园林,2022-01-27,2022-01-28,20,0.2153713318894952,0.9665050508093691,1.0979705695264301,1.0541487299540764,-0.010585028405453278,1.4923671256776125,-0.010585028405453278,-2.639233207497772,
D_D10_MFE_best_50,SIG49864_3,49864,ADD_ON_2,603099.SH,603099,长白山,2023-12-26,2023-12-27,20,0.27369114710886855,1.0499893917615437,1.303603569426354,1.0499893917615437,-0.011536986220530565,1.841743348072462,-0.011536986220530565,-2.092656145584417,
D_D10_MFE_best_50,SIG24670_1,24670,NEW_ENTRY,000722.SZ,000722,湖南发展,2022-04-18,2022-04-19,20,0.272801272801273,1.0498020498020502,1.3988357321690659,1.0498020498020502,-0.0441657108323773,2.178303178303179,-0.0441657108323773,-2.6752854227126224,752.0
D_D10_MFE_best_50,SIG59371_3,59371,ADD_ON_2,688261.SH,688261,东微半导,2024-09-18,2024-09-19,20,0.062352281864477055,0.9005384859043399,0.8051634776373455,1.0418605784459443,-0.02501679505163812,1.0418605784459443,-0.02501679505163812,-2.27436076122884,
D_D10_MFE_best_50,SIG50494_1,50494,NEW_ENTRY,603958.SH,603958,哈森股份,2023-12-26,2023-12-27,20,0.26663175162020436,1.0406844887214404,0.5896343840916589,1.0406844887214404,-0.011381228471297633,1.2252574215622714,-0.011381228471297633,-2.069871724788112,3717.0
D_D10_MFE_best_50,SIG20973_5,20973,ADD_ON_4,000671.SZ,000671,,2022-03-15,2022-03-16,20,0.5104512712168217,0.830705179987477,0.4196329985803673,1.0362412706910318,-0.03923827368803445,1.1127198160690988,-0.03923827368803445,-2.1608987598588385,
D_D10_MFE_best_50,SIG61338_1,61338,NEW_ENTRY,688595.SH,688595,芯海科技,2024-09-18,2024-09-19,20,0.07711769910161337,0.8694442286935589,0.6614306158542085,1.0350516329068613,-0.010819386154506727,1.0350516329068613,-0.010819386154506727,-2.2630729979121393,2329.0
D_D10_MFE_best_50,SIG22646_1,22646,NEW_ENTRY,300306.SZ,300306,远方信息,2022-03-08,2022-03-09,20,0.5815170744748208,0.9548526590780111,0.3582661469985413,1.0298949876414665,-0.07135118402724039,1.0298949876414665,-0.07135118402724039,-2.014784133008249,2975.0
D_D10_MFE_best_50,SIG9035_4,9035,ADD_ON_3,000711.SZ,000711,京蓝科技,2021-02-04,2021-02-05,20,0.5914318239899639,0.5217340798736152,0.48107706247241144,1.0270427247171439,-0.01842343702808802,1.0270427247171439,-0.01842343702808802,-2.3644529719401652,
D_D10_MFE_best_50,SIG61225_1,61225,NEW_ENTRY,300672.SZ,300672,国科微,2024-09-18,2024-09-19,20,0.046738808976571455,0.8165983200948239,0.6556869703722852,1.0224530714041205,-0.02312140074377822,1.0224530714041205,-0.02312140074377822,-2.062771364604598,1075.0
D_D10_MFE_best_50,SIG57070_1,57070,NEW_ENTRY,301036.SZ,301036,双乐股份,2024-06-05,2024-06-06,20,0.7706134210988582,0.6165064708754031,0.2953605186614896,1.020094253103962,-0.024707762571840042,1.020094253103962,-0.024707762571840042,-2.335109091082151,1791.0
D_D10_MFE_best_50,SIG12153_1,12153,NEW_ENTRY,600753.SH,600753,ST海钦,2021-05-07,2021-05-10,20,0.25319125319125324,1.0185370185370188,1.7084027084027085,1.0185370185370188,-0.0526140526140525,1.9970029970029977,-0.0526140526140525,-2.4393620501540236,1323.0
D_D10_MFE_best_50,SIG54956_1,54956,NEW_ENTRY,603017.SH,603017,中衡设计,2024-04-15,2024-04-16,20,0.3739611594839478,0.9002445275903723,0.5667978134466072,1.012732575735257,-0.07331274623499817,1.012732575735257,-0.07331274623499817,-3.079238487841539,4530.0
D_D10_MFE_best_50,SIG61208_1,61208,NEW_ENTRY,300130.SZ,300130,新国都,2024-09-18,2024-09-19,20,0.19088433393336035,0.7665343387304435,0.9557339906567577,1.012091333783745,-0.009720970768653636,1.4018962904120729,-0.009720970768653636,-2.1442944634034866,493.0
D_D10_MFE_best_50,SIG9011_2,9011,ADD_ON_1,300641.SZ,300641,正丹股份,2021-01-08,2021-01-11,20,-0.03371737432872812,0.5661194700496011,0.09497489410153159,1.0045456726679434,-0.08388554676764282,1.0045456726679434,-0.08388554676764282,-2.3378891059990083,
D_D10_MFE_best_50,SIG58461_4,58461,ADD_ON_3,688048.SH,688048,长光华芯,2024-09-18,2024-09-19,20,0.06245613976495723,0.7875981102057161,0.9541678547111063,0.9746237882468558,-0.021037466503408764,1.070223967424135,-0.021037466503408764,-2.1727425165422174,
D_D10_MFE_best_50,SIG49971_5,49971,ADD_ON_4,002467.SZ,002467,二六三,2024-02-06,2024-02-07,20,0.48443106189585095,0.5899593364382099,0.593476945589622,0.9733787339421147,-0.015069437604648739,0.9733787339421147,-0.015069437604648739,-2.181736707025698,
