anchor,MAE_bucket,N,D20_N,D20_close_mean,D20_close_median,D20_close_P10,D20_close_P90,D20_positive_pct,D20_ge_5pct,D20_ge_0pct,D20_le_minus_10pct,D20_le_minus_5pct,MFE_D20_median,MAE_D20_median
MAE_D3,>-3%,85624,83834,0.030243838938515843,0.01573935829010098,-0.092781887762449,0.16614678347692433,57.322804590023146,35.831524202590835,57.322804590023146,8.755397571391082,21.212157358589597,0.08082713405263742,-0.0397615442187389
MAE_D3,"[-3,-5%)",32848,32091,0.004380807131905391,-0.00626481951783131,-0.12337147774495583,0.13731510114551937,47.01629740425665,27.814652083138576,47.01629740425665,15.060297279611106,30.99934561091895,0.05907294671486252,-0.06759906759906764
MAE_D3,"[-5,-8%)",22169,21699,-0.011368334927864945,-0.02417263780076384,-0.1456607634900815,0.13545713545713556,40.08479653440251,24.102493202451726,40.08479653440251,20.747499884787317,38.88658463523665,0.04763657395236365,-0.09034055375518801
MAE_D3,"[-8,-10%)",6904,6832,-0.01954245505072274,-0.04053317145879892,-0.1707434211664999,0.1563365011640876,36.226580796252925,24.19496487119438,36.226580796252925,27.693208430913348,45.960187353629976,0.03934598762439012,-0.11574978846157896
MAE_D3,"[-10,-15%)",6296,6258,-0.024710327459382887,-0.05074591804849199,-0.20967941939035833,0.18665485311674987,36.83285394694791,26.893576222435282,36.83285394694791,33.860658357302654,50.15979546180888,0.035387734140395644,-0.14928821178821167
MAE_D3,"[-15,-20%)",2229,2225,0.04671799291131055,0.030652515801030678,-0.1602090716687503,0.2732999979232939,56.853932584269664,45.1685393258427,56.853932584269664,19.91011235955056,31.685393258426963,0.11339042636752561,-0.19258823368412392
MAE_D3,"[-20,-30%)",1280,1275,0.04741416662830458,0.036751267166013735,-0.13232075017291192,0.23459479321009125,61.49019607843137,46.588235294117645,61.49019607843137,14.588235294117647,24.784313725490197,0.12712909474310663,-0.2730030679919785
MAE_D3,<=-30%,119,119,-0.10650845381495332,-0.05182879742566626,-0.4124425297193219,0.12037436565878396,35.294117647058826,21.008403361344538,35.294117647058826,42.857142857142854,50.42016806722689,0.07232217323960444,-0.35828060828060815
