signal_year,signal_count,D5_close_mean,D5_close_median,D5_close_P10,D5_close_P90,D10_close_mean,D10_close_median,D10_close_P10,D10_close_P90,D20_close_mean,D20_close_median,D20_close_P10,D20_close_P90,D10_MFE_median,D10_MAE_median,D20_positive_pct,D20_ge_10pct,D20_le_minus_10pct
2020,8967,0.0032907825154205156,-0.0009990009990008542,-0.06192344241124712,0.07432034067609172,0.0026542031242837894,-0.007472009631836807,-0.08603489185649801,0.10624494809179112,0.0025705635333473542,-0.010080828262646335,-0.12326651761130318,0.13662482557505254,0.04543343979963699,-0.04697812647603439,44.71952715512435,14.943682390989183,14.754098360655737
2021,10533,0.00975829656636833,0.005958637995782778,-0.05642786709824321,0.07996395943742708,0.016044748846373427,0.005665942656305933,-0.07271739765442531,0.11606827515918432,0.018077122166960957,0.0004853987023378803,-0.11263748713631119,0.1652421422738015,0.04906229627833181,-0.039422116345193325,50.16614449824361,18.968954713756762,12.674451723155796
2022,15545,0.0023100749705771005,-0.0018639369288719898,-0.07626005798061547,0.08339872660191858,0.005656585667442333,-0.0004980990023014109,-0.08942324441579273,0.1085685005490642,0.01214728485830706,-0.0009990009990008542,-0.12159646292244299,0.15253844025808294,0.047230850899985244,-0.05348888399735863,49.597164034805026,18.395101514663228,14.40541411537222
2023,15522,0.004202716284736995,-0.0009990009990008542,-0.04865452568632789,0.0646748412021154,0.004879288940515808,-0.002664002664002574,-0.0663621108541956,0.08732896545728615,0.0026121000379655487,-0.006343039036688036,-0.10402122108958503,0.11480916945169173,0.04005238488009011,-0.04089761322558344,46.79354838709677,12.348387096774193,10.90967741935484
2024,13320,0.0012563020977837923,-0.00211271448729633,-0.06739506005465079,0.07523307323756327,-0.0012086340699467599,-0.007531167762134527,-0.15472441217301383,0.14603897050097359,0.014134285823504745,0.000962050259561753,-0.15648956372938266,0.19634965229878942,0.05179546498476495,-0.056024831868468905,50.2866574009729,22.923905489923555,18.34607366226546
