threshold,threshold_label,hit_count,hit_pct,median_hit_day,P25_hit_day,P75_hit_day,D1_hit_pct,D3_cumulative_pct,D5_cumulative_pct,D10_cumulative_pct,D20_cumulative_pct,not_hit_count
-0.03,-3%,120383,76.44869783893972,3.0,1.0,6.0,24.7426477592415,45.624853145698516,54.834284843366,66.77123751341534,76.44869783893972,37086
-0.05,-5%,96637,61.368904355777964,5.0,2.0,10.0,10.07944420806635,24.764874356222492,33.10111831535096,47.57888854314182,61.368904355777964,60832
-0.08,-8%,65684,41.71233703141571,8.0,3.0,13.0,3.099657710406493,10.686547828461475,15.75675212264001,27.352685290438117,41.71233703141571,91785
-0.1,-10%,49754,31.596060176923714,9.0,4.0,14.0,1.1113298490496542,6.302192812553582,9.655868774171424,18.970083000463582,31.596060176923714,107715
-0.15,-15%,25706,16.324482914097377,10.0,6.0,15.0,0.22671128920612946,2.3039455384869405,3.4616337183826658,9.037969378099817,16.324482914097377,131763
-0.2,-20%,14522,9.222132610228046,10.0,8.0,14.0,0.014606049444652599,0.8884288336116951,1.739389975169716,4.875245286373826,9.222132610228046,142947
