date,new_pool,add_pool,new_deployed,add_deployed
2020-05-27,2688.9344879603304,390584.5573955799,1178409.23276076,596633.3789065599
2020-05-28,2688.9344879603304,390584.5573955799,1178409.23276076,596633.3789065599
2020-05-29,2688.9344879603304,390584.5573955799,1178409.23276076,596633.3789065599
2020-06-01,2688.9344879603304,390584.5573955799,1178409.23276076,596633.3789065599
2020-06-02,2688.9344879603304,390584.5573955799,1178409.23276076,596633.3789065599
2020-06-03,2688.9344879603304,390584.5573955799,1178409.23276076,596633.3789065599
2020-06-04,2688.9344879603304,390584.5573955799,1178409.23276076,596633.3789065599
2020-06-05,2688.9344879603304,390584.5573955799,1178409.23276076,596633.3789065599
2020-06-08,2688.9344879603304,390584.5573955799,1178409.23276076,596633.3789065599
2020-06-09,2688.9344879603304,390584.5573955799,1178409.23276076,596633.3789065599
2020-06-10,2688.9344879603304,390584.5573955799,1178409.23276076,596633.3789065599
2020-06-11,2688.9344879603304,390584.5573955799,1178409.23276076,596633.3789065599
2020-06-12,2688.9344879603304,390584.5573955799,1178409.23276076,596633.3789065599
2020-06-15,2688.9344879603304,390584.5573955799,1178409.23276076,596633.3789065599
2020-06-16,2688.9344879603304,390584.5573955799,1178409.23276076,596633.3789065599
2020-06-17,2688.9344879603304,390584.5573955799,1178409.23276076,596633.3789065599
2020-06-18,547757.9780497403,390584.5573955799,1178409.23276076,596633.3789065599
2020-06-19,547757.9780497403,390584.5573955799,1178409.23276076,596633.3789065599
2020-06-22,547757.9780497403,390584.5573955799,1178409.23276076,596633.3789065599
2020-06-23,547757.9780497403,390584.5573955799,1178409.23276076,596633.3789065599
2020-06-24,547757.9780497403,390584.5573955799,1178409.23276076,596633.3789065599
2020-06-29,547757.9780497403,390584.5573955799,1178409.23276076,596633.3789065599
2020-06-30,547757.9780497403,390584.5573955799,1178409.23276076,596633.3789065599
2020-07-01,547757.9780497403,390584.5573955799,1178409.23276076,596633.3789065599
2020-07-02,547757.9780497403,390584.5573955799,1178409.23276076,596633.3789065599
2020-07-03,547757.9780497403,390584.5573955799,1178409.23276076,596633.3789065599
2020-07-06,547757.9780497403,390584.5573955799,1178409.23276076,596633.3789065599
2020-07-07,547757.9780497403,390584.5573955799,1178409.23276076,596633.3789065599
2020-07-08,547757.9780497403,390584.5573955799,1178409.23276076,596633.3789065599
2020-07-09,547757.9780497403,390584.5573955799,1178409.23276076,596633.3789065599
2020-07-10,547757.9780497403,390584.5573955799,1178409.23276076,596633.3789065599
2020-07-13,547757.9780497403,390584.5573955799,1178409.23276076,596633.3789065599
2020-07-14,547757.9780497403,390584.5573955799,1178409.23276076,596633.3789065599
2020-07-15,547757.9780497403,390584.5573955799,1178409.23276076,596633.3789065599
2020-07-16,547757.9780497403,390584.5573955799,1178409.23276076,596633.3789065599
2020-07-17,547757.9780497403,390584.5573955799,1178409.23276076,596633.3789065599
2020-07-20,547757.9780497403,390584.5573955799,1178409.23276076,596633.3789065599
2020-07-21,547757.9780497403,390584.5573955799,1178409.23276076,596633.3789065599
2020-07-22,547757.9780497403,390584.5573955799,1178409.23276076,596633.3789065599
2020-07-23,547757.9780497403,390584.5573955799,1178409.23276076,596633.3789065599
2020-07-24,547757.9780497403,390584.5573955799,1178409.23276076,596633.3789065599
2020-07-27,547757.9780497403,390584.5573955799,1178409.23276076,596633.3789065599
2020-07-28,547757.9780497403,390584.5573955799,1178409.23276076,596633.3789065599
2020-07-29,547757.9780497403,390584.5573955799,1178409.23276076,596633.3789065599
2020-07-30,547757.9780497403,390584.5573955799,1178409.23276076,596633.3789065599
2020-07-31,547757.9780497403,390584.5573955799,1178409.23276076,596633.3789065599
2020-08-03,547757.9780497403,390584.5573955799,1178409.23276076,596633.3789065599
2020-08-04,547757.9780497403,390584.5573955799,1178409.23276076,596633.3789065599
2020-08-05,547757.9780497403,390584.5573955799,1178409.23276076,596633.3789065599
2020-08-06,547757.9780497403,390584.5573955799,1178409.23276076,596633.3789065599
2020-08-07,547757.9780497403,390584.5573955799,1178409.23276076,596633.3789065599
2020-08-10,547757.9780497403,390584.5573955799,1178409.23276076,596633.3789065599
2020-08-11,547757.9780497403,390584.5573955799,1178409.23276076,596633.3789065599
2020-08-12,547757.9780497403,390584.5573955799,1178409.23276076,596633.3789065599
2020-08-13,547757.9780497403,390584.5573955799,1178409.23276076,596633.3789065599
2020-08-14,547757.9780497403,390584.5573955799,1178409.23276076,596633.3789065599
2020-08-17,547757.9780497403,390584.5573955799,1178409.23276076,596633.3789065599
2020-08-18,547757.9780497403,390584.5573955799,1178409.23276076,596633.3789065599
2020-08-19,547757.9780497403,390584.5573955799,1178409.23276076,596633.3789065599
2020-08-20,547757.9780497403,390584.5573955799,1178409.23276076,596633.3789065599
2020-08-21,547757.9780497403,390584.5573955799,1178409.23276076,596633.3789065599
2020-08-24,547757.9780497403,390584.5573955799,1178409.23276076,596633.3789065599
2020-08-25,547757.9780497403,390584.5573955799,1178409.23276076,596633.3789065599
2020-08-26,547757.9780497403,390584.5573955799,1178409.23276076,596633.3789065599
2020-08-27,547757.9780497403,390584.5573955799,1178409.23276076,596633.3789065599
2020-08-28,547757.9780497403,390584.5573955799,1178409.23276076,596633.3789065599
2020-08-31,547757.9780497403,390584.5573955799,1178409.23276076,596633.3789065599
2020-09-01,547757.9780497403,390584.5573955799,1178409.23276076,596633.3789065599
2020-09-02,348958.75468700036,390584.5573955799,1377208.4561235,596633.3789065599
2020-09-03,348958.75468700036,390584.5573955799,1377208.4561235,596633.3789065599
2020-09-04,348958.75468700036,191319.7480119399,1377208.4561235,795898.1882901998
2020-09-07,348958.75468700036,191319.7480119399,1377208.4561235,795898.1882901998
2020-09-08,151039.6390928004,989.1839282799046,1575127.5717176998,986228.7523738599
2020-09-09,3253.624716800434,989.1839282799046,1722913.5860936998,986228.7523738599
2020-09-10,3253.624716800434,989.1839282799046,1722913.5860936998,986228.7523738599
2020-09-11,3253.624716800434,989.1839282799046,1722913.5860936998,986228.7523738599
2020-09-14,3253.624716800434,989.1839282799046,1722913.5860936998,986228.7523738599
2020-09-15,3253.624716800434,989.1839282799046,1722913.5860936998,986228.7523738599
2020-09-16,3253.624716800434,989.1839282799046,1722913.5860936998,986228.7523738599
2020-09-17,3253.624716800434,989.1839282799046,1722913.5860936998,986228.7523738599
2020-09-18,3253.624716800434,989.1839282799046,1722913.5860936998,986228.7523738599
2020-09-21,3253.624716800434,989.1839282799046,1722913.5860936998,986228.7523738599
2020-09-22,3253.624716800434,989.1839282799046,1722913.5860936998,986228.7523738599
2020-09-23,3253.624716800434,989.1839282799046,1722913.5860936998,986228.7523738599
2020-09-24,3253.624716800434,989.1839282799046,1722913.5860936998,986228.7523738599
2020-09-25,3253.624716800434,989.1839282799046,1722913.5860936998,986228.7523738599
2020-09-28,3253.624716800434,989.1839282799046,1722913.5860936998,986228.7523738599
2020-09-29,3253.624716800434,989.1839282799046,1722913.5860936998,986228.7523738599
2020-09-30,3253.624716800434,989.1839282799046,1722913.5860936998,986228.7523738599
2020-10-09,3253.624716800434,989.1839282799046,1722913.5860936998,986228.7523738599
2020-10-12,207786.59205176044,989.1839282799046,1722913.5860936998,986228.7523738599
2020-10-13,10318.043574560463,989.1839282799046,1920382.1345709,986228.7523738599
2020-10-14,10318.043574560463,989.1839282799046,1920382.1345709,986228.7523738599
2020-10-15,10318.043574560463,989.1839282799046,1920382.1345709,986228.7523738599
2020-10-16,10318.043574560463,989.1839282799046,1920382.1345709,986228.7523738599
2020-10-19,10318.043574560463,989.1839282799046,1920382.1345709,986228.7523738599
2020-10-20,10318.043574560463,989.1839282799046,1920382.1345709,986228.7523738599
2020-10-21,10318.043574560463,989.1839282799046,1920382.1345709,986228.7523738599
2020-10-22,10318.043574560463,989.1839282799046,1920382.1345709,986228.7523738599
2020-10-23,10318.043574560463,989.1839282799046,1920382.1345709,986228.7523738599
2020-10-26,10318.043574560463,989.1839282799046,1920382.1345709,986228.7523738599
2020-10-27,10318.043574560463,989.1839282799046,1920382.1345709,986228.7523738599
2020-10-28,204907.634573087,382334.7601108933,1920382.1345709,986228.7523738599
2020-10-29,204907.634573087,382334.7601108933,1920382.1345709,986228.7523738599
2020-10-30,204907.634573087,382334.7601108933,1920382.1345709,986228.7523738599
2020-11-02,204907.634573087,382334.7601108933,1920382.1345709,986228.7523738599
2020-11-03,204907.634573087,382334.7601108933,1920382.1345709,986228.7523738599
2020-11-04,204907.634573087,382334.7601108933,1920382.1345709,986228.7523738599
2020-11-05,204907.634573087,382334.7601108933,1920382.1345709,986228.7523738599
2020-11-06,204907.634573087,382334.7601108933,1920382.1345709,986228.7523738599
2020-11-09,405170.269315247,382334.7601108933,1920382.1345709,986228.7523738599
2020-11-10,405170.269315247,382334.7601108933,1920382.1345709,986228.7523738599
2020-11-11,405170.269315247,382334.7601108933,1920382.1345709,986228.7523738599
2020-11-12,216226.45069168703,382334.7601108933,2109325.95319446,986228.7523738599
2020-11-13,216226.45069168703,382334.7601108933,2109325.95319446,986228.7523738599
2020-11-16,22581.71514742705,382334.7601108933,2302970.68873872,986228.7523738599
2020-11-17,22581.71514742705,382334.7601108933,2302970.68873872,986228.7523738599
2020-11-18,22581.71514742705,1004.7900898933003,2302970.68873872,1367558.72239486
2020-11-19,22581.71514742705,1004.7900898933003,2302970.68873872,1367558.72239486
2020-11-20,22581.71514742705,1004.7900898933003,2302970.68873872,1367558.72239486
2020-11-23,22581.71514742705,1004.7900898933003,2302970.68873872,1367558.72239486
2020-11-24,22581.71514742705,1004.7900898933003,2302970.68873872,1367558.72239486
2020-11-25,22581.71514742705,1004.7900898933003,2302970.68873872,1367558.72239486
2020-11-26,22581.71514742705,1004.7900898933003,2302970.68873872,1367558.72239486
2020-11-27,22581.71514742705,1004.7900898933003,2302970.68873872,1367558.72239486
2020-11-30,22581.71514742705,1004.7900898933003,2302970.68873872,1367558.72239486
2020-12-01,22581.71514742705,1004.7900898933003,2302970.68873872,1367558.72239486
2020-12-02,22581.71514742705,1004.7900898933003,2302970.68873872,1367558.72239486
2020-12-03,22581.71514742705,1004.7900898933003,2302970.68873872,1367558.72239486
2020-12-04,22581.71514742705,1004.7900898933003,2302970.68873872,1367558.72239486
2020-12-07,160976.40983950708,1004.7900898933003,2302970.68873872,1367558.72239486
2020-12-08,160976.40983950708,1004.7900898933003,2302970.68873872,1367558.72239486
2020-12-09,376977.7806787866,211208.55328481374,2302970.68873872,1367558.72239486
2020-12-10,181400.61283272665,211208.55328481374,2498547.85658478,1367558.72239486
2020-12-11,181400.61283272665,211208.55328481374,2498547.85658478,1367558.72239486
2020-12-14,181400.61283272665,211208.55328481374,2498547.85658478,1367558.72239486
2020-12-15,2543.4900684066524,211208.55328481374,2677404.9793491,1367558.72239486
2020-12-16,2543.4900684066524,15762.550532813766,2677404.9793491,1563004.72514686
2020-12-17,2543.4900684066524,15762.550532813766,2677404.9793491,1563004.72514686
2020-12-18,2543.4900684066524,15762.550532813766,2677404.9793491,1563004.72514686
2020-12-21,232288.18844986224,250296.7926671582,2677404.9793491,1563004.72514686
2020-12-22,232288.18844986224,250296.7926671582,2677404.9793491,1563004.72514686
2020-12-23,426392.7641353023,250296.7926671582,2677404.9793491,1563004.72514686
2020-12-24,426392.7641353023,250296.7926671582,2677404.9793491,1563004.72514686
2020-12-25,426392.7641353023,250296.7926671582,2677404.9793491,1563004.72514686
2020-12-28,426392.7641353023,250296.7926671582,2677404.9793491,1563004.72514686
2020-12-29,426392.7641353023,250296.7926671582,2677404.9793491,1563004.72514686
2020-12-30,426392.7641353023,250296.7926671582,2677404.9793491,1563004.72514686
2020-12-31,426392.7641353023,250296.7926671582,2677404.9793491,1563004.72514686
2021-01-04,426392.7641353023,250296.7926671582,2677404.9793491,1563004.72514686
2021-01-05,631314.7225339,455081.31882740045,2677404.9793491,1563004.72514686
2021-01-06,631314.7225339,455081.31882740045,2677404.9793491,1563004.72514686
2021-01-07,631314.7225339,455081.31882740045,2677404.9793491,1563004.72514686
2021-01-08,631314.7225339,455081.31882740045,2677404.9793491,1563004.72514686
2021-01-11,631314.7225339,455081.31882740045,2677404.9793491,1563004.72514686
2021-01-12,631314.7225339,455081.31882740045,2677404.9793491,1563004.72514686
2021-01-13,631314.7225339,455081.31882740045,2677404.9793491,1563004.72514686
2021-01-14,631314.7225339,455081.31882740045,2677404.9793491,1563004.72514686
2021-01-15,631314.7225339,455081.31882740045,2677404.9793491,1563004.72514686
2021-01-18,631314.7225339,455081.31882740045,2677404.9793491,1563004.72514686
2021-01-19,631314.7225339,455081.31882740045,2677404.9793491,1563004.72514686
2021-01-20,631314.7225339,455081.31882740045,2677404.9793491,1563004.72514686
2021-01-21,631314.7225339,455081.31882740045,2677404.9793491,1563004.72514686
2021-01-22,631314.7225339,455081.31882740045,2677404.9793491,1563004.72514686
2021-01-25,631314.7225339,455081.31882740045,2677404.9793491,1563004.72514686
2021-01-26,631314.7225339,455081.31882740045,2677404.9793491,1563004.72514686
2021-01-27,631314.7225339,455081.31882740045,2677404.9793491,1563004.72514686
2021-01-28,631314.7225339,455081.31882740045,2677404.9793491,1563004.72514686
2021-01-29,241153.6370197001,455081.31882740045,3067566.0648633,1563004.72514686
2021-02-01,64431.201129700145,455081.31882740045,3244288.5007533,1563004.72514686
2021-02-02,64431.201129700145,256631.53529540048,3244288.5007533,1761454.5086788598
2021-02-03,64431.201129700145,256631.53529540048,3244288.5007533,1761454.5086788598
2021-02-04,64431.201129700145,61385.7845954005,3244288.5007533,1956700.2593788598
2021-02-05,64431.201129700145,61385.7845954005,3244288.5007533,1956700.2593788598
2021-02-08,64431.201129700145,61385.7845954005,3244288.5007533,1956700.2593788598
2021-02-09,64431.201129700145,61385.7845954005,3244288.5007533,1956700.2593788598
2021-02-10,64431.201129700145,61385.7845954005,3244288.5007533,1956700.2593788598
2021-02-18,64431.201129700145,61385.7845954005,3244288.5007533,1956700.2593788598
2021-02-19,64431.201129700145,61385.7845954005,3244288.5007533,1956700.2593788598
2021-02-22,64431.201129700145,61385.7845954005,3244288.5007533,1956700.2593788598
2021-02-23,64431.201129700145,61385.7845954005,3244288.5007533,1956700.2593788598
2021-02-24,64431.201129700145,61385.7845954005,3244288.5007533,1956700.2593788598
2021-02-25,277158.03172549035,492186.10283945024,3244288.5007533,1956700.2593788598
2021-02-26,78658.18518049037,298141.86445145024,3442788.3472983,2150744.49776686
2021-03-01,78658.18518049037,298141.86445145024,3442788.3472983,2150744.49776686
2021-03-02,78658.18518049037,298141.86445145024,3442788.3472983,2150744.49776686
2021-03-03,78658.18518049037,298141.86445145024,3442788.3472983,2150744.49776686
2021-03-04,78658.18518049037,298141.86445145024,3442788.3472983,2150744.49776686
2021-03-05,78658.18518049037,298141.86445145024,3442788.3472983,2150744.49776686
2021-03-08,78658.18518049037,298141.86445145024,3442788.3472983,2150744.49776686
2021-03-09,78658.18518049037,298141.86445145024,3442788.3472983,2150744.49776686
2021-03-10,78658.18518049037,102288.34877363025,3442788.3472983,2346598.01344468
2021-03-11,78658.18518049037,102288.34877363025,3442788.3472983,2346598.01344468
2021-03-12,78658.18518049037,472.1954547502537,3442788.3472983,2448414.16676356
2021-03-15,78658.18518049037,472.1954547502537,3442788.3472983,2448414.16676356
2021-03-16,78658.18518049037,472.1954547502537,3442788.3472983,2448414.16676356
2021-03-17,78658.18518049037,472.1954547502537,3442788.3472983,2448414.16676356
2021-03-18,78658.18518049037,472.1954547502537,3442788.3472983,2448414.16676356
2021-03-19,78658.18518049037,472.1954547502537,3442788.3472983,2448414.16676356
2021-03-22,78658.18518049037,472.1954547502537,3442788.3472983,2448414.16676356
2021-03-23,78658.18518049037,472.1954547502537,3442788.3472983,2448414.16676356
2021-03-24,78658.18518049037,472.1954547502537,3442788.3472983,2448414.16676356
2021-03-25,78658.18518049037,472.1954547502537,3442788.3472983,2448414.16676356
2021-03-26,78658.18518049037,472.1954547502537,3442788.3472983,2448414.16676356
2021-03-29,78658.18518049037,472.1954547502537,3442788.3472983,2448414.16676356
2021-03-30,78658.18518049037,472.1954547502537,3442788.3472983,2448414.16676356
2021-03-31,78658.18518049037,472.1954547502537,3442788.3472983,2448414.16676356
2021-04-01,78658.18518049037,472.1954547502537,3442788.3472983,2448414.16676356
2021-04-02,266343.2935990904,472.1954547502537,3442788.3472983,2448414.16676356
2021-04-06,266343.2935990904,472.1954547502537,3442788.3472983,2448414.16676356
2021-04-07,266343.2935990904,472.1954547502537,3442788.3472983,2448414.16676356
2021-04-08,266343.2935990904,472.1954547502537,3442788.3472983,2448414.16676356
2021-04-09,266343.2935990904,472.1954547502537,3442788.3472983,2448414.16676356
2021-04-12,266343.2935990904,472.1954547502537,3442788.3472983,2448414.16676356
2021-04-13,68093.76211909045,472.1954547502537,3641037.8787783,2448414.16676356
2021-04-14,249548.5179460719,199712.60156958882,3641037.8787783,2448414.16676356
2021-04-15,249548.5179460719,5337.947295788879,3641037.8787783,2642788.82103736
2021-04-16,50272.694699571904,5337.947295788879,3840313.7020248,2642788.82103736
2021-04-19,200562.50047709115,233870.54311506965,3840313.7020248,2642788.82103736
2021-04-20,200562.50047709115,233870.54311506965,3840313.7020248,2642788.82103736
2021-04-21,200562.50047709115,233870.54311506965,3840313.7020248,2642788.82103736
2021-04-22,200562.50047709115,233870.54311506965,3840313.7020248,2642788.82103736
2021-04-23,200562.50047709115,233870.54311506965,3840313.7020248,2642788.82103736
2021-04-26,200562.50047709115,233870.54311506965,3840313.7020248,2642788.82103736
2021-04-27,200562.50047709115,233870.54311506965,3840313.7020248,2642788.82103736
2021-04-28,200562.50047709115,233870.54311506965,3840313.7020248,2642788.82103736
2021-04-29,200562.50047709115,233870.54311506965,3840313.7020248,2642788.82103736
2021-04-30,200562.50047709115,233870.54311506965,3840313.7020248,2642788.82103736
2021-05-06,11925.067493091192,233870.54311506965,4028951.1350088,2642788.82103736
2021-05-07,11925.067493091192,233870.54311506965,4028951.1350088,2642788.82103736
2021-05-10,11925.067493091192,46499.70435996968,4028951.1350088,2830159.65979246
2021-05-11,11925.067493091192,46499.70435996968,4028951.1350088,2830159.65979246
2021-05-12,231448.0995182912,46499.70435996968,4028951.1350088,2830159.65979246
2021-05-13,231448.0995182912,46499.70435996968,4028951.1350088,2830159.65979246
2021-05-14,32117.206957491202,46499.70435996968,4228282.027569599,2830159.65979246
2021-05-17,32117.206957491202,46499.70435996968,4228282.027569599,2830159.65979246
2021-05-18,233947.18810934798,244384.82678931285,4228282.027569599,2830159.65979246
2021-05-19,233947.18810934798,244384.82678931285,4228282.027569599,2830159.65979246
2021-05-20,233947.18810934798,244384.82678931285,4228282.027569599,2830159.65979246
2021-05-21,233947.18810934798,244384.82678931285,4228282.027569599,2830159.65979246
2021-05-24,233947.18810934798,244384.82678931285,4228282.027569599,2830159.65979246
2021-05-25,64045.33711046798,244384.82678931285,4398183.87856848,2830159.65979246
2021-05-26,64045.33711046798,244384.82678931285,4398183.87856848,2830159.65979246
2021-05-27,64045.33711046798,244384.82678931285,4398183.87856848,2830159.65979246
2021-05-28,64045.33711046798,77558.84730915286,4398183.87856848,2996985.63927262
2021-05-31,64045.33711046798,77558.84730915286,4398183.87856848,2996985.63927262
2021-06-01,291195.10332710797,77558.84730915286,4398183.87856848,2996985.63927262
2021-06-02,291195.10332710797,77558.84730915286,4398183.87856848,2996985.63927262
2021-06-03,291195.10332710797,77558.84730915286,4398183.87856848,2996985.63927262
2021-06-04,291195.10332710797,77558.84730915286,4398183.87856848,2996985.63927262
2021-06-07,291195.10332710797,77558.84730915286,4398183.87856848,2996985.63927262
2021-06-08,346687.290603576,330491.9168121849,4597334.54428248,2996985.63927262
2021-06-09,346687.290603576,330491.9168121849,4597334.54428248,2996985.63927262
2021-06-10,346687.290603576,131161.02425138495,4597334.54428248,3196316.53183342
2021-06-11,346687.290603576,131161.02425138495,4597334.54428248,3196316.53183342
2021-06-15,148617.98597037603,131161.02425138495,4795403.84891568,3196316.53183342
2021-06-16,148617.98597037603,640.7417988249654,4795403.84891568,3326836.81428598
2021-06-17,148617.98597037603,640.7417988249654,4795403.84891568,3326836.81428598
2021-06-18,148617.98597037603,640.7417988249654,4795403.84891568,3326836.81428598
2021-06-21,148617.98597037603,640.7417988249654,4795403.84891568,3326836.81428598
2021-06-22,148617.98597037603,640.7417988249654,4795403.84891568,3326836.81428598
2021-06-23,148617.98597037603,640.7417988249654,4795403.84891568,3326836.81428598
2021-06-24,148617.98597037603,640.7417988249654,4795403.84891568,3326836.81428598
2021-06-25,148617.98597037603,640.7417988249654,4795403.84891568,3326836.81428598
2021-06-28,148617.98597037603,640.7417988249654,4795403.84891568,3326836.81428598
2021-06-29,148617.98597037603,640.7417988249654,4795403.84891568,3326836.81428598
2021-06-30,148617.98597037603,640.7417988249654,4795403.84891568,3326836.81428598
2021-07-01,148617.98597037603,640.7417988249654,4795403.84891568,3326836.81428598
2021-07-02,148617.98597037603,640.7417988249654,4795403.84891568,3326836.81428598
2021-07-05,148617.98597037603,640.7417988249654,4795403.84891568,3326836.81428598
2021-07-06,357459.725994497,346543.142334704,4795403.84891568,3326836.81428598
2021-07-07,357459.725994497,167813.17962340402,4795403.84891568,3505566.77699728
2021-07-08,357459.725994497,167813.17962340402,4795403.84891568,3505566.77699728
2021-07-09,168607.02205459707,1547.9058888440486,4984256.55285558,3671832.0507318396
2021-07-12,168607.02205459707,1547.9058888440486,4984256.55285558,3671832.0507318396
