etf_code,etf_name,exchange,list_date,delist_date,found_date,fund_manager,fund_type,invest_type,status,index_code,index_name,index_publisher,publisher_confidence,index_category,passive_index_flag,domestic_a_share_flag,cross_mixed_flag,is_csi_publisher,asset_class,eligible,exclusion_reason,match_level,match_status,bench_idx_name,benchmark,data_source,retrieval_date
159257.SZ,汇添富国证通用航空产业ETF,SZ,20250728,,20250716,汇添富基金管理股份有限公司,股票型,被动指数型,L,,国证通用航空产业,深圳证券信息有限公司,RULE_BASED,,True,True,False,False,EQUITY,True,,L5_RULE,RULE,国证通用航空产业,国证通用航空产业指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
159270.SZ,南方创业板200ETF,SZ,20250724,,20250716,南方基金管理股份有限公司,股票型,被动指数型,L,395004.SZ,创业板200,深圳证券交易所,INDEX_BASIC,其他指数,True,True,False,False,EQUITY,True,,L2B_EX_REVSUB,OK,创业板200,创业板200指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
588920.SH,鹏华上证科创板芯片ETF,SH,20250728,,20250716,鹏华基金管理有限公司,股票型,被动指数型,L,,上证科创板芯片,中证指数有限公司/上海证券交易所,RULE_BASED,,True,True,False,True,EQUITY,True,,L5_RULE,RULE,上证科创板芯片,上证科创板芯片指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
589550.SH,华夏上证智选科创板价值50策略ETF,SH,20250728,,20250716,华夏基金管理有限公司,股票型,被动指数型,L,,上证智选科创板价值50策略,中证指数有限公司/上海证券交易所,RULE_BASED,,True,True,False,True,EQUITY,True,,L5_RULE,RULE,上证智选科创板价值50策略,上证智选科创板价值50策略指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
159248.SZ,万家中证人工智能主题ETF,SZ,20250724,,20250710,万家基金管理有限公司,股票型,被动指数型,L,931071.CSI,中证人工智能主题,中证指数有限公司,INDEX_BASIC,主题指数,True,True,False,True,EQUITY,True,,L2B_EX_REVSUB,OK,中证人工智能主题,中证人工智能主题指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
512060.SH,天弘中证A100ETF,SH,20250718,,20250709,天弘基金管理有限公司,股票型,被动指数型,L,000903.SH,中证A100,中证指数有限公司,INDEX_BASIC,规模指数,True,True,False,True,EQUITY,True,,L1_EX_EXACT,OK,中证A100,中证A100指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
159311.SZ,易方达中证数字经济主题ETF,SZ,20250715,,20250707,易方达基金管理有限公司,股票型,被动指数型,L,,中证数字经济主题,中证指数有限公司,RULE_BASED,,True,True,False,True,EQUITY,True,,L5_RULE,RULE,中证数字经济主题,中证数字经济主题指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
159246.SZ,富国创业板人工智能ETF,SZ,20250710,,20250702,富国基金管理有限公司,股票型,被动指数型,L,970070.SZ,创业板人工智能,深圳证券信息有限公司、深圳证券交易所,INDEX_BASIC,主题指数,True,True,False,False,EQUITY,True,,L1_EX_EXACT,OK,创业板人工智能,创业板人工智能指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
159263.SZ,易方达国证价值100ETF,SZ,20250708,,20250630,易方达基金管理有限公司,股票型,被动指数型,L,,国证价值100,深圳证券信息有限公司,RULE_BASED,,True,True,False,False,EQUITY,True,,L5_RULE,RULE,国证价值100,国证价值100指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
588520.SH,永赢上证科创板综合价格增强策略ETF,SH,20250708,,20250627,永赢基金管理有限公司,股票型,增强指数型,L,,上证科创板综合价格,中证指数有限公司/上海证券交易所,RULE_BASED,,False,True,False,True,EQUITY,False,NOT_PASSIVE,L5_RULE,RULE,上证科创板综合价格,上证科创板综合价格指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
159223.SZ,永赢国证自由现金流ETF,SZ,20250703,,20250625,永赢基金管理有限公司,股票型,被动指数型,L,980092.SZ,国证自由现金流,深圳证券信息有限公司,INDEX_BASIC,策略指数,True,True,False,False,EQUITY,True,,L2B_EX_REVSUB,OK,国证自由现金流,国证自由现金流指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
159261.SZ,鹏华创业板新能源ETF,SZ,20250707,,20250625,鹏华基金管理有限公司,股票型,被动指数型,L,,创业板新能源,深圳证券信息有限公司,RULE_BASED,,True,True,False,False,EQUITY,True,,L5_RULE,RULE,创业板新能源,创业板新能源指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
159249.SZ,工银瑞信中证A500增强策略ETF,SZ,20250702,,20250620,工银瑞信基金管理有限公司,股票型,增强指数型,L,000510.SH,中证A500,中证指数有限公司,INDEX_BASIC,规模指数,False,True,False,True,EQUITY,False,NOT_PASSIVE,L1_EX_EXACT,OK,中证A500,中证A500指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
589380.SH,富国上证科创板人工智能ETF,SH,20250701,,20250620,富国基金管理有限公司,股票型,被动指数型,L,931071.CSI,上证科创板人工智能,中证指数有限公司,INDEX_BASIC,主题指数,True,True,False,True,EQUITY,True,,L2B_EX_REVSUB,OK,上证科创板人工智能,上证科创板人工智能指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
563630.SH,国联安中证A500增强策略ETF,SH,20250701,,20250619,国联安基金管理有限公司,股票型,增强指数型,L,000510.SH,中证A500,中证指数有限公司,INDEX_BASIC,规模指数,False,True,False,True,EQUITY,False,NOT_PASSIVE,L1_EX_EXACT,OK,中证A500,中证A500指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
159550.SZ,东财中证沪港深互联网ETF,SZ,20250627,,20250618,东财基金管理有限公司,股票型,被动指数型,L,399675.SZ,中证沪港深互联网,深圳证券信息有限公司、深圳证券交易所,INDEX_BASIC,行业指数,True,False,True,False,EQUITY,False,CROSS/MIXED;NOT_DOMESTIC_A_SHARE,L2B_EX_REVSUB,OK,中证沪港深互联网,中证沪港深互联网指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
159203.SZ,博时国证大盘成长ETF,SZ,20250630,,20250618,博时基金管理有限公司,股票型,被动指数型,L,399372.SZ,国证大盘成长,深圳证券信息有限公司,INDEX_BASIC,风格指数,True,True,False,False,EQUITY,True,,L2B_EX_REVSUB,OK,国证大盘成长,国证大盘成长指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
561090.SH,华安中证A500增强策略ETF,SH,20250702,,20250618,华安基金管理有限公司,股票型,增强指数型,L,000510.SH,中证A500,中证指数有限公司,INDEX_BASIC,规模指数,False,True,False,True,EQUITY,False,NOT_PASSIVE,L1_EX_EXACT,OK,中证A500,中证A500指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
561770.SH,博时中证A100ETF,SH,20250624,,20250616,博时基金管理有限公司,股票型,被动指数型,L,000903.SH,中证A100,中证指数有限公司,INDEX_BASIC,规模指数,True,True,False,True,EQUITY,True,,L1_EX_EXACT,OK,中证A100,中证A100指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
562050.SH,华宝中证制药ETF,SH,20250619,,20250611,华宝基金管理有限公司,股票型,被动指数型,L,,中证制药,中证指数有限公司,RULE_BASED,,True,True,False,True,EQUITY,True,,L5_RULE,RULE,中证制药,中证制药指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
159228.SZ,长城中证红利低波动100ETF,SZ,20250618,,20250605,长城基金管理有限公司,股票型,被动指数型,L,,中证红利低波动100,中证指数有限公司,RULE_BASED,,True,True,False,True,EQUITY,True,,L5_RULE,RULE,中证红利低波动100,中证红利低波动100指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
159240.SZ,天弘中证A500增强策略ETF,SZ,20250617,,20250605,天弘基金管理有限公司,股票型,增强指数型,L,000510.SH,中证A500,中证指数有限公司,INDEX_BASIC,规模指数,False,True,False,True,EQUITY,False,NOT_PASSIVE,L1_EX_EXACT,OK,中证A500,中证A500指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
588270.SH,易方达上证科创板200ETF,SH,20250616,,20250605,易方达基金管理有限公司,股票型,被动指数型,L,,上证科创板200,中证指数有限公司/上海证券交易所,RULE_BASED,,True,True,False,True,EQUITY,True,,L5_RULE,RULE,上证科创板200,上证科创板200指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
588670.SH,嘉实上证科创板综合增强策略ETF,SH,20250613,,20250605,嘉实基金管理有限公司,股票型,增强指数型,L,,上证科创板综合,中证指数有限公司/上海证券交易所,RULE_BASED,,False,True,False,True,EQUITY,False,NOT_PASSIVE,L5_RULE,RULE,上证科创板综合,上证科创板综合指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
589180.SH,汇添富上证科创板新材料ETF,SH,20250616,,20250605,汇添富基金管理股份有限公司,股票型,被动指数型,L,,上证科创板新材料,中证指数有限公司/上海证券交易所,RULE_BASED,,True,True,False,True,EQUITY,True,,L5_RULE,RULE,上证科创板新材料,上证科创板新材料指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
512130.SH,鹏华中证全指自由现金流ETF,SH,20250701,,20250605,鹏华基金管理有限公司,股票型,被动指数型,L,,中证全指自由现金流,中证指数有限公司,RULE_BASED,,True,True,False,True,EQUITY,True,,L5_RULE,RULE,中证全指自由现金流,中证全指自由现金流指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
159205.SZ,东财创业板ETF,SZ,20250612,,20250604,东财基金管理有限公司,股票型,被动指数型,L,395004.SZ,创业板,深圳证券交易所,INDEX_BASIC,其他指数,True,True,False,False,EQUITY,True,,L1_EX_EXACT,OK,创业板,创业板指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
159238.SZ,景顺长城沪深300增强策略ETF,SZ,20250609,,20250528,景顺长城基金管理有限公司,股票型,增强指数型,L,000300.SH,沪深300,中证指数有限公司、上海证券交易所,INDEX_BASIC,规模指数,False,True,False,True,EQUITY,False,NOT_PASSIVE,L1_EX_EXACT,OK,沪深300,沪深300指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
159387.SZ,国泰创业板新能源ETF,SZ,20250610,,20250528,国泰基金管理有限公司,股票型,被动指数型,L,,创业板新能源,深圳证券信息有限公司,RULE_BASED,,True,True,False,False,EQUITY,True,,L5_RULE,RULE,创业板新能源,创业板新能源指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
589580.SH,兴银上证科创板综合价格ETF,SH,20250611,,20250527,兴银基金管理有限责任公司,股票型,被动指数型,L,,上证科创板综合价格,中证指数有限公司/上海证券交易所,RULE_BASED,,True,True,False,True,EQUITY,True,,L5_RULE,RULE,上证科创板综合价格,上证科创板综合价格指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
588710.SH,华泰柏瑞上证科创板半导体材料设备主题ETF,SH,20250604,,20250526,华泰柏瑞基金管理有限公司,股票型,被动指数型,L,931743.CSI,上证科创板半导体材料设备主题,中证指数有限公司,INDEX_BASIC,主题指数,True,True,False,True,EQUITY,True,,L2B_EX_REVSUB,OK,上证科创板半导体材料设备主题,上证科创板半导体材料设备主题指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
159372.SZ,万家创业板50ETF,SZ,20250609,,20250526,万家基金管理有限公司,股票型,被动指数型,L,399673.SZ,创业板50,深圳证券信息有限公司、深圳证券交易所,INDEX_BASIC,规模指数,True,True,False,False,EQUITY,True,,L1_EX_EXACT,OK,创业板50,创业板50指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
561750.SH,博时中证A50ETF,SH,20250530,,20250522,博时基金管理有限公司,股票型,被动指数型,L,930050.CSI,中证A50,中证指数有限公司,INDEX_BASIC,规模指数,True,True,False,True,EQUITY,True,,L1_EX_EXACT,OK,中证A50,中证A50指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
159389.SZ,嘉实中证诚通国企数字经济ETF,SZ,20250530,,20250522,嘉实基金管理有限公司,股票型,被动指数型,L,,中证诚通国企数字经济,中证指数有限公司,RULE_BASED,,True,True,False,True,EQUITY,True,,L5_RULE,RULE,中证诚通国企数字经济,中证诚通国企数字经济指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
563760.SH,中银中证全指自由现金流ETF,SH,20250606,,20250521,中银基金管理有限公司,股票型,被动指数型,L,,中证全指自由现金流,中证指数有限公司,RULE_BASED,,True,True,False,True,EQUITY,True,,L5_RULE,RULE,中证全指自由现金流,中证全指自由现金流指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
159230.SZ,华夏国证通用航空产业ETF,SZ,20250530,,20250521,华夏基金管理有限公司,股票型,被动指数型,L,,国证通用航空产业,深圳证券信息有限公司,RULE_BASED,,True,True,False,False,EQUITY,True,,L5_RULE,RULE,国证通用航空产业,国证通用航空产业指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
159233.SZ,平安中证全指自由现金流ETF,SZ,20250604,,20250521,平安基金管理有限公司,股票型,被动指数型,L,,中证全指自由现金流,中证指数有限公司,RULE_BASED,,True,True,False,True,EQUITY,True,,L5_RULE,RULE,中证全指自由现金流,中证全指自由现金流指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
159241.SZ,天弘国证航天航空行业ETF,SZ,20250529,,20250521,天弘基金管理有限公司,股票型,被动指数型,L,,国证航天航空行业,深圳证券信息有限公司,RULE_BASED,,True,True,False,False,EQUITY,True,,L5_RULE,RULE,国证航天航空行业,国证航天航空行业指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
588940.SH,富国上证科创板50成份ETF,SH,20250603,,20250521,富国基金管理有限公司,股票型,被动指数型,L,,上证科创板50成份,中证指数有限公司/上海证券交易所,RULE_BASED,,True,True,False,True,EQUITY,True,,L5_RULE,RULE,上证科创板50成份,上证科创板50成份指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
561220.SH,工银瑞信中证诚通国企数字经济ETF,SH,20250530,,20250521,工银瑞信基金管理有限公司,股票型,被动指数型,L,,中证诚通国企数字经济,中证指数有限公司,RULE_BASED,,True,True,False,True,EQUITY,True,,L5_RULE,RULE,中证诚通国企数字经济,中证诚通国企数字经济指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
159385.SZ,富国中证诚通国企数字经济ETF,SZ,20250530,,20250521,富国基金管理有限公司,股票型,被动指数型,L,,中证诚通国企数字经济,中证指数有限公司,RULE_BASED,,True,True,False,True,EQUITY,True,,L5_RULE,RULE,中证诚通国企数字经济,中证诚通国企数字经济指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
589700.SH,南方上证科创板成长ETF,SH,20250605,,20250521,南方基金管理股份有限公司,股票型,被动指数型,L,,上证科创板成长,中证指数有限公司/上海证券交易所,RULE_BASED,,True,True,False,True,EQUITY,True,,L5_RULE,RULE,上证科创板成长,上证科创板成长指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
159226.SZ,国泰中证A500增强策略ETF,SZ,20250529,,20250520,国泰基金管理有限公司,股票型,增强指数型,L,000510.SH,中证A500,中证指数有限公司,INDEX_BASIC,规模指数,False,True,False,True,EQUITY,False,NOT_PASSIVE,L1_EX_EXACT,OK,中证A500,中证A500指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
563830.SH,博时中证全指自由现金流ETF,SH,20250522,,20250514,博时基金管理有限公司,股票型,被动指数型,L,,中证全指自由现金流,中证指数有限公司,RULE_BASED,,True,True,False,True,EQUITY,True,,L5_RULE,RULE,中证全指自由现金流,中证全指自由现金流指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
159218.SZ,招商中证卫星产业ETF,SZ,20250522,,20250514,招商基金管理有限公司,股票型,被动指数型,L,931594.CSI,中证卫星产业,中证指数有限公司,INDEX_BASIC,主题指数,True,True,False,True,EQUITY,True,,L2B_EX_REVSUB,OK,中证卫星产业,中证卫星产业指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
588130.SH,华夏上证科创板生物医药ETF,SH,20250528,,20250514,华夏基金管理有限公司,股票型,被动指数型,L,399441.SZ,上证科创板生物医药,深圳证券信息有限公司,INDEX_BASIC,主题指数,True,True,False,False,EQUITY,True,,L2B_EX_REVSUB,OK,上证科创板生物医药,上证科创板生物医药指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
563060.SH,易方达中证国资央企50ETF,SH,20250519,,20250508,易方达基金管理有限公司,股票型,被动指数型,L,,中证国资央企50,中证指数有限公司,RULE_BASED,,True,True,False,True,EQUITY,True,,L5_RULE,RULE,中证国资央企50,中证国资央企50指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
563550.SH,摩根中证A500增强策略ETF,SH,20250516,,20250508,摩根基金管理(中国)有限公司,股票型,增强指数型,L,000510.SH,中证A500,中证指数有限公司,INDEX_BASIC,规模指数,False,True,False,True,EQUITY,False,NOT_PASSIVE,L1_EX_EXACT,OK,中证A500,中证A500指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
563770.SH,招商中证全指自由现金流ETF,SH,20250516,,20250508,招商基金管理有限公司,股票型,被动指数型,L,,中证全指自由现金流,中证指数有限公司,RULE_BASED,,True,True,False,True,EQUITY,True,,L5_RULE,RULE,中证全指自由现金流,中证全指自由现金流指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
159229.SZ,广发中证800自由现金流ETF,SZ,20250515,,20250506,广发基金管理有限公司,股票型,被动指数型,L,,中证800自由现金流,中证指数有限公司,RULE_BASED,,True,True,False,True,EQUITY,True,,L5_RULE,RULE,中证800自由现金流,中证800自由现金流指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
563680.SH,汇添富中证800自由现金流ETF,SH,20250515,,20250430,汇添富基金管理股份有限公司,股票型,被动指数型,L,,中证800自由现金流,中证指数有限公司,RULE_BASED,,True,True,False,True,EQUITY,True,,L5_RULE,RULE,中证800自由现金流,中证800自由现金流指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
563780.SH,方正富邦中证全指自由现金流ETF,SH,20250513,,20250430,方正富邦基金管理有限公司,股票型,被动指数型,L,,中证全指自由现金流,中证指数有限公司,RULE_BASED,,True,True,False,True,EQUITY,True,,L5_RULE,RULE,中证全指自由现金流,中证全指自由现金流指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
159221.SZ,嘉实国证自由现金流ETF,SZ,20250513,,20250430,嘉实基金管理有限公司,股票型,被动指数型,L,980092.SZ,国证自由现金流,深圳证券信息有限公司,INDEX_BASIC,策略指数,True,True,False,False,EQUITY,True,,L2B_EX_REVSUB,OK,国证自由现金流,国证自由现金流指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
159227.SZ,华夏国证航天航空行业ETF,SZ,20250516,,20250430,华夏基金管理有限公司,股票型,被动指数型,L,,国证航天航空行业,深圳证券信息有限公司,RULE_BASED,,True,True,False,False,EQUITY,True,,L5_RULE,RULE,国证航天航空行业,国证航天航空行业指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
159236.SZ,工银瑞信中证全指自由现金流ETF,SZ,20250516,,20250430,工银瑞信基金管理有限公司,股票型,被动指数型,L,,中证全指自由现金流,中证指数有限公司,RULE_BASED,,True,True,False,True,EQUITY,True,,L5_RULE,RULE,中证全指自由现金流,中证全指自由现金流指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
159392.SZ,富国国证通用航空产业ETF,SZ,20250514,,20250430,富国基金管理有限公司,股票型,被动指数型,L,,国证通用航空产业,深圳证券信息有限公司,RULE_BASED,,True,True,False,False,EQUITY,True,,L5_RULE,RULE,国证通用航空产业,国证通用航空产业指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
561870.SH,华富中证全指自由现金流ETF,SH,20250509,,20250429,华富基金管理有限公司,股票型,被动指数型,L,,中证全指自由现金流,中证指数有限公司,RULE_BASED,,True,True,False,True,EQUITY,True,,L5_RULE,RULE,中证全指自由现金流,中证全指自由现金流指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
159208.SZ,万家国证航天航空行业ETF,SZ,20250512,,20250428,万家基金管理有限公司,股票型,被动指数型,L,,国证航天航空行业,深圳证券信息有限公司,RULE_BASED,,True,True,False,False,EQUITY,True,,L5_RULE,RULE,国证航天航空行业,国证航天航空行业指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
589980.SH,汇添富上证科创板100ETF,SH,20250512,,20250425,汇添富基金管理股份有限公司,股票型,被动指数型,L,,上证科创板100,中证指数有限公司/上海证券交易所,RULE_BASED,,True,True,False,True,EQUITY,True,,L5_RULE,RULE,上证科创板100,上证科创板100指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
563900.SH,摩根沪深300自由现金流ETF,SH,20250507,,20250424,摩根基金管理(中国)有限公司,股票型,被动指数型,L,,沪深300自由现金流,UNKNOWN,RULE_BASED,,True,True,False,False,EQUITY,True,,L5_RULE,RULE,沪深300自由现金流,沪深300自由现金流指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
159219.SZ,融通深证100ETF,SZ,20250513,,20250424,融通基金管理有限公司,股票型,被动指数型,L,399330.SZ,深证100,深圳证券信息有限公司、深圳证券交易所,INDEX_BASIC,规模指数,True,True,False,False,EQUITY,True,,L1_EX_EXACT,OK,深证100,深证100指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
563390.SH,华泰柏瑞中证全指自由现金流ETF,SH,20250430,,20250423,华泰柏瑞基金管理有限公司,股票型,被动指数型,L,,中证全指自由现金流,中证指数有限公司,RULE_BASED,,True,True,False,True,EQUITY,True,,L5_RULE,RULE,中证全指自由现金流,中证全指自由现金流指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
159232.SZ,南方中证全指自由现金流ETF,SZ,20250430,,20250423,南方基金管理股份有限公司,股票型,被动指数型,L,,中证全指自由现金流,中证指数有限公司,RULE_BASED,,True,True,False,True,EQUITY,True,,L5_RULE,RULE,中证全指自由现金流,中证全指自由现金流指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
159235.SZ,大成中证全指自由现金流ETF,SZ,20250430,,20250423,大成基金管理有限公司,股票型,被动指数型,L,,中证全指自由现金流,中证指数有限公司,RULE_BASED,,True,True,False,True,EQUITY,True,,L5_RULE,RULE,中证全指自由现金流,中证全指自由现金流指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
561080.SH,华安中证全指自由现金流ETF,SH,20250430,,20250423,华安基金管理有限公司,股票型,被动指数型,L,,中证全指自由现金流,中证指数有限公司,RULE_BASED,,True,True,False,True,EQUITY,True,,L5_RULE,RULE,中证全指自由现金流,中证全指自由现金流指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
159382.SZ,南方创业板人工智能ETF,SZ,20250509,,20250423,南方基金管理股份有限公司,股票型,被动指数型,L,970070.SZ,创业板人工智能,深圳证券信息有限公司、深圳证券交易所,INDEX_BASIC,主题指数,True,True,False,False,EQUITY,True,,L1_EX_EXACT,OK,创业板人工智能,创业板人工智能指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
159213.SZ,汇添富中证机器人ETF,SZ,20250430,,20250421,汇添富基金管理股份有限公司,股票型,被动指数型,L,,中证机器人,中证指数有限公司,RULE_BASED,,True,True,False,True,EQUITY,True,,L5_RULE,RULE,中证机器人,中证机器人指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
159231.SZ,华宝国证通用航空产业ETF,SZ,20250429,,20250418,华宝基金管理有限公司,股票型,被动指数型,L,,国证通用航空产业,深圳证券信息有限公司,RULE_BASED,,True,True,False,False,EQUITY,True,,L5_RULE,RULE,国证通用航空产业,国证通用航空产业指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
516460.SH,鹏华中证800自由现金流ETF,SH,20250428,,20250417,鹏华基金管理有限公司,股票型,被动指数型,L,,中证800自由现金流,中证指数有限公司,RULE_BASED,,True,True,False,True,EQUITY,True,,L5_RULE,RULE,中证800自由现金流,中证800自由现金流指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
563700.SH,易方达中证红利价值ETF,SH,20250428,,20250416,易方达基金管理有限公司,股票型,被动指数型,L,,中证红利价值,中证指数有限公司,RULE_BASED,,True,True,False,True,EQUITY,True,,L5_RULE,RULE,中证红利价值,中证红利价值指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
563990.SH,富国中证800自由现金流ETF,SH,20250424,,20250416,富国基金管理有限公司,股票型,被动指数型,L,,中证800自由现金流,中证指数有限公司,RULE_BASED,,True,True,False,True,EQUITY,True,,L5_RULE,RULE,中证800自由现金流,中证800自由现金流指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
510320.SH,中金沪深300ETF,SH,20250425,,20250416,中金基金管理有限公司,股票型,被动指数型,L,000300.SH,沪深300,中证指数有限公司、上海证券交易所,INDEX_BASIC,规模指数,True,True,False,True,EQUITY,True,,L1_EX_EXACT,OK,沪深300,沪深300指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
588850.SH,嘉实上证科创板工业机械ETF,SH,20250424,,20250416,嘉实基金管理有限公司,股票型,被动指数型,L,,上证科创板工业机械,中证指数有限公司/上海证券交易所,RULE_BASED,,True,True,False,True,EQUITY,True,,L5_RULE,RULE,上证科创板工业机械,上证科创板工业机械指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
159222.SZ,易方达国证自由现金流ETF,SZ,20250417,,20250409,易方达基金管理有限公司,股票型,被动指数型,L,980092.SZ,国证自由现金流,深圳证券信息有限公司,INDEX_BASIC,策略指数,True,True,False,False,EQUITY,True,,L2B_EX_REVSUB,OK,国证自由现金流,国证自由现金流指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
159225.SZ,银华国证自由现金流ETF,SZ,20250417,,20250409,银华基金管理股份有限公司,股票型,被动指数型,L,980092.SZ,国证自由现金流,深圳证券信息有限公司,INDEX_BASIC,策略指数,True,True,False,False,EQUITY,True,,L2B_EX_REVSUB,OK,国证自由现金流,国证自由现金流指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
589300.SH,嘉实上证科创板综合ETF,SH,20250417,,20250409,嘉实基金管理有限公司,股票型,被动指数型,L,,上证科创板综合,中证指数有限公司/上海证券交易所,RULE_BASED,,True,True,False,True,EQUITY,True,,L5_RULE,RULE,上证科创板综合,上证科创板综合指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
