etf_code,etf_name,exchange,list_date,delist_date,found_date,fund_manager,fund_type,invest_type,status,index_code,index_name,index_publisher,publisher_confidence,index_category,passive_index_flag,domestic_a_share_flag,cross_mixed_flag,is_csi_publisher,asset_class,eligible,exclusion_reason,match_level,match_status,bench_idx_name,benchmark,data_source,retrieval_date
158028.SZ,招商中证稀有金属主题ETF,SZ,,,20260902,招商基金管理有限公司,股票型,,L,,中证稀有金属主题,中证指数有限公司,RULE_BASED,,False,True,False,True,EQUITY,False,NOT_PASSIVE,L5_RULE,RULE,中证稀有金属主题,中证稀有金属主题指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
562110.SH,东方红中证云计算50ETF,SH,,,20260902,上海东方证券资产管理有限公司,股票型,,L,,中证云计算50,中证指数有限公司,RULE_BASED,,False,True,False,True,EQUITY,False,NOT_PASSIVE,L5_RULE,RULE,中证云计算50,中证云计算50指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
158032.SZ,景顺长城中证细分化工产业主题ETF,SZ,,,20260902,景顺长城基金管理有限公司,股票型,,L,000813.CSI,中证细分化工产业主题,中证指数有限公司,INDEX_BASIC,主题指数,False,True,False,True,EQUITY,False,NOT_PASSIVE,L2B_EX_REVSUB,OK,中证细分化工产业主题,中证细分化工产业主题指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
159025.SZ,华安中证家电龙头ETF,SZ,,,20260902,华安基金管理有限公司,股票型,,L,931021.CSI,中证家电龙头,中证指数有限公司,INDEX_BASIC,主题指数,False,True,False,True,EQUITY,False,NOT_PASSIVE,L2B_EX_REVSUB,OK,中证家电龙头,中证家电龙头指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
561610.SH,鑫元中证绿色电力ETF,SH,,,20260902,鑫元基金管理有限公司,股票型,,L,,中证绿色电力,中证指数有限公司,RULE_BASED,,False,True,False,True,EQUITY,False,NOT_PASSIVE,L5_RULE,RULE,中证绿色电力,中证绿色电力指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
515440.SH,南方中证A股ETF,SH,,,20260902,南方基金管理股份有限公司,股票型,,L,930903.CSI,中证A股,中证指数有限公司、上海证券交易所,INDEX_BASIC,综合指数,False,True,False,True,EQUITY,False,NOT_PASSIVE,L1_EX_EXACT,OK,中证A股,中证A股指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
562150.SH,鹏华中证全指红利质量ETF,SH,,,20260831,鹏华基金管理有限公司,股票型,,L,,中证全指红利质量,中证指数有限公司,RULE_BASED,,False,True,False,True,EQUITY,False,NOT_PASSIVE,L5_RULE,RULE,中证全指红利质量,中证全指红利质量指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
589430.SH,华宝上证科创板芯片设计主题ETF,SH,20260904,,20260827,华宝基金管理有限公司,股票型,,L,932040.CSI,上证科创板芯片设计主题,中证指数有限公司,INDEX_BASIC,主题指数,False,True,False,True,EQUITY,False,NOT_PASSIVE,L2B_EX_REVSUB,OK,上证科创板芯片设计主题,上证科创板芯片设计主题指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
158013.SZ,易方达国证航天航空行业ETF,SZ,20260907,,20260826,易方达基金管理有限公司,股票型,,L,,国证航天航空行业,深圳证券信息有限公司,RULE_BASED,,False,True,False,False,EQUITY,False,NOT_PASSIVE,L5_RULE,RULE,国证航天航空行业,国证航天航空行业指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
561530.SH,银华中证银行ETF,SH,20260903,,20260826,银华基金管理股份有限公司,股票型,,L,399986.SZ,中证银行,中证指数有限公司,INDEX_BASIC,行业指数,False,True,False,True,EQUITY,False,NOT_PASSIVE,L1_EX_EXACT,OK,中证银行,中证银行指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
158011.SZ,国泰创业板软件ETF,SZ,20260904,,20260826,国泰基金管理有限公司,股票型,,L,395004.SZ,创业板软件,深圳证券交易所,INDEX_BASIC,其他指数,False,True,False,False,EQUITY,False,NOT_PASSIVE,L2B_EX_REVSUB,OK,创业板软件,创业板软件指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
158027.SZ,易方达中证工业互联网主题ETF,SZ,20260902,,20260824,易方达基金管理有限公司,股票型,,L,,中证工业互联网主题,中证指数有限公司,RULE_BASED,,False,True,False,True,EQUITY,False,NOT_PASSIVE,L5_RULE,RULE,中证工业互联网主题,中证工业互联网主题指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
561690.SH,农银汇理沪深300质量ETF,SH,20260907,,20260821,农银汇理基金管理有限公司,股票型,,L,,沪深300质量,UNKNOWN,RULE_BASED,,False,True,False,False,EQUITY,False,NOT_PASSIVE,L5_RULE,RULE,沪深300质量,沪深300质量指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
158023.SZ,万家中证800红利低波动ETF,SZ,20260907,,20260821,万家基金管理有限公司,股票型,,L,,中证800红利低波动,中证指数有限公司,RULE_BASED,,False,True,False,True,EQUITY,False,NOT_PASSIVE,L5_RULE,RULE,中证800红利低波动,中证800红利低波动指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
562180.SH,招商中证A500红利低波动ETF,SH,20260901,,20260821,招商基金管理有限公司,股票型,,L,,中证A500红利低波动,中证指数有限公司,RULE_BASED,,False,True,False,True,EQUITY,False,NOT_PASSIVE,L5_RULE,RULE,中证A500红利低波动,中证A500红利低波动指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
158010.SZ,嘉实中证医疗ETF,SZ,20260827,,20260819,嘉实基金管理有限公司,股票型,,L,399989.SZ,中证医疗,中证指数有限公司,INDEX_BASIC,主题指数,False,True,False,True,EQUITY,False,NOT_PASSIVE,L1_EX_EXACT,OK,中证医疗,中证医疗指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
159096.SZ,华夏国证价值100ETF,SZ,20260828,,20260819,华夏基金管理有限公司,股票型,,L,,国证价值100,深圳证券信息有限公司,RULE_BASED,,False,True,False,False,EQUITY,False,NOT_PASSIVE,L5_RULE,RULE,国证价值100,国证价值100指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
158017.SZ,易方达中证细分化工产业主题ETF,SZ,20260827,,20260819,易方达基金管理有限公司,股票型,,L,000813.CSI,中证细分化工产业主题,中证指数有限公司,INDEX_BASIC,主题指数,False,True,False,True,EQUITY,False,NOT_PASSIVE,L2B_EX_REVSUB,OK,中证细分化工产业主题,中证细分化工产业主题指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
158019.SZ,永赢中证电池主题ETF,SZ,20260827,,20260819,永赢基金管理有限公司,股票型,,L,,中证电池主题,中证指数有限公司,RULE_BASED,,False,True,False,True,EQUITY,False,NOT_PASSIVE,L5_RULE,RULE,中证电池主题,中证电池主题指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
158008.SZ,华夏国证新能源电池ETF,SZ,20260828,,20260819,华夏基金管理有限公司,股票型,,L,,国证新能源电池,深圳证券信息有限公司,RULE_BASED,,False,True,False,False,EQUITY,False,NOT_PASSIVE,L5_RULE,RULE,国证新能源电池,国证新能源电池指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
561730.SH,华夏中证A股ETF,SH,20260828,,20260819,华夏基金管理有限公司,股票型,,L,930903.CSI,中证A股,中证指数有限公司、上海证券交易所,INDEX_BASIC,综合指数,False,True,False,True,EQUITY,False,NOT_PASSIVE,L1_EX_EXACT,OK,中证A股,中证A股指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
158001.SZ,嘉实国证价值100ETF,SZ,20260827,,20260819,嘉实基金管理有限公司,股票型,,L,,国证价值100,深圳证券信息有限公司,RULE_BASED,,False,True,False,False,EQUITY,False,NOT_PASSIVE,L5_RULE,RULE,国证价值100,国证价值100指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
158005.SZ,博时中证工程机械主题ETF,SZ,20260824,,20260814,博时基金管理有限公司,股票型,,L,931752.CSI,中证工程机械主题,中证指数有限公司,INDEX_BASIC,主题指数,False,True,False,True,EQUITY,False,NOT_PASSIVE,L2B_EX_REVSUB,OK,中证工程机械主题,中证工程机械主题指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
589460.SH,华宝上证科创板200ETF,SH,20260821,,20260813,华宝基金管理有限公司,股票型,,L,,上证科创板200,中证指数有限公司/上海证券交易所,RULE_BASED,,False,True,False,True,EQUITY,False,NOT_PASSIVE,L5_RULE,RULE,上证科创板200,上证科创板200指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
159073.SZ,汇添富国证粮食产业ETF,SZ,20260820,,20260812,汇添富基金管理股份有限公司,股票型,,L,,国证粮食产业,深圳证券信息有限公司,RULE_BASED,,False,True,False,False,EQUITY,False,NOT_PASSIVE,L5_RULE,RULE,国证粮食产业,国证粮食产业指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
158012.SZ,南方中证云计算50ETF,SZ,20260820,,20260812,南方基金管理股份有限公司,股票型,,L,,中证云计算50,中证指数有限公司,RULE_BASED,,False,True,False,True,EQUITY,False,NOT_PASSIVE,L5_RULE,RULE,中证云计算50,中证云计算50指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
517230.SH,永赢中证沪港深云计算产业ETF,SH,20260820,,20260812,永赢基金管理有限公司,股票型,,L,930851.CSI,中证沪港深云计算产业,中证指数有限公司、上海证券交易所,INDEX_BASIC,主题指数,False,False,True,True,EQUITY,False,NOT_PASSIVE;CROSS/MIXED;NOT_DOMESTIC_A_SHARE,L2B_EX_REVSUB,OK,中证沪港深云计算产业,中证沪港深云计算产业指数(人民币)收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
159082.SZ,华夏中证细分化工产业主题ETF,SZ,20260821,,20260812,华夏基金管理有限公司,股票型,,L,000813.CSI,中证细分化工产业主题,中证指数有限公司,INDEX_BASIC,主题指数,False,True,False,True,EQUITY,False,NOT_PASSIVE,L2B_EX_REVSUB,OK,中证细分化工产业主题,中证细分化工产业主题指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
561410.SH,工银瑞信中证光伏产业ETF,SH,20260824,,20260812,工银瑞信基金管理有限公司,股票型,,L,931151.CSI,中证光伏产业,中证指数有限公司、上海证券交易所,INDEX_BASIC,主题指数,False,True,False,True,EQUITY,False,NOT_PASSIVE,L2B_EX_REVSUB,OK,中证光伏产业,中证光伏产业指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
159043.SZ,华安中证全指食品ETF,SZ,20260824,,20260812,华安基金管理有限公司,股票型,,L,,中证全指食品,中证指数有限公司,RULE_BASED,,False,True,False,True,EQUITY,False,NOT_PASSIVE,L5_RULE,RULE,中证全指食品,中证全指食品指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
159095.SZ,银华中证云计算50ETF,SZ,20260818,,20260810,银华基金管理股份有限公司,股票型,,L,,中证云计算50,中证指数有限公司,RULE_BASED,,False,True,False,True,EQUITY,False,NOT_PASSIVE,L5_RULE,RULE,中证云计算50,中证云计算50指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
159083.SZ,嘉实中证红利低波动100ETF,SZ,20260813,,20260805,嘉实基金管理有限公司,股票型,,L,,中证红利低波动100,中证指数有限公司,RULE_BASED,,False,True,False,True,EQUITY,False,NOT_PASSIVE,L5_RULE,RULE,中证红利低波动100,中证红利低波动100指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
159058.SZ,大成中证全指证券公司ETF,SZ,20260813,,20260805,大成基金管理有限公司,股票型,,L,,中证全指证券公司,中证指数有限公司,RULE_BASED,,False,True,False,True,EQUITY,False,NOT_PASSIVE,L5_RULE,RULE,中证全指证券公司,中证全指证券公司指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
159098.SZ,招商国证价值100ETF,SZ,20260814,,20260805,招商基金管理有限公司,股票型,,L,,国证价值100,深圳证券信息有限公司,RULE_BASED,,False,True,False,False,EQUITY,False,NOT_PASSIVE,L5_RULE,RULE,国证价值100,国证价值100指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
561890.SH,易方达中证A股ETF,SH,20260807,,20260730,易方达基金管理有限公司,股票型,,L,930903.CSI,中证A股,中证指数有限公司、上海证券交易所,INDEX_BASIC,综合指数,False,True,False,True,EQUITY,False,NOT_PASSIVE,L1_EX_EXACT,OK,中证A股,中证A股指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
158009.SZ,南方国证航天航空行业ETF,SZ,20260806,,20260729,南方基金管理股份有限公司,股票型,,L,,国证航天航空行业,深圳证券信息有限公司,RULE_BASED,,False,True,False,False,EQUITY,False,NOT_PASSIVE,L5_RULE,RULE,国证航天航空行业,国证航天航空行业指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
159077.SZ,鑫元中证电池主题ETF,SZ,20260812,,20260729,鑫元基金管理有限公司,股票型,,L,,中证电池主题,中证指数有限公司,RULE_BASED,,False,True,False,True,EQUITY,False,NOT_PASSIVE,L5_RULE,RULE,中证电池主题,中证电池主题指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
561810.SH,华泰柏瑞中证全指医疗器械ETF,SH,20260807,,20260729,华泰柏瑞基金管理有限公司,股票型,,L,,中证全指医疗器械,中证指数有限公司,RULE_BASED,,False,True,False,True,EQUITY,False,NOT_PASSIVE,L5_RULE,RULE,中证全指医疗器械,中证全指医疗器械指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
158006.SZ,博时中证细分化工产业主题ETF,SZ,20260807,,20260729,博时基金管理有限公司,股票型,,L,000813.CSI,中证细分化工产业主题,中证指数有限公司,INDEX_BASIC,主题指数,False,True,False,True,EQUITY,False,NOT_PASSIVE,L2B_EX_REVSUB,OK,中证细分化工产业主题,中证细分化工产业主题指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
561390.SH,平安中证稀有金属主题ETF,SH,20260817,,20260729,平安基金管理有限公司,股票型,,L,,中证稀有金属主题,中证指数有限公司,RULE_BASED,,False,True,False,True,EQUITY,False,NOT_PASSIVE,L5_RULE,RULE,中证稀有金属主题,中证稀有金属主题指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
561620.SH,华泰柏瑞中证细分化工产业主题ETF,SH,20260805,,20260727,华泰柏瑞基金管理有限公司,股票型,,L,000813.CSI,中证细分化工产业主题,中证指数有限公司,INDEX_BASIC,主题指数,False,True,False,True,EQUITY,False,NOT_PASSIVE,L2B_EX_REVSUB,OK,中证细分化工产业主题,中证细分化工产业主题指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
512420.SH,华安中证工程机械主题ETF,SH,20260807,,20260727,华安基金管理有限公司,股票型,,L,931752.CSI,中证工程机械主题,中证指数有限公司,INDEX_BASIC,主题指数,False,True,False,True,EQUITY,False,NOT_PASSIVE,L2B_EX_REVSUB,OK,中证工程机械主题,中证工程机械主题指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
561020.SH,招商中证全指食品ETF,SH,20260804,,20260724,招商基金管理有限公司,股票型,,L,,中证全指食品,中证指数有限公司,RULE_BASED,,False,True,False,True,EQUITY,False,NOT_PASSIVE,L5_RULE,RULE,中证全指食品,中证全指食品指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
159099.SZ,华宝中证云计算50ETF,SZ,20260730,,20260722,华宝基金管理有限公司,股票型,,L,,中证云计算50,中证指数有限公司,RULE_BASED,,False,True,False,True,EQUITY,False,NOT_PASSIVE,L5_RULE,RULE,中证云计算50,中证云计算50指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
159093.SZ,汇添富中证细分化工产业主题ETF,SZ,20260730,,20260722,汇添富基金管理股份有限公司,股票型,,L,000813.CSI,中证细分化工产业主题,中证指数有限公司,INDEX_BASIC,主题指数,False,True,False,True,EQUITY,False,NOT_PASSIVE,L2B_EX_REVSUB,OK,中证细分化工产业主题,中证细分化工产业主题指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
561400.SH,鑫元中证畜牧养殖产业ETF,SH,20260803,,20260720,鑫元基金管理有限公司,股票型,,L,,中证畜牧养殖产业,中证指数有限公司,RULE_BASED,,False,True,False,True,EQUITY,False,NOT_PASSIVE,L5_RULE,RULE,中证畜牧养殖产业,中证畜牧养殖产业指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
159086.SZ,广发中证金融科技主题ETF,SZ,20260730,,20260720,广发基金管理有限公司,股票型,,L,,中证金融科技主题,中证指数有限公司,RULE_BASED,,False,True,False,True,EQUITY,False,NOT_PASSIVE,L5_RULE,RULE,中证金融科技主题,中证金融科技主题指数同期收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
159087.SZ,万家中证细分化工产业主题ETF,SZ,20260803,,20260717,万家基金管理有限公司,股票型,,L,000813.CSI,中证细分化工产业主题,中证指数有限公司,INDEX_BASIC,主题指数,False,True,False,True,EQUITY,False,NOT_PASSIVE,L2B_EX_REVSUB,OK,中证细分化工产业主题,中证细分化工产业主题指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
159079.SZ,兴全国证价值100ETF,SZ,20260803,,20260717,兴证全球基金管理有限公司,股票型,,L,,国证价值100,深圳证券信息有限公司,RULE_BASED,,False,True,False,False,EQUITY,False,NOT_PASSIVE,L5_RULE,RULE,国证价值100,国证价值100指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
561490.SH,财通资管中证全指红利质量ETF,SH,20260731,,20260716,财通证券资产管理有限公司,股票型,,L,,中证全指红利质量,中证指数有限公司,RULE_BASED,,False,True,False,True,EQUITY,False,NOT_PASSIVE,L5_RULE,RULE,中证全指红利质量,中证全指红利质量指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
515840.SH,南方中证全指食品ETF,SH,20260723,,20260715,南方基金管理股份有限公司,股票型,,L,,中证全指食品,中证指数有限公司,RULE_BASED,,False,True,False,True,EQUITY,False,NOT_PASSIVE,L5_RULE,RULE,中证全指食品,中证全指食品指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
588530.SH,中银证券中证科创创业人工智能ETF,SH,20260729,,20260715,中银国际证券股份有限公司,股票型,,L,931071.CSI,中证科创创业人工智能,中证指数有限公司,INDEX_BASIC,主题指数,False,True,False,True,EQUITY,False,NOT_PASSIVE,L2B_EX_REVSUB,OK,中证科创创业人工智能,中证科创创业人工智能指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
561630.SH,华泰柏瑞中证全指红利质量ETF,SH,20260722,,20260713,华泰柏瑞基金管理有限公司,股票型,,L,,中证全指红利质量,中证指数有限公司,RULE_BASED,,False,True,False,True,EQUITY,False,NOT_PASSIVE,L5_RULE,RULE,中证全指红利质量,中证全指红利质量指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
159059.SZ,大成中证全指电力公用事业ETF,SZ,20260720,,20260710,大成基金管理有限公司,股票型,,L,,中证全指电力公用事业,中证指数有限公司,RULE_BASED,,False,True,False,True,EQUITY,False,NOT_PASSIVE,L5_RULE,RULE,中证全指电力公用事业,中证全指电力公用事业指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
159085.SZ,永赢国证价值100ETF,SZ,20260720,,20260710,永赢基金管理有限公司,股票型,,L,,国证价值100,深圳证券信息有限公司,RULE_BASED,,False,True,False,False,EQUITY,False,NOT_PASSIVE,L5_RULE,RULE,国证价值100,国证价值100指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
159069.SZ,华泰柏瑞创业板新能源ETF,SZ,20260721,,20260709,华泰柏瑞基金管理有限公司,股票型,,L,,创业板新能源,深圳证券信息有限公司,RULE_BASED,,False,True,False,False,EQUITY,False,NOT_PASSIVE,L5_RULE,RULE,创业板新能源,创业板新能源指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
589410.SH,嘉实上证科创板人工智能ETF,SH,20260716,,20260708,嘉实基金管理有限公司,股票型,,L,931071.CSI,上证科创板人工智能,中证指数有限公司,INDEX_BASIC,主题指数,False,True,False,True,EQUITY,False,NOT_PASSIVE,L2B_EX_REVSUB,OK,上证科创板人工智能,上证科创板人工智能指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
561250.SH,鹏华中证稀有金属主题ETF,SH,20260722,,20260708,鹏华基金管理有限公司,股票型,,L,,中证稀有金属主题,中证指数有限公司,RULE_BASED,,False,True,False,True,EQUITY,False,NOT_PASSIVE,L5_RULE,RULE,中证稀有金属主题,中证稀有金属主题指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
159072.SZ,景顺长城国证粮食产业ETF,SZ,20260717,,20260707,景顺长城基金管理有限公司,股票型,,L,,国证粮食产业,深圳证券信息有限公司,RULE_BASED,,False,True,False,False,EQUITY,False,NOT_PASSIVE,L5_RULE,RULE,国证粮食产业,国证粮食产业指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
159075.SZ,华夏中证工业互联网主题ETF,SZ,20260717,,20260706,华夏基金管理有限公司,股票型,,L,,中证工业互联网主题,中证指数有限公司,RULE_BASED,,False,True,False,True,EQUITY,False,NOT_PASSIVE,L5_RULE,RULE,中证工业互联网主题,中证工业互联网主题指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
516440.SH,南方中证工程机械主题ETF,SH,20260709,,20260701,南方基金管理股份有限公司,股票型,,L,931752.CSI,中证工程机械主题,中证指数有限公司,INDEX_BASIC,主题指数,False,True,False,True,EQUITY,False,NOT_PASSIVE,L2B_EX_REVSUB,OK,中证工程机械主题,中证工程机械主题指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
159067.SZ,鹏华国证绿色电力ETF,SZ,20260713,,20260630,鹏华基金管理有限公司,股票型,,L,,国证绿色电力,深圳证券信息有限公司,RULE_BASED,,False,True,False,False,EQUITY,False,NOT_PASSIVE,L5_RULE,RULE,国证绿色电力,国证绿色电力指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
159076.SZ,华宝创业板新能源ETF,SZ,20260708,,20260630,华宝基金管理有限公司,股票型,,L,,创业板新能源,深圳证券信息有限公司,RULE_BASED,,False,True,False,False,EQUITY,False,NOT_PASSIVE,L5_RULE,RULE,创业板新能源,创业板新能源指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
159078.SZ,富国中证A股ETF,SZ,20260708,,20260630,富国基金管理有限公司,股票型,,L,930903.CSI,中证A股,中证指数有限公司、上海证券交易所,INDEX_BASIC,综合指数,False,True,False,True,EQUITY,False,NOT_PASSIVE,L1_EX_EXACT,OK,中证A股,中证A股指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
512410.SH,广发中证银行ETF,SH,20260708,,20260630,广发基金管理有限公司,股票型,,L,399986.SZ,中证银行,中证指数有限公司,INDEX_BASIC,行业指数,False,True,False,True,EQUITY,False,NOT_PASSIVE,L1_EX_EXACT,OK,中证银行,中证银行指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
561420.SH,汇添富沪深300自由现金流ETF,SH,20260708,,20260630,汇添富基金管理股份有限公司,股票型,,L,,沪深300自由现金流,UNKNOWN,RULE_BASED,,False,True,False,False,EQUITY,False,NOT_PASSIVE,L5_RULE,RULE,沪深300自由现金流,沪深300自由现金流指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
589390.SH,招商上证科创板芯片设计主题ETF,SH,20260710,,20260630,招商基金管理有限公司,股票型,,L,932040.CSI,上证科创板芯片设计主题,中证指数有限公司,INDEX_BASIC,主题指数,False,True,False,True,EQUITY,False,NOT_PASSIVE,L2B_EX_REVSUB,OK,上证科创板芯片设计主题,上证科创板芯片设计主题指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
589400.SH,富国上证科创板芯片设计主题ETF,SH,20260709,,20260630,富国基金管理有限公司,股票型,,L,932040.CSI,上证科创板芯片设计主题,中证指数有限公司,INDEX_BASIC,主题指数,False,True,False,True,EQUITY,False,NOT_PASSIVE,L2B_EX_REVSUB,OK,上证科创板芯片设计主题,上证科创板芯片设计主题指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
589420.SH,永赢上证科创板芯片设计主题ETF,SH,20260709,,20260630,永赢基金管理有限公司,股票型,,L,932040.CSI,上证科创板芯片设计主题,中证指数有限公司,INDEX_BASIC,主题指数,False,True,False,True,EQUITY,False,NOT_PASSIVE,L2B_EX_REVSUB,OK,上证科创板芯片设计主题,上证科创板芯片设计主题指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
560730.SH,国泰海通中证红利低波动ETF,SH,20260716,,20260630,上海国泰海通证券资产管理有限公司,股票型,,L,,中证红利低波动,中证指数有限公司,RULE_BASED,,False,True,False,True,EQUITY,False,NOT_PASSIVE,L5_RULE,RULE,中证红利低波动,中证红利低波动指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
159068.SZ,华夏中证全指软件ETF,SZ,20260708,,20260629,华夏基金管理有限公司,股票型,,L,,中证全指软件,中证指数有限公司,RULE_BASED,,False,True,False,True,EQUITY,False,NOT_PASSIVE,L5_RULE,RULE,中证全指软件,中证全指软件指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
159161.SZ,东财中证工程机械主题ETF,SZ,20260707,,20260629,东财基金管理有限公司,股票型,,L,931752.CSI,中证工程机械主题,中证指数有限公司,INDEX_BASIC,主题指数,False,True,False,True,EQUITY,False,NOT_PASSIVE,L2B_EX_REVSUB,OK,中证工程机械主题,中证工程机械主题指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
561470.SH,天弘中证畜牧养殖产业ETF,SH,20260709,,20260629,天弘基金管理有限公司,股票型,,L,,中证畜牧养殖产业,中证指数有限公司,RULE_BASED,,False,True,False,True,EQUITY,False,NOT_PASSIVE,L5_RULE,RULE,中证畜牧养殖产业,中证畜牧养殖产业指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
515480.SH,南方中证红利低波动100ETF,SH,20260706,,20260626,南方基金管理股份有限公司,股票型,,L,,中证红利低波动100,中证指数有限公司,RULE_BASED,,False,True,False,True,EQUITY,False,NOT_PASSIVE,L5_RULE,RULE,中证红利低波动100,中证红利低波动100指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42
