config,signal_source,ranking,period_start,period_end,n_trading_days,n_years,final_equity,total_return_pct,CAGR_pct,annualized_vol_pct,Sharpe,Sortino,MaxDD_pct,Calmar,total_trades,completed_trades,win_rate_pct,avg_trade_pnl,median_trade_pnl,profit_factor,avg_winner_pnl,avg_loser_pnl,payoff_ratio,avg_holding_days,annual_turnover,total_fees,avg_exposure_pct,median_exposure_pct,fully_invested_days_pct,lt25_invested_days_pct,lt50_invested_days_pct
M1 BB_Z,etf,bb_z,2006-05-15,2026-09-03,4941,20.3,703520.99,-29.65,-1.72,8.59,-0.1652,-0.1118,-40.76,-0.0421,437,179,59.22,-1656.31,2027.58,0.6673,5608.81,12205.66,0.4595,33.2,8.82,24331.5,21.74,0.0,5.44,71.04,76.95
