config,exit_type,signal_source,period_start,period_end,n_trading_days,n_years,final_equity,total_return_pct,CAGR_pct,annualized_vol_pct,Sharpe,Sortino,MaxDD_pct,Calmar,total_trades,completed_trades,win_rate_pct,avg_trade_pnl,median_trade_pnl,profit_factor,avg_winner_pnl,avg_loser_pnl,payoff_ratio,avg_holding_days,median_holding_days,p90_holding_days,annual_turnover,total_fees,avg_exposure_pct,avg_cash_pct,fully_invested_days_pct
M1 Control,strict_c,etf,2006-05-15,2026-09-03,4941,20.3,392339.17,-60.77,-4.5,16.5,-0.2065,-0.1942,-69.86,-0.0645,235,101,57.43,-6016.44,1258.24,0.5322,11917.17,30205.97,0.3945,166.5,49.0,162.0,4.97,10259.33,75.07,24.93,60.39
