config,exit_type,signal_source,period_start,period_end,n_trading_days,n_years,final_equity,total_return_pct,CAGR_pct,annualized_vol_pct,Sharpe,Sortino,MaxDD_pct,Calmar,total_trades,completed_trades,win_rate_pct,avg_trade_pnl,median_trade_pnl,profit_factor,avg_winner_pnl,avg_loser_pnl,payoff_ratio,avg_holding_days,median_holding_days,p90_holding_days,annual_turnover,total_fees,avg_exposure_pct,avg_cash_pct,fully_invested_days_pct
M1 Midline,midline,etf,2006-05-15,2026-09-03,4941,20.3,332574.99,-66.74,-5.28,17.58,-0.2317,-0.2131,-71.84,-0.0735,969,428,56.31,-1559.4,979.52,0.6675,5559.7,10734.29,0.5179,23.7,17.0,35.0,21.08,43694.41,46.45,53.55,27.2
