date,action,index_key,etf,shares,price,amount,fee,cash_after,level,pnl,holding_days
2023-05-10,ADD,中证全指家用电器,159996.SZ,189700,1.054,199943.80000000002,49.98595,152664.0960249996,2,,
2023-05-18,ADD,399987.SZ,512690.SH,191500,0.797,152625.5,38.156375000000004,0.4396499996073544,2,,
2023-05-19,EXIT_MIDLINE,中证全指家用电器,159996.SZ,376000,1.086,408336.0,102.084,408234.35564999963,2,8290.255075000086,11.0
2023-05-22,EXIT_MIDLINE,399987.SZ,512690.SH,427900,0.8200000000000001,350878.0,87.7195,759024.6361499997,2,-1917.7744749999456,39.0
2023-05-24,ENTRY,中证全指房地产,512200.SH,319400,0.626,199944.4,49.9861,559030.2500499997,1,,
2023-05-24,ENTRY,中证内地地产主题,159768.SZ,262400,0.762,199948.8,49.9872,359031.46284999966,1,,
2023-05-26,ADD,中证全指房地产,512200.SH,328400,0.609,199995.6,49.9989,158985.86394999965,2,,
2023-06-06,EXIT_MIDLINE,中证全指房地产,512200.SH,647800,0.632,409409.6,102.3524,568293.1115499997,2,9267.262600000011,13.0
2023-06-06,EXIT_MIDLINE,中证内地地产主题,159768.SZ,262400,0.767,201260.80000000002,50.315200000000004,769503.5963499997,1,1211.6976000000059,13.0
2023-06-14,ENTRY,930641.CSI,159647.SZ,170600,1.172,199943.19999999998,49.9858,569510.4105499997,1,,
2023-06-21,ENTRY,上海证券交易所上证红利,510880.SH,68300,2.927,199914.1,49.978525000000005,369546.33202499966,1,,
2023-06-27,ADD,上海证券交易所上证红利,510880.SH,69800,2.865,199977.00000000003,49.99425000000001,169519.33777499964,2,,
2023-06-30,EXIT_MIDLINE,930641.CSI,159647.SZ,170600,1.187,202502.2,50.625550000000004,371970.9122249996,1,2458.388650000042,16.0
2023-07-03,EXIT_MIDLINE,上海证券交易所上证红利,510880.SH,138100,2.968,409880.8,102.4702,781749.2420249996,2,9787.257024999963,12.0
2023-07-04,ENTRY,930901.CSI,159869.SZ,147900,1.352,199960.80000000002,49.99020000000001,581738.4518249995,1,,
2023-07-07,ENTRY,930641.CSI,159647.SZ,177600,1.1260000000000001,199977.6,49.994400000000006,381710.8574249995,1,,
2023-07-31,EXIT_MIDLINE,930641.CSI,159647.SZ,177600,1.122,199267.2,49.8168,580928.2406249995,1,-810.2111999999693,24.0
2023-08-02,ENTRY,930641.CSI,159647.SZ,182100,1.098,199945.80000000002,49.986450000000005,380932.4541749995,1,,
2023-08-04,EXIT_MIDLINE,930641.CSI,159647.SZ,182100,1.115,203041.5,50.760375,583923.1937999995,1,2994.953174999991,2.0
2023-08-07,EXIT_MIDLINE,930901.CSI,159869.SZ,147900,1.242,183691.8,45.92295,767569.0708499996,1,-16364.913150000008,34.0
2023-08-08,ENTRY,980086.CNI,159992.SZ,252500,0.792,199980.0,49.995000000000005,567539.0758499996,1,,
2023-08-08,ENTRY,399441.SZ,512290.SH,187200,1.068,199929.6,49.982400000000005,367559.49344999954,1,,
2023-08-11,EXIT_MIDLINE,980086.CNI,159992.SZ,252500,0.8250000000000001,208312.50000000003,52.07812500000001,575819.9153249996,1,8230.426875000028,3.0
2023-08-18,ENTRY,中证全指半导体产品与设备,512480.SH,245000,0.8160000000000001,199920.0,49.980000000000004,375849.9353249996,1,,
2023-08-28,EXIT_MIDLINE,399441.SZ,512290.SH,187200,1.085,203112.0,50.778,578911.1573249996,1,3081.639599999979,20.0
2023-08-30,EXIT_MIDLINE,中证全指半导体产品与设备,512480.SH,245000,0.8290000000000001,203105.00000000003,50.77625000000001,781965.3810749996,1,3084.2437500000074,12.0
