date,action,index_key,etf,shares,price,amount,fee,cash_after,level,pnl,holding_days
2011-01-18,ADD,399330.SZ,159901.SZ,100,0.7567559999999999,75.67559999999999,5.0,15.333551200007193,2,,
2011-02-14,EXIT_PSTAR,399330.SZ,159901.SZ,253900,0.8242294956274293,209271.8689398043,52.31796723495108,209234.88452376935,2,9148.54968741939,47.0
2011-02-14,EXIT_PSTAR,上海证券交易所50成份,510050.SH,97200,2.0257284100173973,196900.80145369103,49.22520036342276,406086.4607770969,1,7074.603868327666,47.0
2011-03-30,ADD,中小企业100,159902.SZ,66100,3.02302,199821.62199999997,49.9554055,206214.88337159695,2,,
2011-04-01,ADD,中小企业100,159902.SZ,66900,2.9869839999999996,199829.22959999996,49.95730739999999,6335.696464196983,3,,
2011-04-27,ENTRY,399330.SZ,159901.SZ,7700,0.8168159999999999,6289.483199999999,5.0,41.2132641969838,1,,
2011-06-24,EXIT_PSTAR,399330.SZ,159901.SZ,7700,0.7707846879833956,5935.042097472146,5.0,5971.25536166913,1,-364.4411025278522,58.0
2011-07-04,EXIT_PSTAR,中小企业100,159902.SZ,198500,2.7792297905722525,551677.1134285921,137.91927835714802,557510.449511904,3,-48039.59318228989,188.0
2011-07-22,ENTRY,上证中央企业50,510060.SH,154600,1.2932919999999999,199942.94319999998,49.98573579999999,357517.52057610406,1,,
2011-07-22,ENTRY,000029.SH,510030.SH,77500,2.5805779999999996,199994.79499999995,49.99869874999999,157472.7268773541,1,,
2011-07-26,ENTRY,上海证券交易所50成份,510050.SH,81800,1.9239219999999997,157376.8196,39.3442049,56.563072454126086,1,,
2011-10-28,EXIT_PSTAR,上证中央企业50,510060.SH,154600,1.1730116185754593,181347.59623176602,45.33689905794151,181358.8224051622,1,-18690.6696030919,98.0
2011-10-28,EXIT_PSTAR,000029.SH,510030.SH,77500,2.3529176827549154,182351.12041350594,45.58778010337649,363664.35503856477,1,-17739.26106534736,98.0
2011-10-28,EXIT_PSTAR,上海证券交易所50成份,510050.SH,81800,1.8084846337180067,147934.04303813295,36.98351075953324,511561.4145659382,1,-9519.104277526569,94.0
2011-11-21,ENTRY,深圳证券交易所成份,159903.SZ,195800,1.0210199999999998,199915.71599999996,49.978928999999994,311595.7196369382,1,,
2011-11-21,ENTRY,上证180金融股,510230.SH,69300,2.8818789999999996,199714.21469999998,49.928553674999996,111831.5763832632,1,,
2011-11-22,ENTRY,000063.SH,510110.SH,53400,2.0910889999999998,111664.15259999999,27.91603815,139.50774511320924,1,,
2011-12-14,ADD,深圳证券交易所成份,159903.SZ,100,0.932932,93.2932,5.0,41.21454511320924,2,,
2012-01-10,EXIT_PSTAR,上证180金融股,510230.SH,69300,2.882903851279935,199785.2368936995,49.946309223424876,199776.5051295893,1,-28.852669198894407,50.0
2012-01-10,EXIT_PSTAR,000063.SH,510110.SH,53400,2.0668118952009573,110367.75520373113,27.59193880093278,310116.6683945195,1,-1351.905373219803,49.0
2012-01-20,EXIT_PSTAR,深圳证券交易所成份,159903.SZ,195900,0.9637415197261884,188796.96371436032,47.19924092859008,498866.4328679512,2,-11314.22365556822,60.0
2012-03-15,ENTRY,000029.SH,510030.SH,86100,2.3223199999999995,199951.75199999995,49.987937999999986,298864.69292995124,1,,
2012-03-21,ENTRY,上证180金融股,510230.SH,66900,2.9889859999999997,199963.1634,49.990790849999996,98851.53873910126,1,,
2012-03-21,ENTRY,上证中央企业50,510060.SH,87900,1.124123,98810.4117,24.702602925,16.4244361762685,1,,
2012-04-18,EXIT_PSTAR,上证180金融股,510230.SH,66900,3.0680425921752956,205252.04941652727,51.31301235413182,205217.1608403494,1,5187.582213323165,28.0
2012-04-20,EXIT_PSTAR,000029.SH,510030.SH,86100,2.3533498685267253,202623.42368015106,50.655855920037766,407789.9286645804,1,2571.0278862310724,36.0
2012-04-20,EXIT_PSTAR,上证中央企业50,510060.SH,87900,1.1410491705029215,100298.2220872068,25.0745555218017,508063.0761962654,1,1438.0332287600158,30.0
2012-05-21,ENTRY,000010.SH,510010.SH,305500,0.654654,199996.797,49.99919925,308016.2799970154,1,,
2012-05-21,ENTRY,上证中央企业50,510060.SH,178300,1.12112,199895.69599999997,49.97392399999999,108070.61007301541,1,,
2012-05-24,ENTRY,000028.SH,510280.SH,112400,0.9609599999999998,108011.90399999998,27.002975999999997,31.703097015430103,1,,
2012-12-05,EXIT_PSTAR,000010.SH,510010.SH,305500,0.5872871058495707,179416.21083704385,44.85405270926096,179403.05988135003,1,-20675.439414915436,198.0
2012-12-05,EXIT_PSTAR,上证中央企业50,510060.SH,178300,1.0183803494836199,181577.21631292943,45.39430407823236,360934.88189020124,1,-18413.847915148774,198.0
2012-12-07,EXIT_PSTAR,000028.SH,510280.SH,112400,0.8796246745486875,98869.81341927248,24.717453354818122,459779.97785611893,1,-9193.81101008232,197.0
2013-02-28,ENTRY,深证基本面60,159916.SZ,124400,1.6066049999999998,199861.66199999998,49.9654155,259868.35044061896,1,,
2013-03-05,ENTRY,399330.SZ,159901.SZ,336900,0.5935929999999999,199981.48169999997,49.995370425,59836.87337019399,1,,
2013-03-05,ENTRY,深圳证券交易所成份,159903.SZ,64300,0.9299289999999999,59794.43469999999,14.948608674999997,27.490061519005394,1,,
2013-05-07,EXIT_PSTAR,399330.SZ,159901.SZ,336900,0.6002705357714867,202231.14350141387,50.55778587535347,202208.0757770575,1,2149.108645113536,63.0
2013-05-08,EXIT_PSTAR,深圳证券交易所成份,159903.SZ,64300,0.9332893363970226,60010.50433032856,15.00262608258214,262203.5774813035,1,186.11839557098187,64.0
2013-05-20,EXIT_PSTAR,深证基本面60,159916.SZ,124400,1.6531009899552045,205645.76315042743,51.41144078760686,467797.9291909433,1,5682.724294139849,81.0
2013-06-13,ENTRY,上海证券交易所50成份,510050.SH,114200,1.7507489999999999,199935.53579999998,49.98388395,267812.40950699337,1,,
2013-06-13,ENTRY,000029.SH,510030.SH,82200,2.43243,199945.746,49.9864365,67816.67707049334,1,,
2013-06-13,ENTRY,上海证券交易所上证红利,510880.SH,35700,1.8978959999999998,67754.8872,16.9387218,44.85114869334211,1,,
2013-08-12,EXIT_PSTAR,上海证券交易所50成份,510050.SH,114200,1.6497936699771065,188406.43711138557,47.10160927784639,188404.18665080104,1,-11626.184181842247,60.0
2013-08-12,EXIT_PSTAR,000029.SH,510030.SH,82200,2.247528936499875,184746.87858028972,46.18671964507243,373104.8785114457,1,-15295.040575855373,60.0
2013-08-13,EXIT_PSTAR,上海证券交易所上证红利,510880.SH,35700,1.758951977935633,62794.5856123021,15.698646403075525,435883.76547734474,1,-4992.938955900976,61.0
2013-08-19,ENTRY,000037.SH,510660.SH,189500,1.055054,199932.73299999998,49.983183249999996,235901.04929409476,1,,
2013-09-26,EXIT_PSTAR,000037.SH,510660.SH,189500,1.0857017064407146,205740.47337051542,51.435118342628854,441590.08754626755,1,5706.322068922801,38.0
2013-10-25,ENTRY,上证自然资源,510410.SH,305000,0.655655,199974.775,49.99369375,241565.31885251755,1,,
2013-10-28,ENTRY,000300.SH,510300.SH,82400,2.425423,199854.8552,49.9637138,41660.49993871755,1,,
2013-10-28,ENTRY,399330.SZ,159901.SZ,72600,0.5735729999999999,41641.39979999999,10.410349949999999,8.689788767558639,1,,
2013-11-20,EXIT_PSTAR,上证自然资源,510410.SH,305000,0.6564115263741653,200205.51554412043,50.05137888603011,200164.15395400196,1,130.69547148439338,26.0
2013-12-16,ENTRY,000032.SH,510610.SH,240400,0.8318309999999999,199972.17239999998,49.993043099999994,141.9885109019815,1,,
2013-12-18,ADD,399330.SZ,159901.SZ,200,0.5645639999999998,112.91279999999998,5.0,24.075710901981523,2,,
2014-02-10,EXIT_PSTAR,399330.SZ,159901.SZ,72800,0.5547898275541779,40388.699445944156,10.097174861486039,40402.677981984656,2,-1391.120678867319,105.0
2014-02-20,EXIT_PSTAR,000032.SH,510610.SH,240400,0.7558011946738129,181694.60719958463,45.423651799896156,222051.86152976938,1,-18372.981895315257,66.0
2014-02-24,ENTRY,深证成长40价格,159906.SZ,273300,0.7317309999999999,199982.08229999998,49.99552057499999,22019.783709194395,1,,
2014-02-25,ENTRY,000992.SH,159931.SZ,27000,0.812812,21945.924,5.4864809999999995,68.37322819439578,1,,
2014-03-21,EXIT_PSTAR,000992.SH,159931.SZ,27000,0.820770088305587,22160.792384250846,5.540198096062712,22223.62541434918,1,203.841705154786,24.0
2014-03-28,ENTRY,395004.SZ,159915.SZ,16700,1.327326,22166.3442,5.54158605,51.73962829917946,1,,
2014-04-02,EXIT_PSTAR,深证成长40价格,159906.SZ,273300,0.7554734226060171,206470.88639822448,51.61772159955612,206471.0083049241,1,6387.190856049942,37.0
2014-04-08,EXIT_PSTAR,000300.SH,510300.SH,82400,2.201606452896137,181412.3717186417,45.35309292966043,387838.02693063614,1,-18537.800288087965,162.0
2014-04-25,ENTRY,000037.SH,510660.SH,200400,0.9979969999999999,199998.59879999998,49.99964969999999,187789.42848093616,1,,
2014-04-28,ENTRY,中证小盘500,510500.SH,175600,1.069068,187728.34079999998,46.932085199999996,14.155595736170653,1,,
2014-05-26,EXIT_PSTAR,395004.SZ,159915.SZ,16700,1.293512029632498,21601.650894862716,5.400412723715679,21610.40607787517,1,-575.6353039109998,59.0
2014-05-28,EXIT_PSTAR,中证小盘500,510500.SH,175600,1.0772963890003373,189173.24590845924,47.29331147711481,210736.3586748573,1,1350.6797117821493,30.0
2014-05-29,EXIT_PSTAR,000037.SH,510660.SH,200400,1.0065420332611468,201711.0234655338,50.42775586638345,412396.9543845247,1,1611.9972599674352,34.0
2014-06-06,ENTRY,上证市值100,510700.SH,128200,1.5595579999999998,199935.33559999996,49.98383389999999,212411.63495062475,1,,
2014-06-16,EXIT_PSTAR,上证市值100,510700.SH,128200,1.5748882550240826,201900.6742940874,50.47516857352185,414261.8340761386,1,1864.8796916138845,10.0
2014-06-20,ENTRY,上证原材料行业,510620.SH,262200,0.7627619999999999,199996.1964,49.9990491,214215.63862703863,1,,
2014-06-20,ENTRY,中证南方小康产业,510160.SH,701000,0.28528499999999996,199984.78499999997,49.99619625,14180.85743078866,1,,
2014-06-20,ENTRY,上证主要消费行业,510630.SH,15100,0.9349339999999999,14117.5034,5.0,58.35403078865966,1,,
2014-06-30,EXIT_PSTAR,上证原材料行业,510620.SH,262200,0.7878820644561154,206582.67730039346,51.64566932509837,206589.38566185703,1,6484.836181968385,10.0
2014-07-03,EXIT_PSTAR,中证南方小康产业,510160.SH,701000,0.29279840171311966,205251.6796008969,51.31291990022422,411789.7523428537,1,5165.585484746704,13.0
2014-07-03,EXIT_PSTAR,上证主要消费行业,510630.SH,15100,0.9752147622324651,14725.742909710223,5.0,426510.4952525639,1,598.2395097102233,13.0
2014-08-27,ENTRY,沪深300医药卫生,512010.SH,229600,0.8708699999999999,199951.75199999998,49.98793799999999,226508.75531456392,1,,
2014-08-27,ENTRY,399324.SZ,159905.SZ,280200,0.7137129999999999,199982.38259999998,49.99559565,26476.37711891395,1,,
2014-08-27,ENTRY,上证市值100,510700.SH,15500,1.700699,26360.8345,6.590208625000001,108.9524102889518,1,,
2014-08-29,ADD,沪深300医药卫生,512010.SH,100,0.8708699999999999,87.08699999999999,5.0,16.865410288951807,2,,
2014-09-03,EXIT_PSTAR,399324.SZ,159905.SZ,280200,0.7407715958098169,207564.2011459107,51.89105028647767,207529.17550591315,1,7479.931899974225,7.0
2014-09-04,EXIT_PSTAR,上证市值100,510700.SH,15500,1.7527419139611338,27167.499666397573,6.791874916599394,234689.88329739412,1,793.2830828559759,8.0
2014-09-12,ENTRY,931775.CSI,512110.SH,172200,1.1611599999999997,199951.75199999995,49.987937999999986,34688.14335939416,1,,
2014-09-29,EXIT_PSTAR,沪深300医药卫生,512010.SH,229700,0.9216755099018336,211708.86462445118,52.9272161561128,246344.08076768921,2,11562.110470295072,33.0
2014-10-08,EXIT_PSTAR,931775.CSI,512110.SH,172200,1.2345460388573346,212588.82789123303,53.147206972808256,458879.7614519494,1,12533.940746260268,26.0
2014-10-20,ENTRY,深证成长40价格,159906.SZ,279400,0.7157149999999999,199970.77099999998,49.992692749999996,258858.99775919944,1,,
2014-10-21,EXIT_PSTAR,深证成长40价格,159906.SZ,279400,0.7410523649462645,207050.0307659863,51.76250769149658,465857.26601749426,1,6977.504565544823,1.0
2014-10-23,ENTRY,中小板等权重,159921.SZ,152500,1.31131,199974.775,49.99369375,265832.49732374423,1,,
2014-10-24,ENTRY,上证主要消费行业,510630.SH,187700,1.065064,199912.5128,49.9781282,65870.00639554425,1,,
2014-10-24,ENTRY,上海证券交易所上证红利,510880.SH,35600,1.8468449999999998,65747.682,16.4369205,105.88747504424828,1,,
2014-10-31,EXIT_PSTAR,上海证券交易所上证红利,510880.SH,35600,1.9371720534294286,68963.32510208766,17.240831275521916,69051.97174585638,1,3181.965350312138,7.0
2014-11-12,ENTRY,395004.SZ,159915.SZ,48400,1.424423,68942.0732,17.2355183,92.66302755638026,1,,
2014-11-14,EXIT_PSTAR,上证主要消费行业,510630.SH,187700,1.1144882758326546,209189.44937378928,52.29736234344732,209229.81503900222,1,9174.661083245845,21.0
2014-11-17,ENTRY,深证成长40价格,159906.SZ,281800,0.7097089999999999,199995.99619999997,49.998999049999995,9183.819839952252,1,,
2014-11-17,ADD,395004.SZ,159915.SZ,6500,1.4024009999999998,9115.606499999998,5.0,63.21333995225359,2,,
