date,index_key,etf,close_adj,signal_ratio,n_signals,n_eligible,reason
2008-03-17,399330.SZ,159901.SZ,4.14,0.8,4,5,high_breadth_blocked
2008-03-17,上海证券交易所上证红利,510880.SH,3.329,0.8,4,5,high_breadth_blocked
2008-03-17,中小企业100,159902.SZ,2.465,0.8,4,5,high_breadth_blocked
2008-03-17,上海证券交易所180成份,510180.SH,8.774,0.8,4,5,high_breadth_blocked
2008-03-18,上海证券交易所50成份,510050.SH,2.912,1.0,5,5,high_breadth_blocked
2008-03-18,上海证券交易所上证红利,510880.SH,3.137,1.0,5,5,high_breadth_blocked
2008-03-18,399330.SZ,159901.SZ,3.876,1.0,5,5,high_breadth_blocked
2008-03-18,中小企业100,159902.SZ,2.289,1.0,5,5,high_breadth_blocked
2008-03-18,上海证券交易所180成份,510180.SH,8.331,1.0,5,5,high_breadth_blocked
2008-04-14,上海证券交易所50成份,510050.SH,2.718,0.2,1,5,high_breadth_blocked
2008-04-17,上海证券交易所50成份,510050.SH,2.606,0.4,2,5,high_breadth_blocked
2008-04-17,上海证券交易所180成份,510180.SH,7.493,0.4,2,5,high_breadth_blocked
2008-04-18,上海证券交易所50成份,510050.SH,2.539,0.8,4,5,high_breadth_blocked
2008-04-18,399330.SZ,159901.SZ,3.483,0.8,4,5,high_breadth_blocked
2008-04-18,上海证券交易所上证红利,510880.SH,2.612,0.8,4,5,high_breadth_blocked
2008-04-18,上海证券交易所180成份,510180.SH,7.282,0.8,4,5,high_breadth_blocked
2008-04-21,399330.SZ,159901.SZ,3.43,0.2,1,5,high_breadth_blocked
2008-05-26,上海证券交易所50成份,510050.SH,2.759,0.6,3,5,high_breadth_blocked
2008-05-26,399330.SZ,159901.SZ,3.735,0.6,3,5,high_breadth_blocked
2008-05-26,上海证券交易所180成份,510180.SH,7.96,0.6,3,5,high_breadth_blocked
2008-06-10,上海证券交易所50成份,510050.SH,2.482,1.0,5,5,high_breadth_blocked
2008-06-10,399330.SZ,159901.SZ,3.305,1.0,5,5,high_breadth_blocked
2008-06-10,上海证券交易所上证红利,510880.SH,2.718,1.0,5,5,high_breadth_blocked
2008-06-10,中小企业100,159902.SZ,2.011,1.0,5,5,high_breadth_blocked
2008-06-10,上海证券交易所180成份,510180.SH,7.136,1.0,5,5,high_breadth_blocked
2008-06-11,上海证券交易所50成份,510050.SH,2.461,1.0,5,5,high_breadth_blocked
2008-06-11,上海证券交易所上证红利,510880.SH,2.687,1.0,5,5,high_breadth_blocked
2008-06-11,399330.SZ,159901.SZ,3.248,1.0,5,5,high_breadth_blocked
2008-06-11,中小企业100,159902.SZ,2.004,1.0,5,5,high_breadth_blocked
2008-06-11,上海证券交易所180成份,510180.SH,7.017,1.0,5,5,high_breadth_blocked
2008-06-12,上海证券交易所50成份,510050.SH,2.406,1.0,5,5,high_breadth_blocked
2008-06-12,上海证券交易所上证红利,510880.SH,2.63,1.0,5,5,high_breadth_blocked
2008-06-12,399330.SZ,159901.SZ,3.2,1.0,5,5,high_breadth_blocked
2008-06-12,中小企业100,159902.SZ,1.959,1.0,5,5,high_breadth_blocked
2008-06-12,上海证券交易所180成份,510180.SH,6.902,1.0,5,5,high_breadth_blocked
2008-06-13,上海证券交易所50成份,510050.SH,2.367,1.0,5,5,high_breadth_blocked
2008-06-13,上海证券交易所上证红利,510880.SH,2.559,1.0,5,5,high_breadth_blocked
2008-06-13,399330.SZ,159901.SZ,3.09,1.0,5,5,high_breadth_blocked
2008-06-13,中小企业100,159902.SZ,1.892,1.0,5,5,high_breadth_blocked
2008-06-13,上海证券交易所180成份,510180.SH,6.732,1.0,5,5,high_breadth_blocked
2008-06-16,中小企业100,159902.SZ,1.855,0.2,1,5,high_breadth_blocked
2008-06-17,399330.SZ,159901.SZ,2.92,0.4,2,5,high_breadth_blocked
2008-06-17,中小企业100,159902.SZ,1.8,0.4,2,5,high_breadth_blocked
2008-06-19,中小企业100,159902.SZ,1.715,0.2,1,5,high_breadth_blocked
2008-08-05,上海证券交易所上证红利,510880.SH,2.207,0.4,2,5,high_breadth_blocked
2008-08-05,中小企业100,159902.SZ,1.854,0.4,2,5,high_breadth_blocked
2008-08-08,上海证券交易所50成份,510050.SH,2.112,1.0,5,5,high_breadth_blocked
2008-08-08,上海证券交易所上证红利,510880.SH,2.108,1.0,5,5,high_breadth_blocked
2008-08-08,上海证券交易所180成份,510180.SH,5.981,1.0,5,5,high_breadth_blocked
2008-08-08,399330.SZ,159901.SZ,2.673,1.0,5,5,high_breadth_blocked
2008-08-08,中小企业100,159902.SZ,1.755,1.0,5,5,high_breadth_blocked
2008-08-11,上海证券交易所50成份,510050.SH,2.041,1.0,5,5,high_breadth_blocked
2008-08-11,上海证券交易所上证红利,510880.SH,1.99,1.0,5,5,high_breadth_blocked
2008-08-11,399330.SZ,159901.SZ,2.512,1.0,5,5,high_breadth_blocked
2008-08-11,中小企业100,159902.SZ,1.672,1.0,5,5,high_breadth_blocked
2008-08-11,上海证券交易所180成份,510180.SH,5.644,1.0,5,5,high_breadth_blocked
2008-08-12,上海证券交易所50成份,510050.SH,2.031,1.0,5,5,high_breadth_blocked
2008-08-12,上海证券交易所上证红利,510880.SH,2.016,1.0,5,5,high_breadth_blocked
2008-08-12,中小企业100,159902.SZ,1.672,1.0,5,5,high_breadth_blocked
2008-08-12,399330.SZ,159901.SZ,2.505,1.0,5,5,high_breadth_blocked
2008-08-12,上海证券交易所180成份,510180.SH,5.635,1.0,5,5,high_breadth_blocked
2008-09-05,上海证券交易所50成份,510050.SH,1.86,0.2,1,5,high_breadth_blocked
2008-09-08,上海证券交易所50成份,510050.SH,1.832,0.6,3,5,high_breadth_blocked
2008-09-08,399330.SZ,159901.SZ,2.115,0.6,3,5,high_breadth_blocked
2008-09-08,上海证券交易所180成份,510180.SH,4.991,0.6,3,5,high_breadth_blocked
2008-09-11,上海证券交易所50成份,510050.SH,1.771,0.2,1,5,high_breadth_blocked
2008-09-16,上海证券交易所50成份,510050.SH,1.649,0.4,2,5,high_breadth_blocked
2008-09-16,上海证券交易所180成份,510180.SH,4.669,0.4,2,5,high_breadth_blocked
2008-09-17,上海证券交易所50成份,510050.SH,1.601,0.4,2,5,high_breadth_blocked
2008-09-17,上海证券交易所180成份,510180.SH,4.471,0.4,2,5,high_breadth_blocked
2008-09-18,上海证券交易所50成份,510050.SH,1.569,0.6,3,5,high_breadth_blocked
2008-09-18,上海证券交易所上证红利,510880.SH,1.629,0.6,3,5,high_breadth_blocked
2008-09-18,上海证券交易所180成份,510180.SH,4.397,0.6,3,5,high_breadth_blocked
2008-10-10,399330.SZ,159901.SZ,1.89,0.4,2,5,high_breadth_blocked
2008-10-10,中小企业100,159902.SZ,1.21,0.4,2,5,high_breadth_blocked
2008-10-14,中小企业100,159902.SZ,1.181,0.2,1,5,high_breadth_blocked
2008-10-15,中小企业100,159902.SZ,1.16,0.2,1,5,high_breadth_blocked
2008-10-16,上海证券交易所上证红利,510880.SH,1.51,0.4,2,5,high_breadth_blocked
2008-10-16,中小企业100,159902.SZ,1.102,0.4,2,5,high_breadth_blocked
2008-10-27,上海证券交易所50成份,510050.SH,1.323,0.2,1,5,high_breadth_blocked
2009-05-21,上海证券交易所180成份,510180.SH,0.604,0.2,1,5,high_breadth_blocked
2009-05-22,上海证券交易所180成份,510180.SH,0.6,0.2,1,5,high_breadth_blocked
2009-05-25,上海证券交易所180成份,510180.SH,0.606,0.2,1,5,high_breadth_blocked
2009-08-12,上海证券交易所50成份,510050.SH,2.493,0.6,3,5,high_breadth_blocked
2009-08-12,399330.SZ,159901.SZ,3.82,0.6,3,5,high_breadth_blocked
2009-08-12,上海证券交易所180成份,510180.SH,0.745,0.6,3,5,high_breadth_blocked
2009-08-14,399330.SZ,159901.SZ,3.783,0.6,3,5,high_breadth_blocked
2009-08-14,上海证券交易所180成份,510180.SH,0.735,0.6,3,5,high_breadth_blocked
2009-08-14,中小企业100,159902.SZ,2.153,0.6,3,5,high_breadth_blocked
2009-08-17,上海证券交易所50成份,510050.SH,2.339,1.0,5,5,high_breadth_blocked
2009-08-17,399330.SZ,159901.SZ,3.531,1.0,5,5,high_breadth_blocked
2009-08-17,上海证券交易所上证红利,510880.SH,2.48,1.0,5,5,high_breadth_blocked
2009-08-17,上海证券交易所180成份,510180.SH,0.691,1.0,5,5,high_breadth_blocked
2009-08-17,中小企业100,159902.SZ,2.01,1.0,5,5,high_breadth_blocked
2009-08-18,上海证券交易所50成份,510050.SH,2.348,0.8,4,5,high_breadth_blocked
2009-08-18,399330.SZ,159901.SZ,3.554,0.8,4,5,high_breadth_blocked
2009-08-18,上海证券交易所180成份,510180.SH,0.699,0.8,4,5,high_breadth_blocked
2009-08-18,中小企业100,159902.SZ,2.055,0.8,4,5,high_breadth_blocked
2009-08-19,上海证券交易所50成份,510050.SH,2.24,1.0,5,5,high_breadth_blocked
2009-08-19,399330.SZ,159901.SZ,3.37,1.0,5,5,high_breadth_blocked
2009-08-19,上海证券交易所上证红利,510880.SH,2.395,1.0,5,5,high_breadth_blocked
2009-08-19,上海证券交易所180成份,510180.SH,0.662,1.0,5,5,high_breadth_blocked
2009-08-19,中小企业100,159902.SZ,1.96,1.0,5,5,high_breadth_blocked
2009-11-27,上海证券交易所50成份,510050.SH,2.395,0.2,1,5,high_breadth_blocked
2009-12-18,399330.SZ,159901.SZ,3.98,0.4,2,5,high_breadth_blocked
2009-12-18,上海证券交易所180成份,510180.SH,0.734,0.4,2,5,high_breadth_blocked
2009-12-22,上海证券交易所50成份,510050.SH,2.367,0.8,4,5,high_breadth_blocked
2009-12-22,399330.SZ,159901.SZ,3.908,0.8,4,5,high_breadth_blocked
2009-12-22,上海证券交易所上证红利,510880.SH,2.62,0.8,4,5,high_breadth_blocked
2009-12-22,上海证券交易所180成份,510180.SH,0.715,0.8,4,5,high_breadth_blocked
2010-01-22,399330.SZ,159901.SZ,3.95,0.16666666666666666,1,6,high_breadth_blocked
2010-01-25,399330.SZ,159901.SZ,3.898,0.5,3,6,high_breadth_blocked
2010-01-25,上海证券交易所上证红利,510880.SH,2.608,0.5,3,6,high_breadth_blocked
2010-01-25,上海证券交易所180成份,510180.SH,0.717,0.5,3,6,high_breadth_blocked
2010-01-26,399330.SZ,159901.SZ,3.793,0.8333333333333334,5,6,high_breadth_blocked
2010-01-26,上海证券交易所上证红利,510880.SH,2.542,0.8333333333333334,5,6,high_breadth_blocked
2010-01-26,上证中央企业50,510060.SH,1.571,0.8333333333333334,5,6,high_breadth_blocked
2010-01-26,上海证券交易所180成份,510180.SH,0.699,0.8333333333333334,5,6,high_breadth_blocked
2010-01-26,中小企业100,159902.SZ,2.5,0.8333333333333334,5,6,high_breadth_blocked
2010-01-27,上海证券交易所50成份,510050.SH,2.262,1.0,6,6,high_breadth_blocked
2010-01-27,399330.SZ,159901.SZ,3.77,1.0,6,6,high_breadth_blocked
2010-01-27,上海证券交易所180成份,510180.SH,0.691,1.0,6,6,high_breadth_blocked
2010-01-27,上海证券交易所上证红利,510880.SH,2.507,1.0,6,6,high_breadth_blocked
2010-01-27,中小企业100,159902.SZ,2.484,1.0,6,6,high_breadth_blocked
2010-01-27,上证中央企业50,510060.SH,1.551,1.0,6,6,high_breadth_blocked
2010-01-28,上海证券交易所上证红利,510880.SH,2.492,0.5,3,6,high_breadth_blocked
2010-01-28,上海证券交易所180成份,510180.SH,0.69,0.5,3,6,high_breadth_blocked
2010-01-28,上证中央企业50,510060.SH,1.543,0.5,3,6,high_breadth_blocked
2010-02-01,上证中央企业50,510060.SH,1.507,0.16666666666666666,1,6,high_breadth_blocked
2010-04-19,上海证券交易所50成份,510050.SH,2.21,0.8333333333333334,5,6,high_breadth_blocked
2010-04-19,399330.SZ,159901.SZ,3.775,0.8333333333333334,5,6,high_breadth_blocked
2010-04-19,上海证券交易所180成份,510180.SH,0.683,0.8333333333333334,5,6,high_breadth_blocked
2010-04-19,上海证券交易所上证红利,510880.SH,2.453,0.8333333333333334,5,6,high_breadth_blocked
2010-04-19,上证中央企业50,510060.SH,1.509,0.8333333333333334,5,6,high_breadth_blocked
2010-04-20,上海证券交易所50成份,510050.SH,2.202,0.8333333333333334,5,6,high_breadth_blocked
2010-04-20,399330.SZ,159901.SZ,3.736,0.8333333333333334,5,6,high_breadth_blocked
2010-04-20,上海证券交易所180成份,510180.SH,0.68,0.8333333333333334,5,6,high_breadth_blocked
2010-04-20,上海证券交易所上证红利,510880.SH,2.446,0.8333333333333334,5,6,high_breadth_blocked
2010-04-20,上证中央企业50,510060.SH,1.502,0.8333333333333334,5,6,high_breadth_blocked
2010-04-22,上海证券交易所50成份,510050.SH,2.182,0.3333333333333333,2,6,high_breadth_blocked
2010-04-22,上海证券交易所上证红利,510880.SH,2.431,0.3333333333333333,2,6,high_breadth_blocked
2010-04-23,上海证券交易所50成份,510050.SH,2.168,0.3333333333333333,2,6,high_breadth_blocked
2010-04-23,上证中央企业50,510060.SH,1.486,0.3333333333333333,2,6,high_breadth_blocked
2010-04-27,上海证券交易所50成份,510050.SH,2.111,0.6666666666666666,4,6,high_breadth_blocked
2010-04-27,上海证券交易所180成份,510180.SH,0.659,0.6666666666666666,4,6,high_breadth_blocked
2010-04-27,上海证券交易所上证红利,510880.SH,2.349,0.6666666666666666,4,6,high_breadth_blocked
2010-04-27,上证中央企业50,510060.SH,1.46,0.6666666666666666,4,6,high_breadth_blocked
2010-04-29,中小企业100,159902.SZ,2.674,0.16666666666666666,1,6,high_breadth_blocked
2010-04-30,中小企业100,159902.SZ,2.62,0.16666666666666666,1,6,high_breadth_blocked
2010-05-04,中小企业100,159902.SZ,2.61,0.16666666666666666,1,6,high_breadth_blocked
2010-05-06,399330.SZ,159901.SZ,3.42,0.2857142857142857,2,7,high_breadth_blocked
2010-05-06,上证中央企业50,510060.SH,1.365,0.2857142857142857,2,7,high_breadth_blocked
2010-05-07,399330.SZ,159901.SZ,3.332,0.5714285714285714,4,7,high_breadth_blocked
2010-05-07,中小企业100,159902.SZ,2.549,0.5714285714285714,4,7,high_breadth_blocked
2010-05-07,深圳证券交易所成份,159903.SZ,1.015,0.5714285714285714,4,7,high_breadth_blocked
2010-05-07,上证中央企业50,510060.SH,1.339,0.5714285714285714,4,7,high_breadth_blocked
2010-05-10,中小企业100,159902.SZ,2.48,0.14285714285714285,1,7,high_breadth_blocked
2010-05-11,中小企业100,159902.SZ,2.433,0.14285714285714285,1,7,high_breadth_blocked
2010-05-12,中小企业100,159902.SZ,2.389,0.14285714285714285,1,7,high_breadth_blocked
2010-06-07,上海证券交易所50成份,510050.SH,1.867,0.2857142857142857,2,7,high_breadth_blocked
2010-06-07,上海证券交易所上证红利,510880.SH,2.081,0.2857142857142857,2,7,high_breadth_blocked
2010-06-29,399330.SZ,159901.SZ,3.066,0.875,7,8,high_breadth_blocked
2010-06-29,上海证券交易所180成份,510180.SH,0.562,0.875,7,8,high_breadth_blocked
2010-06-29,中小企业100,159902.SZ,2.327,0.875,7,8,high_breadth_blocked
2010-06-29,深圳证券交易所成份,159903.SZ,0.956,0.875,7,8,high_breadth_blocked
2010-06-29,上海证券交易所上证红利,510880.SH,2.021,0.875,7,8,high_breadth_blocked
2010-06-29,上证超级大盘,510020.SH,0.189,0.875,7,8,high_breadth_blocked
2010-06-29,上证中央企业50,510060.SH,1.227,0.875,7,8,high_breadth_blocked
2010-06-30,上海证券交易所50成份,510050.SH,1.835,1.0,8,8,high_breadth_blocked
2010-06-30,399330.SZ,159901.SZ,3.007,1.0,8,8,high_breadth_blocked
2010-06-30,上海证券交易所180成份,510180.SH,0.554,1.0,8,8,high_breadth_blocked
2010-06-30,中小企业100,159902.SZ,2.291,1.0,8,8,high_breadth_blocked
2010-06-30,上海证券交易所上证红利,510880.SH,1.995,1.0,8,8,high_breadth_blocked
2010-06-30,深圳证券交易所成份,159903.SZ,0.942,1.0,8,8,high_breadth_blocked
2010-06-30,上证中央企业50,510060.SH,1.221,1.0,8,8,high_breadth_blocked
2010-06-30,上证超级大盘,510020.SH,0.186,1.0,8,8,high_breadth_blocked
2010-07-01,上海证券交易所50成份,510050.SH,1.823,1.0,8,8,high_breadth_blocked
2010-07-01,399330.SZ,159901.SZ,2.964,1.0,8,8,high_breadth_blocked
2010-07-01,上海证券交易所180成份,510180.SH,0.548,1.0,8,8,high_breadth_blocked
2010-07-01,中小企业100,159902.SZ,2.251,1.0,8,8,high_breadth_blocked
2010-07-01,上证中央企业50,510060.SH,1.204,1.0,8,8,high_breadth_blocked
2010-07-01,深圳证券交易所成份,159903.SZ,0.924,1.0,8,8,high_breadth_blocked
2010-07-01,上证超级大盘,510020.SH,0.184,1.0,8,8,high_breadth_blocked
2010-07-01,上海证券交易所上证红利,510880.SH,1.97,1.0,8,8,high_breadth_blocked
2010-07-02,399330.SZ,159901.SZ,2.956,0.75,6,8,high_breadth_blocked
2010-07-02,上海证券交易所180成份,510180.SH,0.55,0.75,6,8,high_breadth_blocked
2010-07-02,中小企业100,159902.SZ,2.223,0.75,6,8,high_breadth_blocked
2010-07-02,深圳证券交易所成份,159903.SZ,0.925,0.75,6,8,high_breadth_blocked
2010-07-02,上海证券交易所上证红利,510880.SH,1.979,0.75,6,8,high_breadth_blocked
2010-07-02,上证超级大盘,510020.SH,0.184,0.75,6,8,high_breadth_blocked
2010-08-25,上海证券交易所上证红利,510880.SH,2.112,0.16666666666666666,1,6,high_breadth_blocked
2010-09-16,上海证券交易所50成份,510050.SH,1.893,0.2857142857142857,2,7,high_breadth_blocked
2010-09-16,上海证券交易所上证红利,510880.SH,2.082,0.2857142857142857,2,7,high_breadth_blocked
2010-09-17,上海证券交易所50成份,510050.SH,1.891,0.2857142857142857,2,7,high_breadth_blocked
2010-09-17,上海证券交易所上证红利,510880.SH,2.078,0.2857142857142857,2,7,high_breadth_blocked
2010-11-12,上海证券交易所50成份,510050.SH,2.15,0.625,5,8,high_breadth_blocked
2010-11-12,上海证券交易所180成份,510180.SH,0.687,0.625,5,8,high_breadth_blocked
2010-11-12,深圳证券交易所成份,159903.SZ,1.275,0.625,5,8,high_breadth_blocked
2010-11-12,上海证券交易所上证红利,510880.SH,2.353,0.625,5,8,high_breadth_blocked
2010-11-12,上证中央企业50,510060.SH,1.403,0.625,5,8,high_breadth_blocked
2010-11-15,上海证券交易所50成份,510050.SH,2.141,0.25,2,8,high_breadth_blocked
2010-11-15,上证中央企业50,510060.SH,1.4,0.25,2,8,high_breadth_blocked
2010-11-16,399330.SZ,159901.SZ,4.013,0.75,6,8,high_breadth_blocked
2010-11-16,上海证券交易所50成份,510050.SH,2.02,0.75,6,8,high_breadth_blocked
2010-11-16,上海证券交易所180成份,510180.SH,0.668,0.75,6,8,high_breadth_blocked
2010-11-16,深圳证券交易所成份,159903.SZ,1.223,0.75,6,8,high_breadth_blocked
2010-11-16,上证中央企业50,510060.SH,1.349,0.75,6,8,high_breadth_blocked
2010-11-16,上海证券交易所上证红利,510880.SH,2.269,0.75,6,8,high_breadth_blocked
2010-11-17,上海证券交易所50成份,510050.SH,2.001,0.8888888888888888,8,9,high_breadth_blocked
2010-11-17,399330.SZ,159901.SZ,3.895,0.8888888888888888,8,9,high_breadth_blocked
2010-11-17,上海证券交易所180成份,510180.SH,0.654,0.8888888888888888,8,9,high_breadth_blocked
2010-11-17,000044.SH,510130.SH,3.106,0.8888888888888888,8,9,high_breadth_blocked
2010-11-17,深圳证券交易所成份,159903.SZ,1.207,0.8888888888888888,8,9,high_breadth_blocked
2010-11-17,上海证券交易所上证红利,510880.SH,2.232,0.8888888888888888,8,9,high_breadth_blocked
2010-11-17,000029.SH,510030.SH,2.611,0.8888888888888888,8,9,high_breadth_blocked
2010-11-17,上证中央企业50,510060.SH,1.34,0.8888888888888888,8,9,high_breadth_blocked
2010-11-22,399330.SZ,159901.SZ,0.809,0.1111111111111111,1,9,high_breadth_blocked
2010-11-23,399330.SZ,159901.SZ,0.795,0.1111111111111111,1,9,high_breadth_blocked
2010-11-24,399330.SZ,159901.SZ,0.824,0.125,1,8,high_breadth_blocked
2010-12-27,中小企业100,159902.SZ,3.06,0.125,1,8,high_breadth_blocked
2010-12-28,399330.SZ,159901.SZ,0.786,0.75,6,8,high_breadth_blocked
2010-12-28,上海证券交易所50成份,510050.SH,1.948,0.75,6,8,high_breadth_blocked
2010-12-28,上海证券交易所180成份,510180.SH,0.638,0.75,6,8,high_breadth_blocked
2010-12-28,中小企业100,159902.SZ,3.009,0.75,6,8,high_breadth_blocked
2010-12-28,000044.SH,510130.SH,3.063,0.75,6,8,high_breadth_blocked
2010-12-28,上海证券交易所上证红利,510880.SH,2.154,0.75,6,8,high_breadth_blocked
2010-12-29,上海证券交易所上证红利,510880.SH,2.151,0.125,1,8,high_breadth_blocked
2011-01-17,上海证券交易所50成份,510050.SH,1.912,0.8571428571428571,6,7,high_breadth_blocked
2011-01-17,399330.SZ,159901.SZ,0.758,0.8571428571428571,6,7,high_breadth_blocked
2011-01-17,上海证券交易所180成份,510180.SH,0.625,0.8571428571428571,6,7,high_breadth_blocked
2011-01-17,中小企业100,159902.SZ,2.851,0.8571428571428571,6,7,high_breadth_blocked
2011-01-17,000044.SH,510130.SH,2.994,0.8571428571428571,6,7,high_breadth_blocked
2011-01-17,深圳证券交易所成份,159903.SZ,1.191,0.8571428571428571,6,7,high_breadth_blocked
2011-01-18,399330.SZ,159901.SZ,0.759,0.5714285714285714,4,7,high_breadth_blocked
2011-01-18,上海证券交易所180成份,510180.SH,0.624,0.5714285714285714,4,7,high_breadth_blocked
2011-01-18,深圳证券交易所成份,159903.SZ,1.193,0.5714285714285714,4,7,high_breadth_blocked
2011-01-18,000044.SH,510130.SH,2.977,0.5714285714285714,4,7,high_breadth_blocked
2011-01-20,上海证券交易所50成份,510050.SH,1.893,0.7142857142857143,5,7,high_breadth_blocked
2011-01-20,399330.SZ,159901.SZ,0.75,0.7142857142857143,5,7,high_breadth_blocked
2011-01-20,上海证券交易所180成份,510180.SH,0.617,0.7142857142857143,5,7,high_breadth_blocked
2011-01-20,深圳证券交易所成份,159903.SZ,1.178,0.7142857142857143,5,7,high_breadth_blocked
2011-01-20,上海证券交易所上证红利,510880.SH,2.11,0.7142857142857143,5,7,high_breadth_blocked
2011-01-24,上证民营企业50,510070.SH,1.137,0.125,1,8,high_breadth_blocked
2011-03-29,中小企业100,159902.SZ,3.022,0.14285714285714285,1,7,high_breadth_blocked
2011-03-30,中小企业100,159902.SZ,2.998,0.14285714285714285,1,7,high_breadth_blocked
2011-03-31,中小企业100,159902.SZ,2.976,0.14285714285714285,1,7,high_breadth_blocked
2011-04-26,399330.SZ,159901.SZ,0.814,0.42857142857142855,3,7,high_breadth_blocked
2011-04-26,中小企业100,159902.SZ,2.885,0.42857142857142855,3,7,high_breadth_blocked
2011-04-26,000044.SH,510130.SH,3.189,0.42857142857142855,3,7,high_breadth_blocked
2011-04-27,399330.SZ,159901.SZ,0.807,0.42857142857142855,3,7,high_breadth_blocked
2011-04-27,中小企业100,159902.SZ,2.855,0.42857142857142855,3,7,high_breadth_blocked
2011-04-27,000044.SH,510130.SH,3.165,0.42857142857142855,3,7,high_breadth_blocked
2011-04-28,399330.SZ,159901.SZ,0.791,0.5714285714285714,4,7,high_breadth_blocked
2011-04-28,中小企业100,159902.SZ,2.79,0.5714285714285714,4,7,high_breadth_blocked
2011-04-28,深圳证券交易所成份,159903.SZ,1.227,0.5714285714285714,4,7,high_breadth_blocked
