date,index_key,etf,close_adj,signal_ratio,n_signals,n_eligible,reason
2006-07-31,399330.SZ,159901.SZ,1.285,0.5,1,2,high_breadth_blocked
2006-08-01,上海证券交易所50成份,510050.SH,1.043,1.0,2,2,high_breadth_blocked
2006-08-01,399330.SZ,159901.SZ,1.27,1.0,2,2,high_breadth_blocked
2006-08-02,399330.SZ,159901.SZ,1.26,0.5,1,2,high_breadth_blocked
2006-08-04,399330.SZ,159901.SZ,1.226,0.5,1,2,high_breadth_blocked
2006-08-07,上海证券交易所50成份,510050.SH,1.008,1.0,2,2,high_breadth_blocked
2006-08-07,399330.SZ,159901.SZ,1.206,1.0,2,2,high_breadth_blocked
2007-06-04,上海证券交易所上证红利,510880.SH,3.05,0.25,1,4,high_breadth_blocked
2007-07-05,上海证券交易所上证红利,510880.SH,3.009,0.75,3,4,high_breadth_blocked
2007-07-05,上海证券交易所50成份,510050.SH,2.769,0.75,3,4,high_breadth_blocked
2007-07-05,399330.SZ,159901.SZ,3.835,0.75,3,4,high_breadth_blocked
2007-10-25,中小企业100,159902.SZ,2.563,0.2,1,5,high_breadth_blocked
2007-10-26,中小企业100,159902.SZ,2.57,0.2,1,5,high_breadth_blocked
2007-11-08,上海证券交易所50成份,510050.SH,4.034,0.8,4,5,high_breadth_blocked
2007-11-08,上海证券交易所上证红利,510880.SH,4.322,0.8,4,5,high_breadth_blocked
2007-11-08,399330.SZ,159901.SZ,5.218,0.8,4,5,high_breadth_blocked
2007-11-08,上海证券交易所180成份,510180.SH,11.426,0.8,4,5,high_breadth_blocked
2007-11-09,上海证券交易所50成份,510050.SH,3.999,0.6,3,5,high_breadth_blocked
2007-11-09,399330.SZ,159901.SZ,5.144,0.6,3,5,high_breadth_blocked
2007-11-09,上海证券交易所180成份,510180.SH,11.33,0.6,3,5,high_breadth_blocked
2007-11-12,上海证券交易所50成份,510050.SH,3.952,1.0,5,5,high_breadth_blocked
2007-11-12,上海证券交易所上证红利,510880.SH,4.209,1.0,5,5,high_breadth_blocked
2007-11-12,399330.SZ,159901.SZ,5.053,1.0,5,5,high_breadth_blocked
2007-11-12,上海证券交易所180成份,510180.SH,11.196,1.0,5,5,high_breadth_blocked
2007-11-12,中小企业100,159902.SZ,2.405,1.0,5,5,high_breadth_blocked
2007-11-13,399330.SZ,159901.SZ,4.996,0.2,1,5,high_breadth_blocked
2008-01-22,上海证券交易所50成份,510050.SH,3.698,1.0,5,5,high_breadth_blocked
2008-01-22,上海证券交易所上证红利,510880.SH,4.041,1.0,5,5,high_breadth_blocked
2008-01-22,399330.SZ,159901.SZ,4.902,1.0,5,5,high_breadth_blocked
2008-01-22,中小企业100,159902.SZ,2.705,1.0,5,5,high_breadth_blocked
2008-01-22,上海证券交易所180成份,510180.SH,10.514,1.0,5,5,high_breadth_blocked
2008-01-28,上海证券交易所50成份,510050.SH,3.621,0.6,3,5,high_breadth_blocked
2008-01-28,上海证券交易所上证红利,510880.SH,3.991,0.6,3,5,high_breadth_blocked
2008-01-28,中小企业100,159902.SZ,2.79,0.6,3,5,high_breadth_blocked
2008-02-01,中小企业100,159902.SZ,2.645,0.2,1,5,high_breadth_blocked
2008-02-25,上海证券交易所50成份,510050.SH,3.384,0.4,2,5,high_breadth_blocked
2008-02-25,上海证券交易所180成份,510180.SH,9.875,0.4,2,5,high_breadth_blocked
2008-03-10,上海证券交易所上证红利,510880.SH,3.791,0.2,1,5,high_breadth_blocked
2008-03-11,上海证券交易所上证红利,510880.SH,3.776,0.2,1,5,high_breadth_blocked
2008-03-12,上海证券交易所上证红利,510880.SH,3.673,0.4,2,5,high_breadth_blocked
2008-03-12,399330.SZ,159901.SZ,4.594,0.4,2,5,high_breadth_blocked
2008-03-13,399330.SZ,159901.SZ,4.422,0.8,4,5,high_breadth_blocked
2008-03-13,上海证券交易所上证红利,510880.SH,3.542,0.8,4,5,high_breadth_blocked
2008-03-13,中小企业100,159902.SZ,2.669,0.8,4,5,high_breadth_blocked
2008-03-13,上海证券交易所180成份,510180.SH,9.187,0.8,4,5,high_breadth_blocked
2008-03-14,上海证券交易所上证红利,510880.SH,3.502,0.6,3,5,high_breadth_blocked
2008-03-14,399330.SZ,159901.SZ,4.376,0.6,3,5,high_breadth_blocked
2008-03-14,中小企业100,159902.SZ,2.668,0.6,3,5,high_breadth_blocked
