config,exit_type,signal_source,period_start,period_end,n_trading_days,n_years,final_equity,total_return_pct,CAGR_pct,annualized_vol_pct,Sharpe,Sortino,MaxDD_pct,Calmar,total_trades,completed_trades,win_rate_pct,avg_trade_pnl,median_trade_pnl,profit_factor,avg_winner_pnl,avg_loser_pnl,payoff_ratio,avg_holding_days,median_holding_days,p90_holding_days,annual_turnover,total_fees,avg_exposure_pct,avg_cash_pct,fully_invested_days_pct
M2 Midline,midline,index,2006-05-15,2026-09-03,4941,20.3,793142.45,-20.69,-1.13,13.48,-0.021,-0.0148,-35.26,-0.0322,496,197,63.45,-1050.04,2706.04,0.8263,7871.58,16538.95,0.4759,55.9,16.0,34.4,9.7,27353.23,47.22,52.78,22.81
