date,action,index_key,etf,shares,price,amount,fee,cash_after,level,ranking,pnl,holding_days
2020-02-03,ADD,399986.SZ,512800.SH,199800,1.0010000000000001,199999.80000000002,49.999950000000005,675659.76705,2,bb_z,,
2020-02-06,ENTRY,中证全指证券公司,512880.SH,221400,0.903,199924.2,49.98105,475685.586,1,bb_z,,
2020-02-17,EXIT_MIDLINE,中证全指证券公司,512880.SH,221400,0.976,216086.4,54.0216,691717.9643999999,1,bb_z,16058.197349999984,11.0
2020-02-20,EXIT_MIDLINE,399986.SZ,512800.SH,380100,1.06,402906.0,100.7265,1094523.2379,2,bb_z,2752.7853749999276,29.0
2020-03-10,ENTRY,399971.SZ,512980.SH,230600,0.867,199930.2,49.98255,894543.05535,1,bb_z,,
2020-03-13,ENTRY,931000.CSI,512970.SH,197800,1.0110000000000001,199975.80000000002,49.993950000000005,694517.2614,1,bb_z,,
2020-03-18,ADD,931000.CSI,512970.SH,207200,0.965,199948.0,49.987,494519.2744,2,bb_z,,
2020-04-07,EXIT_MIDLINE,931000.CSI,512970.SH,405000,0.973,394065.0,98.51625,888485.75815,2,bb_z,-6057.297200000051,25.0
2020-04-08,EXIT_MIDLINE,399971.SZ,512980.SH,230600,0.8220000000000001,189553.2,47.3883,1077991.56985,1,bb_z,-10474.370849999981,29.0
2020-04-27,ENTRY,中证全指证券公司,512880.SH,218300,0.916,199962.80000000002,49.990700000000004,877978.7791500001,1,bb_z,,
2020-04-30,EXIT_MIDLINE,中证全指证券公司,512880.SH,218300,0.937,204547.1,51.136775,1082474.7423750001,1,bb_z,4483.172524999996,3.0
2020-05-26,ENTRY,中证央企创新驱动,515600.SH,239800,0.834,199993.19999999998,49.99829999999999,882431.5440750001,1,bb_z,,
2020-05-26,ENTRY,中证央企结构调整,512950.SH,222900,0.897,199941.30000000002,49.985325,682440.25875,1,bb_z,,
2020-05-26,ENTRY,中证全指证券公司,512880.SH,220900,0.905,199914.5,49.978625,482475.78012500005,1,bb_z,,
2020-06-01,EXIT_MIDLINE,中证全指证券公司,512880.SH,220900,0.932,205878.80000000002,51.4697,688303.1104250001,1,bb_z,5862.8516750000335,6.0
2020-06-02,EXIT_MIDLINE,中证央企结构调整,512950.SH,222900,0.917,204399.30000000002,51.099825,892651.3106000001,1,bb_z,4356.914849999996,7.0
2020-08-27,ENTRY,中证全指半导体产品与设备,512480.SH,94600,2.113,199889.8,49.972449999999995,692711.5381500002,1,bb_z,,
2020-08-27,ENTRY,国证半导体芯片,159995.SZ,165100,1.211,199936.1,49.984025,492725.45412500016,1,bb_z,,
2020-09-21,EXIT_MIDLINE,中证全指半导体产品与设备,512480.SH,94600,2.074,196200.4,49.0501,688876.8040250002,1,bb_z,-3788.422550000004,25.0
2020-09-21,EXIT_MIDLINE,国证半导体芯片,159995.SZ,165100,1.195,197294.5,49.323625,886121.9804000002,1,bb_z,-2740.9076500000238,25.0
2020-09-25,ENTRY,上证自然资源,510410.SH,321500,0.622,199973.0,49.99325,686098.9871500002,1,bb_z,,
2020-09-25,ENTRY,930606.CSI,515210.SH,174500,1.1460000000000001,199977.00000000003,49.99425000000001,486071.9929000002,1,bb_z,,
2020-10-12,EXIT_MIDLINE,上证自然资源,510410.SH,321500,0.639,205438.5,51.359625,691459.1332750001,1,bb_z,5364.147125000013,17.0
2020-10-12,EXIT_MIDLINE,930606.CSI,515210.SH,174500,1.168,203816.0,50.954,895224.1792750001,1,bb_z,3738.051749999951,17.0
2020-10-26,ENTRY,399971.SZ,512980.SH,214500,0.932,199914.0,49.978500000000004,695260.2007750002,1,bb_z,,
2020-10-27,ENTRY,中证全指证券公司,512880.SH,170500,1.173,199996.5,49.999125,495213.7016500002,1,bb_z,,
2020-11-02,ADD,中证全指证券公司,512880.SH,173700,1.151,199928.7,49.982175000000005,295235.01947500015,2,bb_z,,
2020-11-02,ADD,399971.SZ,512980.SH,218100,0.917,199997.7,49.999425,95187.32005000015,2,bb_z,,
2020-11-09,EXIT_MIDLINE,399971.SZ,512980.SH,432600,0.9480000000000001,410104.80000000005,102.52620000000002,505189.5938500002,2,bb_z,9990.595874999986,14.0
2020-11-09,EXIT_MIDLINE,中证全指证券公司,512880.SH,344200,1.204,414416.8,103.6042,919502.7896500002,2,bb_z,14288.014499999905,13.0
2020-11-12,ENTRY,399441.SZ,512290.SH,104800,1.907,199853.6,49.9634,719599.2262500002,1,bb_z,,
2020-11-19,ENTRY,399989.SZ,512170.SH,97200,2.056,199843.2,49.960800000000006,519706.06545000017,1,bb_z,,
2020-12-03,EXIT_MIDLINE,399441.SZ,512290.SH,104800,1.8880000000000001,197862.40000000002,49.46560000000001,717518.9998500003,1,bb_z,-2090.628999999993,21.0
2020-12-03,EXIT_MIDLINE,399989.SZ,512170.SH,97200,2.111,205189.2,51.29730000000001,922656.9025500002,1,bb_z,5244.7419000000245,14.0
2020-12-10,ENTRY,中证全指通信设备,515880.SH,184500,1.084,199998.0,49.9995,722608.9030500002,1,bb_z,,
2020-12-10,ENTRY,上海证券交易所上证红利,510880.SH,71000,2.815,199865.0,49.96625,522693.9368000002,1,bb_z,,
2020-12-14,ADD,中证全指通信设备,515880.SH,187700,1.065,199900.5,49.975125,322743.4616750002,2,bb_z,,
2020-12-15,ADD,上海证券交易所上证红利,510880.SH,71700,2.7880000000000003,199899.6,49.974900000000005,122793.8867750002,2,bb_z,,
2020-12-17,ADD,中证全指通信设备,515880.SH,118200,1.038,122691.6,30.672900000000002,71.61387500018463,3,bb_z,,
2020-12-31,EXIT_MIDLINE,中证全指通信设备,515880.SH,490400,1.051,515410.39999999997,128.8526,515353.1612750002,3,bb_z,-7439.200125000007,21.0
2021-01-15,EXIT_MIDLINE,上海证券交易所上证红利,510880.SH,142700,2.737,390569.9,97.642475,905825.4188000002,2,bb_z,-9392.283624999995,36.0
2021-01-27,ENTRY,上海证券交易所上证红利,510880.SH,78500,2.5460000000000003,199861.00000000003,49.96525000000001,705914.4535500002,1,bb_z,,
2021-01-29,ENTRY,中证上海国企,510810.SH,220200,0.908,199941.6,49.985400000000006,505922.8681500002,1,bb_z,,
2021-01-29,ADD,上海证券交易所上证红利,510880.SH,79500,2.5140000000000002,199863.00000000003,49.96575000000001,306009.9024000002,2,bb_z,,
2021-02-02,ADD,中证上海国企,510810.SH,223900,0.893,199942.7,49.985675,106017.21672500018,2,bb_z,,
2021-02-10,EXIT_MIDLINE,上海证券交易所上证红利,510880.SH,158000,2.544,401952.0,100.488,507868.72872500017,2,bb_z,2027.5809999999794,14.0
2021-02-23,ENTRY,中证全指家用电器,159996.SZ,146900,1.361,199930.9,49.982725,307887.84600000014,1,bb_z,,
2021-03-18,EXIT_MIDLINE,中证全指家用电器,159996.SZ,146900,1.347,197874.3,49.468575,505712.6774250001,1,bb_z,-2156.051300000008,23.0
2021-03-22,ENTRY,沪深300非银行金融,512070.SH,85600,2.334,199790.4,49.9476,305872.32982500014,1,bb_z,,
2021-04-13,ADD,沪深300非银行金融,512070.SH,88100,2.27,199987.0,49.99675,105835.33307500015,2,bb_z,,
2021-04-16,ADD,沪深300非银行金融,512070.SH,46900,2.254,105712.6,26.428150000000002,96.30492500013497,3,bb_z,,
2021-04-29,EXIT_MIDLINE,沪深300非银行金融,512070.SH,220600,2.287,504512.2,126.12805,504482.37687500013,3,bb_z,-1230.3005499999276,38.0
2021-05-06,ENTRY,399967.SZ,512660.SH,201400,0.993,199990.2,49.997550000000004,304442.17932500015,1,bb_z,,
2021-05-10,ADD,399967.SZ,512660.SH,201200,0.994,199992.8,49.9982,104399.38112500016,2,bb_z,,
2021-05-14,EXIT_MIDLINE,399967.SZ,512660.SH,402600,1.0210000000000001,411054.60000000003,102.76365000000001,515351.2174750002,2,bb_z,10868.840600000114,8.0
2021-06-08,ENTRY,000949.CSI,159825.SZ,202800,0.986,199960.8,49.9902,315340.4272750002,1,bb_z,,
2021-06-16,ADD,000949.CSI,159825.SZ,207600,0.963,199918.8,49.9797,115371.64757500021,2,bb_z,,
2021-06-21,ADD,000949.CSI,159825.SZ,122800,0.9390000000000001,115309.20000000001,28.827300000000005,33.62027500019758,3,bb_z,,
2021-06-28,EXIT_MIDLINE,000949.CSI,159825.SZ,533200,0.968,516137.6,129.0344,516042.1858750002,3,bb_z,690.9683999999526,20.0
2021-07-02,ENTRY,930901.CSI,159869.SZ,207600,0.963,199918.8,49.9797,316073.40617500024,1,bb_z,,
2021-07-13,EXIT_MIDLINE,930901.CSI,159869.SZ,207600,0.975,202410.0,50.6025,518432.8036750002,1,bb_z,2390.6178,11.0
2021-07-15,ENTRY,399986.SZ,512800.SH,170900,1.17,199953.0,49.98825,318429.8154250002,1,bb_z,,
2021-08-10,EXIT_MIDLINE,399986.SZ,512800.SH,170900,1.143,195338.7,48.834675000000004,513719.68075000023,1,bb_z,-4713.12292499999,26.0
2021-08-17,ENTRY,中证科技龙头,515000.SH,112000,1.7850000000000001,199920.00000000003,49.98000000000001,313749.7007500002,1,bb_z,,
2021-08-19,ADD,中证科技龙头,515000.SH,113700,1.758,199884.6,49.97115,113815.12960000019,2,bb_z,,
2021-09-10,EXIT_MIDLINE,中证科技龙头,515000.SH,225700,1.724,389106.8,97.2767,502824.6529000002,2,bb_z,-10895.027850000073,24.0
2021-09-17,ENTRY,399432.SZ,515250.SH,204400,0.978,199903.19999999998,49.9758,302871.47710000025,1,bb_z,,
2021-10-08,EXIT_MIDLINE,399432.SZ,515250.SH,204400,0.998,203991.2,50.997800000000005,506811.67930000025,1,bb_z,3987.02640000003,21.0
2021-10-12,ENTRY,399995.SZ,516970.SH,173300,1.154,199988.19999999998,49.997049999999994,306773.48225000023,1,bb_z,,
2021-10-26,EXIT_MIDLINE,399995.SZ,516970.SH,173300,1.173,203280.9,50.820225,510003.5620250002,1,bb_z,3191.882725000037,14.0
2021-11-01,ENTRY,上海证券交易所上证红利,510880.SH,70300,2.841,199722.30000000002,49.930575000000005,310231.3314500002,1,bb_z,,
2021-11-19,EXIT_MIDLINE,上海证券交易所上证红利,510880.SH,70300,2.829,198878.7,49.719675,509060.3117750002,1,bb_z,-943.2502500000024,18.0
2021-11-26,ENTRY,000949.CSI,159825.SZ,204200,0.979,199911.8,49.97795,309098.53382500017,1,bb_z,,
2021-11-29,ADD,中证上海国企,510810.SH,233100,0.858,199999.8,49.99995,109048.73387500018,3,bb_z,,
2021-12-01,ADD,中证上海国企,510810.SH,127900,0.852,108970.8,27.242700000000003,50.69117500017455,4,bb_z,,
2021-12-02,EXIT_MIDLINE,中证上海国企,510810.SH,805100,0.865,696411.5,174.102875,696288.0883000002,4,bb_z,-12794.716600000096,307.0
2021-12-07,ENTRY,931643.CSI,159781.SZ,230900,0.866,199959.4,49.98985,496278.69845000014,1,bb_z,,
2021-12-08,EXIT_MIDLINE,000949.CSI,159825.SZ,204200,0.991,202362.2,50.59055000000001,698590.3079000001,1,bb_z,2349.831499999999,12.0
2021-12-09,EXIT_MIDLINE,931643.CSI,159781.SZ,230900,0.882,203653.8,50.91345,902193.1944500001,1,bb_z,3593.4966999999883,2.0
2021-12-16,ENTRY,399989.SZ,512170.SH,293600,0.681,199941.6,49.985400000000006,702201.6090500001,1,bb_z,,
2021-12-20,ENTRY,中证全指半导体产品与设备,512480.SH,155500,1.286,199973.0,49.99325,502178.6158000001,1,bb_z,,
2021-12-30,EXIT_MIDLINE,399989.SZ,512170.SH,293600,0.682,200235.2,50.058800000000005,702363.7570000001,1,bb_z,193.55579999998895,14.0
2022-01-05,ENTRY,中证医药及医疗器械创新,516820.SH,273500,0.731,199928.5,49.982125,502385.2748750001,1,bb_z,,
2022-01-07,ADD,中证医药及医疗器械创新,516820.SH,282000,0.709,199938.0,49.984500000000004,302397.2903750001,2,bb_z,,
2022-01-25,ADD,中证医药及医疗器械创新,516820.SH,307200,0.651,199987.2,49.99680000000001,102360.0935750001,3,bb_z,,
2022-02-21,EXIT_MIDLINE,中证医药及医疗器械创新,516820.SH,862700,0.634,546951.8,136.73795,649175.1556250001,3,bb_z,-53188.601375000064,47.0
2022-02-23,ENTRY,930709.CSI,513090.SH,162000,1.234,199908.0,49.977000000000004,449217.1786250001,1,bb_z,,
2022-02-23,EXIT_MIDLINE,中证全指半导体产品与设备,512480.SH,155500,1.12,174160.00000000003,43.540000000000006,623333.6386250001,1,bb_z,-25906.533249999968,65.0
2022-02-25,ENTRY,000126.SH,515650.SH,146700,1.363,199952.1,49.988025,423331.55060000013,1,bb_z,,
2022-02-25,ADD,930709.CSI,513090.SH,165800,1.206,199954.8,49.9887,223326.76190000016,2,bb_z,,
2022-03-01,ADD,930709.CSI,513090.SH,170500,1.173,199996.5,49.999125,23280.262775000156,3,bb_z,,
2022-03-01,ADD,000126.SH,515650.SH,17000,1.363,23171.0,5.79275,103.47002500015515,2,bb_z,,
2022-03-21,EXIT_MIDLINE,930709.CSI,513090.SH,498300,1.127,561584.1,140.396025,561547.1740000001,3,bb_z,-38565.56084999986,26.0
2022-03-28,ENTRY,931151.CSI,515790.SH,142500,1.403,199927.5,49.981875,361569.6921250001,1,bb_z,,
2022-04-01,EXIT_MIDLINE,000126.SH,515650.SH,163700,1.223,200205.1,50.051275000000004,561724.7408500002,2,bb_z,-23023.832049999968,35.0
2022-04-07,ENTRY,399973.SZ,512670.SH,230100,0.869,199956.9,49.989225,361717.8516250002,1,bb_z,,
2022-04-07,ADD,931151.CSI,515790.SH,149200,1.34,199928.0,49.982,161739.8696250002,2,bb_z,,
2022-05-05,EXIT_MIDLINE,399973.SZ,512670.SH,230100,0.797,183389.7,45.847425,345083.7222000002,1,bb_z,-16663.036649999976,28.0
2022-05-09,ENTRY,930633.CSI,159766.SZ,236400,0.846,199994.4,49.998599999999996,145039.3236000002,1,bb_z,,
2022-05-09,EXIT_MIDLINE,931151.CSI,515790.SH,291700,1.215,354415.5,88.603875,499366.2197250002,2,bb_z,-45628.567749999995,42.0
2022-05-25,EXIT_MIDLINE,930633.CSI,159766.SZ,236400,0.887,209686.8,52.4217,709000.5980250002,1,bb_z,9589.979700000027,16.0
2022-05-27,ENTRY,中证生物科技主题,159837.SZ,336100,0.595,199979.5,49.994875,508971.1031500002,1,bb_z,,
2022-06-06,EXIT_MIDLINE,中证生物科技主题,159837.SZ,336100,0.613,206029.3,51.507325,714948.8958250002,1,bb_z,5948.297799999996,10.0
2022-06-23,ENTRY,399995.SZ,516970.SH,173700,1.151,199928.7,49.982175000000005,514970.2136500002,1,bb_z,,
2022-06-23,ENTRY,中证现代物流,516910.SH,188800,1.059,199939.19999999998,49.9848,314981.02885000024,1,bb_z,,
2022-06-27,EXIT_MIDLINE,399995.SZ,516970.SH,173700,1.169,203055.30000000002,50.763825000000004,517985.56502500025,1,bb_z,3025.8539999999975,4.0
2022-06-27,EXIT_MIDLINE,中证现代物流,516910.SH,188800,1.094,206547.2,51.6368,724481.1282250002,1,bb_z,6506.3784000000405,4.0
2022-07-07,ENTRY,399971.SZ,512980.SH,327300,0.611,199980.3,49.995075,524450.8331500002,1,bb_z,,
2022-07-12,ENTRY,中证全指软件,515230.SH,267300,0.748,199940.4,49.9851,324460.44805000024,1,bb_z,,
2022-07-13,ADD,399971.SZ,512980.SH,330500,0.605,199952.5,49.988125000000004,124457.95992500024,2,bb_z,,
2022-07-19,EXIT_MIDLINE,中证全指软件,515230.SH,267300,0.766,204751.80000000002,51.18795000000001,329158.57197500026,1,bb_z,4710.22695000002,7.0
2022-07-20,EXIT_MIDLINE,399971.SZ,512980.SH,657800,0.618,406520.4,101.63010000000001,735577.3418750003,2,bb_z,6385.986700000012,13.0
2022-08-01,ENTRY,399987.SZ,512690.SH,242400,0.8250000000000001,199980.00000000003,49.99500000000001,535547.3468750003,1,bb_z,,
2022-08-01,ENTRY,中证细分食品饮料产业主题,515170.SH,264500,0.756,199962.0,49.990500000000004,335535.35637500026,1,bb_z,,
2022-08-12,EXIT_MIDLINE,399987.SZ,512690.SH,242400,0.846,205070.4,51.2676,540554.4887750002,1,bb_z,4989.13739999996,11.0
2022-08-12,EXIT_MIDLINE,中证细分食品饮料产业主题,515170.SH,264500,0.773,204458.5,51.114625000000004,744961.8741500003,1,bb_z,4395.394875000005,11.0
2022-08-26,ENTRY,399432.SZ,515250.SH,212300,0.9420000000000001,199986.6,49.99665,544925.2775000003,1,bb_z,,
2022-08-26,ENTRY,中证新能源汽车,515030.SH,93400,2.141,199969.4,49.99235,344905.88515000034,1,bb_z,,
2022-08-30,ADD,中证新能源汽车,515030.SH,94300,2.119,199821.7,49.955425000000005,145034.22972500033,2,bb_z,,
