ts_code,name,management,custodian,fund_type,found_date,due_date,list_date,issue_date,delist_date,issue_amount,benchmark,status,invest_type,type,market,excl_tags,retrieval_date
512830.SH,汇添富中国战略新兴产业成份ETF,汇添富基金管理股份有限公司,招商银行股份有限公司,股票型,,,,20180928,,,中国战略新兴产业成份指数收益率×100%,,,股票型,E,[],2026-09-04 10:05:42
512850.SH,中信建投中证北京50ETF,中信建投基金管理有限公司,招商银行股份有限公司,股票型,20180927,20201210,20181109,20180702,20210219,2.7953,中证北京50指数收益率×100%,D,被动指数型,股票型,E,[],2026-09-04 10:05:42
512870.SH,南华中证杭州湾区ETF,南华基金管理有限公司,中国银行股份有限公司,股票型,20181214,,20190222,20181102,,5.0341,中证杭州湾区指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
512880.SH,国泰中证全指证券公司ETF,国泰基金管理有限公司,中国建设银行股份有限公司,股票型,20160726,,20160808,20160620,,4.2929,中证全指证券公司指数×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
512890.SH,华泰柏瑞中证红利低波动ETF,华泰柏瑞基金管理有限公司,中国建设银行股份有限公司,股票型,20181219,,20190118,20181121,,6.8356,中证红利低波动指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
512900.SH,南方中证全指证券公司ETF,南方基金管理股份有限公司,中国银行股份有限公司,股票型,20170310,,20170331,20170126,,11.9711,中证全指证券公司指数×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
512910.SH,广发中证A100ETF,广发基金管理有限公司,中国工商银行股份有限公司,股票型,20190527,,20190701,20190408,,4.1463,中证A100指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
512930.SH,平安中证人工智能主题ETF,平安基金管理有限公司,交通银行股份有限公司,股票型,20190712,,20190823,20190513,,2.0113,中证人工智能主题指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
512950.SH,华夏中证央企结构调整ETF,华夏基金管理有限公司,中国农业银行股份有限公司,股票型,20181019,,20190118,20180827,,158.8755,中证央企结构调整指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
512960.SH,博时中证央企结构调整ETF,博时基金管理有限公司,招商银行股份有限公司,股票型,20181019,,20190118,20180827,,252.2226,中证央企结构调整指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
512970.SH,平安中证粤港澳大湾区发展主题ETF,平安基金管理有限公司,中国工商银行股份有限公司,股票型,20190923,,20191111,20190617,,60.0999,中证粤港澳大湾区发展主题指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
512980.SH,广发中证传媒ETF,广发基金管理有限公司,中国工商银行股份有限公司,股票型,20171227,,20180119,20171127,,2.7472,中证传媒指数×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
513090.SH,易方达中证香港证券投资主题ETF,易方达基金管理有限公司,招商银行股份有限公司,股票型,20200313,,20200326,20200224,,10.1999,中证香港证券投资主题指数收益率(使用估值汇率折算)×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
515000.SH,华宝中证科技龙头ETF,华宝基金管理有限公司,中国工商银行股份有限公司,股票型,20190722,,20190816,20190704,,10.3729,中证科技龙头指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
515010.SH,华夏中证全指证券公司ETF,华夏基金管理有限公司,中国银行股份有限公司,股票型,20190917,,20191107,20190819,,6.2477,中证全指证券公司指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
515020.SH,华夏中证银行ETF,华夏基金管理有限公司,中国银行股份有限公司,股票型,20191024,,20191203,20190909,,3.4785,中证银行指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
515030.SH,华夏中证新能源汽车ETF,华夏基金管理有限公司,中国银行股份有限公司,股票型,20200220,,20200304,20200203,,107.6288,中证新能源汽车指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
515050.SH,华夏中证5G通信主题ETF,华夏基金管理有限公司,中国银行股份有限公司,股票型,20190917,,20191016,20190830,,41.5257,中证5G通信主题指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
515060.SH,华夏中证全指房地产ETF,华夏基金管理有限公司,中国银行股份有限公司,股票型,20191128,,20200103,20191101,,2.3348,中证全指房地产指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
515070.SH,华夏中证人工智能主题ETF,华夏基金管理有限公司,中国银行股份有限公司,股票型,20191209,,20191224,20191121,,9.9047,中证人工智能主题指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
515080.SH,招商中证红利ETF,招商基金管理有限公司,上海浦东发展银行股份有限公司,股票型,20191128,,20191227,20191021,,3.4015,中证红利指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
515090.SH,博时中证可持续发展100ETF,博时基金管理有限公司,招商银行股份有限公司,股票型,20200119,,20200220,20191216,,14.708,中证可持续发展100指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
515100.SH,景顺长城中证红利低波动100ETF,景顺长城基金管理有限公司,交通银行股份有限公司,股票型,20200522,,20200703,20200427,,12.7694,中证红利低波动100指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
515110.SH,易方达中证国企一带一路ETF,易方达基金管理有限公司,中国建设银行股份有限公司,股票型,20191106,,20200115,20190911,,83.583,中证国企一带一路指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
515120.SH,广发中证创新药产业ETF,广发基金管理有限公司,中国银行股份有限公司,股票型,20201203,,20210104,20201116,,16.2199,中证创新药产业指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
515130.SH,博时沪深300ETF,博时基金管理有限公司,中国建设银行股份有限公司,股票型,20200403,,20200511,20200309,,2.6546,沪深300指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
515150.SH,富国中证国企一带一路ETF,富国基金管理有限公司,中国银行股份有限公司,股票型,20191106,,20200115,20190911,,82.667,中证国企一带一路指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
515170.SH,华夏中证细分食品饮料产业主题ETF,华夏基金管理有限公司,中国银行股份有限公司,股票型,20201230,,20210113,20201214,,21.0926,中证细分食品饮料产业主题指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
515180.SH,易方达中证红利ETF,易方达基金管理有限公司,中国银行股份有限公司,股票型,20191126,,20191220,20191030,,9.9264,中证红利指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
515190.SH,中银证券中证500ETF,中银国际证券股份有限公司,招商银行股份有限公司,股票型,20200430,,20200527,20200330,,2.5147,中证500指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
515200.SH,申万菱信中证研发创新100ETF,申万菱信基金管理有限公司,中国农业银行股份有限公司,股票型,20191025,,20191115,20190902,,8.9694,中证研发创新100指数×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
515210.SH,国泰中证钢铁ETF,国泰基金管理有限公司,招商银行股份有限公司,股票型,20200122,,20200302,20200102,,4.3523,中证钢铁指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
515220.SH,国泰中证煤炭ETF,国泰基金管理有限公司,中国工商银行股份有限公司,股票型,20200120,,20200302,20200102,,3.9259,中证煤炭指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
515230.SH,国泰中证全指软件ETF,国泰基金管理有限公司,平安银行股份有限公司,股票型,20210203,,20210302,20210125,,4.4969,中证全指软件指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
515250.SH,富国中证智能汽车主题ETF,富国基金管理有限公司,中信建投证券股份有限公司,股票型,20201224,,20210108,20201201,,3.6994,中证智能汽车主题指数×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
515260.SH,华宝中证电子50ETF,华宝基金管理有限公司,中国建设银行股份有限公司,股票型,20200717,,20200731,20200701,,29.1928,中证电子50指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
515280.SH,富国中证银行ETF,富国基金管理有限公司,中信证券股份有限公司,股票型,20200401,20240812,20200417,20200311,20240925,3.1262,中证银行指数收益率×100%,D,被动指数型,股票型,E,[],2026-09-04 10:05:42
515290.SH,天弘中证银行ETF,天弘基金管理有限公司,招商证券股份有限公司,股票型,20201211,,20201228,20201207,,6.0809,中证银行指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
515300.SH,嘉实沪深300红利低波动ETF,嘉实基金管理有限公司,中国工商银行股份有限公司,股票型,20190808,,20190919,20190701,,7.6668,沪深300红利低波动指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
515310.SH,汇添富沪深300ETF,汇添富基金管理股份有限公司,招商银行股份有限公司,股票型,20191204,,20191225,20190927,,2.7611,沪深300指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
515320.SH,华安中证电子50ETF,华安基金管理有限公司,中国银行股份有限公司,股票型,20201125,,20210108,20201102,,11.3931,中证电子50指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
515330.SH,天弘沪深300ETF,天弘基金管理有限公司,招商证券股份有限公司,股票型,20191205,,20191226,20191104,,2.3671,沪深300指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
515350.SH,民生加银沪深300ETF,民生加银基金管理有限公司,中国农业银行股份有限公司,股票型,20191224,,20200207,20191021,,3.6206,沪深300指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
515360.SH,方正富邦沪深300ETF,方正富邦基金管理有限公司,中国建设银行股份有限公司,股票型,20190924,,20191101,20190801,,2.1587,沪深300指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
515370.SH,华夏中证光伏产业ETF,华夏基金管理有限公司,招商银行股份有限公司,股票型,20251106,,20251118,20251027,,2.9971,中证光伏产业指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
515380.SH,泰康沪深300ETF,泰康基金管理有限公司,招商银行股份有限公司,股票型,20191227,,20200323,20191115,,71.606,沪深300指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
515390.SH,华安沪深300ETF,华安基金管理有限公司,招商银行股份有限公司,股票型,20191213,,20200110,20191028,,4.4268,沪深300指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
515400.SH,富国中证大数据产业ETF,富国基金管理有限公司,中信证券股份有限公司,股票型,20210107,,20210120,20201201,,5.3063,中证大数据产业指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
515440.SH,南方中证A股ETF,南方基金管理股份有限公司,中国建设银行股份有限公司,股票型,20260902,,,20260811,,,中证A股指数收益率×100%,L,,股票型,E,[],2026-09-04 10:05:42
515443.SH,南方中证A股ETF,南方基金管理股份有限公司,中国建设银行股份有限公司,股票型,,,,,,,中证A股指数收益率×100%,,,,E,[],2026-09-04 10:05:42
515460.SH,南方中证全指红利质量ETF,南方基金管理股份有限公司,中信证券股份有限公司,股票型,20260304,,20260316,20260226,,5.1409,中证全指红利质量指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
515470.SH,南方中证人工智能主题ETF,南方基金管理股份有限公司,中国农业银行股份有限公司,股票型,,,,,,,中证人工智能主题指数×100%,,,,E,[],2026-09-04 10:05:42
515480.SH,南方中证红利低波动100ETF,南方基金管理股份有限公司,中信证券股份有限公司,股票型,20260626,,20260706,20260610,,2.2534,中证红利低波动100指数收益率×100%,L,,股票型,E,[],2026-09-04 10:05:42
515500.SH,海富通中证长三角领先ETF,海富通基金管理有限公司,中国银行股份有限公司,股票型,20200813,20230201,20200918,20200506,20230410,4.344,中证长三角领先指数收益率×100%,D,被动指数型,股票型,E,[],2026-09-04 10:05:42
515510.SH,嘉实中证500成长估值ETF,嘉实基金管理有限公司,中国银行股份有限公司,股票型,20200316,20230131,20200506,20200203,20230508,2.3553,中证500成长估值指数收益率×100%,D,被动指数型,股票型,E,[],2026-09-04 10:05:42
515530.SH,泰康中证500ETF,泰康基金管理有限公司,招商银行股份有限公司,股票型,20200918,,20201109,20200824,,2.44,中证500指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
515550.SH,国联中证500ETF,国联基金管理有限公司,中国光大银行股份有限公司,股票型,20191115,,20191225,20190903,,2.3535,中证500指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
515560.SH,建信中证全指证券公司ETF,建信基金管理有限责任公司,中信证券股份有限公司,股票型,20200629,,20200720,20200428,,29.7788,中证全指证券公司指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
515570.SH,山西证券中证红利潜力ETF,山西证券股份有限公司,中国银行股份有限公司,股票型,20200117,20231113,20200409,20191223,20231218,2.6444,中证红利潜力指数收益率×100%,D,被动指数型,股票型,E,[],2026-09-04 10:05:42
515580.SH,华泰柏瑞中证科技100ETF,华泰柏瑞基金管理有限公司,中信证券股份有限公司,股票型,20190927,,20191028,20190909,,21.2002,中证科技100指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
515590.SH,前海开源中证500等权重ETF,前海开源基金管理有限公司,中国银河证券股份有限公司,股票型,20191114,,20200120,20191028,,7.6011,中证500等权重指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
515600.SH,广发中证央企创新驱动ETF,广发基金管理有限公司,中国工商银行股份有限公司,股票型,20190920,,20191218,20190812,,86.758,中证央企创新驱动指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
515610.SH,中银中证800ETF,中银基金管理有限公司,中信银行股份有限公司,股票型,20200716,20220804,20200818,20200430,20220930,3.7786,中证800指数收益率×100%,D,被动指数型,股票型,E,[],2026-09-04 10:05:42
515620.SH,建信中证800ETF,建信基金管理有限责任公司,中国国际金融股份有限公司,股票型,20200417,20210406,20200525,20200316,20210608,3.2116,中证800指数收益率×100%,D,被动指数型,股票型,E,[],2026-09-04 10:05:42
515630.SH,鹏华中证800证券保险ETF,鹏华基金管理有限公司,中国建设银行股份有限公司,股票型,20200228,,20200403,20200113,,6.8572,中证800证券保险指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
515640.SH,华夏中证全指家用电器ETF,华夏基金管理有限公司,中信建投证券股份有限公司,股票型,20260416,,20260424,20260323,,2.7055,中证全指家用电器指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
515650.SH,富国中证消费50ETF,富国基金管理有限公司,中信证券股份有限公司,股票型,20191014,,20191111,20190812,,8.6718,中证消费50指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
515660.SH,国联安沪深300ETF,国联安基金管理有限公司,中国工商银行股份有限公司,股票型,20191125,,20191224,20190828,,5.0099,沪深300指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
515670.SH,中银中证100ETF,中银基金管理有限公司,中信证券股份有限公司,股票型,20200417,20240408,20200520,20200320,20240628,3.1982,中证100指数收益率×100%,D,被动指数型,股票型,E,[],2026-09-04 10:05:42
515680.SH,嘉实中证央企创新驱动ETF,嘉实基金管理有限公司,中国银行股份有限公司,股票型,20190920,,20191218,20190812,,132.5026,中证央企创新驱动指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
515690.SH,鹏华中证高股息龙头ETF,鹏华基金管理有限公司,中信证券股份有限公司,股票型,20200320,20220310,20200513,20200224,20220426,2.2309,中证高股息龙头指数收益率×100%,D,被动指数型,股票型,E,[],2026-09-04 10:05:42
515700.SH,平安中证新能源汽车产业ETF,平安基金管理有限公司,招商证券股份有限公司,股票型,20191231,,20200210,20191209,,2.8851,中证新能源汽车产业指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
515710.SH,华宝中证细分食品饮料产业主题ETF,华宝基金管理有限公司,中国工商银行股份有限公司,股票型,20201224,,20210107,20201214,,8.651,中证细分食品饮料产业主题指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
515720.SH,富国中证金融科技主题ETF,富国基金管理有限公司,兴业证券股份有限公司,股票型,20250922,,20251009,20250915,,8.1661,中证金融科技主题指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
515730.SH,永赢中证家居家电ETF,永赢基金管理有限公司,中信证券股份有限公司,股票型,20251114,,20251125,20251103,,5.2689,中证家居家电指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
515750.SH,富国中证科技50策略ETF,富国基金管理有限公司,中信建投证券股份有限公司,股票型,20191115,,20191206,20191015,,21.4014,中证科技50策略指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
515760.SH,华夏中证浙江国资创新发展ETF,华夏基金管理有限公司,中国农业银行股份有限公司,股票型,20200917,,20201012,20200610,,10.4789,中证浙江国资创新发展指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
515790.SH,华泰柏瑞中证光伏产业ETF,华泰柏瑞基金管理有限公司,中国银行股份有限公司,股票型,20201207,,20201218,20201201,,17.1849,中证光伏产业指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
515800.SH,汇添富中证800ETF,汇添富基金管理股份有限公司,平安银行股份有限公司,股票型,20191008,,20191216,20190715,,66.0144,中证800指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
515810.SH,易方达中证800ETF,易方达基金管理有限公司,中国建设银行股份有限公司,股票型,20191008,,20191025,20190916,,8.8791,中证800指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
515820.SH,富国中证800ETF,富国基金管理有限公司,中国工商银行股份有限公司,股票型,20200513,20220929,20200529,20200327,20230322,2.4853,中证800指数收益率×100%,D,被动指数型,股票型,E,[],2026-09-04 10:05:42
515830.SH,工银瑞信中证800ETF,工银瑞信基金管理有限公司,兴业银行股份有限公司,股票型,20200601,20220331,20200717,20200327,20220615,3.9108,中证800指数收益率×100%,D,被动指数型,股票型,E,[],2026-09-04 10:05:42
515840.SH,南方中证全指食品ETF,南方基金管理股份有限公司,招商证券股份有限公司,股票型,20260715,,20260723,20260624,,2.1943,中证全指食品指数收益率×100%,L,,股票型,E,[],2026-09-04 10:05:42
515850.SH,富国中证全指证券公司ETF,富国基金管理有限公司,中国建设银行股份有限公司,股票型,20200121,,20200221,20191016,,5.0829,中证全指证券公司指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
515860.SH,嘉实中证新兴科技100策略ETF,嘉实基金管理有限公司,中国银行股份有限公司,股票型,20190926,,20191022,20190902,,12.6088,中证新兴科技100策略指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
515870.SH,嘉实中证先进制造100策略ETF,嘉实基金管理有限公司,中国银行股份有限公司,股票型,20191205,20230116,20200117,20191104,20230316,2.715,中证先进制造100策略指数收益率×100%,D,被动指数型,股票型,E,[],2026-09-04 10:05:42
515880.SH,国泰中证全指通信设备ETF,国泰基金管理有限公司,中国工商银行股份有限公司,股票型,20190816,,20190906,20190722,,4.7646,中证全指通信设备指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
515890.SH,博时中证红利ETF,博时基金管理有限公司,招商银行股份有限公司,股票型,20200320,,20200420,20200224,,3.1244,中证红利指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
515900.SH,博时中证央企创新驱动ETF,博时基金管理有限公司,招商银行股份有限公司,股票型,20190920,,20191218,20190812,,167.3465,中证央企创新驱动指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
515920.SH,博时中证智能消费主题ETF,博时基金管理有限公司,申万宏源证券有限公司,股票型,20201230,,20210120,20201214,,8.8641,中证智能消费主题指数×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
515930.SH,永赢沪深300ETF,永赢基金管理有限公司,中国工商银行股份有限公司,股票型,20200413,20230612,20200508,20200323,20230731,2.8191,沪深300指数收益率×100%,D,被动指数型,股票型,E,[],2026-09-04 10:05:42
515950.SH,富国中证医药50ETF,富国基金管理有限公司,招商银行股份有限公司,股票型,20200316,,20200401,20200121,,2.772,中证医药50指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
515960.SH,嘉实中证医药健康100策略ETF,嘉实基金管理有限公司,中国银行股份有限公司,股票型,20200424,,20200610,20200325,,3.4399,中证医药健康100策略指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
515970.SH,华夏中证工程机械主题ETF,华夏基金管理有限公司,国投证券股份有限公司,股票型,20260204,,20260212,20260119,,5.3509,中证工程机械主题指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
515980.SH,华富中证人工智能产业ETF,华富基金管理有限公司,招商银行股份有限公司,股票型,20191224,,20200210,20191209,,2.9506,中证人工智能产业指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
515990.SH,汇添富中证国企一带一路ETF,汇添富基金管理股份有限公司,中国农业银行股份有限公司,股票型,20191106,,20200115,20190911,,36.2435,中证国企一带一路指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
516000.SH,华夏中证大数据产业ETF,华夏基金管理有限公司,中国银行股份有限公司,股票型,20210209,,20210301,20210128,,3.0486,中证大数据产业指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
516010.SH,国泰中证动漫游戏ETF,国泰基金管理有限公司,上海浦东发展银行股份有限公司,股票型,20210225,,20210305,20210219,,8.4769,中证动漫游戏指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
516020.SH,华宝中证细分化工产业主题ETF,华宝基金管理有限公司,中国银行股份有限公司,股票型,20210226,,20210308,20210222,,10.9683,中证细分化工产业主题指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
516040.SH,华夏沪深300自由现金流ETF,华夏基金管理有限公司,中国银行股份有限公司,股票型,,,,20260824,,,沪深300自由现金流指数收益率×100%,,,股票型,E,[],2026-09-04 10:05:42
516050.SH,工银瑞信中证科技龙头ETF,工银瑞信基金管理有限公司,中信证券股份有限公司,股票型,20210121,,20210205,20210104,,12.2423,中证科技龙头指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
516060.SH,工银瑞信中证创新药产业ETF,工银瑞信基金管理有限公司,申万宏源证券有限公司,股票型,20210209,,20210301,20210125,,2.9024,中证创新药产业指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
516070.SH,易方达中证内地低碳经济主题ETF,易方达基金管理有限公司,申万宏源证券有限公司,股票型,20210415,,20210423,20210330,,3.9532,中证内地低碳经济主题指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
516080.SH,易方达中证创新药产业ETF,易方达基金管理有限公司,中国银行股份有限公司,股票型,20210203,,20210223,20210120,,5.6155,中证创新药产业指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
516090.SH,易方达中证新能源ETF,易方达基金管理有限公司,中国建设银行股份有限公司,股票型,20210311,,20210319,20210224,,2.6692,中证新能源指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
516100.SH,华夏中证金融科技主题ETF,华夏基金管理有限公司,兴业银行股份有限公司,股票型,20210713,,20210723,20210625,,2.4076,中证金融科技主题指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
516110.SH,国泰中证800汽车与零部件ETF,国泰基金管理有限公司,中信银行股份有限公司,股票型,20210407,,20210507,20210322,,2.0962,中证800汽车与零部件指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
516120.SH,富国中证细分化工产业主题ETF,富国基金管理有限公司,中国建设银行股份有限公司,股票型,20210301,,20210309,20210219,,22.5608,中证细分化工产业主题指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
516130.SH,华宝中证消费龙头ETF,华宝基金管理有限公司,中国银行股份有限公司,股票型,20210928,,20211013,20210913,,3.8989,中证消费龙头指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
516150.SH,嘉实中证稀土产业ETF,嘉实基金管理有限公司,中国建设银行股份有限公司,股票型,20210309,,20210317,20210303,,6.4358,中证稀土产业指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
516160.SH,南方中证新能源ETF,南方基金管理股份有限公司,中国农业银行股份有限公司,股票型,20210122,,20210204,20210114,,20.388,中证新能源指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
516170.SH,平安中证细分食品饮料产业主题ETF,平安基金管理有限公司,南京银行股份有限公司,股票型,,,,20210709,,,中证细分食品饮料产业主题指数收益率×100%,,,股票型,E,[],2026-09-04 10:05:42
516180.SH,平安中证光伏产业ETF,平安基金管理有限公司,中信证券股份有限公司,股票型,20210209,,20210303,20210201,,3.3099,中证光伏产业指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
516190.SH,华夏中证文娱传媒ETF,华夏基金管理有限公司,中国银行股份有限公司,股票型,20210909,,20210917,20210823,,2.1372,中证文娱传媒指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
516200.SH,华安中证全指证券公司ETF,华安基金管理有限公司,中国建设银行股份有限公司,股票型,20210309,,20210322,20210222,,2.556,中证全指证券公司指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
516210.SH,华安中证银行ETF,华安基金管理有限公司,中国银行股份有限公司,股票型,20210903,,20210924,20210802,,3.6163,中证银行指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
516220.SH,国泰中证细分化工产业主题ETF,国泰基金管理有限公司,中信建投证券股份有限公司,股票型,20210302,,20210310,20210222,,11.4217,中证细分化工产业主题指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
516230.SH,招商中证光伏产业ETF,招商基金管理有限公司,交通银行股份有限公司,股票型,20260123,,20260203,20260112,,2.2892,中证光伏产业指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
516250.SH,富国中证工程机械主题ETF,富国基金管理有限公司,国信证券股份有限公司,股票型,20251210,,20251222,20251114,,2.3088,中证工程机械主题指数×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
516260.SH,华夏中证物联网主题ETF,华夏基金管理有限公司,中国建设银行股份有限公司,股票型,20210722,,20210802,20210708,,5.7188,中证物联网主题指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
516270.SH,华安中证内地新能源主题ETF,华安基金管理有限公司,中国银行股份有限公司,股票型,20210709,,20210723,20210621,,4.4241,中证内地新能源主题指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
516290.SH,汇添富中证光伏产业ETF,汇添富基金管理股份有限公司,中国建设银行股份有限公司,股票型,20210809,,20210823,20210722,,3.212,中证光伏产业指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
516300.SH,华泰柏瑞中证1000ETF,华泰柏瑞基金管理有限公司,招商证券股份有限公司,股票型,20210315,,20210324,20210305,,2.226,中证1000指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
516310.SH,易方达中证银行ETF,易方达基金管理有限公司,中国建设银行股份有限公司,股票型,20210520,,20210528,20210430,,3.0656,中证银行指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
516320.SH,华夏中证装备产业ETF,华夏基金管理有限公司,中国银行股份有限公司,股票型,20210527,,20210608,20210510,,2.6159,中证装备产业指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
