asset,mean_daily_percentile,median_daily_percentile,pct_days_above_random_median,pooled_actual_mean,pooled_random_expected_mean,diff,n_days
stock,43.077777777777776,38.6,42.333333333333336,0.0004081804764052552,0.004381822121705313,-0.003973641645300058,900
etf,42.83846153846154,39.5,40.08097165991903,0.006953130182025604,0.01162555538939818,-0.004672425207372576,247
