config,signal_source,ranking,period_start,period_end,n_trading_days,n_years,final_equity,total_return_pct,CAGR_pct,annualized_vol_pct,Sharpe,Sortino,MaxDD_pct,Calmar,total_trades,completed_trades,win_rate_pct,avg_trade_pnl,median_trade_pnl,profit_factor,avg_winner_pnl,avg_loser_pnl,payoff_ratio,avg_holding_days,annual_turnover,total_fees,avg_exposure_pct,median_exposure_pct,fully_invested_days_pct,lt25_invested_days_pct,lt50_invested_days_pct
M2 BB_Z,index,bb_z,2006-05-15,2026-09-03,4941,20.3,904854.17,-9.51,-0.49,8.87,-0.013,-0.008,-29.2,-0.0168,384,148,63.51,-642.88,3291.52,0.8718,6880.61,13739.31,0.5008,51.0,7.29,22754.39,23.94,18.33,4.37,71.46,80.85
