metric,value
n_indexes_with_returns,340.0
n_indexes_total_in_pit,362.0
n_pairs_computed,49875.0
pairs_abs_gt_0.95,136.0
pairs_gt_0.90,596.0
pairs_gt_0.80,2973.0
pairs_gt_0.50,25157.0
mean_corr,0.4866913306550409
median_corr,0.5024866534772268
p90_corr,0.7507936718937308
n_clusters_at_dist_0.2,82.0
n_clusters_at_dist_0.3,49.0
n_clusters_at_dist_0.5,22.0
