config,signal_source,ranking,period_start,period_end,n_trading_days,n_years,final_equity,total_return_pct,CAGR_pct,annualized_vol_pct,Sharpe,Sortino,MaxDD_pct,Calmar,total_trades,completed_trades,win_rate_pct,avg_trade_pnl,median_trade_pnl,profit_factor,avg_winner_pnl,avg_loser_pnl,payoff_ratio,avg_holding_days,annual_turnover,total_fees,avg_exposure_pct,median_exposure_pct,fully_invested_days_pct,lt25_invested_days_pct,lt50_invested_days_pct
M2 Amount,index,amount,2006-05-15,2026-09-03,4941,20.3,965349.24,-3.47,-0.17,8.93,0.0242,0.0132,-26.85,-0.0065,309,119,68.07,-291.18,3329.66,0.9371,6375.22,14501.15,0.4396,67.2,5.86,18126.37,28.7,18.68,15.93,71.16,75.65
