metric,value
total_days,4941.0
avg_invested_pct,67.42121652550598
median_invested_pct,99.97003892122895
mean_cash_pct,37.368733838574194
days_fully_invested_pct,51.8113742157458
days_lt50_invested_pct,31.774944343250354
final_equity,434164.1411411814
total_return_pct,-56.58358588588186
mean_signal_per_day,4.916008905079943
