date,action,index_key,etf,shares,price,amount,fee,cash_after,level,ranking,pnl,holding_days
2021-09-13,EXIT_MIDLINE,399989.SZ,512170.SH,281600,0.719,202470.4,50.6176,895072.7422749999,1,bb_z,2433.7983999999874,21.0
2021-09-28,ENTRY,000852.SH,512100.SH,184800,1.082,199953.6,49.988400000000006,695069.1538749998,1,bb_z,,
2021-09-30,ENTRY,399432.SZ,515250.SH,207000,0.966,199962.0,49.990500000000004,495057.1633749998,1,bb_z,,
2021-09-30,ADD,000852.SH,512100.SH,190100,1.052,199985.2,49.996300000000005,295021.9670749998,2,bb_z,,
2021-10-08,EXIT_MIDLINE,399432.SZ,515250.SH,207000,0.998,206586.0,51.6465,501556.3205749998,1,bb_z,6522.362999999982,8.0
2021-10-12,ENTRY,399995.SZ,516970.SH,173300,1.154,199988.19999999998,49.997049999999994,301518.1235249998,1,bb_z,,
2021-10-20,EXIT_MIDLINE,000852.SH,512100.SH,374900,1.093,409765.7,102.44142500000001,711181.3820999998,2,bb_z,9624.473874999934,22.0
2021-10-26,EXIT_MIDLINE,399995.SZ,516970.SH,173300,1.173,203280.9,50.820225,914411.4618749998,1,bb_z,3191.882725000037,14.0
2021-10-28,ENTRY,980086.CNI,159992.SZ,154700,1.292,199872.4,49.9681,714489.0937749998,1,bb_z,,
2021-10-28,ENTRY,399441.SZ,512290.SH,121800,1.6420000000000001,199995.6,49.9989,514443.49487499986,1,bb_z,,
2021-11-01,ADD,980086.CNI,159992.SZ,152500,1.311,199927.5,49.981875,314466.01299999986,2,bb_z,,
2021-11-02,ADD,399441.SZ,512290.SH,122600,1.631,199960.6,49.99015,114455.42284999986,2,bb_z,,
2021-11-03,ADD,980086.CNI,159992.SZ,91000,1.2570000000000001,114387.00000000001,28.596750000000004,39.82609999984561,3,bb_z,,
2021-11-15,EXIT_MIDLINE,980086.CNI,159992.SZ,398200,1.288,512881.60000000003,128.2204,512793.2056999999,3,bb_z,-1562.067125000014,18.0
2021-11-15,EXIT_MIDLINE,399441.SZ,512290.SH,244400,1.645,402038.0,100.5095,914730.6961999999,2,bb_z,1881.3014499999822,18.0
2021-11-17,ENTRY,000827.SH,512580.SH,108200,1.847,199845.4,49.96135,714835.3348499999,1,bb_z,,
2021-11-22,EXIT_MIDLINE,000827.SH,512580.SH,108200,1.9040000000000001,206012.80000000002,51.50320000000001,920796.6316499999,1,bb_z,6065.935450000025,5.0
2021-12-07,ENTRY,980086.CNI,159992.SZ,155500,1.286,199973.0,49.99325,720773.6383999998,1,bb_z,,
2021-12-07,ENTRY,399989.SZ,512170.SH,290600,0.6880000000000001,199932.80000000002,49.983200000000004,520790.8551999998,1,bb_z,,
2021-12-09,EXIT_MIDLINE,980086.CNI,159992.SZ,155500,1.312,204016.0,51.004,724755.8511999998,1,bb_z,3942.002750000025,2.0
2021-12-09,EXIT_MIDLINE,399989.SZ,512170.SH,290600,0.706,205163.59999999998,51.29089999999999,929868.1602999998,1,bb_z,5129.525899999987,2.0
2021-12-16,ENTRY,399989.SZ,512170.SH,293600,0.681,199941.6,49.985400000000006,729876.5748999998,1,bb_z,,
2021-12-16,ENTRY,980086.CNI,159992.SZ,157800,1.2670000000000001,199932.6,49.98315,529893.9917499998,1,bb_z,,
2021-12-21,ADD,399989.SZ,512170.SH,302500,0.661,199952.5,49.988125000000004,329891.5036249998,2,bb_z,,
2021-12-30,EXIT_MIDLINE,399989.SZ,512170.SH,596100,0.682,406540.2,101.63505,736330.0685749998,2,bb_z,6444.491425000028,14.0
2022-01-06,ENTRY,399673.SZ,159949.SZ,146000,1.369,199874.0,49.9685,536406.1000749998,1,bb_z,,
2022-01-07,ADD,980086.CNI,159992.SZ,166500,1.201,199966.5,49.991625,336389.6084499998,2,bb_z,,
2022-01-25,ADD,980086.CNI,159992.SZ,179600,1.113,199894.8,49.9737,136444.83474999983,3,bb_z,,
2022-01-27,ADD,980086.CNI,159992.SZ,127800,1.067,136362.6,34.090650000000004,48.14409999983036,4,bb_z,,
2022-02-23,EXIT_MIDLINE,980086.CNI,159992.SZ,631700,1.06,669602.0,167.4005,669482.7435999998,4,bb_z,-66905.93962499982,69.0
2022-02-25,ENTRY,399324.SZ,159905.SZ,90200,2.216,199883.2,49.970800000000004,469549.5727999998,1,bb_z,,
2022-02-25,EXIT_MIDLINE,399673.SZ,159949.SZ,146000,1.243,181478.00000000003,45.36950000000001,650982.2032999998,1,bb_z,-18491.337999999967,50.0
2022-03-01,ADD,399324.SZ,159905.SZ,90900,2.199,199889.09999999998,49.972274999999996,451043.13102499984,2,bb_z,,
2022-03-04,ENTRY,000126.SH,515650.SH,149200,1.34,199928.0,49.982,251065.14902499985,1,bb_z,,
2022-03-07,ADD,399324.SZ,159905.SZ,93100,2.146,199792.6,49.948150000000005,51222.60087499983,3,bb_z,,
2022-03-08,ADD,000126.SH,515650.SH,39900,1.281,51111.899999999994,12.777975,97.92289999983768,2,bb_z,,
2022-03-31,EXIT_MIDLINE,399324.SZ,159905.SZ,274200,2.004,549496.8,137.3742,549457.3487,3,bb_z,-50355.36542499993,34.0
2022-04-01,EXIT_MIDLINE,000126.SH,515650.SH,189100,1.223,231269.30000000002,57.817325000000004,780668.831375,2,bb_z,-19891.177299999967,28.0
2022-04-07,ENTRY,399973.SZ,512670.SH,230100,0.869,199956.9,49.989225,580661.94215,1,bb_z,,
2022-04-07,ENTRY,399967.SZ,512660.SH,182100,1.098,199945.80000000002,49.986450000000005,380666.1557,1,bb_z,,
2022-04-11,ADD,399973.SZ,512670.SH,235800,0.848,199958.4,49.9896,180657.7661,2,bb_z,,
2022-04-11,ADD,399967.SZ,512660.SH,168900,1.069,180554.1,45.138525,58.52757500001462,2,bb_z,,
2022-05-05,EXIT_MIDLINE,399973.SZ,512670.SH,465900,0.797,371322.30000000005,92.83057500000001,371287.99700000003,2,bb_z,-28785.80939999989,28.0
2022-05-05,EXIT_MIDLINE,399967.SZ,512660.SH,351000,1.008,353808.0,88.452,725007.545,2,bb_z,-26875.476975,28.0
2022-06-23,ENTRY,399995.SZ,516970.SH,173700,1.151,199928.7,49.982175000000005,525028.862825,1,bb_z,,
2022-06-27,EXIT_MIDLINE,399995.SZ,516970.SH,173700,1.169,203055.30000000002,50.763825000000004,728033.399,1,bb_z,3025.8539999999975,4.0
2022-07-07,ENTRY,399971.SZ,512980.SH,327300,0.611,199980.3,49.995075,528003.103925,1,bb_z,,
2022-07-12,ENTRY,399437.SZ,159993.SZ,201800,0.991,199983.8,49.99595,327969.30797499995,1,bb_z,,
2022-07-13,ADD,399971.SZ,512980.SH,330500,0.605,199952.5,49.988125000000004,127966.81984999994,2,bb_z,,
2022-07-18,ADD,399437.SZ,159993.SZ,133100,0.961,127909.09999999999,31.977275,25.74257499995292,2,bb_z,,
2022-07-20,EXIT_MIDLINE,399971.SZ,512980.SH,657800,0.618,406520.4,101.63010000000001,406444.512475,2,bb_z,6385.986700000012,13.0
2022-07-26,ENTRY,399995.SZ,516970.SH,173700,1.151,199928.7,49.982175000000005,206465.83029999997,1,bb_z,,
2022-08-02,ADD,399995.SZ,516970.SH,178700,1.119,199965.3,49.991324999999996,6450.538974999974,2,bb_z,,
2022-08-03,ADD,399437.SZ,159993.SZ,6900,0.927,6396.3,5.0,49.238974999973834,3,bb_z,,
2022-08-10,EXIT_MIDLINE,399437.SZ,159993.SZ,341800,0.96,328128.0,82.032,328095.206975,3,bb_z,-6330.205224999998,29.0
2022-08-11,ENTRY,000126.SH,515650.SH,157300,1.2710000000000001,199928.30000000002,49.98207500000001,128116.92489999995,1,bb_z,,
2022-08-16,EXIT_MIDLINE,399995.SZ,516970.SH,352400,1.121,395040.4,98.76010000000001,523058.56479999993,2,bb_z,-5052.3336000000345,21.0
2022-08-25,ENTRY,399989.SZ,512170.SH,400800,0.499,199999.2,49.9998,323009.36499999993,1,bb_z,,
2022-08-26,EXIT_MIDLINE,000126.SH,515650.SH,157300,1.281,201501.3,50.375325,524460.2896749999,1,bb_z,1472.6425999999656,15.0
2022-08-29,ENTRY,399967.SZ,512660.SH,175200,1.141,199903.2,49.97580000000001,324507.1138749999,1,bb_z,,
2022-09-01,ADD,399967.SZ,512660.SH,176000,1.1360000000000001,199936.00000000003,49.98400000000001,124521.1298749999,2,bb_z,,
2022-09-07,EXIT_MIDLINE,399967.SZ,512660.SH,351200,1.191,418279.2,104.5698,542695.7600749999,2,bb_z,18235.47039999996,9.0
2022-09-08,ENTRY,399971.SZ,512980.SH,341800,0.585,199953.0,49.98825,342692.7718249999,1,bb_z,,
2022-09-19,ADD,399989.SZ,512170.SH,425500,0.47000000000000003,199985.0,49.99625,142657.7755749999,2,bb_z,,
2022-09-19,ADD,399971.SZ,512980.SH,252400,0.5650000000000001,142606.00000000003,35.651500000000006,16.1240749998542,2,bb_z,,
2022-09-29,EXIT_MIDLINE,399989.SZ,512170.SH,826300,0.47500000000000003,392492.5,98.123125,392410.5009499999,2,bb_z,-7689.819174999999,35.0
2022-10-10,ENTRY,399967.SZ,512660.SH,184500,1.084,199998.0,49.9995,192362.5014499999,1,bb_z,,
2022-10-17,EXIT_MIDLINE,399967.SZ,512660.SH,184500,1.141,210514.5,52.628625,402824.37282499985,1,bb_z,10413.871875000006,7.0
2022-10-18,EXIT_MIDLINE,399971.SZ,512980.SH,594200,0.542,322056.4,80.51410000000001,724800.2587249998,2,bb_z,-20668.75385000002,40.0
2022-10-20,ENTRY,399987.SZ,512690.SH,272100,0.735,199993.5,49.998375,524756.7603499999,1,bb_z,,
