config,exit_type,signal_source,period_start,period_end,n_trading_days,n_years,final_equity,total_return_pct,CAGR_pct,annualized_vol_pct,Sharpe,Sortino,MaxDD_pct,Calmar,total_trades,completed_trades,win_rate_pct,avg_trade_pnl,median_trade_pnl,profit_factor,avg_winner_pnl,avg_loser_pnl,payoff_ratio,avg_holding_days,median_holding_days,p90_holding_days,annual_turnover,total_fees,avg_exposure_pct,avg_cash_pct,fully_invested_days_pct
M2 Control,strict_c,index,2006-05-15,2026-09-03,4941,20.3,565562.14,-43.44,-2.77,14.78,-0.1222,-0.1074,-50.06,-0.0553,192,73,54.79,-5951.2,2392.64,0.5894,15588.98,32060.52,0.4862,211.7,51.0,170.6,3.6,9577.44,71.13,28.87,38.98
