trade_id,model,index_key,index_name,etf,entry_date,entry_price,avg_cost,exit_date,exit_price,exit_action,shares,holding_days,trade_return,pnl,n_adds,max_level,cluster,MAE_pct,MAE_day,MFE_pct,MFE_day,hit_mid,hit_upper,days_to_mid,days_to_upper,mfe_at_mid_pct,hit_mid_then_failed,hit_mid_then_upper,never_hit_mid,failure_class,mae_5d_pct,mae_10d_pct
0,Model2,399330.SZ,深证100,159901.SZ,2006-08-01,1.284,1.2578904057454392,2006-08-28,1.295,EXIT_PSTAR,476900,27,0.02950145265840484,17543.16912500001,2,3,6,-4.13,2006-08-07,4.62,2006-08-28,True,True,21,27.0,0.96,False,True,False,E_OTHER,-4.13,-4.13
1,Model2,399330.SZ,深证100,159901.SZ,2007-07-06,3.814,3.8149535,2007-07-23,4.243,EXIT_PSTAR,52400,17,0.1122022850344048,22374.053300000018,0,1,6,1.52,2007-07-16,14.02,2007-07-23,True,True,14,17.0,8.65,False,True,False,E_OTHER,4.35,1.52
2,Model2,399330.SZ,深证100,159901.SZ,2007-10-26,5.402,5.243254541958042,2007-12-24,5.312,EXIT_PSTAR,114400,59,0.01311121889884172,7712.557199999992,2,3,6,-11.39,2007-11-28,10.66,2007-10-31,True,False,5,,10.66,False,False,False,E_OTHER,4.9,-0.48
3,Model2,399330.SZ,深证100,159901.SZ,2008-01-23,5.005,4.233881934745763,2008-07-10,3.262,EXIT_PSTAR,236000,169,-0.22954866236819677,-229556.59460000004,4,5,6,-33.84,2008-06-19,27.21,2008-02-19,True,False,27,,27.21,True,False,False,B_REBOUND_RELAPSE,18.12,13.32
4,Model2,399330.SZ,深证100,159901.SZ,2008-08-06,2.873,2.489254160073037,2008-11-14,1.951,EXIT_PSTAR,328600,100,-0.21623109793547315,-177030.59165000005,4,5,6,-35.12,2008-11-04,13.89,2008-08-06,True,True,47,100.0,13.89,True,True,False,B_REBOUND_RELAPSE,0.63,-4.39
5,Model2,399330.SZ,深证100,159901.SZ,2009-08-13,3.836,3.703491422791847,2009-11-16,4.197,EXIT_PSTAR,161900,95,0.1332549534666198,79729.16507499998,2,3,6,-13.46,2009-08-31,14.86,2009-11-16,True,True,26,95.0,5.01,False,True,False,E_OTHER,-9.0,-9.0
6,Model2,399330.SZ,深证100,159901.SZ,2009-12-21,3.97,3.90502208197832,2010-02-25,3.951,EXIT_PSTAR,184500,66,0.011774048150423603,8300.686000000072,3,4,6,-4.12,2010-02-02,8.4,2009-12-31,True,True,9,66.0,7.94,False,True,False,E_OTHER,0.08,0.08
7,Model2,399330.SZ,深证100,159901.SZ,2010-04-20,3.777,3.286653739404869,2010-08-19,3.686,EXIT_PSTAR,221800,121,0.12150542535321729,88370.61190000002,3,4,6,-10.43,2010-07-05,16.62,2010-04-21,True,False,37,,16.62,False,False,False,E_OTHER,13.67,8.04
8,Model2,000044.SH,上证中盘,510130.SH,2010-11-18,3.143,3.1437857499999997,2010-12-13,3.271,EXIT_PSTAR,63600,25,0.04046530524543544,8038.817399999984,0,1,17,-0.6,2010-11-23,4.71,2010-12-13,True,True,25,25.0,4.71,False,True,False,E_OTHER,-0.6,-0.6
9,Model2,000044.SH,上证中盘,510130.SH,2010-12-29,3.063,3.06376575,2011-02-10,3.262,EXIT_PSTAR,65200,43,0.06470280895332813,12871.702500000005,0,1,17,-4.73,2011-01-25,5.43,2011-01-05,True,False,6,,5.36,False,False,False,E_OTHER,0.99,0.99
10,Model2,399330.SZ,深证100,159901.SZ,2010-11-17,3.959,1.2587007585748078,2011-02-14,0.8240000000000001,EXIT_PSTAR,338200,89,-0.34535671454350075,-147085.46574999997,2,3,6,-41.13,2011-01-25,215.09,2010-11-18,True,True,30,89.0,215.09,True,True,False,D_CRASH_CONTINUATION,-36.84,-36.84
11,Model2,399330.SZ,深证100,159901.SZ,2011-04-26,0.8200000000000001,0.8170457251051895,2011-06-24,0.771,EXIT_PSTAR,356500,59,-0.05635636255151002,-16484.01637500004,1,2,6,-11.02,2011-06-20,-0.37,2011-04-26,True,True,58,59.0,-0.37,True,True,False,B_REBOUND_RELAPSE,-3.19,-3.68
12,Model2,000029.SH,上证180价值,510030.SH,2010-11-18,2.557,2.55763925,2011-07-04,2.635,EXIT_PSTAR,78200,228,0.03024693572402753,5998.096400000033,0,1,26,-3.54,2011-01-20,12.76,2011-04-15,True,True,25,88.0,3.92,False,True,False,E_OTHER,0.05,-0.1
13,Model2,399330.SZ,深证100,159901.SZ,2011-08-09,0.71,0.6917076268882174,2012-02-22,0.63,EXIT_PSTAR,695100,197,-0.08921056308981481,-43002.44970000007,2,3,6,-21.5,2012-01-05,9.87,2011-08-15,True,True,16,197.0,9.87,True,True,False,B_REBOUND_RELAPSE,5.1,3.8
14,Model2,399330.SZ,深证100,159901.SZ,2012-03-26,0.628,0.623530778185632,2012-05-04,0.663,EXIT_PSTAR,381400,39,0.06329955664613184,14990.344150000026,1,2,6,-4.58,2012-03-30,6.49,2012-05-04,True,True,17,39.0,1.36,False,True,False,E_OTHER,-4.58,-4.58
15,Model2,399330.SZ,深证100,159901.SZ,2012-06-26,0.601,0.5970790860297591,2012-12-14,0.537,EXIT_PSTAR,423400,171,-0.1006216553811176,-25494.326475,1,2,6,-18.1,2012-12-03,3.5,2012-07-13,True,True,16,171.0,3.17,True,True,False,B_REBOUND_RELAPSE,0.15,0.15
