etf_code,etf_name,exchange,list_date,delist_date,found_date,fund_manager,status,index_code,index_name,index_publisher,publisher_confidence,index_category,asset_class,domestic_a_share_flag,passive_index_flag,cross_mixed_flag,is_csi_publisher,eligible,exclusion_reason,match_level,bench_idx_name,benchmark,data_source,retrieval_date,has_daily,history_start,history_end,n_days,close,daily_amount,adv20,adv60,fund_share,fund_size,premium_max,zero_amt_days,adj_factor_last,last_amount,fund_share_first_date,fund_share_last_date
159627.SZ,华夏中证A100ETF,SZ,20221130,,20221108,华夏基金管理有限公司,L,000903.SH,中证A100,中证指数有限公司,INDEX_BASIC,规模指数,EQUITY,True,True,False,True,True,,L1_EX_EXACT,中证A100,中证A100指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20221130,20260903,911,1.28,3608853.3000000003,5851665.795,8076926.628333334,2111.6776,27029473.28,,0,1.0,3608.8533,20221108,20260903
561710.SH,博时中证疫苗与生物技术ETF,SH,20221125,20240920,20221108,博时基金管理有限公司,D,,中证疫苗与生物技术,中证指数有限公司,RULE_BASED,,EQUITY,True,True,False,True,True,,L5_RULE,中证疫苗与生物技术,中证疫苗与生物技术指数×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20221125,20240725,404,0.52,2617569.0,3641901.35,2669688.8833333333,3759.61,19549972.0,,0,1.0,2617.569,20221108,20240725
561180.SH,富国中证A100ETF,SH,20221121,,20221103,富国基金管理有限公司,L,000903.SH,中证A100,中证指数有限公司,INDEX_BASIC,规模指数,EQUITY,True,True,False,True,True,,L1_EX_EXACT,中证A100,中证A100指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20221121,20260903,919,1.292,1872440.0,1771942.35,2214205.6,4960.96,64095603.2,,0,1.0,1872.44,20221103,20260903
588350.SH,鹏扬中证科创创业50ETF,SH,20221110,,20221026,鹏扬基金管理有限公司,L,931643.CSI,中证科创创业50,中证指数有限公司,INDEX_BASIC,规模指数,EQUITY,True,True,False,True,True,,L2B_EX_REVSUB,中证科创创业50,中证科创创业50指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20221110,20260903,927,1.632,5312164.0,4432975.050000001,7622837.716666667,65854.6,1074747072.0,,0,1.0,5312.164,20221026,20260903
159630.SZ,汇添富中证A100ETF,SZ,20221101,,20221020,汇添富基金管理股份有限公司,L,000903.SH,中证A100,中证指数有限公司,INDEX_BASIC,规模指数,EQUITY,True,True,False,True,True,,L1_EX_EXACT,中证A100,中证A100指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20221101,20260903,933,1.348,115645.1,223208.21000000002,725092.2833333333,1511.3744,20373326.912,,0,1.0,115.6451,20221020,20260903
560680.SH,广发中证主要消费ETF,SH,20221031,,20221019,广发基金管理有限公司,L,,中证主要消费,中证指数有限公司,RULE_BASED,,EQUITY,True,True,False,True,True,,L5_RULE,中证主要消费,中证主要消费指数×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20221031,20260903,935,0.732,9050319.0,13939685.700000001,15443483.016666666,33822.56,247581139.2,,0,1.0,9050.319,20221019,20260903
159663.SZ,华夏中证机床ETF,SZ,20221026,,20221012,华夏基金管理有限公司,L,931866.CSI,中证机床,中证指数有限公司,INDEX_BASIC,主题指数,EQUITY,True,True,False,True,True,,L1_EX_EXACT,中证机床,中证机床指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20221026,20260903,938,0.973,66125751.8,82584084.20000002,110945284.685,43303.517,421343220.40999997,,0,2.0,66125.7518,20221012,20260903
159667.SZ,国泰中证机床ETF,SZ,20221026,,20221012,国泰基金管理有限公司,L,931866.CSI,中证机床,中证指数有限公司,INDEX_BASIC,主题指数,EQUITY,True,True,False,True,True,,L1_EX_EXACT,中证机床,中证机床指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20221026,20260903,938,0.65,95417972.2,188792534.845,255381547.48166665,351005.0718,2281532966.7,,0,2.9988,95417.9722,20221012,20260903
588010.SH,博时上证科创板新材料ETF,SH,20221026,,20220930,博时基金管理有限公司,L,,上证科创板新材料,中证指数有限公司/上海证券交易所,RULE_BASED,,EQUITY,True,True,False,True,True,,L5_RULE,上证科创板新材料,上证科创板新材料指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20221026,20260903,938,1.011,83481824.0,170811702.65000004,225200049.48333332,95792.58,968462983.8,,0,1.0,83481.824,20220930,20260903
588160.SH,南方上证科创板新材料ETF,SH,20221026,,20220930,南方基金管理股份有限公司,L,,上证科创板新材料,中证指数有限公司/上海证券交易所,RULE_BASED,,EQUITY,True,True,False,True,True,,L5_RULE,上证科创板新材料,上证科创板新材料指数×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20221026,20260903,938,1.039,156996369.0,237681293.45,175368806.03333336,89199.6,926783843.9999999,,0,1.0,156996.369,20220930,20260903
588200.SH,嘉实上证科创板芯片ETF,SH,20221026,,20220930,嘉实基金管理有限公司,L,,上证科创板芯片,中证指数有限公司/上海证券交易所,RULE_BASED,,EQUITY,True,True,False,True,True,,L5_RULE,上证科创板芯片,上证科创板芯片指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20221026,20260903,938,1.135,2549806674.0,3316527136.3,5404252495.35,4298668.43,48789886680.5,,0,2.9992,2549806.674,20220930,20260903
588290.SH,华安上证科创板芯片ETF,SH,20221026,,20220930,华安基金管理有限公司,L,,上证科创板芯片,中证指数有限公司/上海证券交易所,RULE_BASED,,EQUITY,True,True,False,True,True,,L5_RULE,上证科创板芯片,上证科创板芯片指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20221026,20260903,938,1.111,174588329.0,241202654.5,399718101.3333334,490169.1,5445778701.0,,0,3.0,174588.329,20220930,20260903
159658.SZ,华安中证数字经济主题ETF,SZ,20221012,,20220927,华安基金管理有限公司,L,,中证数字经济主题,中证指数有限公司,RULE_BASED,,EQUITY,True,True,False,True,True,,L5_RULE,中证数字经济主题,中证数字经济主题指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20221012,20260903,948,1.703,5775398.8,6674574.235,12032880.375,4439.4877,75604475.531,,0,1.0,5775.3988,20220927,20260903
560080.SH,汇添富中证中药ETF,SH,20221017,,20220926,汇添富基金管理股份有限公司,L,930641.CSI,中证中药,中证指数有限公司,INDEX_BASIC,主题指数,EQUITY,True,True,False,True,True,,L1_EX_EXACT,中证中药,中证中药指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20221017,20260903,945,0.954,24395379.0,61245405.449999996,79345752.48333333,228176.5,2176803810.0,,0,1.0,24395.379,20220926,20260903
159645.SZ,富国国证疫苗与生物科技ETF,SZ,20220926,,20220916,富国基金管理有限公司,L,,国证疫苗与生物科技,深圳证券信息有限公司,RULE_BASED,,EQUITY,True,True,False,False,True,,L5_RULE,国证疫苗与生物科技,国证疫苗与生物科技指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20220926,20260903,953,0.609,715933.1,5747053.129999998,3004013.5949999997,7154.074,43568310.66,,0,1.0,715.9331,20220916,20260903
562310.SH,银华沪深300成长ETF,SH,20220909,,20220901,银华基金管理股份有限公司,L,,沪深300成长,UNKNOWN,RULE_BASED,,EQUITY,True,True,False,False,True,,L5_RULE,沪深300成长,沪深300成长指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20220909,20260903,965,1.04,6156513.0,18099129.25,28454832.05,42257.23,439475192.00000006,,0,1.0,6156.513,20220901,20260903
159637.SZ,东财中证新能源汽车ETF,SZ,20220901,,20220819,东财基金管理有限公司,L,,中证新能源汽车,中证指数有限公司,RULE_BASED,,EQUITY,True,True,False,True,True,,L5_RULE,中证新能源汽车,中证新能源汽车指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20220901,20260903,971,0.79,21646253.400000002,13726690.69,13582081.131666668,62176.8094,491196794.26000005,,0,1.0,21646.2534,20220819,20260903
159631.SZ,招商中证A100ETF,SZ,20220826,,20220818,招商基金管理有限公司,L,000903.SH,中证A100,中证指数有限公司,INDEX_BASIC,规模指数,EQUITY,True,True,False,True,True,,L1_EX_EXACT,中证A100,中证A100指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20220826,20260903,975,1.226,4470615.2,2769206.1399999997,5053855.438333334,3933.2605,48221773.73,,0,1.0,4470.6152,20220818,20260903
159623.SZ,博时中证成渝地区双城经济圈成份ETF,SZ,20220909,,20220815,博时基金管理有限公司,L,,中证成渝地区双城经济圈成份,中证指数有限公司,RULE_BASED,,EQUITY,True,True,False,True,True,,L5_RULE,中证成渝地区双城经济圈成份,中证成渝地区双城经济圈成份指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20220909,20260903,965,0.96,3336898.2,7529907.64,12098927.773333335,308927.1695,2965700827.2,,0,1.0294,3336.8982,20220815,20260903
159646.SZ,华泰柏瑞国证疫苗与生物科技ETF,SZ,20220822,20240605,20220811,华泰柏瑞基金管理有限公司,D,,国证疫苗与生物科技,深圳证券信息有限公司,RULE_BASED,,EQUITY,True,True,False,False,True,,L5_RULE,国证疫苗与生物科技,国证疫苗与生物科技指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20220822,20240529,427,0.628,2962133.0,1099902.55,2303718.4333333336,1770.7502,11120311.256,,0,1.0,2962.133,20220811,20240604
159643.SZ,国泰国证疫苗与生物科技ETF,SZ,20220822,,20220810,国泰基金管理有限公司,L,,国证疫苗与生物科技,深圳证券信息有限公司,RULE_BASED,,EQUITY,True,True,False,False,True,,L5_RULE,国证疫苗与生物科技,国证疫苗与生物科技指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20220822,20260903,979,0.547,8105593.7,22540659.3,12625489.298333334,29239.0617,159937667.499,,0,1.0,8105.5937,20220810,20260903
159638.SZ,嘉实中证智选航空航天科技ETF,SZ,20220812,,20220805,嘉实基金管理有限公司,L,,中证智选航空航天科技,中证指数有限公司,RULE_BASED,,EQUITY,True,True,False,True,True,,L5_RULE,中证智选航空航天科技,中证智选航空航天科技指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20220812,20260903,985,0.843,31597553.8,36762699.64,48719360.49,144834.1932,1220952248.6759999,,0,1.0,31597.5538,20220805,20260903
560110.SH,汇添富中证1000ETF,SH,20220808,,20220729,汇添富基金管理股份有限公司,L,000852.SH,中证1000,中证指数有限公司,INDEX_BASIC,规模指数,EQUITY,True,True,False,True,True,,L1_EX_EXACT,中证1000,中证1000指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20220808,20260903,989,1.147,17988119.0,27866968.649999995,38131383.08333333,34690.35,397898314.5,,0,1.0,17988.119,20220729,20260903
562530.SH,华夏中证智选1000价值稳健策略ETF,SH,20220812,,20220728,华夏基金管理有限公司,L,,中证智选1000价值稳健策略,中证指数有限公司,RULE_BASED,,EQUITY,True,True,False,True,True,,L5_RULE,中证智选1000价值稳健策略,中证智选1000价值稳健策略指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20220812,20260903,985,1.258,6888348.0,9758650.55,8536614.749999998,15914.4,200203152.0,,0,1.0,6888.348,20220728,20260903
560010.SH,广发中证1000ETF,SH,20220804,,20220728,广发基金管理有限公司,L,000852.SH,中证1000,中证指数有限公司,INDEX_BASIC,规模指数,EQUITY,True,True,False,True,True,,L1_EX_EXACT,中证1000,中证1000指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20220804,20260903,990,3.163,577965016.0,776688797.5000001,978051338.3500001,184662.17,5840864437.1,,0,0.3539,577965.016,20220728,20260903
159633.SZ,易方达中证1000ETF,SZ,20220804,,20220728,易方达基金管理有限公司,L,000852.SH,中证1000,中证指数有限公司,INDEX_BASIC,规模指数,EQUITY,True,True,False,True,True,,L1_EX_EXACT,中证1000,中证1000指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20220804,20260903,991,3.254,916350151.4,1001894064.4750001,924315525.8866668,97616.2658,3176433289.1319995,,0,0.3553,916350.1514,20220728,20260903
561150.SH,富国中证500ESG基准ETF,SH,20220808,20221227,20220728,富国基金管理有限公司,D,,中证500ESG基准,中证指数有限公司,RULE_BASED,,EQUITY,True,True,False,True,True,,L5_RULE,中证500ESG基准,中证500ESG基准指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20220808,20221115,66,1.003,1129130.0,8197539.75,7966120.283333335,448.6619,4500078.857,,0,1.0,1129.13,20220728,20221115
159629.SZ,富国中证1000ETF,SZ,20220803,,20220727,富国基金管理有限公司,L,000852.SH,中证1000,中证指数有限公司,INDEX_BASIC,规模指数,EQUITY,True,True,False,True,True,,L1_EX_EXACT,中证1000,中证1000指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20220803,20260903,992,3.175,516190745.6,635230766.5250001,506494293.2083334,82525.2663,2620177205.0249996,,0,0.3521,516190.7456,20220727,20260903
561510.SH,华泰柏瑞中证中药ETF,SH,20220804,,20220726,华泰柏瑞基金管理有限公司,L,930641.CSI,中证中药,中证指数有限公司,INDEX_BASIC,主题指数,EQUITY,True,True,False,True,True,,L1_EX_EXACT,中证中药,中证中药指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20220804,20260903,991,0.935,1542225.0,1908330.7,3137803.066666667,6520.6,60967610.0,,0,1.0,1542.225,20220726,20260903
159616.SZ,建信中证农牧主题ETF,SZ,20220808,,20220721,建信基金管理有限责任公司,L,931778.CSI,中证农牧主题,中证指数有限公司,INDEX_BASIC,主题指数,EQUITY,True,True,False,True,True,,L2B_EX_REVSUB,中证农牧主题,中证农牧主题指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20220808,20260903,989,0.798,13593185.299999999,13554285.92,13187380.416666668,6656.1112,53115767.376,,0,1.0,13593.1853,20220721,20260903
562000.SH,华宝中证A100ETF,SH,20220801,,20220721,华宝基金管理有限公司,L,000903.SH,中证A100,中证指数有限公司,INDEX_BASIC,规模指数,EQUITY,True,True,False,True,True,,L1_EX_EXACT,中证A100,中证A100指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20220801,20260903,994,0.594,2942399.0,4474637.100000001,6691889.066666666,59673.79,354462312.59999996,,0,2.0,2942.399,20220721,20260903
562390.SH,银华中证中药ETF,SH,20220728,,20220720,银华基金管理股份有限公司,L,930641.CSI,中证中药,中证指数有限公司,INDEX_BASIC,主题指数,EQUITY,True,True,False,True,True,,L1_EX_EXACT,中证中药,中证中药指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20220728,20260903,996,0.867,676348.0,1853842.0499999998,4101866.7333333334,8042.9,69731943.0,,0,1.0,676.348,20220720,20260903
159647.SZ,鹏华中证中药ETF,SZ,20220728,,20220720,鹏华基金管理有限公司,L,930641.CSI,中证中药,中证指数有限公司,INDEX_BASIC,主题指数,EQUITY,True,True,False,True,True,,L1_EX_EXACT,中证中药,中证中药指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20220728,20260903,996,0.885,9861434.9,42855367.61,36969570.203333326,101496.1752,898241150.52,,0,1.0,9861.4349,20220720,20260903
159620.SZ,华夏中证智选500成长创新策略ETF,SZ,20220805,,20220719,华夏基金管理有限公司,L,931590.CSI,中证智选500成长创新策略,中证指数有限公司,INDEX_BASIC,策略指数,EQUITY,True,True,False,True,True,,L2B_EX_REVSUB,中证智选500成长创新策略,中证智选500成长创新策略指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20220805,20260903,988,1.256,3803626.4,5279919.379999999,5277192.003333333,2914.0934,36601013.104,,0,1.0,3803.6264,20220719,20260903
159641.SZ,招商中证上海环交所碳中和ETF,SZ,20220722,,20220714,招商基金管理有限公司,L,,中证上海环交所碳中和,中证指数有限公司,RULE_BASED,,EQUITY,True,True,False,True,True,,L5_RULE,中证上海环交所碳中和,中证上海环交所碳中和指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20220722,20260903,1000,0.976,4217039.0,2872812.69,5413149.316666666,8771.9131,85613871.85599999,,0,1.0,4217.039,20220714,20260903
560060.SH,汇添富中证上海环交所碳中和ETF,SH,20220721,,20220713,汇添富基金管理股份有限公司,L,,中证上海环交所碳中和,中证指数有限公司,RULE_BASED,,EQUITY,True,True,False,True,True,,L5_RULE,中证上海环交所碳中和,中证上海环交所碳中和指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20220721,20260903,1001,0.904,755868.0,628838.3000000002,832270.0499999999,7609.0,68785360.0,,0,1.0,755.868,20220713,20260903
159640.SZ,工银瑞信中证上海环交所碳中和ETF,SZ,20220721,,20220713,工银瑞信基金管理有限公司,L,,中证上海环交所碳中和,中证指数有限公司,RULE_BASED,,EQUITY,True,True,False,True,True,,L5_RULE,中证上海环交所碳中和,中证上海环交所碳中和指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20220721,20260903,1001,0.918,2463015.3,1882420.4949999999,2382947.0566666666,5984.5198,54937891.764,,0,1.0,2463.0153,20220713,20260903
159642.SZ,大成中证上海环交所碳中和ETF,SZ,20220721,,20220713,大成基金管理有限公司,L,,中证上海环交所碳中和,中证指数有限公司,RULE_BASED,,EQUITY,True,True,False,True,True,,L5_RULE,中证上海环交所碳中和,中证上海环交所碳中和指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20220721,20260903,1001,0.924,871103.7999999999,129106.865,218539.19000000003,2343.9923,21658488.852,,0,1.0,871.1038,20220713,20260903
562990.SH,易方达中证上海环交所碳中和ETF,SH,20220719,,20220711,易方达基金管理有限公司,L,,中证上海环交所碳中和,中证指数有限公司,RULE_BASED,,EQUITY,True,True,False,True,True,,L5_RULE,中证上海环交所碳中和,中证上海环交所碳中和指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20220719,20260903,1003,0.951,4925958.0,5529889.05,7366782.833333334,37675.6,358294956.0,,0,1.0,4925.958,20220711,20260903
159639.SZ,南方中证上海环交所碳中和ETF,SZ,20220719,,20220711,南方基金管理股份有限公司,L,,中证上海环交所碳中和,中证指数有限公司,RULE_BASED,,EQUITY,True,True,False,True,True,,L5_RULE,中证上海环交所碳中和,中证上海环交所碳中和指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20220719,20260903,1003,0.941,2752297.3000000003,3983797.245,5971593.489999999,20529.0171,193178050.91099998,,0,1.0,2752.2973,20220711,20260903
560550.SH,广发中证上海环交所碳中和ETF,SH,20220719,,20220711,广发基金管理有限公司,L,,中证上海环交所碳中和,中证指数有限公司,RULE_BASED,,EQUITY,True,True,False,True,True,,L5_RULE,中证上海环交所碳中和,中证上海环交所碳中和指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20220719,20260903,1003,0.947,675354.0,653802.2,870633.9166666667,12359.74,117046737.8,,0,1.0,675.354,20220711,20260903
561190.SH,富国中证上海环交所碳中和ETF,SH,20220719,,20220711,富国基金管理有限公司,L,,中证上海环交所碳中和,中证指数有限公司,RULE_BASED,,EQUITY,True,True,False,True,True,,L5_RULE,中证上海环交所碳中和,中证上海环交所碳中和指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20220719,20260903,1003,0.946,3325153.0,2698702.5000000005,4028252.333333333,19331.8,182878828.0,,0,1.0,3325.153,20220711,20260903
561700.SH,博时中证全指电力公用事业ETF,SH,20220715,,20220701,博时基金管理有限公司,L,,中证全指电力公用事业,中证指数有限公司,RULE_BASED,,EQUITY,True,True,False,True,True,,L5_RULE,中证全指电力公用事业,中证全指电力公用事业指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20220715,20260903,1005,1.105,5370697.0,7172524.099999998,12550413.033333335,35031.36,387096528.0,,0,1.0,5370.697,20220701,20260903
562350.SH,银华中证全指电力公用事业ETF,SH,20220712,,20220630,银华基金管理股份有限公司,L,,中证全指电力公用事业,中证指数有限公司,RULE_BASED,,EQUITY,True,True,False,True,True,,L5_RULE,中证全指电力公用事业,中证全指电力公用事业指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20220712,20260903,1008,1.097,8423366.0,13233578.799999999,18322802.8,13041.09,143060757.29999998,,0,1.0,8423.366,20220630,20260903
561160.SH,富国中证电池主题ETF,SH,20220708,,20220630,富国基金管理有限公司,L,,中证电池主题,中证指数有限公司,RULE_BASED,,EQUITY,True,True,False,True,True,,L5_RULE,中证电池主题,中证电池主题指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20220708,20260903,1010,0.698,28846557.0,39279081.2,68950044.53333335,229883.5,1604586830.0,,0,1.0,28846.557,20220630,20260903
159628.SZ,万家国证2000ETF,SZ,20220718,,20220629,万家基金管理有限公司,L,399303.SZ,国证2000,深圳证券信息有限公司,INDEX_BASIC,规模指数,EQUITY,True,True,False,False,True,,L1_EX_EXACT,国证2000,国证2000指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20220718,20260903,1004,1.389,58697817.7,94409211.11499998,86714285.27666666,32028.325,444873434.25,,0,1.0,58697.8177,20220629,20260903
159635.SZ,华夏中证基建ETF,SZ,20220712,,20220628,华夏基金管理有限公司,L,930608.CSI,中证基建,中证指数有限公司,INDEX_BASIC,主题指数,EQUITY,True,True,False,True,True,,L1_EX_EXACT,中证基建,中证基建指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20220712,20260903,1008,0.993,23074290.3,25901439.54,29592281.633333337,13884.698,137875051.14,,0,1.0,23074.2903,20220628,20260903
159609.SZ,浦银中证光伏产业ETF,SZ,20220708,,20220616,浦银基金管理有限公司,L,931151.CSI,中证光伏产业,中证指数有限公司、上海证券交易所,INDEX_BASIC,主题指数,EQUITY,True,True,False,True,True,,L2B_EX_REVSUB,中证光伏产业,中证光伏产业指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20220708,20260903,1010,0.472,8828049.3,6736610.3100000005,10458830.093333332,31890.3414,150522411.408,,0,1.0,8828.0493,20220616,20260903
560650.SH,民生加银中证企业核心竞争力50ETF,SH,20220627,20260824,20220613,民生加银基金管理有限公司,D,931526.CSI,中证企业核心竞争力50,中证指数有限公司,INDEX_BASIC,主题指数,EQUITY,True,True,False,True,True,,L2B_EX_REVSUB,中证企业核心竞争力50,中证企业核心竞争力50指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20220627,20260701,971,1.068,2759703.0,1063079.8499999999,944263.3833333334,791.92,8457705.6,,0,1.0,2759.703,20220613,20260820
560990.SH,中金中证科技先锋ETF,SH,20220627,,20220610,中金基金管理有限公司,L,,中证科技先锋,中证指数有限公司,RULE_BASED,,EQUITY,True,True,False,True,True,,L5_RULE,中证科技先锋,中证科技先锋指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20220627,20260903,1019,1.108,474727.0,939588.7499999999,1631110.2166666666,1518.71,16827306.8,,0,1.0,474.727,20220610,20260903
159617.SZ,华夏中证智选500价值稳健策略ETF,SZ,20220630,,20220609,华夏基金管理有限公司,L,931587.CSI,中证智选500价值稳健策略,中证指数有限公司,INDEX_BASIC,策略指数,EQUITY,True,True,False,True,True,,L2B_EX_REVSUB,中证智选500价值稳健策略,中证智选500价值稳健策略指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20220630,20260903,1015,1.366,1088744.3,2443296.43,2717712.2450000006,3041.8382,41551509.81200001,,0,1.0,1088.7443,20220609,20260903
159603.SZ,天弘中证科创创业50ETF,SZ,20220608,,20220526,天弘基金管理有限公司,L,931643.CSI,中证科创创业50,中证指数有限公司,INDEX_BASIC,规模指数,EQUITY,True,True,False,True,True,,L2B_EX_REVSUB,中证科创创业50,中证科创创业50指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20220608,20260903,1032,1.612,5729836.8,26285331.709999997,28349618.061666667,262407.1922,4230003938.2640004,,0,1.0,5729.8368,20220526,20260903
560900.SH,摩根中证创新药产业ETF,SH,20220602,,20220519,摩根基金管理(中国)有限公司,L,980086.CNI,中证创新药产业,深圳证券信息有限公司,INDEX_BASIC,主题指数,EQUITY,True,True,False,False,True,,L2B_EX_REVSUB,中证创新药产业,中证创新药产业指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20220602,20260903,1035,0.916,9708306.0,21942520.2,23894407.10000001,21496.91,196911695.6,,0,1.0,9708.306,20220519,20260903
588100.SH,嘉实上证科创板新一代信息技术ETF,SH,20220527,,20220518,嘉实基金管理有限公司,L,,上证科创板新一代信息技术,中证指数有限公司/上海证券交易所,RULE_BASED,,EQUITY,True,True,False,True,True,,L5_RULE,上证科创板新一代信息技术,上证科创板新一代信息技术指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20220527,20260903,1039,0.849,14628790.0,11626389.749999998,20669032.983333338,20874.62,177225523.79999998,,0,3.001,14628.79,20220518,20260903
588260.SH,华安上证科创板新一代信息技术ETF,SH,20220527,,20220518,华安基金管理有限公司,L,,上证科创板新一代信息技术,中证指数有限公司/上海证券交易所,RULE_BASED,,EQUITY,True,True,False,True,True,,L5_RULE,上证科创板新一代信息技术,上证科创板新一代信息技术指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20220527,20260903,1039,2.464,2021229.0,3832029.3,6216684.2,4674.6,115182144.0,,0,1.0,2021.229,20220518,20260903
517990.SH,招商中证沪港深500医药卫生ETF,SH,20220519,,20220509,招商基金管理有限公司,L,000857.SH,中证沪港深500医药卫生,中证指数有限公司,INDEX_BASIC,行业指数,EQUITY,False,True,True,True,False,CROSS/MIXED;NOT_DOMESTIC_A_SHARE,L2B_EX_REVSUB,中证沪港深500医药卫生,中证沪港深500医药卫生指数(人民币)收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20220519,20260903,1045,0.912,1807318.0,2929715.6999999997,2870527.733333334,4698.79,42852964.800000004,,0,1.0,1807.318,20220509,20260903
517850.SH,汇添富中证沪港深张江自主创新50ETF,SH,20220516,,20220428,汇添富基金管理股份有限公司,L,931826.CSI,中证沪港深张江自主创新50,中证指数有限公司,INDEX_BASIC,主题指数,EQUITY,False,True,True,True,False,CROSS/MIXED;NOT_DOMESTIC_A_SHARE,L2B_EX_REVSUB,中证沪港深张江自主创新50,中证沪港深张江自主创新50指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20220516,20260903,1048,1.245,252215.0,797685.35,1301937.5666666667,3818.52,47540574.00000001,,0,1.0,252.215,20220428,20260903
