date,action,index_key,etf,shares,price,amount,fee,cash_after,level,pnl,holding_days
2006-08-01,ENTRY,399330.SZ,159901.SZ,155700,1.284,199918.80000000002,49.97970000000001,800031.2202999999,1,,
2006-08-02,ENTRY,上海证券交易所50成份,510050.SH,191500,1.044,199926.0,49.981500000000004,600055.2387999999,1,,
2006-08-03,ADD,399330.SZ,159901.SZ,158400,1.262,199900.8,49.9752,400104.46359999996,2,,
2006-08-07,ADD,399330.SZ,159901.SZ,162800,1.228,199918.4,49.9796,200136.08399999997,3,,
2006-08-08,ADD,上海证券交易所50成份,510050.SH,197800,1.0110000000000001,199975.80000000002,49.993950000000005,110.29004999995232,2,,
2006-08-18,EXIT_MIDLINE,上海证券交易所50成份,510050.SH,389300,1.048,407986.4,101.99660000000002,407994.69344999996,2,7882.627950000068,16.0
2006-08-22,EXIT_MIDLINE,399330.SZ,159901.SZ,476900,1.2650000000000001,603278.5000000001,150.81962500000003,1011122.3738250001,3,3239.745875000105,21.0
2007-06-05,ENTRY,上海证券交易所上证红利,510880.SH,66000,3.029,199914.0,49.978500000000004,811158.3953250002,1,,
2007-06-12,EXIT_MIDLINE,上海证券交易所上证红利,510880.SH,66000,3.45,227700.0,56.925000000000004,1038801.4703250001,1,27679.09650000002,7.0
2007-07-06,ENTRY,上海证券交易所上证红利,510880.SH,66600,3.003,199999.80000000002,49.999950000000005,838751.6703750001,1,,
2007-07-06,ENTRY,上海证券交易所50成份,510050.SH,72300,2.763,199764.9,49.941225,638936.8291500001,1,,
2007-07-06,ENTRY,399330.SZ,159901.SZ,52400,3.814,199853.6,49.9634,439033.26575000014,1,,
2007-07-10,EXIT_MIDLINE,上海证券交易所50成份,510050.SH,72300,2.951,213357.30000000002,53.339325,652337.2264250001,1,13489.119450000015,4.0
2007-07-20,EXIT_MIDLINE,上海证券交易所上证红利,510880.SH,66600,3.213,213985.80000000002,53.49645,866269.5299750001,1,13882.503600000004,14.0
2007-07-20,EXIT_MIDLINE,399330.SZ,159901.SZ,52400,4.019,210595.6,52.648900000000005,1076812.481075,1,10639.387700000001,14.0
2007-10-26,ENTRY,中小企业100,159902.SZ,78200,2.556,199879.2,49.969800000000006,876883.311275,1,,
