date,stock_n,stock_bbz_std,stock_bbz_iqr,etf_n,etf_bbz_std,etf_bbz_iqr
2021-02-24,94,0.2332339731567923,0.31981807329265877,10,0.1440894435907544,0.05777489996989038
2021-02-25,85,0.21141785540683322,0.2529480803408095,10,0.1121533106516415,0.1121877717559947
2021-02-26,86,0.2293652420050801,0.28651388279434986,19,0.11485628820441877,0.18021236231218474
2021-03-08,151,0.28273631324140025,0.4269204187698956,54,0.3057980099088453,0.2172301476607954
2021-03-09,306,0.2960078948248808,0.39167933605672056,83,0.3231864556545628,0.3258565785148204
2021-03-10,247,0.25538971002629096,0.2982867241151279,40,0.1725463728035853,0.2872099007702449
2021-03-15,144,0.28257267127598074,0.2850937816030652,15,0.17457555794817703,0.2970572376759413
2021-04-12,296,0.35709828351944806,0.4323163619008068,8,0.2746188625663641,0.3109113613339396
2021-04-13,427,0.3164151122730743,0.4164340254858385,7,0.13604206429226065,0.06286304232834361
2021-04-15,187,0.3828573161261501,0.4413667413020219,5,0.13986773598121582,0.032228678071153816
2021-04-30,600,0.3585814816218069,0.4079465678820857,6,0.30040316506292125,0.5429431019809483
2021-05-07,348,0.27117805571973996,0.3722406964815903,11,0.09763110323822236,0.12093457888048986
2021-05-10,365,0.2948437548194403,0.3624602304266098,14,0.11840491500963958,0.13390985237615416
2021-06-15,471,0.32694004154953926,0.41698618562133927,5,0.3072205001685796,0.3587896473621215
2021-06-16,552,0.2766262058706617,0.34671445848874427,16,0.3819155127378059,0.7051039381288411
2021-06-17,353,0.24736736935599146,0.28012372399927,12,0.1377856645581941,0.15886627846561296
2021-06-21,126,0.27967106378651657,0.29021600824252536,7,0.07925331965034779,0.09557758880188372
2021-07-02,336,0.3022972024394941,0.39040927009950543,13,0.11944358134101436,0.12464795722210642
2021-07-06,122,0.2667270718264739,0.3069114075411008,6,0.25873868112045295,0.32364605290888093
2021-07-08,209,0.2852284513107138,0.33581980617361973,9,0.08507995479879507,0.0688930385094979
2021-07-09,153,0.2796125001640055,0.3181126397905407,10,0.193132778450847,0.1441150722895812
2021-07-14,136,0.35761425526474866,0.37765729479962973,5,0.14361674450189937,0.24579459883200272
2021-07-26,827,0.3561241276487188,0.48328011846989094,42,0.3770602074386479,0.6199641806936635
2021-07-27,1073,0.31986782952138365,0.4907723276613085,58,0.4149334809236264,0.6454654451393362
2021-07-28,1426,0.348607805556146,0.4987536599796205,42,0.240946767294109,0.35111169250498175
2021-07-29,556,0.18161555152899214,0.2125539106612715,8,0.02591188598188242,0.02878436975606613
2021-07-30,262,0.2633012560954264,0.3109097363198057,8,0.13244830364593146,0.17512835394843984
2021-08-17,119,0.2154525041823759,0.26644884574955263,16,0.3052094026413033,0.535377167186335
2021-08-18,90,0.33936952633320056,0.3339348113178713,10,0.050429822878843504,0.06855839946085851
2021-08-20,208,0.30966810149103835,0.40898499685734535,18,0.23106890661135887,0.33762401257017727
2021-08-30,236,0.3336802790708326,0.4059126426332629,7,0.2660626951172136,0.07721500137089521
2021-08-31,245,0.31457141194906973,0.32708961329042907,5,0.2101797840582766,0.08974600130083399
2021-09-02,106,0.2104431397707197,0.24337764005237883,5,0.05972652835464378,0.01033473852099931
2021-09-27,879,0.32053493046928677,0.4556081006856245,6,0.265444916537526,0.38996905727944364
2021-09-28,543,0.23089309760144885,0.27202196821868885,6,0.13092737607217325,0.1995662472609312
2021-09-29,1116,0.2349077411076696,0.3220594290841836,35,0.1964887853481171,0.26143369253725
2021-10-12,159,0.2398424108440596,0.29475250110598994,23,0.1948900343229232,0.3125913859217295
2021-10-27,755,0.3131818942760245,0.39751427782643134,14,0.10492692071444135,0.09738763041676224
2021-10-28,1052,0.3432687307250063,0.4600254365781713,12,0.24440654694259284,0.3821125736392963
2021-10-29,317,0.28485025063744895,0.3358535936638889,8,0.07477875579495687,0.059902642101411274
2021-11-01,157,0.2765005610392808,0.3063021576810203,6,0.022993224009280208,0.01591043409245696
2021-11-02,337,0.23795065622288758,0.28046836043363,22,0.17781460293660464,0.24486073575404577
2021-11-03,94,0.23850072252020432,0.26996778296765367,14,0.06421293413393193,0.08602576297331144
2021-11-05,123,0.1923989485800425,0.22758831549167535,8,0.14271153224624847,0.18156350912612096
2021-11-08,46,0.2114213779422054,0.27377484327565993,6,0.0900236248119782,0.036723636996249365
2021-11-16,30,0.21128570234800712,0.14313903228179825,5,0.06046797678771926,0.044149461607251084
2021-11-29,108,0.30506384964612043,0.36305728546692784,5,0.38019324429135526,0.23391421148044467
2021-12-06,151,0.258950524041025,0.31408465765814286,13,0.10998363826508255,0.15579473546298583
2021-12-07,259,0.24642790042816468,0.3231081485853302,15,0.1769269653901144,0.3173529563265558
2021-12-17,86,0.2597841972877859,0.32672031548577163,16,0.3048685737430855,0.574650000636614
2021-12-20,250,0.30927904756490887,0.3842497618560352,75,0.2780311279778725,0.40475984718308755
2021-12-21,69,0.19741128020222387,0.17601746821453057,37,0.11394725134719297,0.18434851327171398
2021-12-24,260,0.23583883481997087,0.3376038177080565,36,0.08110207749309534,0.08437680544848014
2021-12-27,145,0.23379673387854946,0.2579562928807442,8,0.041960176775676705,0.0696253025535638
2022-01-05,194,0.2476876871153414,0.3548745891568328,37,0.12180250539868641,0.16523699264113123
2022-01-06,105,0.2226356285882563,0.26139513639321343,40,0.17629385247591164,0.15001944723787553
2022-01-07,239,0.24963523629190826,0.34215713593158803,38,0.15572046455376762,0.1182577016732358
2022-01-10,141,0.2011090089668329,0.25000294870070183,6,0.0771361464296191,0.1295242037595341
2022-01-11,206,0.21363606861094117,0.28683727263102243,34,0.116143576568787,0.20342981700059903
2022-01-13,127,0.2630699472728977,0.29564394911909186,29,0.12583594218419278,0.08974781114903907
2022-01-14,221,0.31828959445826094,0.40295023444169686,40,0.2876654354900745,0.5288512147009699
2022-01-19,141,0.3084559164692798,0.3412412664922644,7,0.07873544104389121,0.08384198655984498
2022-01-20,711,0.3141003481404704,0.4120940763243679,15,0.1496980680015131,0.23706856426947942
2022-01-21,847,0.30544091648054617,0.4083027703927349,23,0.2444705089666945,0.35029532387493
2022-01-24,753,0.28761130302539956,0.3442952608851577,11,0.15129674648170832,0.1981114792214549
2022-01-25,2167,0.3453104527944496,0.5206143216449242,52,0.30571123522563953,0.3995477884124101
2022-01-26,1052,0.20507218399595606,0.22652643818098817,30,0.0950035647325083,0.10748771326217055
2022-01-27,1915,0.26688498289274265,0.3396781905735651,80,0.15347675037771868,0.23020882731097636
2022-01-28,402,0.25007039276896237,0.25453326757118466,64,0.19491113035924074,0.3165293845384767
2022-02-08,126,0.2552446078549554,0.2866071034974973,62,0.12428457740622774,0.11223194082909549
2022-02-10,94,0.23301071418184718,0.3298579146500882,31,0.17148012363694762,0.3184563646412575
2022-02-11,179,0.2613210356299407,0.3092754270345246,45,0.20617307847491706,0.3512434283041652
2022-02-14,126,0.24934853422150122,0.2487425039913571,22,0.14008188866308463,0.17496334616809417
2022-03-04,245,0.29418656397961596,0.32727047694766176,20,0.198484775531701,0.1943194071817338
2022-03-07,797,0.3240508236369261,0.4723902853099804,77,0.47324412135208355,0.9048927630335437
2022-03-08,1850,0.36621823817121923,0.5561731192920467,129,0.3871379130361156,0.5730839709211377
2022-03-09,2168,0.3374637870157556,0.5087084327265328,128,0.27088810514292766,0.34601183313998085
2022-03-10,678,0.16082268016417262,0.19929240546807447,12,0.08904462185597437,0.06364886874819708
2022-03-14,907,0.20448851801418286,0.23640232433092345,25,0.11016217110714815,0.16141587480027209
2022-03-15,2878,0.33339742640795256,0.49143260949946965,104,0.2994412016640934,0.41151070971276793
2022-03-29,104,0.21455640156050904,0.31723529845579934,5,0.0623611842852625,0.10515830572980533
2022-04-06,107,0.24298495181466107,0.259242091462359,19,0.1010558459623458,0.10878770134825722
2022-04-07,311,0.2283452378098917,0.23906247528616165,27,0.162487444598048,0.2959595861953561
2022-04-08,465,0.21622145948931853,0.25746526438431516,17,0.13490923330458127,0.22019727869965022
2022-04-11,1521,0.2678260201323163,0.37499363130712293,84,0.256928840751472,0.3456862147886288
2022-04-12,342,0.21600350908879593,0.2035345832336839,15,0.10114180068674437,0.16889220442462438
2022-04-13,743,0.19801077626107874,0.22961501051675182,23,0.1138939100853728,0.2101966123198209
2022-04-15,671,0.24132329811662584,0.3041554566687954,6,0.09248424836562762,0.14754277942486205
2022-04-20,187,0.28303779514539584,0.3389502475270709,35,0.13518963030551398,0.1970547206642692
2022-04-21,1021,0.28918364467681285,0.3752064791597287,62,0.2579286825734176,0.3951269777638835
2022-04-22,871,0.2828744550788114,0.3720993391495897,37,0.12658015946891316,0.18948095674211896
2022-04-25,3067,0.38073059549789373,0.554858508134239,149,0.29975037334424837,0.40454457811013
2022-04-26,3068,0.3315038043317798,0.4895004329459436,137,0.26862551293745185,0.4403809613803644
2022-04-27,912,0.24938270089369682,0.27923631291487316,11,0.05352222301873892,0.039944743574828134
2022-04-28,823,0.22886526491441925,0.274820899243704,8,0.05249790324539852,0.045382512980056244
2022-07-12,602,0.24489892682896477,0.33279757820862654,15,0.15845080798739594,0.23660577721374665
2022-07-13,203,0.2154061134072144,0.2469280278713688,12,0.07959254678123978,0.1465369879956726
2022-07-14,144,0.3399368884025771,0.4577596059711784,8,0.31480720017904346,0.09817274746973048
2022-07-15,865,0.383820442172752,0.51755501977956,28,0.23087848633616004,0.3212008235096677
2022-08-02,1079,0.3728602848553656,0.5523891632557976,51,0.32834246188266,0.5570705946561558
2022-08-03,1012,0.23855144656964625,0.35112017758115677,76,0.2540464921835,0.33629034288729365
2022-08-04,121,0.1712349815211689,0.1464800648060649,11,0.13415760057485712,0.14565089574615397
2022-08-24,477,0.28380603071501864,0.408119348905557,21,0.24683102407964644,0.19055661507414579
2022-08-25,500,0.2196963676354043,0.32025451477521916,21,0.18268851079434978,0.288586755337918
2022-08-26,431,0.22451831058730232,0.2708272808894723,20,0.052045489914221976,0.08403896401257605
2022-08-29,165,0.275600747842921,0.28752903114039885,11,0.06953687533549757,0.10920166911636864
2022-08-30,143,0.2636649672427687,0.3043060191544722,8,0.03680562054076864,0.04872457876172387
2022-08-31,772,0.2491214035352047,0.3225482780528961,66,0.1999950549200897,0.2930911930752833
2022-09-01,621,0.21991543591465962,0.27143826312601327,73,0.12617300278975077,0.20859248530183327
2022-09-02,139,0.28396326367721614,0.3063048275079421,38,0.04885156991384189,0.06464032214849924
2022-09-05,91,0.257536447027069,0.37235593684084645,9,0.18480364291536563,0.1904746665579493
2022-09-07,73,0.2781293200715909,0.2839289453488756,10,0.1412413354160399,0.17339174425127446
2022-09-08,101,0.2464413406769777,0.35246028674036634,5,0.09761465039167941,0.15043264666477096
2022-09-16,1356,0.35203450174271866,0.4976082558953001,83,0.46571387267016867,0.39826673923886835
2022-09-19,1512,0.307974774146375,0.45696151412905905,73,0.31204351078322135,0.4052618524769227
2022-09-20,425,0.174931441639993,0.2035451667249495,33,0.13180198161354695,0.2259488686776545
2022-09-21,147,0.2315499307552094,0.28606721774878974,58,0.19978786278812877,0.27580236215184906
2022-09-22,229,0.23166960006984125,0.2823374344019127,54,0.1413898686890632,0.19553259063819084
2022-09-23,597,0.2434203968959944,0.2669938707654538,41,0.1682666260062029,0.23660151887992953
2022-09-26,1317,0.23827255657266366,0.30441342173549923,32,0.18456191524285828,0.2176296487317133
2022-09-28,446,0.19790604206172746,0.21854758297521082,13,0.20596309660357873,0.030040753540455878
2022-09-30,350,0.23562749667571048,0.2724610284571778,16,0.1298444580282509,0.17382796484189988
2022-10-10,608,0.28497960628219926,0.3356179392090306,55,0.12905727359060984,0.1434647443925745
2022-10-11,262,0.2743715398399581,0.3126680142122149,13,0.12017027778115913,0.05283943368728794
2022-10-13,37,0.22025659743308154,0.276893195119301,5,0.027027220839565137,0.025852497097839766
2022-10-19,26,0.2556050811861514,0.39386795405810027,8,0.17695103854923575,0.11217941852095992
2022-10-24,191,0.31651386326828623,0.43842296879490217,40,0.2010644046819211,0.2444039531187019
2022-10-25,198,0.26344339570602326,0.328141188986927,38,0.13146174983585932,0.14883288875944434
2022-10-26,107,0.2438691103365562,0.3276654003151105,16,0.14551813685561693,0.13928887573023996
2022-10-27,103,0.24620116978020604,0.3061920739102577,6,0.08715186186393688,0.11515667884268499
2022-10-28,710,0.31836927732765674,0.410257757971773,68,0.17182142568005343,0.2499891154564664
2022-10-31,487,0.349541030202489,0.4778643682183228,50,0.19312035948927977,0.25997828267882905
2022-11-28,471,0.21968716634702795,0.2786997057401299,9,0.10186033561178584,0.14363302723076954
2022-12-13,249,0.21776044439456763,0.2321820454442416,10,0.12594211628265545,0.1739978670684259
2022-12-14,237,0.2035397873128134,0.24507418095354971,16,0.09456250856747579,0.12187164844533838
2022-12-16,394,0.22698659522153164,0.2658676183540547,18,0.10438398707986132,0.032542784438515326
2022-12-19,1410,0.2785037748804276,0.39378296888644737,79,0.3101693542601947,0.5271054665713271
2022-12-20,838,0.19418162243045342,0.2364368085860038,72,0.2830035819324653,0.3941928472978291
2022-12-21,984,0.1916905655350685,0.2151228312520721,100,0.14945715400752252,0.25766252778954657
2022-12-22,1546,0.22028406917437116,0.2779796848274634,84,0.14736678744287757,0.20177990416251967
2022-12-23,845,0.21070625192094786,0.24367237009827702,92,0.13251955085188744,0.13784828358946744
2023-02-06,54,0.21795327857151334,0.33590565882243606,7,0.14972946935043177,0.12706208773195815
2023-02-17,242,0.2443733374476303,0.33289028872235216,65,0.22228897007402132,0.3137045211298535
2023-02-27,289,0.25159913719992394,0.24452267233874148,16,0.09781071006479301,0.13790840794202408
2023-03-07,714,0.27470933683358506,0.3450974000520102,25,0.2718075393831882,0.5317081168718225
2023-03-08,192,0.23018280359363677,0.2307661496869291,24,0.19059291696163666,0.33549110312033426
2023-03-09,199,0.17709893456325623,0.24298923932272265,20,0.09539447588036037,0.11173170271662292
2023-03-10,808,0.2554444201800307,0.3209984060785591,86,0.18739132632417502,0.24870640555790313
2023-03-13,600,0.23269784848642752,0.288411518620582,13,0.1701332452303684,0.15872055511742822
2023-03-14,1318,0.25860360359330004,0.35767042864936327,52,0.12201135232731343,0.17039970706856788
2023-03-15,210,0.1984709502903883,0.2437263341021616,14,0.0688228131954036,0.06960900009451843
2023-03-16,930,0.2509231614483627,0.29319711261868564,70,0.2660539265004526,0.44520464141463023
2023-03-17,355,0.24181681696554175,0.29211327054141467,39,0.17364437371060876,0.2888573357648845
2023-03-20,438,0.32352440189024495,0.3489358961780571,28,0.1175467606218845,0.15377684954620374
2023-03-27,148,0.29767880717223505,0.3359629673641815,5,0.12700847308110455,0.2042741491722868
2023-03-29,301,0.2459140416800381,0.28269064052112336,6,0.03470154703918648,0.04847254255301037
2023-04-12,159,0.2832284279060036,0.3757867588475916,7,0.10699072193749357,0.12406411166812603
2023-04-20,620,0.31772001699865837,0.449706376064928,17,0.13856260709828405,0.09226514825218679
2023-04-21,1678,0.35273701368940624,0.5015576435801394,50,0.31646926832207795,0.2556519356435052
2023-04-24,1459,0.3173457783386275,0.4293444682102625,94,0.3382561974033974,0.580312888593141
2023-04-25,2186,0.3253589456943914,0.4301722732718227,113,0.33788574786466263,0.42727540456377744
2023-04-26,754,0.28087851249992934,0.3087746492837278,49,0.09205884686604704,0.15207179221610057
2023-04-27,444,0.31321024584770657,0.2940567270137411,18,0.10953896773361249,0.12420828631093972
2023-05-23,90,0.2606906285222293,0.3345994110409083,5,0.04915624994135662,0.04856980683549006
2023-05-24,154,0.22783286236308545,0.2828465038442718,35,0.18805010391350863,0.35731414154486085
2023-05-25,180,0.2952074064404862,0.3574040022388325,32,0.1136855665138116,0.1899343719734805
2023-05-26,155,0.33020679530963293,0.34950270184077814,17,0.14454206369870884,0.1169762882942833
2023-05-29,275,0.2650075625936834,0.33683012651900146,30,0.1795598062787915,0.18993021741113303
2023-05-30,225,0.3341222776550784,0.3603393363335403,20,0.10853330548369243,0.17866441281356504
2023-05-31,370,0.2797116364698368,0.39196248765798414,58,0.15464603252645348,0.1928974441254221
2023-06-01,215,0.3186776375715938,0.3415063693617957,9,0.11074407003922995,0.19411899295166446
2023-06-05,91,0.41577986512556875,0.4091200416064833,7,0.029244055694800465,0.016382179828013044
2023-06-06,499,0.35905160934705077,0.4784312816151126,39,0.24196184821403538,0.28221905064463204
2023-06-07,490,0.266385599191343,0.37768289521160714,57,0.28208707910916364,0.3882279122685901
2023-06-08,522,0.27329228100136904,0.3164530932664431,37,0.2259902680430797,0.3176007528230165
2023-06-21,615,0.27495865843415174,0.3592875781397229,6,0.1487271939328143,0.16307506846203168
2023-06-26,1182,0.322563883354218,0.4667103591509987,42,0.420880085392542,0.7666503018881601
2023-06-27,150,0.21479238135833284,0.21347595203886272,8,0.034671519395022936,0.0560699266728677
2023-07-19,127,0.25974198139041593,0.2935906458860247,12,0.057940126630362014,0.06710221432953434
2023-07-20,276,0.23704649779138282,0.2837424764856942,50,0.18064288397097994,0.2808015839174982
2023-07-21,335,0.26575199061583255,0.31156795267690107,48,0.16468064061368445,0.2336766564036541
2023-07-24,250,0.261888637487257,0.2867156545272702,58,0.13293906020202734,0.17887406982968646
2023-08-02,162,0.29271018903506046,0.38854199343436413,5,0.30795938865038963,0.5561527927946002
2023-08-07,338,0.3442384852127966,0.43077145064106714,8,0.23909883769223722,0.22977941186738038
2023-08-08,238,0.3146262541903113,0.41183843341869864,7,0.1115270494634033,0.11705342704305188
2023-08-11,688,0.24121387039200293,0.2906961978409144,45,0.23185020427129266,0.2657745457967864
2023-08-14,375,0.27131612216781104,0.34289962870537494,40,0.1952124997615368,0.33007189090234546
2023-08-15,572,0.2999243022150407,0.3656986955537933,73,0.3151319230448104,0.519344859603696
2023-08-16,990,0.2647022954969039,0.3474763748901184,87,0.2667485302175317,0.426495825876148
2023-08-17,153,0.19922023249060158,0.21580242123413163,18,0.09520364086332973,0.12079654309747401
2023-08-18,605,0.27262489557468506,0.30776443893040195,83,0.14373687135719085,0.23100285703804957
2023-08-21,695,0.2864648636436897,0.3222939588415352,146,0.14135898011588524,0.20460832655207772
2023-08-22,471,0.3085522208895357,0.3717784939970574,35,0.11070112056300996,0.1905915057722729
2023-08-23,1028,0.2730461132155964,0.33858640737772916,104,0.13359136811686606,0.19177384334623637
2023-08-24,673,0.2820352058908699,0.3097905218954522,15,0.244236589325858,0.2798839871918579
2023-08-25,1213,0.28763668241934176,0.33982229454383583,22,0.11744670572484008,0.19759754906408888
2023-09-14,122,0.2548819006558818,0.282803763578646,6,0.09171666805406495,0.09108847422075783
2023-09-15,88,0.19190109569216124,0.2674848037031925,19,0.05454265421382364,0.08826953582856678
2023-09-21,282,0.24673530307371302,0.29602334544371667,14,0.20181912385506884,0.21182352243235414
2023-09-26,271,0.256605341756136,0.3174393756826177,6,0.047449871826523944,0.050798995762072696
2023-10-09,385,0.35434857860241364,0.4396012293749556,22,0.3270377621023028,0.4758099870429122
2023-10-10,538,0.3579524635865943,0.42907272254516293,35,0.42508680011124717,0.5554049284685707
2023-10-11,478,0.28828052717771757,0.30843559740452786,25,0.2754768842824977,0.41474905058020006
2023-10-13,522,0.2693671434103598,0.3149126903200443,7,0.07221109942470522,0.051864349753218075
2023-10-16,479,0.27793771580857063,0.3252455733847448,28,0.11108422319391537,0.13362247020539542
2023-10-18,1317,0.31025536854160496,0.39445504045332136,65,0.2129272111054283,0.42350470788138805
2023-10-19,1322,0.2849299722730315,0.3804338309872528,130,0.2816384803026199,0.4726473608133559
2023-10-20,1239,0.2597743031435494,0.3412275079061211,123,0.23886790766982843,0.3251546733341901
2023-10-23,2645,0.29326494362224975,0.41676750996880196,188,0.2683871810807982,0.3695942939496635
2023-10-24,305,0.2421708909963365,0.24675159932537394,40,0.1260802264289798,0.1927587730724909
2023-11-24,166,0.22691939823165766,0.24907777036191892,20,0.1331191827909169,0.18197029814390842
2023-11-27,221,0.2706173773220535,0.3400746857551802,42,0.17361478117807044,0.20776965179104145
2023-11-28,93,0.27638994097276953,0.236947006227886,10,0.14605977875608875,0.22740318722159403
2023-11-29,263,0.2780656552147664,0.376323181003277,38,0.2851707238321957,0.38984756366780005
2023-11-30,363,0.24236841031720535,0.2868028535928189,14,0.0801908753831489,0.15210531850492615
2023-12-01,236,0.27453175823352477,0.30292862412240495,11,0.210695109542305,0.22057462963370433
2023-12-04,358,0.29132300742224676,0.3973194220868348,35,0.30069318411536333,0.4609907919418452
2023-12-05,1171,0.28015506834650133,0.4089425276872305,123,0.3299481658830819,0.6099947002040946
2023-12-06,434,0.2527086821414941,0.26617998218129335,68,0.18266406251273104,0.25939824414793744
2023-12-07,474,0.250653245450183,0.2804584116872584,47,0.1276122432851306,0.1774557489679096
2023-12-08,1186,0.3980139311624247,0.5729482783635174,14,0.09001905341996294,0.12730003224337771
2023-12-13,224,0.22611941151593648,0.2731039466454135,10,0.07682092901635561,0.06177620672190942
2023-12-14,131,0.2736018537850822,0.31989490875650795,6,0.09356728261926009,0.038394261853021305
2023-12-15,176,0.2775783024977916,0.31583443937818423,9,0.0903956048184417,0.11697051934144254
2023-12-18,605,0.23753588063901548,0.27524531619627757,60,0.1901023544969815,0.29059049114137236
2023-12-19,342,0.2815415101736952,0.33710710811075373,31,0.06961081399011788,0.11879671402058456
2023-12-20,696,0.2662531171217828,0.33434695168601714,63,0.1769300023523944,0.3288108400015841
2023-12-21,242,0.2233333793179252,0.28608143543565134,7,0.10868293242911545,0.10405596706363429
2023-12-22,636,0.26119412767803557,0.3210423252667369,24,0.2051964663770582,0.2106367407826628
2023-12-25,697,0.24423809246816577,0.304754459366972,17,0.1131434127573905,0.21610427222083217
2023-12-26,1217,0.21042116107872672,0.2816658149045219,54,0.1273203769609529,0.11009186519357606
2024-01-04,91,0.28361000373118866,0.28163945193698225,5,0.11909433328697337,0.1457116367931146
2024-01-05,221,0.2505559296324789,0.28666488476276,36,0.1131534448040262,0.15991466172369195
2024-01-08,796,0.2538570312612713,0.33347863941115063,97,0.2155295831844877,0.34722149898002863
2024-01-09,313,0.24151828085839838,0.25912416175527575,49,0.10346259405016711,0.18988294348860357
2024-01-10,455,0.20317570499095403,0.19339984840002478,54,0.08881957798389209,0.11472750199114268
2024-01-17,1188,0.21807044006393803,0.27710807165747076,54,0.13627042844428972,0.15198672795245516
2024-01-18,1421,0.24953094286253588,0.33817176115212,13,0.1214794682676249,0.14810292131039482
2024-01-19,1641,0.1973992079017813,0.26789507326592954,18,0.09565457223241691,0.179016268228108
2024-01-22,3823,0.35187899600280537,0.5417354524340183,111,0.33040620158972434,0.5121510774400431
2024-01-23,2624,0.23950041700705796,0.35594405241929605,38,0.13941510207670268,0.2038884857744514
2024-01-29,245,0.310170368347871,0.3998827767090827,37,0.3425494708188521,0.44451439823877426
2024-01-30,569,0.2844595950062096,0.3495345804280352,72,0.21815722940607474,0.30648349486783033
2024-01-31,2478,0.23097274839987086,0.2607839266530383,133,0.1771548294975237,0.23494501347638197
2024-02-01,1753,0.20501372240874408,0.2086231255137876,32,0.06560749590496355,0.09339086671178842
2024-02-02,3054,0.1705218944932026,0.20045525338768533,131,0.0862971754593539,0.1149683110363453
2024-02-05,3939,0.21686040061768766,0.2978924723423715,85,0.18334845810365286,0.27125518126851
2024-03-25,429,0.2935683688252927,0.44564876219725313,11,0.4149936988732584,0.5752300540049173
2024-03-26,333,0.20392585181422515,0.27299386226242905,20,0.09131817773213051,0.11327890236036975
2024-03-27,1248,0.3106996593178764,0.48231201452171746,99,0.31334888841489733,0.5272271487570448
2024-03-28,237,0.20147057192008128,0.15995553905848503,11,0.06131419393609404,0.08055593680636886
2024-04-08,330,0.23597726699333743,0.2511600028815981,10,0.1023719961265749,0.1304519746587136
2024-04-10,349,0.19878694987368697,0.2212712512502817,16,0.18017974164746364,0.29680418484328985
2024-04-11,147,0.2211034610152009,0.20396228399475946,11,0.08217156201767017,0.11408565359360301
2024-04-12,231,0.2331434324832493,0.27971094309888667,29,0.17634656654704084,0.20440440843696717
2024-04-15,1534,0.3600264549743384,0.5371267145323655,6,0.14566581535122294,0.18035084471511897
2024-04-16,2963,0.415330199877392,0.6840928985130059,34,0.3026519059220621,0.3850065533839029
2024-05-24,349,0.19737681040094437,0.23708502789520614,15,0.09086546189760207,0.12360182608989678
2024-05-28,394,0.20475711667180468,0.1968664439531307,18,0.08592647252952851,0.09524255705649765
2024-05-30,228,0.27187332987524393,0.25792215161093246,8,0.1320107900607558,0.1604674747395003
2024-06-03,797,0.2737747367064024,0.36297667797602484,5,0.2809471053361804,0.07969306150837863
2024-06-05,1535,0.259888929511451,0.3654064904284162,6,0.13415979864539077,0.1419187178539425
2024-06-06,2723,0.315624895243688,0.48730864635237836,29,0.2168942464149509,0.25044722460439894
2024-06-07,456,0.20226055904787968,0.21348640031318,22,0.22485658549496532,0.3057475500193836
2024-06-11,123,0.23789504036451703,0.25154697311515406,15,0.06813965557418197,0.0805303055184945
2024-06-13,144,0.23559156776676016,0.299272899013439,16,0.10376195800666624,0.09034816317655237
2024-06-17,107,0.2591104564547072,0.23799846640989264,12,0.19535350677122926,0.27724920576307355
2024-06-19,136,0.22381463661714268,0.25904431602016675,13,0.12399039219054359,0.09378513929100452
2024-06-20,427,0.2512679556365252,0.35128624905506456,52,0.23543947477981714,0.4047377865059296
2024-06-21,236,0.21401451864603244,0.27395390830621036,33,0.1419020588102101,0.13214873055716447
2024-06-24,1295,0.256248742507869,0.3472612538209985,102,0.28281860105151446,0.48002877334127314
2024-06-25,776,0.2350320208871612,0.3152746781134175,119,0.33948142439208023,0.49086465193892526
2024-06-27,205,0.2049580098551041,0.2538736844204612,33,0.13624454427666244,0.24899518693606204
2024-06-28,119,0.2770434677191727,0.3421359602891427,27,0.20700176904724674,0.3097168936249295
