trade_id,model,index_key,index_name,etf,entry_date,entry_price,avg_cost,exit_date,exit_price,exit_action,shares,holding_days,trade_return,pnl,n_adds,max_level,cluster,MAE_pct,MAE_day,MFE_pct,MFE_day,hit_mid,hit_upper,days_to_mid,days_to_upper,mfe_at_mid_pct,hit_mid_then_failed,hit_mid_then_upper,never_hit_mid,failure_class,mae_5d_pct,mae_10d_pct
60,Model1,沪深300非银行金融,沪深300非银行金融,512070.SH,2015-06-19,2.515,2.51562875,2015-10-12,1.558,EXIT_PSTAR,79500,115,-0.38067173067568094,-76162.45087499998,0,1,44,-48.24,2015-08-25,-0.42,2015-06-23,True,True,94,115.0,-0.42,True,True,False,D_CRASH_CONTINUATION,-11.0,-17.71
61,Model1,上海证券交易所50成份,上海证券交易所50成份,510050.SH,2015-06-23,2.896,2.852029099634369,2015-10-12,2.258,EXIT_PSTAR,109400,111,-0.2082829728878025,-65048.53980000003,1,2,42,-33.87,2015-08-25,5.82,2015-06-24,True,True,17,111.0,5.82,True,True,False,B_REBOUND_RELAPSE,-6.73,-9.57
62,Model1,上海证券交易所上证红利,上海证券交易所上证红利,510880.SH,2015-12-02,2.782,2.7826955,2019-01-18,2.555,EXIT_PSTAR,71800,1143,-0.08182551773990357,-16394.399149999987,0,1,38,-7.26,2016-01-28,50.6,2018-02-05,True,True,15,21.0,3.5,True,True,False,B_REBOUND_RELAPSE,0.26,-1.07
63,Model1,中证小盘500,中证小盘500,510500.SH,2019-02-01,4.5,4.501125,2019-02-11,4.712,EXIT_PSTAR,40700,10,0.04684939876142069,8534.667899999988,0,1,40,-71.24,2019-02-01,-70.62,2019-02-11,True,True,0,10.0,-71.24,False,True,False,E_OTHER,-71.24,-71.24
64,Model1,中证小盘500,中证小盘500,510500.SH,2019-04-29,5.806,5.8074515,2019-06-21,5.4030000000000005,EXIT_PSTAR,33000,53,-0.06964354329950057,-13391.474249999985,0,1,40,-75.79,2019-06-06,-72.62,2019-04-30,True,False,43,,-72.62,True,False,False,D_CRASH_CONTINUATION,-74.64,-74.71
65,Model1,上海证券交易所50成份,上海证券交易所50成份,510050.SH,2019-08-07,2.815,2.81570375,2019-09-05,3.0,EXIT_PSTAR,63400,29,0.06545299731905392,11636.832250000003,0,1,42,27.29,2019-08-07,37.01,2019-09-05,True,True,12,29.0,33.5,False,True,False,E_OTHER,27.29,27.29
66,Model1,中证小盘500,中证小盘500,510500.SH,2019-10-08,5.347,5.348336750000001,2019-12-06,5.375,EXIT_PSTAR,35500,59,0.004985334926787955,898.8422499999497,0,1,40,-72.41,2019-11-11,-71.0,2019-10-14,True,True,6,59.0,-71.0,False,True,False,E_OTHER,-72.03,-72.03
67,Model1,000300.SH,沪深300,510300.SH,2020-02-03,3.734,3.7349335,2020-04-30,3.878,EXIT_PSTAR,51100,87,0.03830496580461211,7261.156700000011,0,1,6,6.81,2020-03-23,27.23,2020-03-05,True,True,14,87.0,23.11,False,True,False,E_OTHER,10.84,10.84
68,Model1,中证全指证券公司,中证全指证券公司,512880.SH,2020-05-25,0.903,0.9032257499999999,2020-06-19,0.962,EXIT_PSTAR,219600,25,0.06507149513839705,12854.011499999982,0,1,44,-0.47,2020-05-27,7.95,2020-06-19,True,True,7,25.0,4.74,False,True,False,E_OTHER,-0.47,-0.47
69,Model1,国证半导体芯片,国证半导体芯片,159995.SZ,2020-08-27,1.211,1.2068450515714286,2020-10-12,1.217,EXIT_PSTAR,175000,46,0.008414459184589381,1723.8722249999653,1,2,8,-7.94,2020-09-10,3.58,2020-08-28,True,True,43,46.0,3.58,False,True,False,E_OTHER,0.84,-7.2
70,Model1,399971.SZ,中证传媒,512980.SH,2020-10-26,0.932,0.931315304024497,2021-01-27,0.897,EXIT_PSTAR,228600,93,-0.036846064781938116,-7895.742050000015,1,2,12,-12.27,2020-12-28,1.47,2020-11-09,True,False,36,,1.47,True,False,False,B_REBOUND_RELAPSE,-1.54,-1.97
71,Model1,931079.CSI,中证5G通信主题,515050.SH,2021-01-29,1.17,1.167116609277177,2021-04-19,1.046,EXIT_PSTAR,175700,80,-0.10377421443105614,-21326.13379999999,1,2,11,-17.15,2021-03-24,-0.18,2021-02-02,True,True,31,80.0,-0.18,True,True,False,B_REBOUND_RELAPSE,-4.21,-5.66
72,Model1,中证全指通信设备,中证全指通信设备,515880.SH,2021-05-07,0.917,0.91722925,2021-05-27,0.952,EXIT_PSTAR,200300,20,0.03790846181584371,6916.909825000014,0,1,11,-3.19,2021-05-10,4.66,2021-05-27,True,True,17,20.0,0.74,False,True,False,E_OTHER,-3.19,-3.19
73,Model1,000949.CSI,中证农业主题,159825.SZ,2021-06-08,0.986,0.9862465,2021-10-08,0.96,EXIT_PSTAR,193300,122,-0.026612515228190987,-5119.8404500000115,0,1,30,-13.81,2021-07-28,-0.33,2021-06-08,True,True,20,122.0,-0.33,True,True,False,B_REBOUND_RELAPSE,-2.26,-6.21
74,Model1,399995.SZ,中证基建工程,516970.SH,2021-10-12,1.154,1.1542884999999998,2021-11-30,1.131,EXIT_PSTAR,160700,49,-0.020175632001878063,-3787.899874999972,0,1,32,-5.48,2021-11-05,0.41,2021-10-26,True,False,42,,0.41,True,False,False,B_REBOUND_RELAPSE,-3.66,-3.66
75,Model1,399989.SZ,中证医疗,512170.SH,2021-12-07,0.6880000000000001,0.6881719999999999,2022-06-07,0.531,EXIT_PSTAR,264100,182,-0.22839057677441088,-41544.184474999995,0,1,46,123.0,2022-04-25,223.63,2021-12-09,True,True,2,182.0,223.63,True,True,False,B_REBOUND_RELAPSE,211.39,199.15
76,Model1,399971.SZ,中证传媒,512980.SH,2022-07-07,0.611,0.6111527499999999,2022-11-07,0.555,EXIT_PSTAR,229400,123,-0.09188005780878818,-12913.270099999969,0,1,12,-17.21,2022-10-25,1.61,2022-07-21,True,False,14,,1.61,True,False,False,B_REBOUND_RELAPSE,-1.66,-3.79
77,Model1,国证绿色电力,国证绿色电力,159625.SZ,2022-12-13,1.046,1.0462615,2023-01-06,1.084,EXIT_PSTAR,121600,24,0.03606985442931822,4556.048000000014,0,1,36,-4.23,2022-12-22,2.94,2023-01-06,True,False,17,,0.07,False,False,False,E_OTHER,-2.41,-4.23
78,Model1,930633.CSI,中证旅游主题,159766.SZ,2023-02-01,1.082,1.0822705000000001,2023-04-04,1.129,EXIT_PSTAR,121800,62,0.04317728331318267,5657.275049999984,0,1,33,-2.7,2023-03-20,5.52,2023-03-06,True,False,12,,4.96,False,False,False,E_OTHER,-1.78,-1.78
79,Model1,000126.SH,中证消费50,515650.SH,2023-04-17,1.239,1.23930975,2023-06-16,1.216,EXIT_PSTAR,110900,60,-0.018808655382562857,-2618.7648750000144,0,1,48,-9.47,2023-05-31,1.83,2023-04-18,True,False,35,,1.83,True,False,False,B_REBOUND_RELAPSE,-1.32,-2.69
80,Model1,上海证券交易所上证红利,上海证券交易所上证红利,510880.SH,2023-06-21,2.927,2.92773175,2023-07-25,3.002,EXIT_PSTAR,46000,34,0.025367163504648203,3381.8165000000117,0,1,38,54.5,2023-06-26,62.92,2023-07-25,True,True,12,34.0,60.49,False,True,False,E_OTHER,54.5,54.5
