date,open_positions,cash,equity,invested_pct,n_entries,n_exits,eligible_count,n_signal,n_amount_pos,signal_ratio,cash_pct
2006-08-15,2,200005.4557511,994430.5557511001,0.7988743863566878,0,0,3,0,3,0.0,0.20112561364331216
2006-08-16,2,200005.4557511,1005883.5557511,0.8011644045599746,0,0,3,0,3,0.0,0.19883559544002538
2006-08-17,2,200005.4557511,997960.3557511,0.79958577051834,0,0,3,0,3,0.0,0.20041422948166
2006-08-18,2,200005.4557511,997581.0557511,0.7995095690740522,0,0,3,0,3,0.0,0.20049043092594776
2006-08-21,2,200005.4557511,996341.8557510999,0.7992602091374307,0,0,3,0,3,0.0,0.20073979086256932
2006-08-22,2,200005.4557511,1007126.4557511,0.8014097886030221,0,0,3,0,3,0.0,0.19859021139697786
2006-08-23,2,200005.4557511,1007700.9557511,0.8015230067912122,0,0,3,0,3,0.0,0.19847699320878776
2006-08-24,2,200005.4557511,1010566.0557511,0.8020857175907748,0,0,3,0,3,0.0,0.19791428240922515
2006-08-25,2,200005.4557511,1014193.4557511,0.8027935847771979,0,0,3,0,3,0.0,0.19720641522280213
2006-08-28,0,1022064.1439474289,1022064.1439474289,0.0,0,2,3,0,3,0.0,1.0
2006-08-29,0,1022064.1439474289,1022064.1439474289,0.0,0,0,3,0,3,0.0,1.0
2006-08-30,0,1022064.1439474289,1022064.1439474289,0.0,0,0,3,0,3,0.0,1.0
2006-08-31,0,1022064.1439474289,1022064.1439474289,0.0,0,0,3,0,3,0.0,1.0
2006-09-01,0,1022064.1439474289,1022064.1439474289,0.0,0,0,3,0,3,0.0,1.0
2006-09-04,0,1022064.1439474289,1022064.1439474289,0.0,0,0,3,0,3,0.0,1.0
2006-09-05,0,1022064.1439474289,1022064.1439474289,0.0,0,0,3,0,3,0.0,1.0
2006-09-06,0,1022064.1439474289,1022064.1439474289,0.0,0,0,3,0,3,0.0,1.0
2006-09-07,0,1022064.1439474289,1022064.1439474289,0.0,0,0,3,0,3,0.0,1.0
2006-09-08,0,1022064.1439474289,1022064.1439474289,0.0,0,0,3,0,3,0.0,1.0
2006-09-11,0,1022064.1439474289,1022064.1439474289,0.0,0,0,3,0,3,0.0,1.0
2006-09-12,0,1022064.1439474289,1022064.1439474289,0.0,0,0,3,0,3,0.0,1.0
2006-09-13,0,1022064.1439474289,1022064.1439474289,0.0,0,0,3,0,3,0.0,1.0
2006-09-14,0,1022064.1439474289,1022064.1439474289,0.0,0,0,3,0,3,0.0,1.0
2006-09-15,0,1022064.1439474289,1022064.1439474289,0.0,0,0,3,0,3,0.0,1.0
2006-09-18,0,1022064.1439474289,1022064.1439474289,0.0,0,0,3,0,3,0.0,1.0
2006-09-19,0,1022064.1439474289,1022064.1439474289,0.0,0,0,3,0,3,0.0,1.0
2006-09-20,0,1022064.1439474289,1022064.1439474289,0.0,0,0,3,0,3,0.0,1.0
2006-09-21,0,1022064.1439474289,1022064.1439474289,0.0,0,0,3,0,3,0.0,1.0
2006-09-22,0,1022064.1439474289,1022064.1439474289,0.0,0,0,3,0,3,0.0,1.0
2006-09-25,0,1022064.1439474289,1022064.1439474289,0.0,0,0,3,0,3,0.0,1.0
2006-09-26,0,1022064.1439474289,1022064.1439474289,0.0,0,0,3,0,3,0.0,1.0
2006-09-27,0,1022064.1439474289,1022064.1439474289,0.0,0,0,3,0,3,0.0,1.0
2006-09-28,0,1022064.1439474289,1022064.1439474289,0.0,0,0,3,0,3,0.0,1.0
2006-09-29,0,1022064.1439474289,1022064.1439474289,0.0,0,0,3,0,3,0.0,1.0
2006-10-09,0,1022064.1439474289,1022064.1439474289,0.0,0,0,3,0,3,0.0,1.0
2006-10-10,0,1022064.1439474289,1022064.1439474289,0.0,0,0,3,0,3,0.0,1.0
2006-10-11,0,1022064.1439474289,1022064.1439474289,0.0,0,0,3,0,3,0.0,1.0
2006-10-12,0,1022064.1439474289,1022064.1439474289,0.0,0,0,3,0,3,0.0,1.0
2006-10-13,0,1022064.1439474289,1022064.1439474289,0.0,0,0,3,0,3,0.0,1.0
2006-10-16,0,1022064.1439474289,1022064.1439474289,0.0,0,0,3,0,3,0.0,1.0
2006-10-17,0,1022064.1439474289,1022064.1439474289,0.0,0,0,3,0,3,0.0,1.0
2006-10-18,0,1022064.1439474289,1022064.1439474289,0.0,0,0,3,0,3,0.0,1.0
2006-10-19,0,1022064.1439474289,1022064.1439474289,0.0,0,0,3,0,3,0.0,1.0
2006-10-20,0,1022064.1439474289,1022064.1439474289,0.0,0,0,3,0,3,0.0,1.0
2006-10-23,0,1022064.1439474289,1022064.1439474289,0.0,0,0,3,0,3,0.0,1.0
2006-10-24,0,1022064.1439474289,1022064.1439474289,0.0,0,0,3,0,3,0.0,1.0
2006-10-25,0,1022064.1439474289,1022064.1439474289,0.0,0,0,3,0,3,0.0,1.0
2006-10-26,0,1022064.1439474289,1022064.1439474289,0.0,0,0,3,0,3,0.0,1.0
2006-10-27,0,1022064.1439474289,1022064.1439474289,0.0,0,0,3,0,3,0.0,1.0
2006-10-30,0,1022064.1439474289,1022064.1439474289,0.0,0,0,3,0,3,0.0,1.0
2006-10-31,0,1022064.1439474289,1022064.1439474289,0.0,0,0,3,0,3,0.0,1.0
2006-11-01,0,1022064.1439474289,1022064.1439474289,0.0,0,0,3,0,3,0.0,1.0
2006-11-02,0,1022064.1439474289,1022064.1439474289,0.0,0,0,3,0,3,0.0,1.0
2006-11-03,0,1022064.1439474289,1022064.1439474289,0.0,0,0,3,0,3,0.0,1.0
2006-11-06,0,1022064.1439474289,1022064.1439474289,0.0,0,0,3,0,3,0.0,1.0
2006-11-07,0,1022064.1439474289,1022064.1439474289,0.0,0,0,3,0,3,0.0,1.0
2006-11-08,0,1022064.1439474289,1022064.1439474289,0.0,0,0,3,0,3,0.0,1.0
2006-11-09,0,1022064.1439474289,1022064.1439474289,0.0,0,0,3,0,3,0.0,1.0
2006-11-10,0,1022064.1439474289,1022064.1439474289,0.0,0,0,3,0,3,0.0,1.0
2006-11-13,0,1022064.1439474289,1022064.1439474289,0.0,0,0,3,0,3,0.0,1.0
2006-11-14,0,1022064.1439474289,1022064.1439474289,0.0,0,0,3,0,3,0.0,1.0
2006-11-15,0,1022064.1439474289,1022064.1439474289,0.0,0,0,3,0,3,0.0,1.0
2006-11-16,0,1022064.1439474289,1022064.1439474289,0.0,0,0,3,0,3,0.0,1.0
2006-11-17,0,1022064.1439474289,1022064.1439474289,0.0,0,0,3,0,3,0.0,1.0
2006-11-20,0,1022064.1439474289,1022064.1439474289,0.0,0,0,3,0,3,0.0,1.0
2006-11-21,0,1022064.1439474289,1022064.1439474289,0.0,0,0,3,0,3,0.0,1.0
2006-11-22,0,1022064.1439474289,1022064.1439474289,0.0,0,0,3,0,3,0.0,1.0
2006-11-23,0,1022064.1439474289,1022064.1439474289,0.0,0,0,3,0,3,0.0,1.0
2006-11-24,0,1022064.1439474289,1022064.1439474289,0.0,0,0,3,0,3,0.0,1.0
2006-11-27,0,1022064.1439474289,1022064.1439474289,0.0,0,0,3,0,3,0.0,1.0
2006-11-28,0,1022064.1439474289,1022064.1439474289,0.0,0,0,3,0,3,0.0,1.0
2006-11-29,0,1022064.1439474289,1022064.1439474289,0.0,0,0,3,0,3,0.0,1.0
2006-11-30,0,1022064.1439474289,1022064.1439474289,0.0,0,0,3,0,3,0.0,1.0
2006-12-01,0,1022064.1439474289,1022064.1439474289,0.0,0,0,3,0,3,0.0,1.0
2006-12-04,0,1022064.1439474289,1022064.1439474289,0.0,0,0,4,0,4,0.0,1.0
2006-12-05,0,1022064.1439474289,1022064.1439474289,0.0,0,0,4,0,4,0.0,1.0
2006-12-06,0,1022064.1439474289,1022064.1439474289,0.0,0,0,4,0,4,0.0,1.0
2006-12-07,0,1022064.1439474289,1022064.1439474289,0.0,0,0,4,0,4,0.0,1.0
2006-12-08,0,1022064.1439474289,1022064.1439474289,0.0,0,0,4,0,4,0.0,1.0
2006-12-11,0,1022064.1439474289,1022064.1439474289,0.0,0,0,4,0,4,0.0,1.0
2006-12-12,0,1022064.1439474289,1022064.1439474289,0.0,0,0,4,0,4,0.0,1.0
2006-12-13,0,1022064.1439474289,1022064.1439474289,0.0,0,0,4,0,4,0.0,1.0
2006-12-14,0,1022064.1439474289,1022064.1439474289,0.0,0,0,4,0,4,0.0,1.0
2006-12-15,0,1022064.1439474289,1022064.1439474289,0.0,0,0,4,0,4,0.0,1.0
2006-12-18,0,1022064.1439474289,1022064.1439474289,0.0,0,0,4,0,4,0.0,1.0
2006-12-19,0,1022064.1439474289,1022064.1439474289,0.0,0,0,4,0,4,0.0,1.0
2006-12-20,0,1022064.1439474289,1022064.1439474289,0.0,0,0,4,0,4,0.0,1.0
2006-12-21,0,1022064.1439474289,1022064.1439474289,0.0,0,0,4,0,4,0.0,1.0
2006-12-22,0,1022064.1439474289,1022064.1439474289,0.0,0,0,4,0,4,0.0,1.0
2006-12-25,0,1022064.1439474289,1022064.1439474289,0.0,0,0,4,0,4,0.0,1.0
2006-12-26,0,1022064.1439474289,1022064.1439474289,0.0,0,0,4,0,4,0.0,1.0
2006-12-27,0,1022064.1439474289,1022064.1439474289,0.0,0,0,4,0,4,0.0,1.0
2006-12-28,0,1022064.1439474289,1022064.1439474289,0.0,0,0,4,0,4,0.0,1.0
2006-12-29,0,1022064.1439474289,1022064.1439474289,0.0,0,0,4,0,4,0.0,1.0
