date,open_positions,cash,equity,invested_pct,n_entries,n_exits,eligible_count,n_signal,n_amount_pos,signal_ratio,cash_pct
2012-07-23,3,31.703097015430103,474959.40309701546,0.9999332509330088,0,0,33,14,33,0.42424242424242425,6.674906699122296e-05
2012-07-24,3,31.703097015430103,475648.6030970154,0.9999333476503263,0,0,34,2,34,0.058823529411764705,6.665234967373479e-05
2012-07-25,3,31.703097015430103,473446.70309701544,0.9999330376644128,0,0,34,4,34,0.11764705882352941,6.696233558722842e-05
2012-07-26,3,31.703097015430103,472090.8030970155,0.9999328453407533,0,0,35,4,35,0.11428571428571428,6.715465924667097e-05
2012-07-27,3,31.703097015430103,473090.10309701547,0.9999329871903726,0,0,35,0,35,0.0,6.701280962739808e-05
2012-07-30,3,31.703097015430103,471485.40309701546,0.999932759112356,0,0,34,3,34,0.08823529411764706,6.724088764398228e-05
2012-07-31,3,31.703097015430103,472672.20309701544,0.9999329279428583,0,0,35,8,35,0.22857142857142856,6.707205714173714e-05
2012-08-01,3,31.703097015430103,476381.20309701544,0.9999334501512458,0,0,35,0,35,0.0,6.654984875420489e-05
2012-08-02,3,31.703097015430103,473232.10309701547,0.999933007298516,0,0,35,0,35,0.0,6.699270148402547e-05
2012-08-03,3,31.703097015430103,474976.3030970155,0.9999332533079888,0,0,36,1,36,0.027777777777777776,6.674669201123251e-05
2012-08-06,3,31.703097015430103,479340.3030970154,0.9999338609818315,0,0,35,0,35,0.0,6.613901816854284e-05
2012-08-07,3,31.703097015430103,478851.9030970155,0.9999337935240303,0,0,35,0,35,0.0,6.620647596966567e-05
2012-08-08,3,31.703097015430103,481353.70309701544,0.9999341376272552,0,0,35,0,35,0.0,6.58623727447516e-05
2012-08-09,3,31.703097015430103,482732.10309701547,0.9999343256915957,0,0,36,0,36,0.0,6.567430840431765e-05
2012-08-10,3,31.703097015430103,480941.4030970155,0.9999340811649584,0,0,35,0,35,0.0,6.591883504158957e-05
2012-08-13,3,31.703097015430103,474442.00309701543,0.9999331781401973,0,0,36,0,36,0.0,6.682185980266819e-05
2012-08-14,3,31.703097015430103,473188.3030970154,0.9999330010974321,0,0,36,0,36,0.0,6.699890256789409e-05
2012-08-15,3,31.703097015430103,467209.40309701546,0.9999321437094261,0,0,36,4,36,0.1111111111111111,6.785629057393106e-05
2012-08-16,3,31.703097015430103,468098.8030970155,0.9999322726381574,0,0,35,2,35,0.05714285714285714,6.772736184257333e-05
2012-08-17,3,31.703097015430103,464907.8030970155,0.9999318077760704,0,0,35,5,35,0.14285714285714285,6.819222392961954e-05
2012-08-20,3,31.703097015430103,466532.9030970154,0.9999320453138354,0,0,37,7,37,0.1891891891891892,6.795468616460631e-05
2012-08-21,3,31.703097015430103,464924.7030970154,0.9999318102548558,0,0,37,1,37,0.02702702702702703,6.818974514422038e-05
2012-08-22,3,31.703097015430103,460052.9030970154,0.9999310881492063,0,0,36,6,36,0.16666666666666666,6.891185079371809e-05
2012-08-23,3,31.703097015430103,462469.40309701546,0.9999314482281354,0,0,37,0,37,0.0,6.855177186460004e-05
2012-08-24,3,31.703097015430103,459549.70309701544,0.9999310126917681,0,0,37,4,37,0.10810810810810811,6.89873082319048e-05
2012-08-27,3,31.703097015430103,451862.90309701546,0.9999298391242163,0,0,37,26,37,0.7027027027027027,7.016087578370911e-05
2012-08-28,3,31.703097015430103,453804.8030970154,0.9999301393533099,0,0,36,6,36,0.16666666666666666,6.986064669012304e-05
2012-08-29,3,31.703097015430103,449741.70309701544,0.9999295082114975,0,0,37,16,37,0.43243243243243246,7.049178850249138e-05
2012-08-30,3,31.703097015430103,449678.3030970154,0.9999294982728829,0,0,36,12,36,0.3333333333333333,7.050172711708935e-05
2012-08-31,3,31.703097015430103,449546.5030970155,0.9999294776028798,0,0,35,1,35,0.02857142857142857,7.052239712024289e-05
2012-09-03,3,31.703097015430103,452190.3030970155,0.9999298899228968,0,0,35,0,35,0.0,7.011007710322481e-05
2012-09-04,3,31.703097015430103,446811.8030970154,0.9999290459723855,0,0,36,0,36,0.0,7.095402761447822e-05
2012-09-05,3,31.703097015430103,445693.40309701546,0.9999288679240143,0,0,35,0,35,0.0,7.1132075985747e-05
2012-09-06,3,31.703097015430103,447738.5030970154,0.9999291928284118,0,0,37,0,37,0.0,7.080717158824967e-05
2012-09-07,3,31.703097015430103,468670.00309701543,0.9999323551820984,0,0,37,0,37,0.0,6.764481790155763e-05
2012-09-10,3,31.703097015430103,467939.90309701546,0.9999322496397387,0,0,36,0,36,0.0,6.775036026129833e-05
2012-09-11,3,31.703097015430103,463908.5030970155,0.9999316608839808,0,0,36,0,36,0.0,6.83391160192226e-05
2012-09-12,3,31.703097015430103,465245.0030970155,0.9999318572003904,0,0,37,0,37,0.0,6.814279960964953e-05
2012-09-13,3,31.703097015430103,465005.4030970154,0.9999318220889385,0,0,37,0,37,0.0,6.817791106150661e-05
2012-09-14,3,31.703097015430103,468553.00309701543,0.9999323382908532,0,0,37,0,37,0.0,6.766170914684899e-05
2012-09-17,3,31.703097015430103,457296.70309701544,0.9999306728065155,0,0,36,0,36,0.0,6.93271934845141e-05
2012-09-18,3,31.703097015430103,451848.10309701547,0.999929836826141,0,0,36,0,36,0.0,7.016317385899473e-05
2012-09-19,3,31.703097015430103,453477.8030970154,0.9999300889772357,0,0,37,0,37,0.0,6.991102276432404e-05
2012-09-20,3,31.703097015430103,445334.3030970154,0.9999288105659165,0,0,37,0,37,0.0,7.11894340834629e-05
2012-09-21,3,31.703097015430103,448323.4030970154,0.9999292852061783,0,0,37,1,37,0.02702702702702703,7.071479382170232e-05
2012-09-24,3,31.703097015430103,447267.00309701543,0.9999291181848965,0,0,35,0,35,0.0,7.088181510350733e-05
2012-09-25,3,31.703097015430103,446159.9030970154,0.9999289422989485,0,0,36,0,36,0.0,7.105770105153564e-05
2012-09-26,3,31.703097015430103,443238.1030970154,0.9999284738906833,0,0,36,1,36,0.027777777777777776,7.152610931671077e-05
2012-09-27,3,31.703097015430103,454131.8030970155,0.999930189656837,0,0,36,0,36,0.0,6.98103431630015e-05
2012-09-28,3,31.703097015430103,463969.8030970154,0.9999316699129904,0,0,38,0,38,0.0,6.833008700957155e-05
2012-10-08,3,31.703097015430103,460299.60309701547,0.9999311250828762,0,0,38,0,38,0.0,6.887491712381788e-05
2012-10-09,3,31.703097015430103,468149.9030970155,0.999932280030807,0,0,38,0,38,0.0,6.771996919296974e-05
2012-10-10,3,31.703097015430103,467920.5030970155,0.9999322468308065,0,0,38,0,38,0.0,6.775316919349628e-05
2012-10-11,3,31.703097015430103,464460.3030970154,0.9999317420739641,0,0,35,0,35,0.0,6.825792603593062e-05
2012-10-12,3,31.703097015430103,464347.90309701546,0.9999317255514583,0,0,38,0,38,0.0,6.827444854173859e-05
2012-10-15,3,31.703097015430103,463429.3030970155,0.9999315902192555,0,0,37,0,37,0.0,6.840978074451609e-05
2012-10-16,3,31.703097015430103,463986.70309701544,0.9999316724018085,0,0,36,0,36,0.0,6.8327598191531e-05
2012-10-17,3,31.703097015430103,464455.70309701544,0.9999317413979331,0,0,38,0,38,0.0,6.825860206693957e-05
2012-10-18,3,31.703097015430103,470530.1030970154,0.9999326225956495,0,0,38,0,38,0.0,6.737740435047712e-05
2012-10-19,3,31.703097015430103,470067.8030970154,0.9999325563316471,0,0,38,0,38,0.0,6.744366835287341e-05
2012-10-22,3,31.703097015430103,472176.70309701544,0.9999328575577585,0,0,37,0,37,0.0,6.714244224148569e-05
2012-10-23,3,31.703097015430103,468756.3030970155,0.9999323676357929,0,0,37,0,37,0.0,6.763236420714858e-05
2012-10-24,3,31.703097015430103,468005.8030970155,0.9999322591796819,0,0,36,0,36,0.0,6.774082031812956e-05
2012-10-25,3,31.703097015430103,465728.8030970154,0.999931927987265,0,0,38,0,38,0.0,6.807201273495433e-05
2012-10-26,3,31.703097015430103,458642.8030970154,0.9999308762793151,0,0,38,1,38,0.02631578947368421,6.912372068490491e-05
2012-10-29,3,31.703097015430103,454535.3030970155,0.9999302516288626,0,0,37,1,37,0.02702702702702703,6.97483711373792e-05
2012-10-30,3,31.703097015430103,459261.90309701546,0.9999309694603413,0,0,37,0,37,0.0,6.903053965867656e-05
2012-10-31,3,31.703097015430103,455623.00309701543,0.9999304181378026,0,0,37,0,37,0.0,6.95818621974098e-05
2012-11-01,3,31.703097015430103,464814.40309701546,0.9999317940734964,0,0,38,0,38,0.0,6.820592650358392e-05
2012-11-02,3,31.703097015430103,466720.00309701543,0.999932072555697,0,0,38,0,38,0.0,6.792744430295095e-05
2012-11-05,3,31.703097015430103,467636.50309701543,0.9999322056836764,0,0,37,0,37,0.0,6.779431632364386e-05
2012-11-06,3,31.703097015430103,464379.60309701547,0.999931730212085,0,0,36,0,36,0.0,6.826978791496519e-05
2012-11-07,3,31.703097015430103,465164.3030970155,0.9999318453784946,0,0,36,0,36,0.0,6.815462150544516e-05
2012-11-08,3,31.703097015430103,457025.40309701546,0.9999306316524189,0,0,38,3,38,0.07894736842105263,6.936834758108912e-05
2012-11-09,3,31.703097015430103,455349.20309701544,0.9999303762984544,0,0,38,5,38,0.13157894736842105,6.962370154561803e-05
2012-11-12,3,31.703097015430103,457142.4030970154,0.999930649406398,0,0,35,0,35,0.0,6.935059360202445e-05
2012-11-13,3,31.703097015430103,452111.70309701544,0.999929877734201,0,0,38,8,38,0.21052631578947367,7.012226579905523e-05
2012-11-14,3,31.703097015430103,454587.40309701546,0.9999302596226832,0,0,38,1,38,0.02631578947368421,6.974037731677374e-05
2012-11-15,3,31.703097015430103,449903.10309701547,0.9999295334999977,0,0,36,6,36,0.16666666666666666,7.046650000230859e-05
2012-11-16,3,31.703097015430103,448320.3030970154,0.9999292847172068,0,0,36,14,36,0.3888888888888889,7.071528279323225e-05
2012-11-19,3,31.703097015430103,446128.60309701547,0.9999289373136011,0,0,37,5,37,0.13513513513513514,7.10626863988928e-05
2012-11-20,3,31.703097015430103,443528.8030970154,0.9999285207707052,0,0,36,3,36,0.08333333333333333,7.147922929484629e-05
2012-11-21,3,31.703097015430103,447692.0030970154,0.9999291854739506,0,0,37,0,37,0.0,7.081452604940086e-05
2012-11-22,3,31.703097015430103,445444.60309701547,0.9999288281936856,0,0,36,0,36,0.0,7.117180631444064e-05
2012-11-23,3,31.703097015430103,448564.1030970154,0.9999293231518158,0,0,36,0,36,0.0,7.06768481841813e-05
2012-11-26,3,31.703097015430103,446402.0030970154,0.9999289808361175,0,0,37,0,37,0.0,7.101916388252416e-05
2012-11-27,3,31.703097015430103,442697.60309701535,0.9999283865627605,0,0,37,7,37,0.1891891891891892,7.161343723949276e-05
2012-11-28,3,31.703097015430103,440351.60309701547,0.9999280050378097,0,0,36,11,36,0.3055555555555556,7.199496219034707e-05
2012-11-29,3,31.703097015430103,439699.70309701544,0.9999278982978789,0,0,37,7,37,0.1891891891891892,7.21017021211301e-05
2012-11-30,3,31.703097015430103,445354.10309701547,0.9999288137309279,0,0,37,0,37,0.0,7.11862690720988e-05
2012-12-03,3,31.703097015430103,440803.70309701544,0.9999280788777574,0,0,36,4,36,0.1111111111111111,7.192112224263525e-05
2012-12-04,3,31.703097015430103,443171.60309701547,0.9999284631578516,0,0,37,2,37,0.05405405405405406,7.153684214844525e-05
2012-12-05,1,360934.88189020124,458048.4818902012,0.21201598485655296,0,2,37,0,37,0.0,0.7879840151434471
2012-12-06,1,360934.88189020124,457711.28189020127,0.21143546997649793,0,0,37,0,37,0.0,0.788564530023502
2012-12-07,0,459779.97785611893,459779.97785611893,0.0,0,1,38,0,38,0.0,1.0
2012-12-10,0,459779.97785611893,459779.97785611893,0.0,0,0,37,0,37,0.0,1.0
2012-12-11,0,459779.97785611893,459779.97785611893,0.0,0,0,38,0,38,0.0,1.0
2012-12-12,0,459779.97785611893,459779.97785611893,0.0,0,0,37,0,37,0.0,1.0
2012-12-13,0,459779.97785611893,459779.97785611893,0.0,0,0,37,0,37,0.0,1.0
2012-12-14,0,459779.97785611893,459779.97785611893,0.0,0,0,37,0,37,0.0,1.0
2012-12-17,0,459779.97785611893,459779.97785611893,0.0,0,0,38,0,38,0.0,1.0
2012-12-18,0,459779.97785611893,459779.97785611893,0.0,0,0,38,0,38,0.0,1.0
2012-12-19,0,459779.97785611893,459779.97785611893,0.0,0,0,38,0,38,0.0,1.0
2012-12-20,0,459779.97785611893,459779.97785611893,0.0,0,0,37,0,37,0.0,1.0
2012-12-21,0,459779.97785611893,459779.97785611893,0.0,0,0,39,0,39,0.0,1.0
2012-12-24,0,459779.97785611893,459779.97785611893,0.0,0,0,39,0,39,0.0,1.0
2012-12-25,0,459779.97785611893,459779.97785611893,0.0,0,0,39,0,39,0.0,1.0
2012-12-26,0,459779.97785611893,459779.97785611893,0.0,0,0,39,0,39,0.0,1.0
2012-12-27,0,459779.97785611893,459779.97785611893,0.0,0,0,39,0,39,0.0,1.0
2012-12-28,0,459779.97785611893,459779.97785611893,0.0,0,0,40,0,40,0.0,1.0
2012-12-31,0,459779.97785611893,459779.97785611893,0.0,0,0,40,0,40,0.0,1.0
2013-01-04,0,459779.97785611893,459779.97785611893,0.0,0,0,40,0,40,0.0,1.0
2013-01-07,0,459779.97785611893,459779.97785611893,0.0,0,0,40,0,40,0.0,1.0
2013-01-08,0,459779.97785611893,459779.97785611893,0.0,0,0,39,0,39,0.0,1.0
2013-01-09,0,459779.97785611893,459779.97785611893,0.0,0,0,39,0,39,0.0,1.0
2013-01-10,0,459779.97785611893,459779.97785611893,0.0,0,0,40,0,40,0.0,1.0
2013-01-11,0,459779.97785611893,459779.97785611893,0.0,0,0,40,0,40,0.0,1.0
2013-01-14,0,459779.97785611893,459779.97785611893,0.0,0,0,40,0,40,0.0,1.0
2013-01-15,0,459779.97785611893,459779.97785611893,0.0,0,0,40,0,40,0.0,1.0
2013-01-16,0,459779.97785611893,459779.97785611893,0.0,0,0,40,0,40,0.0,1.0
2013-01-17,0,459779.97785611893,459779.97785611893,0.0,0,0,40,0,40,0.0,1.0
2013-01-18,0,459779.97785611893,459779.97785611893,0.0,0,0,40,0,40,0.0,1.0
2013-01-21,0,459779.97785611893,459779.97785611893,0.0,0,0,40,0,40,0.0,1.0
2013-01-22,0,459779.97785611893,459779.97785611893,0.0,0,0,40,0,40,0.0,1.0
2013-01-23,0,459779.97785611893,459779.97785611893,0.0,0,0,40,0,40,0.0,1.0
2013-01-24,0,459779.97785611893,459779.97785611893,0.0,0,0,40,0,40,0.0,1.0
2013-01-25,0,459779.97785611893,459779.97785611893,0.0,0,0,40,0,40,0.0,1.0
2013-01-28,0,459779.97785611893,459779.97785611893,0.0,0,0,40,0,40,0.0,1.0
2013-01-29,0,459779.97785611893,459779.97785611893,0.0,0,0,40,0,40,0.0,1.0
2013-01-30,0,459779.97785611893,459779.97785611893,0.0,0,0,40,0,40,0.0,1.0
2013-01-31,0,459779.97785611893,459779.97785611893,0.0,0,0,40,0,40,0.0,1.0
2013-02-01,0,459779.97785611893,459779.97785611893,0.0,0,0,40,0,40,0.0,1.0
2013-02-04,0,459779.97785611893,459779.97785611893,0.0,0,0,40,0,40,0.0,1.0
2013-02-05,0,459779.97785611893,459779.97785611893,0.0,0,0,40,0,40,0.0,1.0
2013-02-06,0,459779.97785611893,459779.97785611893,0.0,0,0,40,0,40,0.0,1.0
2013-02-07,0,459779.97785611893,459779.97785611893,0.0,0,0,39,0,39,0.0,1.0
2013-02-08,0,459779.97785611893,459779.97785611893,0.0,0,0,40,0,40,0.0,1.0
2013-02-18,0,459779.97785611893,459779.97785611893,0.0,0,0,40,0,40,0.0,1.0
2013-02-19,0,459779.97785611893,459779.97785611893,0.0,0,0,40,0,40,0.0,1.0
2013-02-20,0,459779.97785611893,459779.97785611893,0.0,0,0,40,0,40,0.0,1.0
2013-02-21,0,459779.97785611893,459779.97785611893,0.0,0,0,40,0,40,0.0,1.0
2013-02-22,0,459779.97785611893,459779.97785611893,0.0,0,0,40,0,40,0.0,1.0
2013-02-25,0,459779.97785611893,459779.97785611893,0.0,0,0,40,0,40,0.0,1.0
2013-02-26,0,459779.97785611893,459779.97785611893,0.0,0,0,40,0,40,0.0,1.0
2013-02-27,0,459779.97785611893,459779.97785611893,0.0,0,0,40,1,40,0.025,1.0
2013-02-28,1,259868.35044061896,469855.55044061894,0.44691863233940554,1,0,40,0,40,0.0,0.5530813676605945
2013-03-01,1,259868.35044061896,467616.35044061893,0.44427017961250953,0,0,40,0,40,0.0,0.5557298203874905
2013-03-04,1,259868.35044061896,461893.95044061897,0.43738524786323735,0,0,40,9,40,0.225,0.5626147521367626
2013-03-05,3,27.490061519005394,471372.590061519,0.9999416808229866,2,0,40,0,40,0.0,5.83191770133773e-05
2013-03-06,3,27.490061519005394,477668.390061519,0.9999424494856871,0,0,40,0,40,0.0,5.755051431288738e-05
2013-03-07,3,27.490061519005394,467047.51747701905,0.999941140760864,0,0,39,0,39,0.0,5.885923913595548e-05
2013-03-08,3,27.490061519005394,473058.19006151904,0.9999418886257619,0,0,40,0,40,0.0,5.811137423805679e-05
2013-03-11,3,27.490061519005394,469169.590061519,0.9999414069835272,0,0,40,0,40,0.0,5.859301647281878e-05
2013-03-12,3,27.490061519005394,463130.89006151905,0.9999406429972413,0,0,39,2,39,0.05128205128205128,5.93570027587198e-05
2013-03-13,3,27.490061519005394,458909.390061519,0.9999400969731403,0,0,40,5,40,0.125,5.990302685965343e-05
2013-03-14,3,27.490061519005394,457979.317477019,0.9999399753210025,0,0,39,2,39,0.05128205128205128,6.002467899746122e-05
2013-03-15,3,27.490061519005394,454531.590061519,0.9999395200199059,0,0,39,0,39,0.0,6.0479980094063635e-05
2013-03-18,3,27.490061519005394,452111.890061519,0.9999391963314318,0,0,40,2,40,0.05,6.0803668568198965e-05
2013-03-19,3,27.490061519005394,457043.290061519,0.9999398523900979,0,0,40,0,40,0.0,6.014760990213919e-05
2013-03-20,3,27.490061519005394,463976.990061519,0.9999407512395919,0,0,40,0,40,0.0,5.924876040808158e-05
2013-03-21,3,27.490061519005394,466272.190061519,0.9999410428884566,0,0,40,0,40,0.0,5.8957111543356255e-05
2013-03-22,3,27.490061519005394,465830.59006151906,0.9999409869980513,0,0,40,0,40,0.0,5.9013001948660104e-05
2013-03-25,3,27.490061519005394,468414.990061519,0.9999413125922477,0,0,38,0,38,0.0,5.86874077522781e-05
2013-03-26,3,27.490061519005394,465349.390061519,0.9999409259749639,0,0,40,0,40,0.0,5.907402503613213e-05
2013-03-27,3,27.490061519005394,463194.91747701896,0.9999406512021575,0,0,39,0,39,0.0,5.934879784252889e-05
2013-03-28,3,27.490061519005394,455602.19006151904,0.9999396621392111,0,0,40,5,40,0.125,6.0337860788850506e-05
2013-03-29,3,27.490061519005394,453034.290061519,0.9999393201306787,0,0,40,3,40,0.075,6.067986932134506e-05
2013-04-01,3,27.490061519005394,454321.790061519,0.9999394920910236,0,0,40,1,40,0.025,6.0507908976381586e-05
2013-04-02,3,27.490061519005394,457127.09006151906,0.9999398634162868,0,0,40,0,40,0.0,6.0136583713177316e-05
2013-04-03,3,27.490061519005394,448905.390061519,0.9999387620150534,0,0,40,3,40,0.075,6.123798494661603e-05
2013-04-08,3,27.490061519005394,442544.190061519,0.9999378817705974,0,0,39,2,39,0.05128205128205128,6.211822940260792e-05
2013-04-09,3,27.490061519005394,451496.99006151897,0.999939113522074,0,0,40,0,40,0.0,6.0886477926014315e-05
2013-04-10,3,27.490061519005394,453680.19006151904,0.9999394065200086,0,0,40,0,40,0.0,6.0593479991433163e-05
2013-04-11,3,27.490061519005394,450634.390061519,0.9999389969737656,0,0,40,0,40,0.0,6.100302623435194e-05
2013-04-12,3,27.490061519005394,452938.517477019,0.9999393073000897,0,0,36,0,36,0.0,6.069269991026971e-05
2013-04-15,3,27.490061519005394,443255.090061519,0.9999379813968629,0,0,39,1,39,0.02564102564102564,6.201860313714835e-05
2013-04-16,3,27.490061519005394,446657.590061519,0.9999384538354867,0,0,40,0,40,0.0,6.154616451325978e-05
2013-04-17,3,27.490061519005394,451039.69006151904,0.9999390517905081,0,0,39,0,39,0.0,6.0948209491873406e-05
2013-04-18,3,27.490061519005394,452957.490061519,0.9999393098422651,0,0,40,0,40,0.0,6.06901577349106e-05
2013-04-19,3,27.490061519005394,459245.19006151904,0.9999401407742227,0,0,39,0,39,0.0,5.985922577733671e-05
2013-04-22,3,27.490061519005394,463069.39006151905,0.9999406351140693,0,0,40,0,40,0.0,5.9364885930723865e-05
2013-04-23,3,27.490061519005394,447676.49006151897,0.9999385939129498,0,0,40,0,40,0.0,6.140608705018646e-05
2013-04-24,3,27.490061519005394,455392.590061519,0.999939634367974,0,0,40,0,40,0.0,6.0365632026049276e-05
2013-04-25,3,27.490061519005394,451175.19006151904,0.9999390700948887,0,0,40,0,40,0.0,6.092990511130658e-05
2013-04-26,3,27.490061519005394,450562.11747701897,0.9999389871885525,0,0,37,1,37,0.02702702702702703,6.101281144754722e-05
2013-05-02,3,27.490061519005394,444722.890061519,0.9999381860881611,0,0,40,1,40,0.025,6.181391183890383e-05
2013-05-03,3,27.490061519005394,451568.19006151904,0.9999391231222127,0,0,40,0,40,0.0,6.087687778733031e-05
2013-05-06,3,27.490061519005394,462233.590061519,0.9999405277718667,0,0,40,0,40,0.0,5.947222813329489e-05
2013-05-07,2,202208.0757770575,462205.7757770575,0.5625150390275705,0,1,40,0,40,0.0,0.4374849609724295
2013-05-08,1,262203.5774813035,463607.17748130346,0.4344272689956839,0,1,41,0,41,0.0,0.5655727310043162
2013-05-09,1,262203.5774813035,463607.17748130346,0.4344272689956839,0,0,41,0,41,0.0,0.5655727310043162
2013-05-10,1,262203.5774813035,461741.17748130346,0.4321416623235417,0,0,41,0,41,0.0,0.5678583376764583
2013-05-13,1,262203.5774813035,464353.5774813035,0.4353363682400816,0,0,40,0,40,0.0,0.5646636317599184
2013-05-14,1,262203.5774813035,460745.9774813035,0.43091510225513935,0,0,39,0,39,0.0,0.5690848977448606
2013-05-15,1,262203.5774813035,455769.9774813035,0.42470195397620386,0,0,40,0,40,0.0,0.5752980460237962
2013-05-16,1,262203.5774813035,461243.5774813035,0.43152904390970753,0,0,41,0,41,0.0,0.5684709560902925
2013-05-17,1,262203.5774813035,466219.5774813035,0.43759638130636314,0,0,41,0,41,0.0,0.5624036186936369
2013-05-20,0,467797.9291909433,467797.9291909433,0.0,0,1,41,0,41,0.0,1.0
2013-05-21,0,467797.9291909433,467797.9291909433,0.0,0,0,41,0,41,0.0,1.0
2013-05-22,0,467797.9291909433,467797.9291909433,0.0,0,0,41,0,41,0.0,1.0
2013-05-23,0,467797.9291909433,467797.9291909433,0.0,0,0,41,0,41,0.0,1.0
2013-05-24,0,467797.9291909433,467797.9291909433,0.0,0,0,40,0,40,0.0,1.0
2013-05-27,0,467797.9291909433,467797.9291909433,0.0,0,0,39,0,39,0.0,1.0
2013-05-28,0,467797.9291909433,467797.9291909433,0.0,0,0,41,0,41,0.0,1.0
2013-05-29,0,467797.9291909433,467797.9291909433,0.0,0,0,41,0,41,0.0,1.0
2013-05-30,0,467797.9291909433,467797.9291909433,0.0,0,0,41,0,41,0.0,1.0
2013-05-31,0,467797.9291909433,467797.9291909433,0.0,0,0,41,0,41,0.0,1.0
2013-06-03,0,467797.9291909433,467797.9291909433,0.0,0,0,41,0,41,0.0,1.0
2013-06-04,0,467797.9291909433,467797.9291909433,0.0,0,0,42,0,42,0.0,1.0
2013-06-05,0,467797.9291909433,467797.9291909433,0.0,0,0,40,0,40,0.0,1.0
2013-06-06,0,467797.9291909433,467797.9291909433,0.0,0,0,40,0,40,0.0,1.0
2013-06-07,0,467797.9291909433,467797.9291909433,0.0,0,0,41,10,41,0.24390243902439024,1.0
2013-06-13,3,44.85114869334211,455026.05114869337,0.9999014316903831,3,0,42,31,42,0.7380952380952381,9.856830961685326e-05
2013-06-14,3,44.85114869334211,456916.2511486934,0.9999018394539906,0,0,41,20,41,0.4878048780487805,9.816054600941815e-05
2013-06-17,3,44.85114869334211,454492.5511486934,0.9999013159872918,0,0,41,16,41,0.3902439024390244,9.868401270818339e-05
2013-06-18,3,44.85114869334211,456223.6511486933,0.9999016904349863,0,0,42,3,42,0.07142857142857142,9.830956501366561e-05
2013-06-19,3,44.85114869334211,451541.55114869337,0.9999006710488121,0,0,42,2,42,0.047619047619047616,9.932895118791585e-05
2013-06-20,3,44.85114869334211,437271.15114869335,0.9998974294357733,0,0,43,25,43,0.5813953488372093,0.00010257056422668942
2013-06-21,3,44.85114869334211,436867.9511486934,0.9998973347699793,0,0,43,3,43,0.06976744186046512,0.00010266523002067096
2013-06-24,3,44.85114869334211,408930.45114869333,0.9998903208392347,0,0,43,41,43,0.9534883720930233,0.00010967916076531914
2013-06-25,3,44.85114869334211,408716.0511486933,0.9998902633048854,0,0,43,33,43,0.7674418604651163,0.00010973669511460393
2013-06-26,3,44.85114869334211,402937.7511486933,0.9998886896336581,0,0,43,7,43,0.16279069767441862,0.00011131036634193237
2013-06-27,3,44.85114869334211,406649.35114869336,0.999889705593857,0,0,43,2,43,0.046511627906976744,0.00011029440614296337
2013-06-28,3,44.85114869334211,419119.7511486934,0.9998929872701765,0,0,40,0,40,0.0,0.00010701272982349685
2013-07-01,3,44.85114869334211,417773.2511486933,0.999892642363842,0,0,42,0,42,0.0,0.00010735763615798977
2013-07-02,3,44.85114869334211,416091.2511486934,0.9998922083832104,0,0,42,0,42,0.0,0.00010779161678964311
2013-07-03,3,44.85114869334211,412195.05114869337,0.9998911895022311,0,0,43,0,43,0.0,0.0001088104977688964
2013-07-04,3,44.85114869334211,415873.65114869335,0.9998921519827729,0,0,42,0,42,0.0,0.0001078480172270746
2013-07-05,3,44.85114869334211,417784.4511486934,0.9998926452418944,0,0,42,0,42,0.0,0.00010735475810563777
2013-07-08,3,44.85114869334211,409881.15114869335,0.9998905752348756,0,0,41,0,41,0.0,0.00010942476512443289
2013-07-09,3,44.85114869334211,410485.45114869333,0.999890736325568,0,0,41,0,41,0.0,0.00010926367443198082
2013-07-10,3,44.85114869334211,420555.45114869333,0.9998933525922186,0,0,43,0,43,0.0,0.000106647407781435
2013-07-11,3,44.85114869334211,446267.15114869335,0.9998994970869401,0,0,43,0,43,0.0,0.00010050291305985226
2013-07-12,3,44.85114869334211,433143.45114869333,0.9998964519754958,0,0,43,0,43,0.0,0.00010354802450418532
2013-07-15,3,44.85114869334211,436431.9511486933,0.9998972322063604,0,0,43,0,43,0.0,0.00010276779363960209
2013-07-16,3,44.85114869334211,435845.7511486933,0.9998970939866337,0,0,42,0,42,0.0,0.00010290601336626626
2013-07-17,3,44.85114869334211,431711.45114869333,0.9998961085035525,0,0,43,0,43,0.0,0.00010389149644751683
2013-07-18,3,44.85114869334211,422948.2511486934,0.9998939559424314,0,0,43,0,43,0.0,0.00010604405756864388
2013-07-19,3,44.85114869334211,413509.85114869336,0.9998915354771627,0,0,42,0,42,0.0,0.00010846452283730379
2013-07-22,3,44.85114869334211,413727.45114869333,0.9998915925240909,0,0,42,0,42,0.0,0.00010840747590912247
2013-07-23,3,44.85114869334211,424079.7511486934,0.9998942388817861,0,0,43,0,43,0.0,0.00010576111821392065
2013-07-24,3,44.85114869334211,418826.65114869335,0.9998929123813627,0,0,41,0,41,0.0,0.00010708761863731375
2013-07-25,3,44.85114869334211,417815.7511486934,0.9998926532842047,0,0,43,0,43,0.0,0.00010734671579526456
2013-07-26,3,44.85114869334211,416130.35114869336,0.9998922185114122,0,0,42,0,42,0.0,0.00010778148858781034
2013-07-29,3,44.85114869334211,406063.45114869333,0.9998895464524904,0,0,43,0,43,0.0,0.00011045354750960357
2013-07-30,3,44.85114869334211,411066.95114869333,0.9998908908912088,0,0,42,1,42,0.023809523809523808,0.00010910910879124991
