signal_id,stock_code,stock_name,signal_date,entry_date,entry_role,close_ret_D20_pct,tier
SIG50523_3,688519,南亚新材,2024-01-08,2024-01-09,ADD_ON_2,-44.62291011076693,B2_亏0.1-1%
SIG50290_3,688416,恒烁股份,2024-01-10,2024-01-11,ADD_ON_2,-44.60775710775709,B2_亏0.1-1%
SIG54598_2,300020,*ST银江,2024-05-09,2024-05-10,ADD_ON_1,-44.60667537590613,B2_亏0.1-1%
SIG55874_2,600836,上海易连,2024-04-19,2024-04-22,ADD_ON_1,-44.56762749445675,B2_亏0.1-1%
SIG50699_1,002217,合力泰,2024-01-08,2024-01-09,NEW_ENTRY,-44.4999444999445,B2_亏0.1-1%
SIG38347_1,000007,全新好,2023-04-10,2023-04-11,NEW_ENTRY,-44.49994449994449,B2_亏0.1-1%
SIG50773_1,300951,博硕科技,2024-01-08,2024-01-09,NEW_ENTRY,-44.45009128028647,B2_亏0.1-1%
SIG54070_2,603388,元成股份,2024-04-10,2024-04-11,ADD_ON_1,-44.4415233888918,B2_亏0.1-1%
SIG56493_3,688639,华恒生物,2024-07-02,2024-07-03,ADD_ON_2,-44.43819409898106,B2_亏0.1-1%
SIG47925_4,605398,新炬网络,2024-01-10,2024-01-11,ADD_ON_3,-44.43056943056942,B2_亏0.1-1%
SIG50777_1,301013,利和兴,2024-01-08,2024-01-09,NEW_ENTRY,-44.38918173772057,B2_亏0.1-1%
SIG47902_5,600203,福日电子,2024-01-10,2024-01-11,ADD_ON_4,-44.33277565807685,B2_亏0.1-1%
SIG48449_5,603186,华正新材,2024-01-09,2024-01-10,ADD_ON_4,-44.33072603685642,B2_亏0.1-1%
SIG54239_1,603959,百利科技,2024-04-10,2024-04-11,NEW_ENTRY,-44.31494431494431,B2_亏0.1-1%
SIG48372_3,301282,金禄电子,2024-01-08,2024-01-09,ADD_ON_2,-44.29812611630792,B2_亏0.1-1%
SIG56388_1,300833,浩洋股份,2024-05-29,2024-05-30,NEW_ENTRY,-44.27341366116876,B2_亏0.1-1%
SIG50116_3,688316,青云科技,2024-01-10,2024-01-11,ADD_ON_2,-44.2655872598291,B2_亏0.1-1%
SIG16605_1,300758,七彩化学,2021-09-27,2021-09-28,NEW_ENTRY,-44.24180470692098,B2_亏0.1-1%
SIG38668_2,000996,,2023-04-21,2023-04-24,ADD_ON_1,-44.21981803685272,B2_亏0.1-1%
SIG55100_2,688598,金博股份,2024-06-06,2024-06-07,ADD_ON_1,-44.203059369830925,B2_亏0.1-1%
SIG49885_4,688030,山石网科,2024-01-09,2024-01-10,ADD_ON_3,-44.1654236174784,B2_亏0.1-1%
SIG54264_1,002141,贤丰控股,2024-04-11,2024-04-12,NEW_ENTRY,-44.15522365832924,B2_亏0.1-1%
SIG36974_3,000976,华铁股份,2023-04-25,2023-04-26,ADD_ON_2,-44.14807094922368,B2_亏0.1-1%
SIG12198_1,002124,天邦食品,2021-05-10,2021-05-11,NEW_ENTRY,-44.147842641101946,B2_亏0.1-1%
SIG48956_2,300225,金力泰,2024-01-10,2024-01-11,ADD_ON_1,-44.13908588160864,B2_亏0.1-1%
SIG38305_1,300167,迪威迅,2023-04-06,2023-04-07,NEW_ENTRY,-44.1360097097802,B2_亏0.1-1%
SIG24602_1,300338,开元教育,2022-04-15,2022-04-18,NEW_ENTRY,-44.096307732671356,B2_亏0.1-1%
SIG50618_2,688590,新致软件,2024-01-08,2024-01-09,ADD_ON_1,-44.08985921716825,B2_亏0.1-1%
SIG57748_1,688310,迈得医疗,2024-06-06,2024-06-07,NEW_ENTRY,-44.07506369228856,B2_亏0.1-1%
