signal_id,stock_code,stock_name,signal_date,entry_date,entry_role,close_ret_D20_pct,tier
SIG40750_1,688357,建龙微纳,2023-06-06,2023-06-07,NEW_ENTRY,-28.56392060636092,B3_亏1-5%
SIG12495_1,300917,特发服务,2021-05-31,2021-06-01,NEW_ENTRY,-28.55922081991328,B3_亏1-5%
SIG3774_1,000938,紫光股份,2020-08-12,2020-08-13,NEW_ENTRY,-28.557019903173742,B3_亏1-5%
SIG12050_1,002801,微光股份,2021-05-06,2021-05-07,NEW_ENTRY,-28.54790638724156,B3_亏1-5%
SIG16207_1,688686,奥普特,2021-09-22,2021-09-23,NEW_ENTRY,-28.542811355311358,B3_亏1-5%
SIG57810_1,603119,浙江荣泰,2024-06-07,2024-06-11,NEW_ENTRY,-28.53525712462506,B3_亏1-5%
SIG24343_1,300568,星源材质,2022-04-11,2022-04-12,NEW_ENTRY,-28.53517829955151,B3_亏1-5%
SIG50824_1,603386,骏亚科技,2024-01-08,2024-01-09,NEW_ENTRY,-28.53181033585387,B3_亏1-5%
SIG50776_1,300983,尤安设计,2024-01-08,2024-01-09,NEW_ENTRY,-28.51369735791846,B3_亏1-5%
SIG49881_4,603887,城地香江,2024-01-17,2024-01-18,ADD_ON_3,-28.506867282377478,B3_亏1-5%
SIG54504_2,002486,嘉麟杰,2024-05-23,2024-05-24,ADD_ON_1,-28.502869679340257,B3_亏1-5%
SIG50581_1,300782,卓胜微,2024-01-03,2024-01-04,NEW_ENTRY,-28.49565750891228,B3_亏1-5%
SIG40473_1,688382,益方生物,2023-05-30,2023-05-31,NEW_ENTRY,-28.491444928348407,B3_亏1-5%
SIG49489_4,002822,中装建设,2024-01-22,2024-01-23,ADD_ON_3,-28.489740822180483,B3_亏1-5%
SIG24392_1,600571,信雅达,2022-04-11,2022-04-12,NEW_ENTRY,-28.485424668630788,B3_亏1-5%
SIG48964_2,300258,精锻科技,2024-01-03,2024-01-04,ADD_ON_1,-28.483328323711387,B3_亏1-5%
SIG50614_2,688279,峰岹科技,2024-01-08,2024-01-09,ADD_ON_1,-28.48194092446188,B3_亏1-5%
SIG24031_3,603218,日月股份,2022-03-28,2022-03-29,ADD_ON_2,-28.47496239626497,B3_亏1-5%
SIG18878_2,688063,派能科技,2021-12-13,2021-12-14,ADD_ON_1,-28.473353130887357,B3_亏1-5%
SIG48471_4,603915,国茂股份,2024-01-08,2024-01-09,ADD_ON_3,-28.46909682609477,B3_亏1-5%
SIG48977_3,300384,三联虹普,2024-01-09,2024-01-10,ADD_ON_2,-28.441779548419387,B3_亏1-5%
SIG19679_4,002655,共达电声,2022-03-29,2022-03-30,ADD_ON_3,-28.440353972268873,B3_亏1-5%
SIG57994_2,300796,贝斯美,2024-07-10,2024-07-11,ADD_ON_1,-28.43306583203716,B3_亏1-5%
SIG49344_3,605338,巴比食品,2024-01-08,2024-01-09,ADD_ON_2,-28.42977917604783,B3_亏1-5%
SIG16219_1,000683,博源化工,2021-09-24,2021-09-27,NEW_ENTRY,-28.426960563066412,B3_亏1-5%
SIG52570_1,603389,亚振家居,2024-01-23,2024-01-24,NEW_ENTRY,-28.42471620060753,B3_亏1-5%
SIG50599_1,002009,天奇股份,2024-01-04,2024-01-05,NEW_ENTRY,-28.41862699753499,B3_亏1-5%
SIG2874_1,603602,纵横通信,2020-05-20,2020-05-21,NEW_ENTRY,-28.407891041342992,B3_亏1-5%
SIG55882_1,603828,柯利达,2024-04-17,2024-04-18,NEW_ENTRY,-28.4049284049284,B3_亏1-5%
SIG48032_4,300905,宝丽迪,2024-01-05,2024-01-08,ADD_ON_3,-28.40103821412233,B3_亏1-5%
SIG12049_1,002799,环球印务,2021-05-06,2021-05-07,NEW_ENTRY,-28.39328503664168,B3_亏1-5%
SIG23977_3,605277,新亚电子,2022-04-25,2022-04-26,ADD_ON_2,-28.379596429388947,B3_亏1-5%
SIG50608_1,601689,拓普集团,2024-01-04,2024-01-05,NEW_ENTRY,-28.375971854232716,B3_亏1-5%
SIG48577_2,001205,盛航股份,2024-01-08,2024-01-09,ADD_ON_1,-28.375863537958278,B3_亏1-5%
SIG3651_1,300747,锐科激光,2020-07-24,2020-07-27,NEW_ENTRY,-28.364818164920656,B3_亏1-5%
SIG50928_1,300569,天能重工,2024-01-10,2024-01-11,NEW_ENTRY,-28.357831852008218,B3_亏1-5%
SIG50544_1,603595,东尼电子,2023-12-27,2023-12-28,NEW_ENTRY,-28.35678492706833,B3_亏1-5%
SIG153_1,002812,恩捷股份,2020-03-02,2020-03-03,NEW_ENTRY,-28.34451955000358,B3_亏1-5%
SIG48652_4,300016,北陆药业,2024-01-17,2024-01-18,ADD_ON_3,-28.33913806558183,B3_亏1-5%
SIG48465_4,603718,海利生物,2024-01-05,2024-01-08,ADD_ON_3,-28.33037609157012,B3_亏1-5%
SIG50524_2,688525,佰维存储,2024-01-03,2024-01-04,ADD_ON_1,-28.32421242793284,B3_亏1-5%
SIG16219_2,000683,博源化工,2021-09-28,2021-09-29,ADD_ON_1,-28.321422691944697,B3_亏1-5%
SIG49386_4,002551,尚荣医疗,2024-01-17,2024-01-18,ADD_ON_3,-28.310031936974926,B3_亏1-5%
SIG53841_3,688023,安恒信息,2024-06-24,2024-06-25,ADD_ON_2,-28.284346718874858,B3_亏1-5%
SIG48345_4,301063,海锅股份,2024-01-17,2024-01-18,ADD_ON_3,-28.28174212422422,B3_亏1-5%
SIG51148_1,300649,杭州园林,2024-01-17,2024-01-18,NEW_ENTRY,-28.27685135377441,B3_亏1-5%
SIG37428_5,603392,万泰生物,2023-05-31,2023-06-01,ADD_ON_4,-28.2760250502186,B3_亏1-5%
SIG28678_1,688202,美迪西,2022-08-22,2022-08-23,NEW_ENTRY,-28.27435297489244,B3_亏1-5%
SIG54354_3,603032,德新科技,2024-05-24,2024-05-27,ADD_ON_2,-28.26498451912084,B3_亏1-5%
SIG2100_2,002740,爱迪尔,2020-04-24,2020-04-27,ADD_ON_1,-28.25764939707966,B3_亏1-5%
SIG50701_1,002239,奥特佳,2024-01-08,2024-01-09,NEW_ENTRY,-28.25044371436124,B3_亏1-5%
SIG58942_2,600719,大连热电,2024-08-15,2024-08-16,ADD_ON_1,-28.23441618622341,B3_亏1-5%
SIG48076_3,300759,康龙化成,2024-01-08,2024-01-09,ADD_ON_2,-28.23074937810594,B3_亏1-5%
SIG40682_1,600483,福能股份,2023-06-06,2023-06-07,NEW_ENTRY,-28.228767819211498,B3_亏1-5%
SIG54006_3,300300,海峡创新,2024-04-15,2024-04-16,ADD_ON_2,-28.22303746673493,B3_亏1-5%
SIG47476_5,603020,爱普股份,2024-01-08,2024-01-09,ADD_ON_4,-28.219928219928196,B3_亏1-5%
SIG50919_1,300255,常山药业,2024-01-10,2024-01-11,NEW_ENTRY,-28.218040462938433,B3_亏1-5%
SIG7485_1,300062,中能电气,2020-12-09,2020-12-10,NEW_ENTRY,-28.215955823317778,B3_亏1-5%
SIG12102_1,605266,健之佳,2021-05-06,2021-05-07,NEW_ENTRY,-28.20908087264896,B3_亏1-5%
SIG51208_1,301288,清研环境,2024-01-17,2024-01-18,NEW_ENTRY,-28.20888343276402,B3_亏1-5%
SIG47768_2,300083,创世纪,2024-01-04,2024-01-05,ADD_ON_1,-28.20738583450447,B3_亏1-5%
SIG46470_5,300358,楚天科技,2024-01-08,2024-01-09,ADD_ON_4,-28.18746557530205,B3_亏1-5%
SIG48292_3,300614,百川畅银,2024-01-17,2024-01-18,ADD_ON_2,-28.185900246435757,B3_亏1-5%
SIG38984_3,002414,高德红外,2023-05-25,2023-05-26,ADD_ON_2,-28.17889567411555,B3_亏1-5%
SIG51316_1,688323,瑞华泰,2024-01-17,2024-01-18,NEW_ENTRY,-28.16048217710267,B3_亏1-5%
SIG19452_2,688408,中信博,2021-12-30,2021-12-31,ADD_ON_1,-28.15611354937196,B3_亏1-5%
SIG50584_2,603055,台华新材,2024-01-08,2024-01-09,ADD_ON_1,-28.14671959056986,B3_亏1-5%
SIG50929_1,300797,钢研纳克,2024-01-10,2024-01-11,NEW_ENTRY,-28.139087802953338,B3_亏1-5%
SIG58269_1,301293,三博脑科,2024-06-24,2024-06-25,NEW_ENTRY,-28.136056521211977,B3_亏1-5%
SIG48936_5,300103,达刚控股,2024-01-23,2024-01-24,ADD_ON_4,-28.11616427852589,B3_亏1-5%
SIG25266_1,300087,荃银高科,2022-04-25,2022-04-26,NEW_ENTRY,-28.097932436327223,B3_亏1-5%
SIG24074_1,688468,科美诊断,2022-03-28,2022-03-29,NEW_ENTRY,-28.08855499562849,B3_亏1-5%
SIG50893_1,000536,华映科技,2024-01-10,2024-01-11,NEW_ENTRY,-28.08494437158931,B3_亏1-5%
SIG48712_2,603949,雪龙集团,2023-12-11,2023-12-12,ADD_ON_1,-28.07806868506062,B3_亏1-5%
SIG48537_3,688375,国博电子,2024-01-05,2024-01-08,ADD_ON_2,-28.066741824042257,B3_亏1-5%
SIG48573_3,688766,普冉股份,2024-01-08,2024-01-09,ADD_ON_2,-28.06370678127449,B3_亏1-5%
SIG50196_2,300334,津膜科技,2024-01-17,2024-01-18,ADD_ON_1,-28.06106936541719,B3_亏1-5%
