signal_id,stock_code,stock_name,signal_date,entry_date,entry_role,close_ret_D20_pct,tier
SIG23379_1,600458,时代新材,2022-03-14,2022-03-15,NEW_ENTRY,-16.312155659390427,B4_亏5-10%
SIG9289_1,600866,星湖科技,2021-01-11,2021-01-12,NEW_ENTRY,-16.31175841702156,B4_亏5-10%
SIG41085_2,603332,苏州龙杰,2023-06-20,2023-06-21,ADD_ON_1,-16.31047349522423,B4_亏5-10%
SIG22279_5,688655,迅捷兴,2022-04-11,2022-04-12,ADD_ON_4,-16.30956605938734,B4_亏5-10%
SIG45533_2,300896,爱美客,2023-09-21,2023-09-22,ADD_ON_1,-16.30933169394706,B4_亏5-10%
SIG45515_1,603209,兴通股份,2023-09-18,2023-09-19,NEW_ENTRY,-16.308677801376533,B4_亏5-10%
SIG49743_1,002268,电科网安,2023-12-20,2023-12-21,NEW_ENTRY,-16.30841069043315,B4_亏5-10%
SIG44694_1,300918,南山智尚,2023-08-23,2023-08-24,NEW_ENTRY,-16.30834064531411,B4_亏5-10%
SIG7257_3,600128,苏豪弘业,2020-12-11,2020-12-14,ADD_ON_2,-16.30788090965081,B4_亏5-10%
SIG51110_3,002942,新农股份,2024-01-23,2024-01-24,ADD_ON_2,-16.30727827046846,B4_亏5-10%
SIG13680_1,000858,五粮液,2021-07-05,2021-07-06,NEW_ENTRY,-16.30666992467957,B4_亏5-10%
SIG51479_3,301032,新柴股份,2024-01-24,2024-01-25,ADD_ON_2,-16.30645383672018,B4_亏5-10%
SIG41886_1,300229,拓尔思,2023-06-28,2023-06-29,NEW_ENTRY,-16.30591630591629,B4_亏5-10%
SIG48536_4,688370,丛麟科技,2024-01-19,2024-01-22,ADD_ON_3,-16.3046510701048,B4_亏5-10%
SIG29460_1,300062,中能电气,2022-08-31,2022-09-01,NEW_ENTRY,-16.303724484260428,B4_亏5-10%
SIG20253_3,300538,同益股份,2022-01-26,2022-01-27,ADD_ON_2,-16.30241861937875,B4_亏5-10%
SIG7708_1,605255,天普股份,2020-12-09,2020-12-10,NEW_ENTRY,-16.30143145294659,B4_亏5-10%
SIG44479_1,688590,新致软件,2023-08-21,2023-08-22,NEW_ENTRY,-16.30121562749089,B4_亏5-10%
SIG29194_2,002753,永东股份,2022-08-31,2022-09-01,ADD_ON_1,-16.2999162999163,B4_亏5-10%
SIG50017_1,300426,唐德影视,2023-12-22,2023-12-25,NEW_ENTRY,-16.29991629991629,B4_亏5-10%
SIG51112_2,003017,大洋生物,2024-01-19,2024-01-22,ADD_ON_1,-16.29991629991629,B4_亏5-10%
SIG29376_1,002139,拓邦股份,2022-08-31,2022-09-01,NEW_ENTRY,-16.29991629991629,B4_亏5-10%
SIG21930_3,300368,汇金股份,2022-04-12,2022-04-13,ADD_ON_2,-16.29991629991628,B4_亏5-10%
SIG40482_1,002120,韵达股份,2023-05-31,2023-06-01,NEW_ENTRY,-16.2975499522388,B4_亏5-10%
SIG49748_1,002373,千方科技,2023-12-20,2023-12-21,NEW_ENTRY,-16.2975499522388,B4_亏5-10%
SIG57157_2,603345,安井食品,2024-06-07,2024-06-11,ADD_ON_1,-16.29672103044883,B4_亏5-10%
SIG56172_1,002603,以岭药业,2024-05-24,2024-05-27,NEW_ENTRY,-16.29411919266991,B4_亏5-10%
SIG7619_3,600768,富邦新材,2020-12-16,2020-12-17,ADD_ON_2,-16.29400172664137,B4_亏5-10%
SIG19684_1,300031,宝通科技,2022-01-07,2022-01-10,NEW_ENTRY,-16.29204129204128,B4_亏5-10%
SIG51591_3,605580,恒盛能源,2024-01-24,2024-01-25,ADD_ON_2,-16.29195951396342,B4_亏5-10%
SIG51017_2,600336,澳柯玛,2024-01-18,2024-01-19,ADD_ON_1,-16.28997153859032,B4_亏5-10%
SIG47718_1,300073,当升科技,2023-11-22,2023-11-23,NEW_ENTRY,-16.28840242912738,B4_亏5-10%
SIG55697_2,603324,盛剑环境,2024-06-05,2024-06-06,ADD_ON_1,-16.28665933084918,B4_亏5-10%
SIG7220_1,300411,金盾股份,2020-12-04,2020-12-07,NEW_ENTRY,-16.28533482718899,B4_亏5-10%
SIG27720_1,002541,鸿路钢构,2022-07-22,2022-07-25,NEW_ENTRY,-16.28501368761108,B4_亏5-10%
SIG12918_1,600629,华建集团,2021-06-15,2021-06-16,NEW_ENTRY,-16.284832485949792,B4_亏5-10%
SIG47296_3,300508,维宏股份,2023-12-26,2023-12-27,ADD_ON_2,-16.284832485949792,B4_亏5-10%
SIG7938_1,002667,鞍重股份,2020-12-11,2020-12-14,NEW_ENTRY,-16.284832485949792,B4_亏5-10%
SIG23231_1,605009,豪悦护理,2022-03-09,2022-03-10,NEW_ENTRY,-16.28371628371627,B4_亏5-10%
SIG4235_1,603602,纵横通信,2020-08-31,2020-09-01,NEW_ENTRY,-16.28330657722319,B4_亏5-10%
SIG55909_2,300523,辰安科技,2024-05-27,2024-05-28,ADD_ON_1,-16.28169355953382,B4_亏5-10%
SIG51281_1,603036,如通股份,2024-01-17,2024-01-18,NEW_ENTRY,-16.28090219639515,B4_亏5-10%
SIG17307_1,688139,海尔生物,2021-10-11,2021-10-12,NEW_ENTRY,-16.27789686042113,B4_亏5-10%
SIG29798_1,300211,亿通科技,2022-09-01,2022-09-02,NEW_ENTRY,-16.27757585204394,B4_亏5-10%
SIG49551_2,301366,一博科技,2023-12-26,2023-12-27,ADD_ON_1,-16.275724275724247,B4_亏5-10%
SIG24002_1,688658,悦康药业,2022-03-15,2022-03-16,NEW_ENTRY,-16.27543441014942,B4_亏5-10%
SIG14030_1,688185,康希诺,2021-07-15,2021-07-16,NEW_ENTRY,-16.274683427864208,B4_亏5-10%
SIG50764_1,300791,仙乐健康,2024-01-08,2024-01-09,NEW_ENTRY,-16.27390632984169,B4_亏5-10%
SIG22606_2,002884,凌霄泵业,2022-03-14,2022-03-15,ADD_ON_1,-16.27206873843644,B4_亏5-10%
SIG20386_2,603530,神马电力,2022-01-24,2022-01-25,ADD_ON_1,-16.27201730531237,B4_亏5-10%
SIG48609_3,688175,高凌信息,2023-12-26,2023-12-27,ADD_ON_2,-16.26956782445728,B4_亏5-10%
SIG36407_1,603356,华菱精工,2023-03-07,2023-03-08,NEW_ENTRY,-16.2695151435475,B4_亏5-10%
SIG4042_2,002733,雄韬股份,2020-09-24,2020-09-25,ADD_ON_1,-16.26929771259665,B4_亏5-10%
SIG38611_1,300460,惠伦晶体,2023-04-18,2023-04-19,NEW_ENTRY,-16.26920760779029,B4_亏5-10%
SIG19875_3,300911,亿田智能,2022-02-07,2022-02-08,ADD_ON_2,-16.2683649975499,B4_亏5-10%
SIG29247_1,605068,明新旭腾,2022-08-26,2022-08-29,NEW_ENTRY,-16.2682509046856,B4_亏5-10%
SIG24470_1,002601,龙佰集团,2022-04-13,2022-04-14,NEW_ENTRY,-16.26764040557142,B4_亏5-10%
SIG19859_1,002733,雄韬股份,2022-01-13,2022-01-14,NEW_ENTRY,-16.26693916770252,B4_亏5-10%
SIG51476_1,301003,江苏博云,2024-01-18,2024-01-19,NEW_ENTRY,-16.266483303204062,B4_亏5-10%
SIG10911_1,603212,赛伍技术,2021-04-09,2021-04-12,NEW_ENTRY,-16.262309119451977,B4_亏5-10%
SIG58627_1,603379,三美股份,2024-07-03,2024-07-04,NEW_ENTRY,-16.26177660292798,B4_亏5-10%
SIG7519_1,300330,华虹计通,2020-12-09,2020-12-10,NEW_ENTRY,-16.26160027295315,B4_亏5-10%
SIG13609_1,600009,上海机场,2021-07-02,2021-07-05,NEW_ENTRY,-16.26116870735265,B4_亏5-10%
SIG24713_1,605369,拱东医疗,2022-04-18,2022-04-19,NEW_ENTRY,-16.26100714192446,B4_亏5-10%
SIG23575_2,002623,亚玛顿,2022-04-08,2022-04-11,ADD_ON_1,-16.260818205377568,B4_亏5-10%
SIG7179_1,603528,多伦科技,2020-11-30,2020-12-01,NEW_ENTRY,-16.25749481572032,B4_亏5-10%
SIG24066_1,300777,中简科技,2022-03-28,2022-03-29,NEW_ENTRY,-16.25731270701683,B4_亏5-10%
SIG3718_5,603083,剑桥科技,2020-09-15,2020-09-16,ADD_ON_4,-16.25664282293712,B4_亏5-10%
SIG51644_1,002629,仁智股份,2024-01-19,2024-01-22,NEW_ENTRY,-16.25625048805641,B4_亏5-10%
SIG18461_4,600760,中航沈飞,2022-01-07,2022-01-10,ADD_ON_3,-16.25498895288878,B4_亏5-10%
SIG54653_2,300324,旋极信息,2024-05-23,2024-05-24,ADD_ON_1,-16.25395880715029,B4_亏5-10%
SIG6401_3,002115,三维通信,2020-12-08,2020-12-09,ADD_ON_2,-16.25395880715028,B4_亏5-10%
SIG49476_2,002544,普天科技,2023-12-20,2023-12-21,ADD_ON_1,-16.252901327528193,B4_亏5-10%
SIG29510_1,300460,惠伦晶体,2022-08-31,2022-09-01,NEW_ENTRY,-16.2524645828688,B4_亏5-10%
SIG8391_1,300823,建科机械,2020-12-16,2020-12-17,NEW_ENTRY,-16.252406292246928,B4_亏5-10%
SIG22900_2,603959,百利科技,2022-03-14,2022-03-15,ADD_ON_1,-16.25183932876238,B4_亏5-10%
SIG49893_3,688244,永信至诚,2023-12-26,2023-12-27,ADD_ON_2,-16.25141325740127,B4_亏5-10%
SIG29472_2,300153,科泰电源,2022-09-02,2022-09-05,ADD_ON_1,-16.25063333016396,B4_亏5-10%
SIG24717_2,002918,蒙娜丽莎,2022-04-21,2022-04-22,ADD_ON_1,-16.25063333016396,B4_亏5-10%
SIG38198_1,000683,博源化工,2023-03-31,2023-04-03,NEW_ENTRY,-16.25003172347282,B4_亏5-10%
SIG56117_1,600576,祥源文旅,2024-05-23,2024-05-24,NEW_ENTRY,-16.24916436946512,B4_亏5-10%
SIG8687_3,002786,银宝山新,2021-01-11,2021-01-12,ADD_ON_2,-16.24856918042336,B4_亏5-10%
SIG8445_2,300626,华瑞股份,2020-12-21,2020-12-22,ADD_ON_1,-16.24841022431384,B4_亏5-10%
SIG22283_1,002027,分众传媒,2022-03-02,2022-03-03,NEW_ENTRY,-16.2481354262176,B4_亏5-10%
SIG49936_1,000056,皇庭国际,2023-12-22,2023-12-25,NEW_ENTRY,-16.2481354262176,B4_亏5-10%
SIG51158_1,300776,帝尔激光,2024-01-17,2024-01-18,NEW_ENTRY,-16.24689509885883,B4_亏5-10%
SIG49986_1,300036,超图软件,2023-12-22,2023-12-25,NEW_ENTRY,-16.24433209610768,B4_亏5-10%
SIG9000_2,002199,东晶电子,2021-01-08,2021-01-11,ADD_ON_1,-16.24375624375623,B4_亏5-10%
